composite_ID,UID,test,TSVR_hours,log_TSVR,Age,Age_c,LocationType,theta,se
A079_1_Destination,A079,1,1.0,0.6931471805599453,50.0,5.43,Destination,1.3273735,0.5
A079_2_Source,A079,2,26.11,3.299902663510574,50.0,5.43,Source,0.19691332,0.5
A079_2_Destination,A079,2,26.11,3.299902663510574,50.0,5.43,Destination,-0.2008887,0.5
A079_3_Source,A079,3,74.0,4.31748811353631,50.0,5.43,Source,-0.70234376,0.5
A079_3_Destination,A079,3,74.0,4.31748811353631,50.0,5.43,Destination,-0.19927017,0.5
A079_4_Source,A079,4,194.42,5.275151088516197,50.0,5.43,Source,-0.62206274,0.5
A079_4_Destination,A079,4,194.42,5.275151088516197,50.0,5.43,Destination,-0.95253634,0.5
A080_1_Source,A080,1,1.0,0.6931471805599453,56.0,11.43,Source,0.10537331,0.5
A080_1_Destination,A080,1,1.0,0.6931471805599453,56.0,11.43,Destination,-0.1154154,0.5
A080_2_Source,A080,2,29.03,3.402196881995239,56.0,11.43,Source,0.5328905,0.5
A080_2_Destination,A080,2,29.03,3.402196881995239,56.0,11.43,Destination,0.10268697,0.5
A080_3_Source,A080,3,72.87,4.302306791540646,56.0,11.43,Source,0.045848988,0.5
A080_3_Destination,A080,3,72.87,4.302306791540646,56.0,11.43,Destination,1.1151272,0.5
A080_4_Source,A080,4,145.77,4.988866735623107,56.0,11.43,Source,-0.66487795,0.5
A080_4_Destination,A080,4,145.77,4.988866735623107,56.0,11.43,Destination,-0.40745336,0.5
A081_1_Source,A081,1,1.0,0.6931471805599453,55.0,10.43,Source,0.37206882,0.5
A081_1_Destination,A081,1,1.0,0.6931471805599453,55.0,10.43,Destination,0.6662004,0.5
A081_2_Source,A081,2,31.39,3.477849733183238,55.0,10.43,Source,-0.42201942,0.5
A081_2_Destination,A081,2,31.39,3.477849733183238,55.0,10.43,Destination,-0.9717388,0.5
A081_3_Source,A081,3,80.13,4.396052806406973,55.0,10.43,Source,0.83210707,0.5
A081_3_Destination,A081,3,80.13,4.396052806406973,55.0,10.43,Destination,1.2064252,0.5
A081_4_Source,A081,4,154.53,5.046838639056468,55.0,10.43,Source,-0.09271791,0.5
A081_4_Destination,A081,4,154.53,5.046838639056468,55.0,10.43,Destination,1.4606197,0.5
A082_1_Source,A082,1,1.0,0.6931471805599453,58.0,13.43,Source,0.071322605,0.5
A082_1_Destination,A082,1,1.0,0.6931471805599453,58.0,13.43,Destination,-0.6594405,0.5
A082_2_Source,A082,2,27.97,3.366260811781259,58.0,13.43,Source,1.181799,0.5
A082_2_Destination,A082,2,27.97,3.366260811781259,58.0,13.43,Destination,1.5764099,0.5
A082_3_Source,A082,3,75.71,4.3400320779712045,58.0,13.43,Source,1.0123066,0.5
A082_3_Destination,A082,3,75.71,4.3400320779712045,58.0,13.43,Destination,-0.7732746,0.5
A082_4_Source,A082,4,170.25,5.143124477142335,58.0,13.43,Source,-0.5707041,0.5
A082_4_Destination,A082,4,170.25,5.143124477142335,58.0,13.43,Destination,0.112550795,0.5
A083_1_Source,A083,1,1.0,0.6931471805599453,58.0,13.43,Source,1.2475034,0.5
A083_1_Destination,A083,1,1.0,0.6931471805599453,58.0,13.43,Destination,1.6751546,0.5
A083_2_Source,A083,2,25.15,3.263849190510932,58.0,13.43,Source,0.6259196,0.5
A083_2_Destination,A083,2,25.15,3.263849190510932,58.0,13.43,Destination,-0.3237374,0.5
A083_3_Source,A083,3,74.3,4.321480134805848,58.0,13.43,Source,0.113821276,0.5
A083_3_Destination,A083,3,74.3,4.321480134805848,58.0,13.43,Destination,-0.8224563,0.5
A083_4_Source,A083,4,144.91,4.982989993275931,58.0,13.43,Source,0.19219941,0.5
A083_4_Destination,A083,4,144.91,4.982989993275931,58.0,13.43,Destination,0.76563764,0.5
A084_1_Source,A084,1,1.0,0.6931471805599453,59.0,14.43,Source,0.8040474,0.5
A084_1_Destination,A084,1,1.0,0.6931471805599453,59.0,14.43,Destination,0.089948215,0.5
A084_2_Source,A084,2,27.25,3.34109345759245,59.0,14.43,Source,0.14113443,0.5
A084_2_Destination,A084,2,27.25,3.34109345759245,59.0,14.43,Destination,-0.3887303,0.5
A084_3_Source,A084,3,91.97,4.532276860467767,59.0,14.43,Source,-0.11596396,0.5
A084_3_Destination,A084,3,91.97,4.532276860467767,59.0,14.43,Destination,0.41099674,0.5
A084_4_Source,A084,4,162.51,5.096874150546495,59.0,14.43,Source,-0.59100777,0.5
A084_4_Destination,A084,4,162.51,5.096874150546495,59.0,14.43,Destination,1.1264467,0.5
A085_1_Source,A085,1,1.0,0.6931471805599453,58.0,13.43,Source,-0.11570579,0.5
A085_1_Destination,A085,1,1.0,0.6931471805599453,58.0,13.43,Destination,-0.025167516,0.5
A085_2_Source,A085,2,24.51,3.23907053215372,58.0,13.43,Source,1.1474876,0.5
A085_2_Destination,A085,2,24.51,3.23907053215372,58.0,13.43,Destination,0.58357966,0.5
A085_3_Source,A085,3,71.4,4.282206299391671,58.0,13.43,Source,-0.103653476,0.5
A085_3_Destination,A085,3,71.4,4.282206299391671,58.0,13.43,Destination,-0.9434278,0.5
A085_4_Source,A085,4,170.65,5.145457519903701,58.0,13.43,Source,-0.4273231,0.5
A085_4_Destination,A085,4,170.65,5.145457519903701,58.0,13.43,Destination,0.36916238,0.5
A086_1_Source,A086,1,1.0,0.6931471805599453,58.0,13.43,Source,0.7650894,0.5
A086_1_Destination,A086,1,1.0,0.6931471805599453,58.0,13.43,Destination,1.2463102,0.5
A086_2_Source,A086,2,23.47,3.19744787745458,58.0,13.43,Source,0.30255273,0.5
A086_2_Destination,A086,2,23.47,3.19744787745458,58.0,13.43,Destination,0.35159728,0.5
A086_3_Source,A086,3,145.29,4.985590952989995,58.0,13.43,Source,-1.0298048,0.5
A086_3_Destination,A086,3,145.29,4.985590952989995,58.0,13.43,Destination,-0.7232066,0.5
A086_4_Source,A086,4,169.55,5.139028508864655,58.0,13.43,Source,-0.8856172,0.5
A086_4_Destination,A086,4,169.55,5.139028508864655,58.0,13.43,Destination,-1.2129464,0.5
A087_1_Source,A087,1,1.0,0.6931471805599453,59.0,14.43,Source,-0.14446898,0.5
A087_1_Destination,A087,1,1.0,0.6931471805599453,59.0,14.43,Destination,1.1479511,0.5
A087_2_Source,A087,2,31.07,3.4679210137050633,59.0,14.43,Source,0.79339594,0.5
A087_2_Destination,A087,2,31.07,3.4679210137050633,59.0,14.43,Destination,0.62924254,0.5
A087_3_Source,A087,3,72.8,4.301358731606427,59.0,14.43,Source,0.07429415,0.5
A087_3_Destination,A087,3,72.8,4.301358731606427,59.0,14.43,Destination,0.6483832,0.5
A087_4_Source,A087,4,144.2,4.978112102390695,59.0,14.43,Source,0.63730603,0.5
A087_4_Destination,A087,4,144.2,4.978112102390695,59.0,14.43,Destination,-0.5654962,0.5
A088_1_Source,A088,1,1.0,0.6931471805599453,56.0,11.43,Source,1.3610681,0.5
A088_1_Destination,A088,1,1.0,0.6931471805599453,56.0,11.43,Destination,1.5717645,0.5
A088_2_Source,A088,2,24.25,3.228826155721369,56.0,11.43,Source,1.6403587,0.5
A088_2_Destination,A088,2,24.25,3.228826155721369,56.0,11.43,Destination,2.250928,0.5
A088_3_Source,A088,3,74.91,4.3295484280286765,56.0,11.43,Source,1.0740212,0.5
A088_3_Destination,A088,3,74.91,4.3295484280286765,56.0,11.43,Destination,-0.11962351,0.5
A088_4_Source,A088,4,149.93,5.016816153171337,56.0,11.43,Source,1.2408419,0.5
A088_4_Destination,A088,4,149.93,5.016816153171337,56.0,11.43,Destination,1.3004314,0.5
A089_1_Source,A089,1,1.0,0.6931471805599453,56.0,11.43,Source,0.95078164,0.5
A089_1_Destination,A089,1,1.0,0.6931471805599453,56.0,11.43,Destination,1.5398204,0.5
A089_2_Source,A089,2,32.14,3.500741011998417,56.0,11.43,Source,1.0349191,0.5
A089_2_Destination,A089,2,32.14,3.500741011998417,56.0,11.43,Destination,0.37108445,0.5
A089_3_Source,A089,3,79.34,4.386267628931136,56.0,11.43,Source,0.30402267,0.5
A089_3_Destination,A089,3,79.34,4.386267628931136,56.0,11.43,Destination,-0.0014881843,0.5
A089_4_Source,A089,4,146.96,4.996941966964253,56.0,11.43,Source,-0.14708613,0.5
A089_4_Destination,A089,4,146.96,4.996941966964253,56.0,11.43,Destination,0.8214839,0.5
A090_1_Source,A090,1,1.0,0.6931471805599453,61.0,16.43,Source,-0.23930658,0.5
A090_1_Destination,A090,1,1.0,0.6931471805599453,61.0,16.43,Destination,-0.3088941,0.5
A090_2_Source,A090,2,23.54,3.2003044392827653,61.0,16.43,Source,0.0107415775,0.5
A090_2_Destination,A090,2,23.54,3.2003044392827653,61.0,16.43,Destination,-0.2992866,0.5
A090_3_Source,A090,3,95.42,4.568713648977476,61.0,16.43,Source,-0.9169951,0.5
A090_3_Destination,A090,3,95.42,4.568713648977476,61.0,16.43,Destination,-0.48725727,0.5
A090_4_Source,A090,4,144.07,4.977216384550811,61.0,16.43,Source,-0.89684373,0.5
A090_4_Destination,A090,4,144.07,4.977216384550811,61.0,16.43,Destination,0.14262137,0.5
A091_1_Source,A091,1,1.0,0.6931471805599453,63.0,18.43,Source,0.61024165,0.5
A091_1_Destination,A091,1,1.0,0.6931471805599453,63.0,18.43,Destination,1.1371102,0.5
A091_2_Source,A091,2,22.2,3.1441522786722644,63.0,18.43,Source,-0.23226447,0.5
A091_2_Destination,A091,2,22.2,3.1441522786722644,63.0,18.43,Destination,0.2593088,0.5
A091_3_Source,A091,3,73.64,4.312676556539088,63.0,18.43,Source,-1.0321478,0.5
A091_3_Destination,A091,3,73.64,4.312676556539088,63.0,18.43,Destination,-0.6923325,0.5
A091_4_Source,A091,4,142.61,4.9671012920725275,63.0,18.43,Source,-1.0876396,0.5
A091_4_Destination,A091,4,142.61,4.9671012920725275,63.0,18.43,Destination,0.056037232,0.5
A092_1_Source,A092,1,1.0,0.6931471805599453,60.0,15.43,Source,0.23328507,0.5
A092_1_Destination,A092,1,1.0,0.6931471805599453,60.0,15.43,Destination,-0.4201831,0.5
A092_2_Source,A092,2,22.83,3.170945291110651,60.0,15.43,Source,-0.8227533,0.5
A092_2_Destination,A092,2,22.83,3.170945291110651,60.0,15.43,Destination,-0.90574074,0.5
A092_3_Source,A092,3,71.31,4.28096243218686,60.0,15.43,Source,-0.70078677,0.5
A092_3_Destination,A092,3,71.31,4.28096243218686,60.0,15.43,Destination,-1.0292109,0.5
A092_4_Source,A092,4,146.16,4.991520430236574,60.0,15.43,Source,-0.77845037,0.5
A092_4_Destination,A092,4,146.16,4.991520430236574,60.0,15.43,Destination,-0.44239357,0.5
A093_1_Source,A093,1,1.0,0.6931471805599453,64.0,19.43,Source,0.17902495,0.5
A093_1_Destination,A093,1,1.0,0.6931471805599453,64.0,19.43,Destination,0.97299176,0.5
A093_2_Source,A093,2,22.09,3.139399623366404,64.0,19.43,Source,1.032644,0.5
A093_2_Destination,A093,2,22.09,3.139399623366404,64.0,19.43,Destination,-0.6046585,0.5
A093_3_Source,A093,3,70.22,4.265773677849632,64.0,19.43,Source,-0.19266124,0.5
A093_3_Destination,A093,3,70.22,4.265773677849632,64.0,19.43,Destination,-0.8998102,0.5
A093_4_Source,A093,4,140.95,4.95547488291898,64.0,19.43,Source,0.2726866,0.5
A093_4_Destination,A093,4,140.95,4.95547488291898,64.0,19.43,Destination,-0.7954494,0.5
A094_1_Source,A094,1,1.0,0.6931471805599453,60.0,15.43,Source,-1.0644217,0.5
A094_1_Destination,A094,1,1.0,0.6931471805599453,60.0,15.43,Destination,-1.036037,0.5
A094_2_Source,A094,2,22.98,3.177220149599368,60.0,15.43,Source,0.04552735,0.5
A094_2_Destination,A094,2,22.98,3.177220149599368,60.0,15.43,Destination,-0.29982325,0.5
A094_3_Source,A094,3,76.21,4.3465289823207245,60.0,15.43,Source,-0.8497856,0.5
A094_3_Destination,A094,3,76.21,4.3465289823207245,60.0,15.43,Destination,-1.0888739,0.5
A094_4_Source,A094,4,149.99,5.017213609456379,60.0,15.43,Source,-1.2777404,0.5
A094_4_Destination,A094,4,149.99,5.017213609456379,60.0,15.43,Destination,-1.2646453,0.5
A095_1_Source,A095,1,1.0,0.6931471805599453,61.0,16.43,Source,1.0975536,0.5
A095_1_Destination,A095,1,1.0,0.6931471805599453,61.0,16.43,Destination,1.3578781,0.5
A095_2_Source,A095,2,29.71,3.424588334452731,61.0,16.43,Source,0.2966555,0.5
A095_2_Destination,A095,2,29.71,3.424588334452731,61.0,16.43,Destination,-0.8642308,0.5
A095_3_Source,A095,3,78.76,4.379022125653583,61.0,16.43,Source,0.022464879,0.5
A095_3_Destination,A095,3,78.76,4.379022125653583,61.0,16.43,Destination,-0.6406247,0.5
A095_4_Source,A095,4,148.79,5.009234313180627,61.0,16.43,Source,-0.32706589,0.5
A095_4_Destination,A095,4,148.79,5.009234313180627,61.0,16.43,Destination,-0.86643106,0.5
A096_1_Source,A096,1,1.0,0.6931471805599453,60.0,15.43,Source,-0.277075,0.5
A096_1_Destination,A096,1,1.0,0.6931471805599453,60.0,15.43,Destination,-0.46724647,0.5
A096_2_Source,A096,2,24.49,3.238286218388024,60.0,15.43,Source,0.10875838,0.5
A096_2_Destination,A096,2,24.49,3.238286218388024,60.0,15.43,Destination,-0.4302919,0.5
A096_3_Source,A096,3,71.19,4.279301532151069,60.0,15.43,Source,-1.7827787,0.5
A096_3_Destination,A096,3,71.19,4.279301532151069,60.0,15.43,Destination,-0.7520156,0.5
A096_4_Source,A096,4,143.66,4.974386161421135,60.0,15.43,Source,-1.7271752,0.5
A096_4_Destination,A096,4,143.66,4.974386161421135,60.0,15.43,Destination,0.013857826,0.5
A097_1_Source,A097,1,1.0,0.6931471805599453,64.0,19.43,Source,0.1794386,0.5
A097_1_Destination,A097,1,1.0,0.6931471805599453,64.0,19.43,Destination,-0.12557247,0.5
A097_2_Source,A097,2,24.37,3.2335673736111907,64.0,19.43,Source,-0.54056513,0.5
A097_2_Destination,A097,2,24.37,3.2335673736111907,64.0,19.43,Destination,0.08058321,0.5
A097_3_Source,A097,3,70.83,4.27430221608671,64.0,19.43,Source,0.7713108,0.5
A097_3_Destination,A097,3,70.83,4.27430221608671,64.0,19.43,Destination,-0.33748123,0.5
A097_4_Source,A097,4,144.85,4.98257869631373,64.0,19.43,Source,-1.0911156,0.5
A097_4_Destination,A097,4,144.85,4.98257869631373,64.0,19.43,Destination,-0.29173175,0.5
A098_1_Source,A098,1,1.0,0.6931471805599453,60.0,15.43,Source,0.7291178,0.5
A098_1_Destination,A098,1,1.0,0.6931471805599453,60.0,15.43,Destination,0.36816895,0.5
A098_2_Source,A098,2,25.77,3.2872818575322613,60.0,15.43,Source,0.0246297,0.5
A098_2_Destination,A098,2,25.77,3.2872818575322613,60.0,15.43,Destination,1.0905981,0.5
A098_3_Source,A098,3,78.84,4.380024632003209,60.0,15.43,Source,1.1876998,0.5
A098_3_Destination,A098,3,78.84,4.380024632003209,60.0,15.43,Destination,0.41594142,0.5
A098_4_Source,A098,4,146.29,4.992403432501452,60.0,15.43,Source,-0.93667495,0.5
A098_4_Destination,A098,4,146.29,4.992403432501452,60.0,15.43,Destination,-0.75626916,0.5
A099_1_Source,A099,1,1.0,0.6931471805599453,63.0,18.43,Source,0.5694854,0.5
A099_1_Destination,A099,1,1.0,0.6931471805599453,63.0,18.43,Destination,1.5832982,0.5
A099_2_Source,A099,2,28.75,3.392829131991639,63.0,18.43,Source,1.1351792,0.5
A099_2_Destination,A099,2,28.75,3.392829131991639,63.0,18.43,Destination,-0.39603183,0.5
A099_3_Source,A099,3,78.57,4.3766371373894435,63.0,18.43,Source,0.34919107,0.5
A099_3_Destination,A099,3,78.57,4.3766371373894435,63.0,18.43,Destination,-0.024725638,0.5
A099_4_Source,A099,4,143.51,4.973348709310239,63.0,18.43,Source,1.2946471,0.5
A099_4_Destination,A099,4,143.51,4.973348709310239,63.0,18.43,Destination,1.3247222,0.5
A100_1_Source,A100,1,1.0,0.6931471805599453,66.0,21.43,Source,-0.06639828,0.5
A100_1_Destination,A100,1,1.0,0.6931471805599453,66.0,21.43,Destination,-0.6996861,0.5
A100_2_Source,A100,2,31.14,3.4701013603093664,66.0,21.43,Source,1.3288726,0.5
A100_2_Destination,A100,2,31.14,3.4701013603093664,66.0,21.43,Destination,1.1456058,0.5
A100_3_Source,A100,3,75.34,4.3351970473170836,66.0,21.43,Source,0.2789706,0.5
A100_3_Destination,A100,3,75.34,4.3351970473170836,66.0,21.43,Destination,0.24805592,0.5
A100_4_Source,A100,4,146.8,4.995860008514102,66.0,21.43,Source,0.11508391,0.5
A100_4_Destination,A100,4,146.8,4.995860008514102,66.0,21.43,Destination,-1.136643,0.5
A101_1_Source,A101,1,1.0,0.6931471805599453,69.0,24.43,Source,-0.39517584,0.5
A101_1_Destination,A101,1,1.0,0.6931471805599453,69.0,24.43,Destination,0.8865688,0.5
A101_2_Source,A101,2,29.12,3.405189402931693,69.0,24.43,Source,-0.64429396,0.5
A101_2_Destination,A101,2,29.12,3.405189402931693,69.0,24.43,Destination,-0.23393802,0.5
A101_3_Source,A101,3,75.21,4.333492687678026,69.0,24.43,Source,-1.402536,0.5
A101_3_Destination,A101,3,75.21,4.333492687678026,69.0,24.43,Destination,-0.978317,0.5
A101_4_Source,A101,4,150.22,5.018735730130124,69.0,24.43,Source,-1.0298448,0.5
A101_4_Destination,A101,4,150.22,5.018735730130124,69.0,24.43,Destination,0.17299545,0.5
A102_1_Source,A102,1,1.0,0.6931471805599453,68.0,23.43,Source,-0.4269469,0.5
A102_1_Destination,A102,1,1.0,0.6931471805599453,68.0,23.43,Destination,0.20968845,0.5
A102_2_Source,A102,2,29.13,3.40552135314221,68.0,23.43,Source,1.3623424,0.5
A102_2_Destination,A102,2,29.13,3.40552135314221,68.0,23.43,Destination,0.24436091,0.5
A102_3_Source,A102,3,75.27,4.3342796761761475,68.0,23.43,Source,-0.3569574,0.5
A102_3_Destination,A102,3,75.27,4.3342796761761475,68.0,23.43,Destination,0.012451167,0.5
A102_4_Source,A102,4,150.41,5.019991389020281,68.0,23.43,Source,-0.13239342,0.5
A102_4_Destination,A102,4,150.41,5.019991389020281,68.0,23.43,Destination,-1.0560108,0.5
A103_1_Source,A103,1,1.0,0.6931471805599453,68.0,23.43,Source,1.1801236,0.5
A103_1_Destination,A103,1,1.0,0.6931471805599453,68.0,23.43,Destination,1.2595557,0.5
A103_2_Source,A103,2,27.26,3.3414473772563813,68.0,23.43,Source,-0.6768038,0.5
A103_2_Destination,A103,2,27.26,3.3414473772563813,68.0,23.43,Destination,-0.42329043,0.5
A103_3_Source,A103,3,80.24,4.397407736712184,68.0,23.43,Source,-0.973742,0.5
A103_3_Destination,A103,3,80.24,4.397407736712184,68.0,23.43,Destination,0.97105753,0.5
A103_4_Source,A103,4,149.72,5.015423810828053,68.0,23.43,Source,-0.9487724,0.5
A103_4_Destination,A103,4,149.72,5.015423810828053,68.0,23.43,Destination,-0.8396413,0.5
A104_1_Source,A104,1,1.0,0.6931471805599453,66.0,21.43,Source,1.2842352,0.5
A104_1_Destination,A104,1,1.0,0.6931471805599453,66.0,21.43,Destination,0.06332143,0.5
A104_2_Source,A104,2,22.6,3.1612467120315646,66.0,21.43,Source,0.9625718,0.5
A104_2_Destination,A104,2,22.6,3.1612467120315646,66.0,21.43,Destination,0.2064909,0.5
A104_3_Source,A104,3,72.62,4.298916727950875,66.0,21.43,Source,-0.589731,0.5
A104_3_Destination,A104,3,72.62,4.298916727950875,66.0,21.43,Destination,1.1526464,0.5
A104_4_Source,A104,4,145.78,4.9889348671169165,66.0,21.43,Source,-1.3339353,0.5
A104_4_Destination,A104,4,145.78,4.9889348671169165,66.0,21.43,Destination,-1.420157,0.5
A105_1_Source,A105,1,1.0,0.6931471805599453,68.0,23.43,Source,0.53870964,0.5
A105_1_Destination,A105,1,1.0,0.6931471805599453,68.0,23.43,Destination,1.0632366,0.5
A105_2_Source,A105,2,22.77,3.1684242813721024,68.0,23.43,Source,0.46811488,0.5
A105_2_Destination,A105,2,22.77,3.1684242813721024,68.0,23.43,Destination,0.89520895,0.5
A105_3_Source,A105,3,69.46,4.255045172913092,68.0,23.43,Source,-1.190793,0.5
A105_3_Destination,A105,3,69.46,4.255045172913092,68.0,23.43,Destination,0.023725206,0.5
A105_4_Source,A105,4,146.2,4.991792206294776,68.0,23.43,Source,-0.1631536,0.5
A105_4_Destination,A105,4,146.2,4.991792206294776,68.0,23.43,Destination,0.6975893,0.5
A106_1_Source,A106,1,1.0,0.6931471805599453,66.0,21.43,Source,0.7179772,0.5
A106_1_Destination,A106,1,1.0,0.6931471805599453,66.0,21.43,Destination,1.2047487,0.5
A106_2_Source,A106,2,22.64,3.1629401925378975,66.0,21.43,Source,-0.1352828,0.5
A106_2_Destination,A106,2,22.64,3.1629401925378975,66.0,21.43,Destination,0.13819233,0.5
A106_3_Source,A106,3,66.08,4.205885936955008,66.0,21.43,Source,-0.20217995,0.5
A106_3_Destination,A106,3,66.08,4.205885936955008,66.0,21.43,Destination,0.28499973,0.5
A106_4_Source,A106,4,147.13,4.998090266593961,66.0,21.43,Source,0.47873917,0.5
A106_4_Destination,A106,4,147.13,4.998090266593961,66.0,21.43,Destination,0.24336678,0.5
A107_1_Source,A107,1,1.0,0.6931471805599453,70.0,25.43,Source,-0.89261144,0.5
A107_1_Destination,A107,1,1.0,0.6931471805599453,70.0,25.43,Destination,-0.26651132,0.5
A107_2_Source,A107,2,26.22,3.30395199722332,70.0,25.43,Source,-1.3602527,0.5
A107_2_Destination,A107,2,26.22,3.30395199722332,70.0,25.43,Destination,-1.135201,0.5
A107_3_Source,A107,3,71.45,4.282896668766692,70.0,25.43,Source,-0.8110506,0.5
A107_3_Destination,A107,3,71.45,4.282896668766692,70.0,25.43,Destination,-1.1414355,0.5
A107_4_Source,A107,4,145.95,4.990092392864926,70.0,25.43,Source,-1.0200406,0.5
A107_4_Destination,A107,4,145.95,4.990092392864926,70.0,25.43,Destination,-1.0968966,0.5
A108_1_Source,A108,1,1.0,0.6931471805599453,69.0,24.43,Source,-0.8011535,0.5
A108_1_Destination,A108,1,1.0,0.6931471805599453,69.0,24.43,Destination,-0.17483757,0.5
A108_2_Source,A108,2,27.61,3.3537563070620187,69.0,24.43,Source,-0.5113533,0.5
A108_2_Destination,A108,2,27.61,3.3537563070620187,69.0,24.43,Destination,-0.8555178,0.5
A108_3_Source,A108,3,68.96,4.247923650150401,69.0,24.43,Source,0.030380113,0.5
A108_3_Destination,A108,3,68.96,4.247923650150401,69.0,24.43,Destination,0.98977315,0.5
A108_4_Source,A108,4,152.12,5.031221927704644,69.0,24.43,Source,-1.5837336,0.5
A108_4_Destination,A108,4,152.12,5.031221927704644,69.0,24.43,Destination,-0.94147485,0.5
A109_1_Source,A109,1,1.0,0.6931471805599453,68.0,23.43,Source,-0.121756904,0.5
A109_1_Destination,A109,1,1.0,0.6931471805599453,68.0,23.43,Destination,-0.8293198,0.5
A109_2_Source,A109,2,24.65,3.2445435716167785,68.0,23.43,Source,-0.9755655,0.5
A109_2_Destination,A109,2,24.65,3.2445435716167785,68.0,23.43,Destination,-1.0111979,0.5
A109_3_Source,A109,3,71.17,4.279024447084182,68.0,23.43,Source,0.17754932,0.5
A109_3_Destination,A109,3,71.17,4.279024447084182,68.0,23.43,Destination,-1.1678147,0.5
A109_4_Source,A109,4,149.87,5.016418538851983,68.0,23.43,Source,-1.646698,0.5
A109_4_Destination,A109,4,149.87,5.016418538851983,68.0,23.43,Destination,-0.6777049,0.5
