composite_ID,UID,test,TSVR_hours,log_TSVR,Age,Age_c,LocationType,theta,se
A045_1_Source,A045,1,1.0,0.6931471805599453,37.0,-7.57,Source,-0.5580017,0.5
A045_1_Destination,A045,1,1.0,0.6931471805599453,37.0,-7.57,Destination,0.16803594,0.5
A045_2_Source,A045,2,24.66,3.2449333591874905,37.0,-7.57,Source,-0.8744425,0.5
A045_2_Destination,A045,2,24.66,3.2449333591874905,37.0,-7.57,Destination,-0.48629287,0.5
A045_3_Source,A045,3,72.23,4.2936051730729785,37.0,-7.57,Source,-0.7973534,0.5
A045_3_Destination,A045,3,72.23,4.2936051730729785,37.0,-7.57,Destination,-0.9015519,0.5
A045_4_Source,A045,4,151.52,5.027295734989363,37.0,-7.57,Source,-0.57261163,0.5
A045_4_Destination,A045,4,151.52,5.027295734989363,37.0,-7.57,Destination,-0.6140947,0.5
A046_1_Source,A046,1,1.0,0.6931471805599453,38.0,-6.57,Source,-0.6971506,0.5
A046_1_Destination,A046,1,1.0,0.6931471805599453,38.0,-6.57,Destination,-0.82893044,0.5
A046_2_Source,A046,2,24.32,3.2315945972759756,38.0,-6.57,Source,-1.4928403,0.5
A046_2_Destination,A046,2,24.32,3.2315945972759756,38.0,-6.57,Destination,-1.229845,0.5
A046_3_Source,A046,3,73.05,4.304740540713808,38.0,-6.57,Source,-1.7452676,0.5
A046_3_Destination,A046,3,73.05,4.304740540713808,38.0,-6.57,Destination,-0.9712328,0.5
A046_4_Source,A046,4,147.94,5.003543540282499,38.0,-6.57,Source,-0.63528097,0.5
A046_4_Destination,A046,4,147.94,5.003543540282499,38.0,-6.57,Destination,-0.8551873,0.5
A047_1_Source,A047,1,1.0,0.6931471805599453,36.0,-8.57,Source,-0.35001668,0.5
A047_1_Destination,A047,1,1.0,0.6931471805599453,36.0,-8.57,Destination,-0.9314449,0.5
A047_2_Source,A047,2,23.46,3.1970391302590264,36.0,-8.57,Source,-0.16671039,0.5
A047_2_Destination,A047,2,23.46,3.1970391302590264,36.0,-8.57,Destination,0.0011731267,0.5
A047_3_Source,A047,3,76.85,4.354783898280007,36.0,-8.57,Source,-1.3709793,0.5
A047_3_Destination,A047,3,76.85,4.354783898280007,36.0,-8.57,Destination,-0.31743395,0.5
A047_4_Source,A047,4,144.22,4.978249833952101,36.0,-8.57,Source,-1.6715268,0.5
A047_4_Destination,A047,4,144.22,4.978249833952101,36.0,-8.57,Destination,0.5841509,0.5
A048_1_Source,A048,1,1.0,0.6931471805599453,38.0,-6.57,Source,1.1008136,0.5
A048_1_Destination,A048,1,1.0,0.6931471805599453,38.0,-6.57,Destination,1.7055423,0.5
A048_2_Source,A048,2,23.91,3.215269329274089,38.0,-6.57,Source,0.42243886,0.5
A048_2_Destination,A048,2,23.91,3.215269329274089,38.0,-6.57,Destination,-0.21394376,0.5
A048_3_Source,A048,3,81.15,4.408546844483277,38.0,-6.57,Source,-0.026019838,0.5
A048_3_Destination,A048,3,81.15,4.408546844483277,38.0,-6.57,Destination,0.59561753,0.5
A048_4_Source,A048,4,146.3,4.9924713234685845,38.0,-6.57,Source,-0.17341782,0.5
A048_4_Destination,A048,4,146.3,4.9924713234685845,38.0,-6.57,Destination,0.05674492,0.5
A049_1_Source,A049,1,1.0,0.6931471805599453,35.0,-9.57,Source,1.1971763,0.5
A049_1_Destination,A049,1,1.0,0.6931471805599453,35.0,-9.57,Destination,0.7261273,0.5
A049_2_Source,A049,2,27.12,3.336481066942464,35.0,-9.57,Source,-1.2098973,0.5
A049_2_Destination,A049,2,27.12,3.336481066942464,35.0,-9.57,Destination,-0.3937213,0.5
A049_3_Source,A049,3,111.38,4.721885985684052,35.0,-9.57,Source,0.85623467,0.5
A049_3_Destination,A049,3,111.38,4.721885985684052,35.0,-9.57,Destination,0.6229021,0.5
A049_4_Source,A049,4,168.86,5.134974568351863,35.0,-9.57,Source,-0.14212708,0.5
A049_4_Destination,A049,4,168.86,5.134974568351863,35.0,-9.57,Destination,1.4647734,0.5
A050_1_Source,A050,1,1.0,0.6931471805599453,41.0,-3.5700000000000003,Source,0.004513393,0.5
A050_1_Destination,A050,1,1.0,0.6931471805599453,41.0,-3.5700000000000003,Destination,-0.91308653,0.5
A050_2_Source,A050,2,24.73,3.2476576262936527,41.0,-3.5700000000000003,Source,-0.64157915,0.5
A050_2_Destination,A050,2,24.73,3.2476576262936527,41.0,-3.5700000000000003,Destination,-0.0066963215,0.5
A050_3_Source,A050,3,93.39,4.547435135336853,41.0,-3.5700000000000003,Source,-0.91331995,0.5
A050_3_Destination,A050,3,93.39,4.547435135336853,41.0,-3.5700000000000003,Destination,-0.35299146,0.5
A050_4_Source,A050,4,148.69,5.008566488927144,41.0,-3.5700000000000003,Source,-0.3250553,0.5
A050_4_Destination,A050,4,148.69,5.008566488927144,41.0,-3.5700000000000003,Destination,0.8914575,0.5
A051_1_Source,A051,1,1.0,0.6931471805599453,41.0,-3.5700000000000003,Source,1.209352,0.5
A051_1_Destination,A051,1,1.0,0.6931471805599453,41.0,-3.5700000000000003,Destination,1.8028108,0.5
A051_2_Source,A051,2,17.16,2.8992213731731473,41.0,-3.5700000000000003,Source,-0.22324474,0.5
A051_2_Destination,A051,2,17.16,2.8992213731731473,41.0,-3.5700000000000003,Destination,0.049381785,0.5
A051_3_Source,A051,3,65.63,4.199154926574446,41.0,-3.5700000000000003,Source,-0.78436285,0.5
A051_3_Destination,A051,3,65.63,4.199154926574446,41.0,-3.5700000000000003,Destination,0.1110302,0.5
A051_4_Source,A051,4,146.99,4.997144703913756,41.0,-3.5700000000000003,Source,-0.21998222,0.5
A051_4_Destination,A051,4,146.99,4.997144703913756,41.0,-3.5700000000000003,Destination,0.03827322,0.5
A052_1_Source,A052,1,1.0,0.6931471805599453,43.0,-1.5700000000000003,Source,0.78120226,0.5
A052_1_Destination,A052,1,1.0,0.6931471805599453,43.0,-1.5700000000000003,Destination,-0.4868811,0.5
A052_2_Source,A052,2,31.76,3.4892082589848687,43.0,-1.5700000000000003,Source,-0.19870977,0.5
A052_2_Destination,A052,2,31.76,3.4892082589848687,43.0,-1.5700000000000003,Destination,0.9826763,0.5
A052_3_Source,A052,3,80.98,4.406475315076191,43.0,-1.5700000000000003,Source,0.39233577,0.5
A052_3_Destination,A052,3,80.98,4.406475315076191,43.0,-1.5700000000000003,Destination,-0.23479229,0.5
A052_4_Source,A052,4,153.27,5.038704314023848,43.0,-1.5700000000000003,Source,-0.8431323,0.5
A052_4_Destination,A052,4,153.27,5.038704314023848,43.0,-1.5700000000000003,Destination,0.060775243,0.5
A053_1_Source,A053,1,1.0,0.6931471805599453,44.0,-0.5700000000000003,Source,1.0110499,0.5
A053_1_Destination,A053,1,1.0,0.6931471805599453,44.0,-0.5700000000000003,Destination,0.830601,0.5
A053_2_Source,A053,2,32.71,3.5177945292459696,44.0,-0.5700000000000003,Source,0.9028614,0.5
A053_2_Destination,A053,2,32.71,3.5177945292459696,44.0,-0.5700000000000003,Destination,0.35691914,0.5
A053_3_Source,A053,3,78.28,4.372985890021733,44.0,-0.5700000000000003,Source,-0.8095616,0.5
A053_3_Destination,A053,3,78.28,4.372985890021733,44.0,-0.5700000000000003,Destination,-0.111180075,0.5
A053_4_Source,A053,4,148.9,5.009968405108552,44.0,-0.5700000000000003,Source,-0.7212973,0.5
A053_4_Destination,A053,4,148.9,5.009968405108552,44.0,-0.5700000000000003,Destination,-0.24006987,0.5
A054_1_Source,A054,1,1.0,0.6931471805599453,43.0,-1.5700000000000003,Source,-0.009010122,0.5
A054_1_Destination,A054,1,1.0,0.6931471805599453,43.0,-1.5700000000000003,Destination,0.4994956,0.5
A054_2_Source,A054,2,16.9,2.884800712846709,43.0,-1.5700000000000003,Source,1.0112917,0.5
A054_2_Destination,A054,2,16.9,2.884800712846709,43.0,-1.5700000000000003,Destination,-0.12840416,0.5
A054_3_Source,A054,3,72.83,4.3017651530710745,43.0,-1.5700000000000003,Source,1.1221242,0.5
A054_3_Destination,A054,3,72.83,4.3017651530710745,43.0,-1.5700000000000003,Destination,-0.02643241,0.5
A054_4_Source,A054,4,136.83,4.926021041706347,43.0,-1.5700000000000003,Source,1.0953832,0.5
A054_4_Destination,A054,4,136.83,4.926021041706347,43.0,-1.5700000000000003,Destination,0.17176248,0.5
A055_1_Source,A055,1,1.0,0.6931471805599453,44.0,-0.5700000000000003,Source,-0.104547046,0.5
A055_1_Destination,A055,1,1.0,0.6931471805599453,44.0,-0.5700000000000003,Destination,-0.5361741,0.5
A055_2_Source,A055,2,23.24,3.1880041612011136,44.0,-0.5700000000000003,Source,0.97470355,0.5
A055_2_Destination,A055,2,23.24,3.1880041612011136,44.0,-0.5700000000000003,Destination,0.75660616,0.5
A055_3_Source,A055,3,74.48,4.32386772050035,44.0,-0.5700000000000003,Source,-1.0984837,0.5
A055_3_Destination,A055,3,74.48,4.32386772050035,44.0,-0.5700000000000003,Destination,0.83208466,0.5
A055_4_Source,A055,4,149.21,5.012034315009963,44.0,-0.5700000000000003,Source,-1.8678097,0.5
A055_4_Destination,A055,4,149.21,5.012034315009963,44.0,-0.5700000000000003,Destination,0.1528813,0.5
A056_1_Source,A056,1,1.0,0.6931471805599453,42.0,-2.5700000000000003,Source,0.7685593,0.5
A056_1_Destination,A056,1,1.0,0.6931471805599453,42.0,-2.5700000000000003,Destination,0.7468591,0.5
A056_2_Source,A056,2,33.61,3.544142657647253,42.0,-2.5700000000000003,Source,-0.08752507,0.5
A056_2_Destination,A056,2,33.61,3.544142657647253,42.0,-2.5700000000000003,Destination,-0.7365116,0.5
A056_3_Source,A056,3,71.46,4.283034685466931,42.0,-2.5700000000000003,Source,0.2292436,0.5
A056_3_Destination,A056,3,71.46,4.283034685466931,42.0,-2.5700000000000003,Destination,-0.72254777,0.5
A056_4_Source,A056,4,147.84,5.002871903478422,42.0,-2.5700000000000003,Source,-1.4955524,0.5
A056_4_Destination,A056,4,147.84,5.002871903478422,42.0,-2.5700000000000003,Destination,-0.8596302,0.5
A057_1_Source,A057,1,1.0,0.6931471805599453,40.0,-4.57,Source,0.12942022,0.5
A057_1_Destination,A057,1,1.0,0.6931471805599453,40.0,-4.57,Destination,-1.0518757,0.5
A057_2_Source,A057,2,24.78,3.2495989975110415,40.0,-4.57,Source,-1.3945471,0.5
A057_2_Destination,A057,2,24.78,3.2495989975110415,40.0,-4.57,Destination,-0.60083723,0.5
A057_3_Source,A057,3,73.83,4.315218874092267,40.0,-4.57,Source,-0.56744486,0.5
A057_3_Destination,A057,3,73.83,4.315218874092267,40.0,-4.57,Destination,-0.51274824,0.5
A057_4_Source,A057,4,145.06,4.984017496191964,40.0,-4.57,Source,-1.7203946,0.5
A057_4_Destination,A057,4,145.06,4.984017496191964,40.0,-4.57,Destination,-0.13473281,0.5
A058_1_Source,A058,1,1.0,0.6931471805599453,42.0,-2.5700000000000003,Source,1.3013333,0.5
A058_1_Destination,A058,1,1.0,0.6931471805599453,42.0,-2.5700000000000003,Destination,1.7332748,0.5
A058_2_Source,A058,2,22.96,3.1763857732472487,42.0,-2.5700000000000003,Source,-0.7516616,0.5
A058_2_Destination,A058,2,22.96,3.1763857732472487,42.0,-2.5700000000000003,Destination,-0.17271782,0.5
A058_3_Source,A058,3,66.28,4.208863015664693,42.0,-2.5700000000000003,Source,0.24483971,0.5
A058_3_Destination,A058,3,66.28,4.208863015664693,42.0,-2.5700000000000003,Destination,0.67109835,0.5
A058_4_Source,A058,4,143.48,4.973141089668675,42.0,-2.5700000000000003,Source,-0.613019,0.5
A058_4_Destination,A058,4,143.48,4.973141089668675,42.0,-2.5700000000000003,Destination,-0.9756075,0.5
A059_1_Source,A059,1,1.0,0.6931471805599453,43.0,-1.5700000000000003,Source,0.78058815,0.5
A059_1_Destination,A059,1,1.0,0.6931471805599453,43.0,-1.5700000000000003,Destination,1.5626048,0.5
A059_2_Source,A059,2,30.4,3.4468078929142076,43.0,-1.5700000000000003,Source,0.78051406,0.5
A059_2_Destination,A059,2,30.4,3.4468078929142076,43.0,-1.5700000000000003,Destination,0.07206453,0.5
A059_3_Source,A059,3,79.78,4.391729410135267,43.0,-1.5700000000000003,Source,1.2624742,0.5
A059_3_Destination,A059,3,79.78,4.391729410135267,43.0,-1.5700000000000003,Destination,2.0409064,0.5
A059_4_Source,A059,4,151.93,5.029980300360032,43.0,-1.5700000000000003,Source,0.8706269,0.5
A059_4_Destination,A059,4,151.93,5.029980300360032,43.0,-1.5700000000000003,Destination,-0.5772869,0.5
A060_1_Source,A060,1,1.0,0.6931471805599453,48.0,3.4299999999999997,Source,-0.73423666,0.5
A060_1_Destination,A060,1,1.0,0.6931471805599453,48.0,3.4299999999999997,Destination,-0.1530542,0.5
A060_2_Source,A060,2,24.87,3.2530839961979376,48.0,3.4299999999999997,Source,0.89305395,0.5
A060_2_Destination,A060,2,24.87,3.2530839961979376,48.0,3.4299999999999997,Destination,0.33590585,0.5
A060_3_Source,A060,3,94.68,4.561009290202322,48.0,3.4299999999999997,Source,-0.4122879,0.5
A060_3_Destination,A060,3,94.68,4.561009290202322,48.0,3.4299999999999997,Destination,0.16965349,0.5
A060_4_Source,A060,4,143.91,4.976112860057833,48.0,3.4299999999999997,Source,0.5975928,0.5
A060_4_Destination,A060,4,143.91,4.976112860057833,48.0,3.4299999999999997,Destination,-0.7229297,0.5
A061_1_Source,A061,1,1.0,0.6931471805599453,47.0,2.4299999999999997,Source,1.7025199,0.5
A061_1_Destination,A061,1,1.0,0.6931471805599453,47.0,2.4299999999999997,Destination,2.0403898,0.5
A061_2_Source,A061,2,35.16,3.5879535355239756,47.0,2.4299999999999997,Source,0.41044217,0.5
A061_2_Destination,A061,2,35.16,3.5879535355239756,47.0,2.4299999999999997,Destination,0.77201295,0.5
A061_3_Source,A061,3,82.55,4.425445255041403,47.0,2.4299999999999997,Source,0.69539714,0.5
A061_3_Destination,A061,3,82.55,4.425445255041403,47.0,2.4299999999999997,Destination,1.5962133,0.5
A061_4_Source,A061,4,146.56,4.994234872728475,47.0,2.4299999999999997,Source,-0.7289813,0.5
A061_4_Destination,A061,4,146.56,4.994234872728475,47.0,2.4299999999999997,Destination,0.7794881,0.5
A062_1_Source,A062,1,1.0,0.6931471805599453,48.0,3.4299999999999997,Source,0.62293416,0.5
A062_1_Destination,A062,1,1.0,0.6931471805599453,48.0,3.4299999999999997,Destination,0.75087893,0.5
A062_2_Source,A062,2,44.69,3.8218794555751803,48.0,3.4299999999999997,Source,-0.07864903,0.5
A062_2_Destination,A062,2,44.69,3.8218794555751803,48.0,3.4299999999999997,Destination,1.0081036,0.5
A062_3_Source,A062,3,92.72,4.540311613639595,48.0,3.4299999999999997,Source,-0.71697104,0.5
A062_3_Destination,A062,3,92.72,4.540311613639595,48.0,3.4299999999999997,Destination,-0.41625023,0.5
A062_4_Source,A062,4,149.18,5.011834574671738,48.0,3.4299999999999997,Source,-0.91934156,0.5
A062_4_Destination,A062,4,149.18,5.011834574671738,48.0,3.4299999999999997,Destination,-0.7022192,0.5
A063_1_Source,A063,1,1.0,0.6931471805599453,45.0,0.4299999999999997,Source,1.103137,0.5
A063_1_Destination,A063,1,1.0,0.6931471805599453,45.0,0.4299999999999997,Destination,0.42942187,0.5
A063_2_Source,A063,2,21.98,3.1346242724206097,45.0,0.4299999999999997,Source,1.1051809,0.5
A063_2_Destination,A063,2,21.98,3.1346242724206097,45.0,0.4299999999999997,Destination,0.9230828,0.5
A063_3_Source,A063,3,69.99,4.262539022051294,45.0,0.4299999999999997,Source,0.2864874,0.5
A063_3_Destination,A063,3,69.99,4.262539022051294,45.0,0.4299999999999997,Destination,-1.0528466,0.5
A063_4_Source,A063,4,141.09,4.956460659649984,45.0,0.4299999999999997,Source,-0.9610751,0.5
A063_4_Destination,A063,4,141.09,4.956460659649984,45.0,0.4299999999999997,Destination,-0.95782745,0.5
A064_1_Source,A064,1,1.0,0.6931471805599453,47.0,2.4299999999999997,Source,0.73301834,0.5
A064_1_Destination,A064,1,1.0,0.6931471805599453,47.0,2.4299999999999997,Destination,0.37014112,0.5
A064_2_Source,A064,2,37.65,3.654546775033431,47.0,2.4299999999999997,Source,1.187793,0.5
A064_2_Destination,A064,2,37.65,3.654546775033431,47.0,2.4299999999999997,Destination,0.15088972,0.5
A064_3_Source,A064,3,82.99,4.430697744137536,47.0,2.4299999999999997,Source,-0.08421605,0.5
A064_3_Destination,A064,3,82.99,4.430697744137536,47.0,2.4299999999999997,Destination,0.4945773,0.5
A064_4_Source,A064,4,156.21,5.057582491203423,47.0,2.4299999999999997,Source,-1.2915661,0.5
A064_4_Destination,A064,4,156.21,5.057582491203423,47.0,2.4299999999999997,Destination,-1.064075,0.5
A065_1_Source,A065,1,1.0,0.6931471805599453,47.0,2.4299999999999997,Source,-1.3585184,0.5
A065_1_Destination,A065,1,1.0,0.6931471805599453,47.0,2.4299999999999997,Destination,-0.9370374,0.5
A065_2_Source,A065,2,32.31,3.5058576522055884,47.0,2.4299999999999997,Source,-0.18607779,0.5
A065_2_Destination,A065,2,32.31,3.5058576522055884,47.0,2.4299999999999997,Destination,-0.42273253,0.5
A065_3_Source,A065,3,106.41,4.676653287609955,47.0,2.4299999999999997,Source,-1.534947,0.5
A065_3_Destination,A065,3,106.41,4.676653287609955,47.0,2.4299999999999997,Destination,0.12489203,0.5
A065_4_Source,A065,4,187.43,5.238726585134399,47.0,2.4299999999999997,Source,-1.4947524,0.5
A065_4_Destination,A065,4,187.43,5.238726585134399,47.0,2.4299999999999997,Destination,-1.0915083,0.5
A066_1_Source,A066,1,1.0,0.6931471805599453,47.0,2.4299999999999997,Source,-0.03744735,0.5
A066_1_Destination,A066,1,1.0,0.6931471805599453,47.0,2.4299999999999997,Destination,0.03757501,0.5
A066_2_Source,A066,2,23.35,3.192531849528599,47.0,2.4299999999999997,Source,-0.48925865,0.5
A066_2_Destination,A066,2,23.35,3.192531849528599,47.0,2.4299999999999997,Destination,-0.42152458,0.5
A066_3_Source,A066,3,73.79,4.314684186203576,47.0,2.4299999999999997,Source,-0.78109145,0.5
A066_3_Destination,A066,3,73.79,4.314684186203576,47.0,2.4299999999999997,Destination,-0.91012734,0.5
A066_4_Source,A066,4,164.93,5.111566012674697,47.0,2.4299999999999997,Source,-1.5672717,0.5
A066_4_Destination,A066,4,164.93,5.111566012674697,47.0,2.4299999999999997,Destination,-1.2444345,0.5
A067_1_Source,A067,1,1.0,0.6931471805599453,48.0,3.4299999999999997,Source,0.33184186,0.5
A067_1_Destination,A067,1,1.0,0.6931471805599453,48.0,3.4299999999999997,Destination,-0.3772701,0.5
A067_2_Source,A067,2,29.91,3.431079756144025,48.0,3.4299999999999997,Source,-1.4980056,0.5
A067_2_Destination,A067,2,29.91,3.431079756144025,48.0,3.4299999999999997,Destination,-0.75470644,0.5
A067_3_Source,A067,3,73.19,4.306629370201435,48.0,3.4299999999999997,Source,-1.2921559,0.5
A067_3_Destination,A067,3,73.19,4.306629370201435,48.0,3.4299999999999997,Destination,-0.75410956,0.5
A067_4_Source,A067,4,144.19,4.978043229495596,48.0,3.4299999999999997,Source,-1.626856,0.5
A067_4_Destination,A067,4,144.19,4.978043229495596,48.0,3.4299999999999997,Destination,-1.4940736,0.5
A068_1_Source,A068,1,1.0,0.6931471805599453,49.0,4.43,Source,1.1554995,0.5
A068_1_Destination,A068,1,1.0,0.6931471805599453,49.0,4.43,Destination,1.4733075,0.5
A068_2_Source,A068,2,30.49,3.4496700351129332,49.0,4.43,Source,-0.113646984,0.5
A068_2_Destination,A068,2,30.49,3.4496700351129332,49.0,4.43,Destination,-0.34633532,0.5
A068_3_Source,A068,3,82.98,4.430578675256047,49.0,4.43,Source,1.1442444,0.5
A068_3_Destination,A068,3,82.98,4.430578675256047,49.0,4.43,Destination,-0.3125315,0.5
A068_4_Source,A068,4,155.59,5.053630924557352,49.0,4.43,Source,-0.48383042,0.5
A068_4_Destination,A068,4,155.59,5.053630924557352,49.0,4.43,Destination,-0.21757181,0.5
A069_1_Source,A069,1,1.0,0.6931471805599453,46.0,1.4299999999999997,Source,-1.0576996,0.5
A069_1_Destination,A069,1,1.0,0.6931471805599453,46.0,1.4299999999999997,Destination,-0.18573126,0.5
A069_2_Source,A069,2,24.96,3.2565568918358894,46.0,1.4299999999999997,Source,-0.9050108,0.5
A069_2_Destination,A069,2,24.96,3.2565568918358894,46.0,1.4299999999999997,Destination,-0.75497293,0.5
A069_3_Source,A069,3,79.75,4.391357962102766,46.0,1.4299999999999997,Source,-0.53834414,0.5
A069_3_Destination,A069,3,79.75,4.391357962102766,46.0,1.4299999999999997,Destination,-0.45664144,0.5
A069_4_Source,A069,4,140.22,4.950318958088201,46.0,1.4299999999999997,Source,-1.7287896,0.5
A069_4_Destination,A069,4,140.22,4.950318958088201,46.0,1.4299999999999997,Destination,-0.621072,0.5
A070_1_Source,A070,1,1.0,0.6931471805599453,52.0,7.43,Source,-0.16930422,0.5
A070_1_Destination,A070,1,1.0,0.6931471805599453,52.0,7.43,Destination,-0.025029317,0.5
A070_2_Source,A070,2,24.25,3.228826155721369,52.0,7.43,Source,0.23320425,0.5
A070_2_Destination,A070,2,24.25,3.228826155721369,52.0,7.43,Destination,-0.7115501,0.5
A070_3_Source,A070,3,81.92,4.417876287567579,52.0,7.43,Source,-0.75356513,0.5
A070_3_Destination,A070,3,81.92,4.417876287567579,52.0,7.43,Destination,-0.60091597,0.5
A070_4_Source,A070,4,149.2,5.011967739330034,52.0,7.43,Source,-1.1904025,0.5
A070_4_Destination,A070,4,149.2,5.011967739330034,52.0,7.43,Destination,-0.9432329,0.5
A071_1_Source,A071,1,1.0,0.6931471805599453,50.0,5.43,Source,0.5082413,0.5
A071_1_Destination,A071,1,1.0,0.6931471805599453,50.0,5.43,Destination,-0.09704123,0.5
A071_2_Source,A071,2,30.92,3.463232772581608,50.0,5.43,Source,0.83159643,0.5
A071_2_Destination,A071,2,30.92,3.463232772581608,50.0,5.43,Destination,-0.43790084,0.5
A071_3_Source,A071,3,79.96,4.3939552055391555,50.0,5.43,Source,-0.4841799,0.5
A071_3_Destination,A071,3,79.96,4.3939552055391555,50.0,5.43,Destination,-0.8310883,0.5
A071_4_Source,A071,4,153.27,5.038704314023848,50.0,5.43,Source,0.43548703,0.5
A071_4_Destination,A071,4,153.27,5.038704314023848,50.0,5.43,Destination,-0.20154567,0.5
A072_1_Source,A072,1,1.0,0.6931471805599453,50.0,5.43,Source,1.1708913,0.5
A072_1_Destination,A072,1,1.0,0.6931471805599453,50.0,5.43,Destination,0.6814234,0.5
A072_2_Source,A072,2,33.76,3.548467300397191,50.0,5.43,Source,1.1662811,0.5
A072_2_Destination,A072,2,33.76,3.548467300397191,50.0,5.43,Destination,1.7074885,0.5
A072_3_Source,A072,3,83.54,4.437224795138644,50.0,5.43,Source,-0.9678977,0.5
A072_3_Destination,A072,3,83.54,4.437224795138644,50.0,5.43,Destination,0.09480323,0.5
A072_4_Source,A072,4,154.89,5.04915063032459,50.0,5.43,Source,-0.172895,0.5
A072_4_Destination,A072,4,154.89,5.04915063032459,50.0,5.43,Destination,0.58196443,0.5
A073_1_Source,A073,1,1.0,0.6931471805599453,51.0,6.43,Source,1.1209983,0.5
A073_1_Destination,A073,1,1.0,0.6931471805599453,51.0,6.43,Destination,0.30522674,0.5
A073_2_Source,A073,2,66.66,4.214495163352562,51.0,6.43,Source,0.3522422,0.5
A073_2_Destination,A073,2,66.66,4.214495163352562,51.0,6.43,Destination,-0.94399035,0.5
A073_3_Source,A073,3,66.9,4.21803603456465,51.0,6.43,Source,1.3783715,0.5
A073_3_Destination,A073,3,66.9,4.21803603456465,51.0,6.43,Destination,-0.27342725,0.5
A073_4_Source,A073,4,140.12,4.949610592258481,51.0,6.43,Source,1.4486346,0.5
A073_4_Destination,A073,4,140.12,4.949610592258481,51.0,6.43,Destination,1.1537054,0.5
A074_1_Source,A074,1,1.0,0.6931471805599453,53.0,8.43,Source,1.0531274,0.5
A074_1_Destination,A074,1,1.0,0.6931471805599453,53.0,8.43,Destination,0.39766553,0.5
A074_2_Source,A074,2,29.33,3.41213732170049,53.0,8.43,Source,0.28312021,0.5
A074_2_Destination,A074,2,29.33,3.41213732170049,53.0,8.43,Destination,-0.40341347,0.5
A074_3_Source,A074,3,73.02,4.30433532695801,53.0,8.43,Source,-0.56265223,0.5
A074_3_Destination,A074,3,73.02,4.30433532695801,53.0,8.43,Destination,1.1376537,0.5
A074_4_Source,A074,4,147.21,4.998630186968824,53.0,8.43,Source,-0.6709876,0.5
A074_4_Destination,A074,4,147.21,4.998630186968824,53.0,8.43,Destination,0.26247647,0.5
A075_1_Source,A075,1,1.0,0.6931471805599453,53.0,8.43,Source,1.2248234,0.5
A075_1_Destination,A075,1,1.0,0.6931471805599453,53.0,8.43,Destination,0.07384318,0.5
A075_2_Source,A075,2,28.68,3.39047341829918,53.0,8.43,Source,0.43895453,0.5
A075_2_Destination,A075,2,28.68,3.39047341829918,53.0,8.43,Destination,0.8610925,0.5
A075_3_Source,A075,3,71.37,4.281791848878036,53.0,8.43,Source,-1.422566,0.5
A075_3_Destination,A075,3,71.37,4.281791848878036,53.0,8.43,Destination,-1.4018217,0.5
A075_4_Source,A075,4,244.53,5.5034191393614815,53.0,8.43,Source,-0.6957722,0.5
A075_4_Destination,A075,4,244.53,5.5034191393614815,53.0,8.43,Destination,-0.09748435,0.5
A076_1_Source,A076,1,1.0,0.6931471805599453,54.0,9.43,Source,0.15540236,0.5
A076_1_Destination,A076,1,1.0,0.6931471805599453,54.0,9.43,Destination,-0.5232532,0.5
A076_2_Source,A076,2,27.3,3.342861804649192,54.0,9.43,Source,-1.0829679,0.5
A076_2_Destination,A076,2,27.3,3.342861804649192,54.0,9.43,Destination,-1.1163836,0.5
A076_3_Source,A076,3,74.88,4.3291531450668135,54.0,9.43,Source,-1.1610296,0.5
A076_3_Destination,A076,3,74.88,4.3291531450668135,54.0,9.43,Destination,-0.5196874,0.5
A076_4_Source,A076,4,149.28,5.0125002207057685,54.0,9.43,Source,-1.1055614,0.5
A076_4_Destination,A076,4,149.28,5.0125002207057685,54.0,9.43,Destination,-1.266146,0.5
A077_1_Source,A077,1,1.0,0.6931471805599453,52.0,7.43,Source,0.5334684,0.5
A077_1_Destination,A077,1,1.0,0.6931471805599453,52.0,7.43,Destination,-0.5821275,0.5
A077_2_Source,A077,2,53.88,4.00514898341763,52.0,7.43,Source,-0.17786074,0.5
A077_2_Destination,A077,2,53.88,4.00514898341763,52.0,7.43,Destination,-0.5422168,0.5
A077_3_Source,A077,3,78.36,4.373994462976618,52.0,7.43,Source,-0.0657532,0.5
A077_3_Destination,A077,3,78.36,4.373994462976618,52.0,7.43,Destination,-0.26786017,0.5
A077_4_Source,A077,4,149.75,5.015622835607295,52.0,7.43,Source,-0.39172974,0.5
A077_4_Destination,A077,4,149.75,5.015622835607295,52.0,7.43,Destination,0.8029541,0.5
A078_1_Source,A078,1,1.0,0.6931471805599453,50.0,5.43,Source,-0.5279406,0.5
A078_1_Destination,A078,1,1.0,0.6931471805599453,50.0,5.43,Destination,-0.27483156,0.5
A078_2_Source,A078,2,26.17,3.3021134234382563,50.0,5.43,Source,0.1811822,0.5
A078_2_Destination,A078,2,26.17,3.3021134234382563,50.0,5.43,Destination,0.06392656,0.5
A078_3_Source,A078,3,72.3,4.294560608892605,50.0,5.43,Source,-0.7775617,0.5
A078_3_Destination,A078,3,72.3,4.294560608892605,50.0,5.43,Destination,0.34884748,0.5
A078_4_Source,A078,4,140.08,4.949327105367852,50.0,5.43,Source,-1.4361522,0.5
A078_4_Destination,A078,4,140.08,4.949327105367852,50.0,5.43,Destination,-1.3704203,0.5
A079_1_Source,A079,1,1.0,0.6931471805599453,50.0,5.43,Source,0.019097133,0.5
