contrast,diff,se,z,p_uncorrected,p_tukey,cohens_d,ci_lower,ci_upper
Destination - Source,-0.00029885234791631084,0.024318966512064725,-0.012288858894067277,0.9901951560006332,0.9901951560006332,-0.017379070914079173,-0.04796402671156317,0.04736632201573055
