model_name,AIC,delta_AIC,AIC_weight,converged
Log,3187.9617642867015,0.0,0.6191397079992743,True
Lin+Log,3189.181451595905,1.2196873092034366,0.33646269870256007,True
Quadratic,3194.2134110122843,6.251646725582759,0.027180711451738854,True
Quad+Log,3195.126656084907,7.164891798205645,0.017216789606710053,True
Linear,3219.4006656910824,31.438901404380886,9.223971650499214e-08,True
