composite_ID,theta_what,theta_where,theta_when
A010_1,1.9723079,2.4439983,-0.24154915
A010_2,0.5321417,0.59148264,0.68599474
A010_3,-0.24620515,-0.091231495,-0.076383084
A010_4,0.76564074,0.47084022,1.1705245
A011_1,1.1758701,0.9860436,0.22548166
A011_2,0.58703774,0.20441371,1.3155032
A011_3,-0.32275462,-0.74633425,-0.45838392
A011_4,-0.6501544,-0.26116142,0.09927937
A012_1,1.317989,1.4285018,0.7508862
A012_2,-0.16549101,-0.31520778,-0.15484987
A012_3,0.5725235,1.0647037,-0.36329967
A012_4,-0.5827313,-0.45238903,-0.50624204
A013_1,0.085204296,0.09202722,-0.21120891
A013_2,-0.30207354,-0.6685766,-0.34614083
A013_3,0.38999763,0.24629961,0.43057328
A013_4,-0.5718052,-0.42889243,-0.031026013
A014_1,0.990247,0.840902,0.37932342
A014_2,2.0772517,1.7318953,0.92721575
A014_3,0.39994225,0.22653097,-0.27616444
A014_4,-0.48348227,-0.64632875,-0.40244493
A015_1,1.7676418,1.7240337,1.6497607
A015_2,1.9235327,1.980908,-0.31009868
A015_3,1.7069992,1.7067914,1.2729087
A015_4,0.48828286,0.8411193,-0.07569087
A016_1,1.0766052,1.42478,-0.4965228
A016_2,-0.39004326,0.5182861,-0.30227306
A016_3,0.09681583,0.08904186,0.80358815
A016_4,-1.1568888,-1.0289922,-0.51415277
A017_1,-0.40713716,0.014488589,-0.18879388
A017_2,1.0619187,0.9758614,0.13481109
A017_3,0.66992927,0.13619477,1.3445141
A017_4,0.20140322,-0.036762077,1.555736
A018_1,0.32558995,0.33654568,0.23296411
A018_2,-0.36246425,0.034030903,1.0015876
A018_3,-0.91410375,-0.6435525,-0.03338013
A018_4,0.16954863,-0.09666681,0.828471
A019_1,-0.015733648,-0.6979575,-0.4402759
A019_2,-1.1935377,-1.2111,-0.45907453
A019_3,-0.94285613,-1.4745452,-0.39007965
A019_4,-1.264995,-1.8336661,1.2304523
A020_1,-0.01839159,-0.079359196,-0.24716589
A020_2,-0.5171829,-0.15119976,0.23668598
A020_3,-0.46821594,-0.95550704,1.100098
A020_4,-2.2787354,-2.1095285,-0.6003916
A021_1,1.0875474,1.2243092,0.8683164
A021_2,0.8355286,0.61569417,-0.32053202
A021_3,0.29306138,0.43332618,-0.5406563
A021_4,0.7857295,0.7931139,0.6593701
A022_1,-0.07678151,-0.02021975,-0.29673445
A022_2,0.13877183,0.49875164,0.13275431
A022_3,-0.30076003,0.051550657,-0.38698846
A022_4,0.26840943,0.03178843,1.2099777
A023_1,0.59516215,0.8410934,0.1523731
A023_2,-0.49034083,-0.37005034,-0.40719613
A023_3,0.32838494,0.038829546,0.719344
A023_4,-0.06907465,-0.029049361,-0.67562586
A024_1,0.079528205,0.4682902,0.58032763
A024_2,-0.0904471,0.12924328,0.188868
A024_3,0.3260986,0.1628256,-0.40437686
A024_4,-0.4476697,-0.8004861,0.012096136
A025_1,0.9811938,1.0470951,1.8713145
A025_2,1.7059261,1.87031,-0.34693974
A025_3,-0.524388,0.022343142,-0.5656397
A025_4,-1.4041344,-0.8030515,0.9356526
A026_1,0.85312533,1.0557629,0.78948355
A026_2,0.00019577265,0.11092596,-0.23021683
A026_3,0.3868858,0.8867782,-0.40833437
A026_4,-0.0556293,-0.30421466,0.05735785
A027_1,0.8339228,0.8734448,-0.22206005
A027_2,0.33739686,0.3406542,-0.06869045
A027_3,-0.7617411,-0.48679298,-0.5055675
A027_4,-0.9249458,-0.80049735,-0.49662566
A028_1,1.3888893,1.5852748,0.6571814
A028_2,0.3311532,-0.25359893,0.23109137
A028_3,-0.43044564,-0.15333362,0.13950114
A028_4,-0.40401626,-0.9400507,-0.2413052
A029_1,1.4967275,1.8794568,-0.440256
A029_2,-0.0183022,0.4782135,-0.63901347
A029_3,1.1595125,1.4485718,0.8619237
A029_4,1.0474995,0.75251937,0.69581985
A030_1,0.2812619,0.21859212,-0.59050345
A030_2,0.8832621,1.2273304,-0.44718823
A030_3,-0.18143387,-0.03165805,-0.73775506
A030_4,-0.0007534161,0.53584546,-0.45172146
A031_1,2.098076,2.1835008,0.38252574
A031_2,-0.3397794,0.23107058,-0.53448284
A031_3,0.16093041,-0.090858296,1.0439749
A031_4,-0.412024,-0.6049658,-0.3085659
A032_1,0.9237079,0.7973815,1.4072789
A032_2,-0.077504,-0.19438347,-0.40239063
A032_3,0.7994235,0.46258765,1.1389438
A032_4,1.3869435,1.7630539,-0.058941893
A033_1,0.35103184,0.22796804,-0.48073784
A033_2,0.24968037,0.45576963,0.06584682
A033_3,0.9273771,0.8525857,0.16199993
A033_4,-0.04748927,-0.5992665,1.4573243
A034_1,1.638878,1.6937131,1.3157963
A034_2,0.35502133,0.952347,0.14213738
A034_3,0.20019667,-0.020196838,1.5336407
A034_4,-0.25343332,-0.0680759,-0.30377996
A035_1,-0.060081527,-0.11286555,0.14575137
A035_2,0.87888414,0.78530264,-0.12394886
A035_3,-0.35612592,-0.4592081,-0.20610072
A035_4,-0.88171935,-0.9852635,-0.41800168
A036_1,0.97793245,1.2830837,-0.4841802
A036_2,0.026050432,-0.28614074,0.9630702
A036_3,-0.35021576,-0.31800184,0.60024065
A036_4,-0.5848764,-1.1686301,-0.2132329
A037_1,1.2614937,1.2661066,1.9352602
A037_2,1.157818,1.2943444,-0.10257697
