primary_method,correlation_r,CI_lower,CI_upper,p_uncorrected,p_bonferroni,N,direction,pearson_r,pearson_p,spearman_rho,spearman_p
Pearson,-0.5814296994018349,-0.7035906838300666,-0.4518511543097185,2.252620835201901e-10,2.252620835201901e-10,100,negative,-0.5814296994018349,2.252620835201901e-10,-0.6347674767476746,1.3232233438248035e-12
