UID,Source_intercept,Source_slope,Destination_intercept,Destination_slope
A034,1.437512741096133,1.3024872965762795,1.238047624198575,-1.7462590821737827
A035,-0.4926459829284786,-0.3287688883945633,-0.2029985109066316,-0.06797542026206255
A036,-0.46134546219469763,-0.5902620851290987,0.12391319530169781,-0.8461689392225011
A037,0.611908231440374,0.4798660904985852,-0.24117763367582412,0.5229587347526649
A038,0.6803079409084708,0.6967980736863238,0.7343547894527537,-0.6944233498839739
A039,1.6389449684601003,1.6746451654574874,2.157731828038,-1.1409325164900057
A040,-1.4311701265871721,-1.3605406894404324,-1.249745186182354,1.067029651666994
A041,0.3609352110184103,0.3770859572978925,-0.15736230951064592,0.3665456864915246
A042,-1.8613824832491295,-1.7758930519552214,-1.393384069380537,1.6500875553667125
A043,0.17148953667889738,0.14747584213175183,0.3715669798075045,-0.20406349905715107
A044,-1.5891452203721772,-1.4623739229829575,0.3849490085980798,-1.15338381366745
A045,-1.1761007010816509,-0.975791607371335,-0.726953402735583,0.30852341383442333
A046,-1.959447246982179,-1.7768527448577893,-2.005861934576444,1.5561551209382711
A047,-1.5492568340001989,-1.5732109170341582,-1.1597561551837778,1.6833284086366802
A048,0.5923907237864862,0.48362670832002463,1.2509207745596995,-1.2050372034648678
A049,0.38342149077145904,0.37708375157306717,0.47454536313731577,0.36756832271422346
A050,-0.7636723179594705,-0.6767100618220282,-1.1070592521055087,1.7414621668457095
A051,-0.05253494749976288,-0.20891753113708522,1.2741864194809356,-1.3785979508469974
A052,0.10206643247986642,0.027943096523706544,-0.4056485445087997,0.8536530861193518
A053,0.19038702056198886,-0.003196685020768387,0.5198618077063601,-0.5353711165562359
A054,1.4625802593619355,1.7828709868719168,0.037030237983240705,0.10426208930168362
A055,-0.921187120092936,-1.03733212022794,-0.22897933466199483,0.9659317069831802
A056,-0.23466674568891746,-0.39355572015288137,-0.26024527293740257,-0.3729209529777497
A057,-1.5498539946702532,-1.6070774953911766,-1.6950722992375322,1.808762183919589
A058,0.05899407799272098,-0.1009367437536087,1.1639379303921904,-1.5327188754953585
A059,1.6929132220438885,1.8494050212200563,1.564092006797168,-1.2517746123832374
A060,0.24945157243098742,0.5964398218149309,-0.3876023180849249,0.46177436005724404
A061,0.9319552952303063,0.6780913872433193,2.3793225189912595,-1.6279216473426175
A062,-0.3976622193348669,-0.5095733963184109,0.5566773094067085,-0.655859248095954
A063,0.6478786202897174,0.4453588961858068,0.04499439925508742,-0.49615905025206203
A064,0.29029577183971744,0.14883619656805486,0.06117842040848514,-0.14764025139921583
A065,-1.8581618580224135,-1.6419953555530684,-1.4658103918286693,1.4176921300398404
A066,-1.2413466529726465,-1.2805320762033923,-0.8940815237562209,0.2521814738273652
A067,-1.7790076504631307,-1.9232187127670541,-1.404350974952207,0.7433386006959803
A068,0.7897857123416918,0.7189103757708574,0.762831373924597,-1.0858713817839698
A069,-1.8002905412677057,-1.6001315916625407,-1.043765059618822,0.7851256496079222
A070,-0.7908381190599518,-0.7723217526127472,-0.9613012743493823,0.5069317719217685
A071,0.6280007884976416,0.6918542601897307,-0.8335200766170873,0.6558206958376378
A072,0.5593420942415758,0.37711027290765164,1.1075332970188765,-0.44003909763621607
A073,1.9830618582501696,2.101856884730388,-0.1845979514067691,0.44861340608871886
A074,0.053099478308056634,-0.12691988979698604,0.20598911626592065,0.2936573010169474
A075,-0.1616130404655677,-0.4256428533946593,-0.2967288583942545,0.22809102568280187
A076,-1.3747879230176754,-1.4157109318871326,-1.6009946350017894,1.0706082254246325
A077,0.05153346876849803,0.050916544844532174,-0.9751869526686423,1.4234295935644763
A078,-1.092152267014041,-1.0176048250740841,-0.6613842918428067,0.4970051147239758
A079,-0.42458709032752767,-0.37180860489913986,0.6201746936040009,-1.1515580220282882
A080,0.05364164407271203,0.1174099167472326,-0.14624142790132807,0.5663358267146061
A081,0.37699359388380593,0.5070483885227213,0.39174100658180755,0.46710085196948903
A082,0.8107843458190424,0.9356814457842546,-0.42989532132304353,0.859042567176897
A083,0.9666211278805319,0.8695375217765211,0.9195780031117924,-1.04935737709889
A084,0.1501726254808631,0.06568549797173219,-0.17308617882165908,0.9061014385941046
A085,0.2704225967122927,0.3814695312061198,-0.30599863925429244,0.4884221704730751
A086,-0.3082753797924074,-0.5001124181400947,0.6853227461275043,-1.377867000344669
A087,0.6785472167250571,0.9418198081031497,1.0683283658381795,-1.0088407406678748
A088,2.367066668936358,2.39717184730553,2.239981631639548,-1.5240042618052505
A089,0.9814766363183763,0.9282140142478659,1.355522193822994,-1.064831807146139
A090,-0.8468047700295163,-0.7868052757287608,-0.8355308090048368,0.9633979700542786
A091,-0.7805150147381419,-0.9281942799446922,0.6191805567887829,-0.7972027865767382
A092,-0.8970560345004556,-0.8896424701727668,-1.4630739500914625,1.1324255189853136
A093,0.5941821479801069,0.7084183588935978,-0.11488046969441082,-0.5505842915142569
A094,-1.3292091433035498,-1.1242838173222325,-1.8547711891643923,1.3847853875888139
A095,0.5043635188113433,0.38674174767536307,0.2502518754263679,-1.0018236016109627
A096,-1.613956251918428,-1.687553190563413,-1.141460018420032,1.1510822182466802
A097,-0.2729411961850856,-0.21368405856002792,-0.5418290181001925,0.5642943793060617
A098,0.4693851475798,0.4449610504492569,0.4802629475706809,-0.3424117507006931
A099,1.5376457629729807,1.7213315538740934,1.1289327605746013,-0.7984669439492839
A100,0.8018672700314328,0.9990345194845439,-0.5795906050601983,0.7685224610915143
A101,-1.471381097211545,-1.4031656014022134,0.14388071277164438,-0.37951191636037745
A102,0.26965798120531426,0.47818257523626984,-0.17788743353292225,-0.026451768155324025
A103,-0.622064232132185,-0.8720607702210599,0.7478435555820588,-0.8893188046380077
A104,0.1012409404579053,-0.23099324067754207,-0.08649586392232005,0.0882051008194233
A105,-0.1512331458707243,-0.2043482604747238,1.1224595147666199,-0.7202535524067291
A106,0.3941591409341175,0.4489714284972715,0.9050929876579156,-0.7479612993420169
A107,-1.7338022467516119,-1.5047688132167294,-1.5324621446447448,0.8326144672490476
A108,-1.2015428299091957,-1.0283139468661833,-0.7123799092392452,0.7218132118733771
A109,-1.1013678384503522,-1.0634476551773346,-1.935601096352595,1.531762095448546
