UID,Source_intercept,Source_slope,Destination_intercept,Destination_slope
A078,-0.3151953656847464,-0.0312813570775344,-0.2582850980407708,0.0257906440639046
A079,-0.1225359203499112,-0.0114294640195944,0.2421918444624722,-0.0597567755043328
A080,0.0154809893547675,0.0036092021575727,-0.0571104908431872,0.0293883609941227
A081,0.1088004276270805,0.0155867595221091,0.1529834704868092,0.0242388487727781
A082,0.2339925265829399,0.0287630175242831,-0.1678835687279688,0.0445775313562049
A083,0.2789670534804552,0.0267297412912969,0.3591154153783824,-0.0544533683996806
A084,0.0433398501599875,0.0020191841334084,-0.0675939559161462,0.0470195154863769
A085,0.0780440162370272,0.0117264426482938,-0.1194991920959042,0.0253452569770569
A086,-0.0889683371082749,-0.0153735465332631,0.2676335904197495,-0.0715004258920461
A087,0.1958288643164733,0.0289517118964375,0.4172057003976048,-0.0523508746467958
A088,0.6831359205574751,0.0736894978129824,0.8747620445074851,-0.0790837967330018
A089,0.2832543562274439,0.0285334673230792,0.5293612005094708,-0.0552563692252597
A090,-0.2443880283129142,-0.0241865370270502,-0.3262931393768119,0.0499927533972309
A091,-0.2252567914961449,-0.0285328606870167,0.2418036121927443,-0.0413685346614037
A092,-0.2588905534272397,-0.0273477710552208,-0.5713625244823417,0.0587639495526178
A093,0.1714810883723874,0.02177690897173,-0.0448633475937504,-0.0285709805974687
A094,-0.3836100282431448,-0.0345606886677152,-0.7243289027952644,0.0718594356036644
A095,0.1455594137843264,0.0118885115397738,0.0977288559413643,-0.0519867404952504
A096,-0.4657881015194299,-0.0518756914674647,-0.4457652175950223,0.059732085042178
A097,-0.0787708845554995,-0.0065686867562822,-0.2115961367504087,0.0292824259807211
A098,0.1354646487553386,0.0136781834772498,0.187553233465856,-0.017768468218933
A099,0.4437648789384775,0.0529140444883824,0.4408730481548126,-0.0414341344547865
A100,0.2314190567027752,0.030710502512116,-0.2263428661639012,0.0398802520576376
A101,-0.4246408829651351,-0.0431335653436789,0.0561885797149129,-0.019693674094877
A102,0.077823348046694,0.0146994191808512,-0.0694689513750829,-0.0013726380617508
A103,-0.1795278635115301,-0.0268073064065991,0.2920493402322594,-0.0461486291997101
A104,0.0292181559418829,-0.0071007741572029,-0.0337785353671613,0.0045771487907482
A105,-0.0436459165595127,-0.0062817026281469,0.4383451034352639,-0.0373754765405211
A106,0.1137544079859677,0.0138014632265638,0.3534586985758069,-0.038813289991229
A107,-0.500375679926033,-0.046256866521779,-0.598460139067549,0.0432061214887169
A108,-0.3467655043142854,-0.0316105574257551,-0.2782000071206183,0.0374564105610642
A109,-0.3178549814696438,-0.0326905739980616,-0.7558947575641486,0.0794863670894703
