UID,Source_intercept,Source_slope,Destination_intercept,Destination_slope
A010,0.2278193200205036,0.0192985124424989,0.6284347280567423,-0.1138096352320381
A011,-0.1240710751990868,-0.0107851949846956,0.1973699793335196,-0.052669053317337
A012,0.1728145819227085,0.0175245287939345,-0.2607794631702079,0.0187580940827635
A013,-0.2455756107121602,-0.0236715951218969,-0.1035319631222123,0.0369801707698535
A014,0.0677343970108009,0.0045124739918558,0.0367263992662751,-0.0153424268804833
A015,0.4827238949743866,0.0488587027548782,0.4703702222314722,-0.0566474642677056
A016,0.2076940328015075,0.0139599739431408,0.607623691276522,-0.1018867201106632
A017,0.2523460956231091,0.0367233427784998,-0.1300783359579681,0.0191770109524629
A018,0.1571587830606274,0.0153689903836857,0.4022198495264893,-0.0742755341790334
A019,-0.4244824904463197,-0.0386035923281405,-0.566926920851663,0.0758528818076073
A020,-0.1838655475130833,-0.0237191954775162,-0.3382786302095804,0.0322699253237845
A021,0.3362081166739155,0.0364557295537537,0.0577456352117055,-0.0287442889181886
A022,0.3274461262371841,0.0419485376363658,-0.4002523450383798,0.0599696642815741
A023,0.2158377396677309,0.0222175212225848,-0.0202712029006505,0.0267183404893729
A024,-0.1021740683885017,-0.013476851163683,-0.3721508027671986,0.0396578825624667
A025,0.2959023616310314,0.0275189349325976,0.118656501700367,-0.0017429740826897
A026,0.1303691356167996,0.0131379575831369,0.4041903724239405,-0.0449438646320578
A027,0.0652996860784941,0.0053102934059718,0.2408623268635543,-0.0154324929470207
A028,-0.0337994820618007,-0.0105132087120726,0.4874477314167244,-0.0716529175091567
A029,0.3565041473358047,0.0357527248903533,0.7582212441168347,-0.0713314197755761
A030,0.4827801530719697,0.0563584914700884,0.0251434848812534,0.042702524693833
A031,-0.0038321958639102,-0.0078551751437922,0.212941755305453,-0.060532588344319
A032,0.2382719097318902,0.0271100278062202,-0.2346312366065217,0.0841139123743065
A033,0.1013280119498456,0.0156271562692455,-0.470524871557084,0.0552336239316695
A034,0.4148664685237089,0.0400386959743325,0.4834847998949367,-0.0906170683106904
A035,-0.1421777305529017,-0.0101064153200194,-0.0792753788354427,-0.0035273879828116
A036,-0.1331443939232207,-0.0181447636639391,0.0483908254123633,-0.0439094916388124
A037,0.1765968396528317,0.0147511707456712,-0.0941851651566081,0.0271374321682916
A038,0.1963370096727782,0.0214196992946974,0.286781680680731,-0.036035092830923
A039,0.4729998501796043,0.0514788964321475,0.8426416889909238,-0.0592053956025604
A040,-0.413035988690512,-0.0418232678110607,-0.4880529548709177,0.0553704200148105
A041,0.1041659750764281,0.01159169079048,-0.0614534394619989,0.0190208290687565
A042,-0.5371953620450141,-0.0545912748454974,-0.5441470948238624,0.0856265248666032
A043,0.0494919150535609,0.0045334341626157,0.1451050697634421,-0.0105892855318821
A044,-0.4586276327849583,-0.0449536398988422,0.150331046038941,-0.0598515196848361
A045,-0.3394229007764828,-0.0299960111738088,-0.2838912765428331,0.0160099309159091
A046,-0.565496872740161,-0.0546207759795627,-0.7833331586766245,0.0807521726504385
A047,-0.4471158363909775,-0.0483607892193692,-0.4529102610078685,0.0873514628796503
A048,0.1709640829869126,0.0148667728202742,0.4885120479625502,-0.0625319230680069
A049,0.1106555199720581,0.0115916229860984,0.1853203911166472,0.0190738958200738
A050,-0.2203959857911082,-0.0208021901628406,-0.4323309624882558,0.0903681462530173
A051,-0.015161596499441,-0.0064221628378976,0.4975977935019853,-0.0715383564558882
A052,0.0294563931067823,0.0008589758604441,-0.1584146696266758,0.0442978598125398
A053,0.0549457327335237,-9.826667792360051e-05,0.2030174584234055,-0.0277815368497074
A054,0.4221009593774436,0.0548057778317397,0.0144611215687114,0.005410379802695
A055,-0.2658547896216,-0.0318877777122211,-0.0894214613680906,0.050124234352555
A056,-0.0677248703824892,-0.012097974290867,-0.1016314972464748,-0.0193516550982838
A057,-0.4472881770814244,-0.0494018539868275,-0.6619629773408918,0.0938604861393203
A058,0.0170257028692421,-0.0031028138289049,0.4545433361096084,-0.0795360164248672
A059,0.4885750991054856,0.0568510461274178,0.610812295216122,-0.0649572258308412
A060,0.0719917743777474,0.0183346684112819,-0.1513672216926322,0.0239624458687672
A061,0.2689624871494002,0.0208446523570824,0.9291777226459048,-0.0844762891300554
A062,-0.1147653971226429,-0.0156643787201851,0.2173947207554154,-0.0340339202204331
A063,0.1869779011674397,0.0136904133274236,0.0175713015356108,-0.0257467399932951
A064,0.0837794186079176,0.0045752517049715,0.0238915173947633,-0.0076613641601201
A065,-0.5362658889516297,-0.0504752353478367,-0.5724311651064001,0.0735670359013562
A066,-0.3582528957202806,-0.0393637885139141,-0.3491584799759696,0.013086228769707
A067,-0.5134219686021848,-0.0591200924070721,-0.5484299124167784,0.038573408404777
A068,0.2279323167040839,0.0220994354754513,0.297902412610549,-0.0563481571458762
A069,-0.5195642152033085,-0.0491883356451217,-0.407613189608762,0.0407418265418165
A070,-0.22823604149634,-0.0237413108968579,-0.3754092695492384,0.026305759250747
A071,0.1812411548821869,0.021267725570221,-0.3255079041991566,0.0340319196624051
A072,0.1614262417999256,0.0115924382567387,0.432516087442743,-0.0228345572412075
A073,0.572312054339763,0.064611462246495,-0.0720895560497443,0.0232794961982549
A074,0.0153245202051685,-0.0039015404557381,0.0804432759384628,0.0152384969549079
A075,-0.046641556244019,-0.0130843385924095,-0.1158791389924652,0.0118361245856053
A076,-0.3967640733093476,-0.0435192110804961,-0.6252235823624112,0.0555561197577416
A077,0.0148725695345569,0.00156518383285,-0.3808319320319832,0.0738647649894677
