schema_condition,timepoint,n,r,fisher_z,SE_z,CI_r_lower,CI_r_upper,p_uncorrected,p_bonferroni,sig_bonferroni
Common,T1,100,0.4805218222455733,0.5236625419021913,0.10153461651336192,0.3137096355151283,0.6185606794091623,4.1994073895022577e-07,3.779466650552032e-06,True
Common,T2,100,0.35296503328339873,0.3688267232856194,0.10153461651336192,0.16820505071493627,0.5137672027774332,0.00031586159138632805,0.0028427543224769525,True
Common,T4,100,0.41389208956858764,0.4402988038520733,0.10153461651336192,0.23671473962694906,0.5644272754163756,1.8649548277703746e-05,0.00016784593449933373,True
Congruent,T1,100,0.42817560368873625,0.4576605811599798,0.10153461651336192,0.2530349569793297,0.5761419948722105,8.834464633571044e-06,7.95101817021394e-05,True
Congruent,T2,100,0.3268453645994866,0.3392922119695913,0.10153461651336192,0.13937129894509367,0.4917000974192455,0.0009033681029503379,0.008130312926553042,True
Congruent,T4,100,0.5985927584337971,0.6909512591333873,0.10153461651336192,0.4557575310713783,0.711373533650183,4.7802824227179766e-11,4.302254180446179e-10,True
Incongruent,T1,100,0.4419112114134122,0.47460333683644434,0.10153461651336192,0.2688237251923984,0.5873502974871933,4.16830714172105e-06,3.751476427548945e-05,True
Incongruent,T2,100,0.41105760945299324,0.43688320494066457,0.10153461651336192,0.233487933536566,0.5620953250858995,2.154402990770569e-05,0.00019389626916935118,True
Incongruent,T4,100,0.4323231568636847,0.4627503357940525,0.10153461651336192,0.2577926630081277,0.5795322873558337,7.065908687522566e-06,6.359317818770309e-05,True
