method_a_mean_diff,method_a_p,method_b_slope_diff,method_b_p,direction_agreement,significance_agreement,correlation
-0.0007143102742844788,0.8860410187917223,-0.00026287943498147504,0.6876636501829476,AGREE on direction,AGREE on significance,-0.02059908762875923
