iteration,boot_statistic
186,-0.0011452702868898254
187,-0.001603762001470399
188,-0.0002180854730492811
189,-0.000455182616391263
190,-0.0009768595656886227
191,-0.001100670071789544
192,-0.0009718391565247171
193,0.00015260246473106768
194,-0.0021384953871389483
195,-0.0008046291638337318
196,-0.0007236377899458791
197,-0.0007564554669334461
198,-0.0015412748929095996
199,5.726696649889345e-05
200,-0.0013643622668585284
201,-0.0007568494898320913
202,-0.0004208072946742478
203,0.0007389863456529454
204,-0.001082996262632048
205,-0.0014936894564776702
206,-0.0008534536085638583
207,-0.0011483070780275615
208,-0.0006106475835146668
209,9.846013152603039e-05
210,-0.0003207304976145509
211,-0.001994923432267382
212,-0.0013869930763595309
213,-8.083940868537667e-05
214,-0.00022572669962351552
215,-0.0004753651737805212
216,-0.0009006947088829869
217,0.00017717178737720207
218,0.0006045980967184576
219,-0.00020135786272916297
220,-0.00027734290999332974
221,-0.0013254996098892066
222,-0.0006377911463526941
223,-0.000278981974933046
224,-0.0006178813938192521
225,-0.0014616003246372957
226,-0.0005734448845072904
227,-0.0008265186304813684
228,-8.003872798668516e-05
229,-0.0005801318995636576
230,0.0005533986384929916
231,-0.0002520851320503881
232,-0.0007988248323687594
233,-0.00026532894313029484
234,-0.0009848632687137013
235,-0.000527461674121734
236,-0.0005045835491052336
237,-0.0006996531981304648
238,-0.000670560363911207
239,-0.0014034823005307827
240,-0.001540458375600188
241,-0.00044920094513448486
242,-0.0005263536684552335
243,-0.0016620252759502138
244,-0.0013219396402027474
245,-0.0005790582830800467
246,-0.0010449339977376916
247,-0.00036173762135214486
248,-0.0005985774379691668
249,-0.0004658948088612277
250,-0.0006419228654393716
251,-0.000702863105652912
252,-0.0005971640090410661
253,-0.0011193898217906927
254,-0.001520189734433726
255,-0.0005987714638340756
256,-0.0009795824194632219
257,-0.0012861796435522487
258,-0.000836455567228104
259,-0.0004129242093727179
260,0.00011042691301196353
261,-0.0005075298781172061
262,-0.0011034049707969642
263,-0.0003355434883780628
264,-0.00040002640070193067
265,0.00018595087779852196
266,-0.0008790016836374253
267,-0.0005821604313749696
268,0.0003291684237921134
269,-0.0012405888417774547
270,-0.0005393634754603925
271,-0.0013276263746540872
272,-0.0009610952080052292
273,-4.6736236542782114e-05
274,-0.0009157980767691687
275,-0.00039488828587410914
276,-0.0007316570765331237
277,-0.000708730781056161
278,-0.0009557279654463794
279,-0.0005990696157794255
280,0.00011138379962432785
281,-0.0005634492202825845
282,-0.0017104889058135292
283,-0.0013408571223978052
284,-0.0012117713888232119
285,-0.0002282266133001686
286,-0.000716199188259681
287,-0.000865751542557788
288,-0.0012640074141732915
289,-0.001164827540805056
290,-0.00043739171499775157
291,-0.0016800482909203227
292,-0.0016745030370471441
293,-0.0002214612583188895
294,-0.0008832176525991589
295,-0.0005296860294076488
296,0.000523438321948049
297,-0.0005795288861087558
298,0.0005738957746078964
299,-0.00038988190247558896
300,-0.001330845587431064
301,-0.000621411103321649
302,-0.0005649075463072003
303,-0.0004530350181674551
304,0.00016013871821008815
305,-0.0012463233309049668
306,-0.0007664232365155186
307,-0.0012430556066975083
308,0.00025627810478117595
309,-0.0005483585989278955
310,-0.001267327467962046
311,-0.002196168051388892
312,-0.0002739289956390839
313,-0.0009603136691264935
314,0.0011630858096893884
315,-0.0008161506751918387
316,-0.00030911311524576255
317,-0.0005909415453723423
318,-0.0008652333466071457
319,-0.0022986802885982312
320,-0.0019548439889600054
321,-0.0016887409095101627
322,-0.0019879231966401464
323,-0.0017493409196545461
324,-0.0005975426444233428
325,-0.0005828785545526461
326,-0.0015603435577052768
327,-0.0005985580874191395
328,-0.0008177108131138602
329,-0.0009584426616973276
330,-0.0008293330392809732
331,-0.0007884599360812855
332,-0.0005944845690809696
333,0.00011244119366429768
334,-0.0013342106132047918
335,-0.0007548994091969439
336,4.8451585552662104e-05
337,-0.0003640503624006167
338,-0.0006499286313116062
339,-0.0005436216114574069
340,-0.00024460842274071076
341,-0.0011094922229117426
342,-0.0007190147185976703
343,0.00032193942493894317
344,-0.001140164493300308
345,-1.3909426869119406e-05
346,-0.0001803313481815116
347,-0.0009489825868179399
348,-0.001224190049043305
349,0.000818527326889286
350,-0.0006066237805085216
351,-0.000813985020472302
352,-0.000320261197718734
353,0.0008028172098537908
354,-0.001154957469431952
355,-6.909163757868197e-05
356,-0.00023635714185417145
357,-0.0011086487172536125
358,-0.001220810197639523
359,-0.0009763928064732884
360,-0.00024361061459103196
361,-8.375103313229609e-05
362,2.8002896806139608e-05
363,0.00014407624694471612
364,-0.0005904395846806719
365,-0.0009653873494097845
366,-0.0013480179581368487
367,-0.0008594269064237776
368,-0.0013462450170370504
369,-0.0006063235969945986
370,-0.0007550795417164479
371,-0.0009547929351770613
372,-0.0006238707088805563
373,-0.00086266799265526
374,7.24262742672818e-05
375,-0.0009531855733586204
376,-0.000628448009938133
377,0.0002244313860898612
378,-0.00029560908641577786
379,-0.0005604757342636496
380,-5.805751273534983e-05
381,-0.0005430766990488886
382,-0.0009462471608779104
383,-0.0013382490937722002
384,-0.00037342370874003395
385,-0.000723928717651839
386,-0.002289514769009041
387,-0.0013228835723341722
388,0.0006615512875437105
389,-0.00180455659276339
390,-0.0014713269750696444
391,-0.0004356731390090039
392,-0.000841975847984941
393,-0.0004682315257923831
394,-0.0009857891267703077
395,-0.0006172198088484478
396,-0.0008561355338784058
397,0.00031580802578741354
398,-0.00010784693990890817
399,-0.0012074287233662306
400,-0.001908014226307271
401,-0.0008852836260677828
402,-0.000732803028071699
403,0.0006248643590370889
404,-0.0009046228426057738
405,-0.0013675506824110928
406,-0.0006714416883573352
407,-0.0011666222708923179
408,-0.00012003222010317344
409,-0.00012607650562789259
410,-0.001026158771105091
411,-0.000501066162040851
412,-0.0009933384415955933
413,-0.0005033056819408405
414,-0.000744471794004655
415,-0.0010470898217614032
416,-0.00042196422283476744
417,-0.0013244726183026245
418,-0.0006345030491204141
419,-0.0007652854715145392
420,-0.00046317585809379916
421,-0.0004304442414827195
422,-0.0008813063876961072
423,-0.0010859246413886538
424,-0.0011057739032145583
425,-0.0012416091612248168
426,-0.0010541123113922944
427,1.0457361290153958e-05
428,-0.0009607092835571556
429,-0.001511248425847272
430,-0.0013281151863041632
431,-0.0011768944218320146
432,-0.002019275397722697
433,-0.0014192423747707186
434,-0.0009757745316324514
435,-4.7746172196575975e-05
436,-0.000313978337020786
437,-0.00038905617684558585
438,-0.0006038063605631415
439,-0.0008435075935880207
440,-0.0008197784656762506
441,-0.0007489155857202993
442,-0.001445607988523469
443,-0.0003608470606495335
444,-0.00063539457504082
445,-0.00045547260915369
446,-0.0011887888136320364
447,-0.00021686384656333042
448,-0.0010252636442664872
449,0.0009413971883435076
450,0.0002569383634969384
451,-0.00015127293478525125
452,-0.0005033076925669107
453,-0.0016683237564629513
454,-0.0007543071029521135
455,-0.00027315078985922994
456,-0.0014027335119722146
457,-0.000482930955635331
458,-0.0002987878420816242
459,-0.0011446952464932237
460,-0.0007484153383839411
461,-0.0010160404805729555
462,-0.0006341647836822224
463,-0.00028273501093956023
464,-0.0010115265777953133
465,-0.0002376794121300719
466,-0.0010745389031793823
467,-0.0009699111767188747
468,-0.0009569003244900101
469,-0.00010406955608998268
470,-0.0008828288430490919
471,-0.00026386472022158354
472,-0.0005079187396138622
473,-0.0014324445971156982
474,9.752040552456011e-05
475,-0.00011753610676672143
476,-0.0007930057545637089
477,-0.0017644795198896212
478,-0.0001738170496545193
479,-0.0013448801437103914
480,-0.00023001401607664635
481,-0.0008606739108333535
482,-0.0020963672677642682
483,-4.739637995002481e-05
484,-0.0005284489894849176
485,-0.000536053180811108
486,-0.0002807139884260821
487,-0.0010880267979989978
488,-0.0007566832029801783
489,9.56156555983593e-05
490,-0.0011125508744263901
491,-0.0004094174011728427
492,-0.00010027739116133305
493,-0.0008742124397337922
494,-0.00028132204256060513
495,-0.0011456095444192023
496,-0.000260042051780471
497,-0.0008111685172520051
498,-0.0014582393815678807
499,-0.0015420059283141677
500,-0.00022296212013031113
501,-0.000616765541710618
502,-0.0009961548123247049
503,-0.0005387393343099679
504,-0.0003815696412775273
505,-0.00046400533272172417
506,-0.0013609657919931364
507,-0.0005314106825622103
508,-0.0012935820686708246
509,-0.0006585062228980179
510,-0.0007232447556626466
511,-0.0015987912942318418
512,-0.0007682372298519587
513,-0.0016780650100552445
514,-0.0012260081444938071
515,-0.0008331513171203043
516,-0.0008983043952880896
517,-0.001806906125163725
518,-0.001058022627443937
519,-0.0005640553643570707
520,0.00011775061799035362
521,-3.035620633449277e-06
522,-0.0011346713843144824
523,-0.00102692389093642
524,-0.00032194858936518384
525,-0.0006504392155576823
526,-0.00012862143253504894
527,-0.00029970937356958314
528,-0.0008532680383181626
529,-0.0015002866724235155
530,-0.0005565191676378382
531,-0.0010144811232172019
532,-0.0016013648695502143
533,-0.0017740153362282617
534,5.191212468049631e-05
535,-0.0014708819850114791
536,-0.0008328253040567969
537,-0.0011350611271878325
538,-0.0015326003617450428
539,0.000562138398432012
540,-0.0008973873071675949
541,-0.0006873466004100186
542,-0.0006518726488058382
543,-0.0010476652604484555
544,-9.225810697184185e-05
545,-0.00029065761771621514
546,0.000229318547123067
547,-0.00029252184376998044
548,-0.0004689311974499189
549,-0.0013818976198065015
550,-0.0013662335801814063
551,-0.00011893100155834983
552,-0.00029775279176573883
553,-0.0009336425782194945
554,-0.000583779659186876
555,-4.095367023049651e-05
556,-0.0011016683803484128
557,-0.001179941778597396
558,-0.0011632762798292383
559,-0.0011008581404788368
560,-0.0009973784286156375
561,-0.0003668776757454607
562,-0.0016579604606854594
563,1.8994312822344554e-05
564,-0.0004688090479841314
565,-0.000791182705157881
566,-1.4356566090766835e-05
567,-0.001194896072746324
568,-0.0007331111357143659
569,-0.0016365643188728427
570,-0.0005013925044777772
571,-0.001328986844651328
572,-0.0002882873039231076
573,-0.00024908057419761767
574,-0.00011212979822329428
575,-0.0006158258261533645
576,-0.0001752373308399728
577,-0.0003449321615795201
578,-0.00041218996709781137
579,-0.001030514187958536
580,-0.00043133650889334835
581,-0.001008405854428704
582,-8.93020560197369e-05
583,-0.00033788401835248104
584,-0.00024875375166852885
585,-0.0012608050148295623
586,-0.0005478131794784182
587,-0.000669114743535219
588,-0.0005003364913975131
589,-0.0010142377226519089
590,-0.0013110702930154523
591,-0.001688799543948962
592,-0.00038294012051838365
593,-0.001452371383705888
594,-0.0009475474623007799
595,-0.0007338808414051522
596,-0.0003664163823829605
597,-0.0012004878475584378
598,-0.0006728388364656652
599,-0.0005356693207213046
600,-0.0007900796145185882
601,-0.0018599960538381994
602,-0.0018431560049442547
603,0.0014780642204836952
604,-0.0007360685451606186
605,-0.000700555396940257
606,-0.001130242373366003
607,-6.368909497692038e-05
608,-0.0006822925653521971
609,0.0008495087342169326
610,-0.0007927604414016274
611,-0.00034824791448885486
612,-0.001708359471906886
613,-0.0008164952440346888
614,-0.0012637801533048167
615,0.00026999645636089265
616,-0.00109823914256832
617,-0.00048738351388288685
618,-0.0011409393194863123
619,-0.0008581047903826861
620,-0.0008877959703718324
621,-0.0006048470246585494
622,-0.0007889528558876737
623,-0.001438200407258121
624,-0.00020164421407260546
625,-0.000703621947093041
626,-0.0004622093534182696
627,0.0003411042973318054
628,-0.0002898787835414351
629,-0.00034411523944274935
630,-0.0019388338560505447
631,-0.00044998557756527146
632,-0.0010606373998948567
633,-0.0022371609932605456
634,-0.0005347953706512337
635,-0.0007153509342934386
636,-0.0007491408273084437
637,-0.0006971661179017137
638,0.00033589407624064774
639,0.00026908822252828633
640,-0.0006602488925808978
641,-0.0008770808895268608
642,-0.00032454120299528114
643,-0.0003540251574566044
644,0.0004480307143470879
645,-0.00021580721727316565
646,-0.0008681363701838178
647,-0.0006776980965856467
648,0.00014100627688307696
649,6.682646620476774e-05
650,2.9715426516320495e-05
651,-0.00135138324640926
652,-0.0001479120559162013
653,-2.7583044234627165e-05
654,-6.657145324110248e-05
655,-0.0014212281213842012
656,-0.0003290305852103547
657,-0.00043101375879020455
658,-0.000772336190505422
659,-0.001652483800826675
660,-0.00018970428816373033
661,-9.653596379714146e-05
662,-0.0007263782441505576
663,-0.001059911410629441
664,-7.015216912003932e-05
665,-0.0006422639949290241
666,-0.0004926933897051519
667,-0.0006826535595737486
668,-1.3974748935341512e-05
669,-0.0006875719602947996
670,3.731837833308824e-05
671,0.0005150281293474584
672,-0.000782537501130043
673,-0.0011017072720186333
674,-0.0003950299740420503
675,7.471424137646258e-05
676,-0.0013670564264397825
677,-0.0010714587217604424
678,-0.0016473632804829377
679,-0.0005963187346080056
680,-0.0015348670551324616
681,-0.0005130412176170118
682,-0.0014434634103893298
683,-0.000535902274917574
684,-0.0003480817912184788
685,-0.0008054656474989407
686,-0.0015767288956426994
687,-0.0004250056197778593
688,-0.0006802356761952459
689,-0.00043581358404704213
690,-0.00121960566933384
691,-0.0007311358076584275
692,0.00011986948212422974
693,2.9770153875339894e-05
694,-0.0006197669548281041
695,2.2397927812257022e-05
696,-0.0010199885702220739
697,-0.0014479349482786304
698,-0.0015553072932885906
699,-0.0010930535622219616
700,-8.645285626744969e-05
701,-0.0004986509516009658
702,-0.0005423759030364373
703,-0.0007255812748352241
704,-0.0008438185475000906
705,-0.0007378059252086132
706,-0.0008814253044656936
707,-0.001152718299388418
708,-0.001280275353565963
709,-0.0002855241543076149
710,-0.0016360937055414605
711,-0.000699339096383126
712,-0.001993157846154699
713,2.8851100573708892e-05
714,-0.0012577991342599248
715,-0.0006694207852224619
716,-0.0015475574835570037
717,-0.0005989359179908112
718,-0.0002937627392544863
719,-0.0004125406137742116
720,-0.0012261174719194893
721,-0.0012211966392547977
722,-0.0009172945508110358
723,-0.00029035071635397834
724,-0.0002288007295607166
725,-0.0013581531201023506
726,-0.0009627910204242438
727,0.00047421517779236823
728,-0.000479989589543163
729,-0.00022790048211893094
730,-0.00028718841737262953
731,-0.0007692618191535052
732,-0.0018688604446263773
733,-0.0011961638662765556
734,-0.0010491197982423549
735,-5.4091661053577926e-05
736,-0.0003273515073521727
737,-8.461703064250967e-05
738,-0.0005755327369117072
739,-0.0002756957425872859
740,-9.313168358458706e-05
741,-0.0005289714289659598
742,-0.0011821120912130548
743,-0.001036113535414481
744,-0.0003143554147675727
745,-0.0007098147659696222
746,-0.0006388049591293222
747,-3.973971551984109e-05
748,-0.0010686471448077186
749,-0.00043112496754304277
750,-0.0014289436451161942
751,-0.0002692892325674903
752,-0.0013747516757641784
753,-0.00041759978159826934
754,-0.0017804363250439716
755,-0.0016200692048860606
756,-0.001261099431131166
757,-0.00085149701695616
758,-0.00103802976879811
759,-0.001488430413795249
760,-0.0009908982368806332
761,-0.0006806663845902108
762,-0.0006599697344738927
763,-0.0005334829607427341
764,-0.0003541210393908596
765,-0.0015079179743309164
766,-0.0011395716310849489
767,-0.00118720693090952
768,-0.00015218509679231024
769,0.0002867145858412576
770,-0.0009474232885642744
771,-0.001306926728168002
772,-0.00046883952814589055
773,0.000339371327215243
774,-0.0005977926097872705
775,-0.0011044402210069945
776,-0.001419844561065172
777,-0.0007249789110359799
778,-0.0007577969482920749
779,-0.0006428903209742701
780,-0.0016445544750160702
781,4.368824185986209e-05
782,-0.0004369500446210392
783,-0.0011028090408525886
784,-1.422546807845924e-06
785,-0.001139784870501536
786,-0.0007728278324962201
787,-0.0008007379279688762
788,-0.000505904171604888
789,-0.0006042775840075565
790,-0.001003383217500184
791,-0.0012426404195055368
792,0.00010563225024416847
793,-0.0005666602977175369
794,-0.00061291064591573
795,-0.0004645275299645124
796,-0.0013931004368892268
797,-0.0008519414693107616
798,-0.0010904725908891693
799,-0.00039634479990583815
800,-0.0008774822055700459
801,-0.0012040579167589668
802,-0.00042557536109275664
803,-0.000252584577031716
804,-0.0006905942848580541
805,-0.0009138510890995802
806,-0.0021419566941250213
807,-0.00021385554443917781
808,0.00016565713169558983
809,-0.0012299593538613203
810,-0.0013615579097682987
811,-0.0007898427425934198
812,-0.0014721990077022273
813,-0.0008672059847755983
814,0.0003902710048106185
815,1.5481479975341786e-05
816,-0.0005331770177125661
817,-0.0005807349404116171
818,-0.0003893048520940763
819,-0.0010603581872939067
820,-0.0005248834070829077
821,0.0001565703077034744
822,0.0003461051550125679
823,-0.0009405689169090589
824,6.325519203097255e-05
825,-0.0010549064567011652
826,-0.0007701562871922223
827,-0.0010247563049150098
828,0.0005083916482473473
829,-0.0006907383643753476
830,-0.0008663625053443883
831,-0.0006815058559298285
832,-0.0019924626220468337
833,-0.00031535296431745615
834,-0.001585704997049285
835,-0.000639799105152771
836,-0.0006279784105288294
837,-0.0020370262840578544
838,0.00031269341155379886
839,-0.0021651406637021218
840,-0.00022753052923415193
841,-0.000651191276445299
842,-0.0007998798083531473
843,-0.0015046533339581642
844,-0.0008283774715105064
845,-0.00043090400384149306
846,0.00015563748387105024
847,-0.0009976319466026941
848,-0.000515030343374555
849,-0.0015045417484680912
850,3.41659119141205e-05
851,-0.0012703452875469816
852,0.00027179305332291877
853,-0.0012392625271320575
854,-0.00046226840003841076
855,0.0004560265680203783
856,-0.0008168318250572912
857,-0.0010236338816926416
858,-0.00043010137620593474
859,-0.0002561636522010314
860,-0.0008859822576185005
861,-0.0013629699141325916
862,-0.0004625097179529717
863,-0.0005176042332455824
864,-0.0010717043088919848
865,-0.0011626996207074812
866,-0.0017887637093163217
867,-0.0004949872378937309
868,-0.0006670519644508837
869,-0.000403155340648222
870,-0.0017132425701958255
871,-0.0007142691294949986
872,0.00022484168918154214
873,-0.00014692565019368175
874,-0.0007219435566454699
875,-0.0016262818965161868
876,-0.0010336061554107327
877,-0.0024284246706957643
878,-0.00047426338642774456
879,-0.0007969376708066113
880,-0.0003210613613061051
881,-0.00035474829618386086
882,-0.0010531321398179745
883,-0.0009270340677126024
884,-0.0011416395975737343
885,-0.0019863037263014296
886,-0.0005751573576707
887,-0.001466405214247799
888,-0.0006172452918728748
889,-7.114204241581673e-05
890,-0.0006613171723885801
891,-0.0018142367870533729
892,-0.0004572379514350113
893,-0.0016090151271192401
894,-0.0007595145463184768
895,0.0009506228969662311
896,-0.0005792062069523696
897,-0.000687521021606093
898,-0.0011292419607371053
899,-0.0011797408232078678
900,-0.0010380546858037528
901,-0.00028267765066845955
902,-0.0009567497696189438
903,-0.00018451132053920216
904,-0.0014126065822412657
905,-0.00027794871886967654
906,-0.0014373503760122222
907,-0.0006380995899207661
908,0.00017988523609733986
909,-0.0007681107902311339
910,-0.0006021159476707512
911,-0.0006076488590286849
912,-0.00022494951815559287
913,0.00012489992305962747
914,-0.0020985374849963444
915,-0.0010062474061414666
916,-0.0008095015211689218
917,-0.00012761991486045474
918,0.00013568876132678253
919,-0.0008613376600353396
920,-0.0011560917922609657
921,-0.00052593442736024
922,-0.0001428858188167357
923,-0.0005992424579610086
924,-0.0008404772705604681
925,-0.00021759542822206087
926,-0.00047155064052843807
927,-0.00025380907611173223
928,-0.0006218047886419157
929,-2.4742183277544072e-05
930,-0.0010051948157902457
931,-0.0009834310617229097
932,-0.0005191021008682025
933,-0.0004575302342863276
934,-0.0005197038416422121
935,-0.0012417222868636318
936,-0.0009435857853002409
937,-0.001533636244094684
938,-0.0006630257624570806
939,-0.001718873201128024
940,-0.000710931661975291
941,-0.0013021790593845098
942,-0.000536254865692815
943,-0.00011344460970865654
944,-0.0016725975845313405
945,-0.001219290285724648
946,0.0007284340316280797
947,0.00024022668547137076
948,-0.001183876885498628
949,-0.0012516373422658642
950,-4.6640058769605956e-05
951,-0.0005244038731908557
952,-0.0004221208762201417
953,-0.00023417304245506473
954,-0.0003946544222203486
955,-0.0008364732765617128
956,-7.069543567751369e-05
957,-0.0005741557122421557
958,-0.0005128372555062752
959,-0.0005181869524386604
960,-0.00023905980739557058
961,-0.000946745872442278
962,-0.0004412441497271373
963,-0.0007848801067031261
964,0.000590737473383594
965,-0.0010201121363658406
966,-0.0006336270932472147
967,-0.000895839260591115
968,-0.0018781464983874555
969,-0.0006528824917550668
970,-0.001680673538563563
971,-0.0006787482902437347
972,-0.0003860507580752991
973,-0.0009292733944432258
974,-0.0016761131648367917
975,-0.0013519253506569075
976,-0.00011403536822676218
977,0.0007858793904184437
978,-0.00035879203732649446
979,-0.0016632684306215895
980,0.00018420435860842845
981,-0.0010753976209850046
982,-0.00036269210493340606
983,-0.0005851706637764658
984,-0.0018410710204788269
985,-0.0007846506979491978
986,-0.0006700467556420012
987,-0.0010265544134959823
988,-0.00013146178593361946
989,-0.00038050070058398187
990,0.0004921497241163024
991,0.00032811860141694453
992,-0.0008329526875266946
993,-0.0019936120736611103
994,-0.0010863431871244566
995,-0.0008760626073114005
996,-0.0011015386856699648
997,-0.0005945769421896729
998,-0.000729115731503123
999,-3.0877248348102556e-05
1000,-0.0006664644151046592
