t_statistic,df,p_uncorrected,p_bonferroni,mean_difference,se_difference,ci_lower,ci_upper
-1.213258198638497,99,0.8860410187917223,0.8860410187917223,-0.0007143102742844788,0.0005887537171280318,-0.001868267559855421,0.00043964701128646345
