mean_ratio,median_ratio,sd_ratio,IQR_ratio,ci_lower,ci_upper,t_statistic,df,p_value
0.8391572511898204,0.7600043881449812,0.3863756005805847,0.4692081803109862,0.7177832663021281,0.9573519229352686,-2.632823763189065,39,0.9939633061214332
