UID,difference,outlier_type,cook_d
A036,0.0123260594635488,Cook,0.05005438124631806
A054,-0.0141565856142419,Cook,0.05318728971423918
A093,-0.0161431554573696,Cook,0.0700695178504152
A103,0.0121414020108021,Cook,0.048646833327400475
