paradigm,age_effect,SE,z,p_uncorrected,p_bonferroni,significant_bonferroni
IFR,-0.0115147535596496,0.0073150798245843,-1.574111812280047,0.11546160219291224,0.3463848065787367,False
ICR,-0.0098123866047179,0.009614895686307004,-1.0205400999505538,0.3074723813905851,0.9224171441717552,False
IRE,-0.013425906059447601,0.009614895686307004,-1.396365233433372,0.1626045389176174,0.4878136167528522,False
