composite_ID,UID,test,paradigm,theta,Age
A052_2,A052,2,ICR,-0.25498182,43.0
A052_3,A052,3,ICR,0.36897573,43.0
A052_4,A052,4,ICR,-0.78321314,43.0
A053_1,A053,1,ICR,1.2605083,44.0
A053_2,A053,2,ICR,1.0534477,44.0
A053_3,A053,3,ICR,-0.6444452,44.0
A053_4,A053,4,ICR,-0.034559526,44.0
A054_1,A054,1,ICR,0.31915054,43.0
A054_2,A054,2,ICR,0.45086184,43.0
A054_3,A054,3,ICR,0.7501586,43.0
A054_4,A054,4,ICR,1.2492504,43.0
A055_1,A055,1,ICR,0.041222192,44.0
A055_2,A055,2,ICR,1.2471511,44.0
A055_3,A055,3,ICR,-0.31288907,44.0
A055_4,A055,4,ICR,-1.554973,44.0
A056_1,A056,1,ICR,0.9120589,42.0
A056_2,A056,2,ICR,-0.018810825,42.0
A056_3,A056,3,ICR,0.29311848,42.0
A056_4,A056,4,ICR,-1.1334265,42.0
A057_1,A057,1,ICR,-0.05232748,40.0
A057_2,A057,2,ICR,-0.85586286,40.0
A057_3,A057,3,ICR,-0.5226535,40.0
A057_4,A057,4,ICR,-1.2877662,40.0
A058_1,A058,1,ICR,1.6296768,42.0
A058_2,A058,2,ICR,-0.682836,42.0
A058_3,A058,3,ICR,-0.061592907,42.0
A058_4,A058,4,ICR,-0.7328553,42.0
A059_1,A059,1,ICR,0.8768439,43.0
A059_2,A059,2,ICR,1.4401908,43.0
A059_3,A059,3,ICR,2.004653,43.0
A059_4,A059,4,ICR,0.0840155,43.0
A060_1,A060,1,ICR,-0.034585696,48.0
A060_2,A060,2,ICR,0.75584376,48.0
A060_3,A060,3,ICR,-0.2604367,48.0
A060_4,A060,4,ICR,0.36166513,48.0
A061_1,A061,1,ICR,2.3680613,47.0
A061_2,A061,2,ICR,0.9821358,47.0
A061_3,A061,3,ICR,0.64583325,47.0
A061_4,A061,4,ICR,-0.63718915,47.0
A062_1,A062,1,ICR,1.4751632,48.0
A062_2,A062,2,ICR,0.39018252,48.0
A062_3,A062,3,ICR,-0.94510424,48.0
A062_4,A062,4,ICR,-0.8798419,48.0
A063_1,A063,1,ICR,1.2077117,45.0
A063_2,A063,2,ICR,1.3568763,45.0
A063_3,A063,3,ICR,0.070884176,45.0
A063_4,A063,4,ICR,-1.0678395,45.0
A064_1,A064,1,ICR,1.2809386,47.0
A064_2,A064,2,ICR,0.7598011,47.0
A064_3,A064,3,ICR,0.16164199,47.0
A064_4,A064,4,ICR,-0.7334007,47.0
A065_1,A065,1,ICR,-1.8375293,47.0
A065_2,A065,2,ICR,-0.0030232137,47.0
A065_3,A065,3,ICR,-1.2474006,47.0
A065_4,A065,4,ICR,-2.2587807,47.0
A066_1,A066,1,ICR,-0.14587693,47.0
A066_2,A066,2,ICR,-0.5350211,47.0
A066_3,A066,3,ICR,-1.1306067,47.0
A066_4,A066,4,ICR,-1.4549768,47.0
A067_1,A067,1,ICR,0.20703617,48.0
A067_2,A067,2,ICR,-1.5590602,48.0
A067_3,A067,3,ICR,-1.4660316,48.0
A067_4,A067,4,ICR,-1.5478401,48.0
A068_1,A068,1,ICR,1.4069263,49.0
A068_2,A068,2,ICR,-0.21608391,49.0
A068_3,A068,3,ICR,0.7251277,49.0
A068_4,A068,4,ICR,-0.44046012,49.0
A069_1,A069,1,ICR,-0.8156367,46.0
A069_2,A069,2,ICR,-1.003427,46.0
A069_3,A069,3,ICR,-0.15258345,46.0
A069_4,A069,4,ICR,-1.1634574,46.0
A070_1,A070,1,ICR,0.17281204,52.0
A070_2,A070,2,ICR,0.050464932,52.0
A070_3,A070,3,ICR,-1.109818,52.0
A070_4,A070,4,ICR,-1.0831009,52.0
A071_1,A071,1,ICR,0.5489096,50.0
A071_2,A071,2,ICR,0.40938142,50.0
A071_3,A071,3,ICR,-0.70280397,50.0
A071_4,A071,4,ICR,0.24814038,50.0
A072_1,A072,1,ICR,1.2745856,50.0
A072_2,A072,2,ICR,1.3061616,50.0
A072_3,A072,3,ICR,-0.58761966,50.0
A072_4,A072,4,ICR,0.10019777,50.0
A073_1,A073,1,ICR,1.1698031,51.0
A073_2,A073,2,ICR,0.213315,51.0
A073_3,A073,3,ICR,1.063813,51.0
A073_4,A073,4,ICR,1.2432824,51.0
A074_1,A074,1,ICR,1.3506466,53.0
A074_2,A074,2,ICR,-0.031553622,53.0
A074_3,A074,3,ICR,-0.53760165,53.0
A074_4,A074,4,ICR,-0.6315205,53.0
A075_1,A075,1,ICR,0.9588991,53.0
A075_2,A075,2,ICR,0.5673783,53.0
A075_3,A075,3,ICR,-1.399464,53.0
A075_4,A075,4,ICR,-0.7930459,53.0
A076_1,A076,1,ICR,0.024194812,54.0
A076_2,A076,2,ICR,-1.0196363,54.0
A076_3,A076,3,ICR,-1.6319014,54.0
A076_4,A076,4,ICR,-1.6889011,54.0
A077_1,A077,1,ICR,0.620659,52.0
A077_2,A077,2,ICR,-0.054946523,52.0
A077_3,A077,3,ICR,-0.40346828,52.0
A077_4,A077,4,ICR,0.047804616,52.0
A078_1,A078,1,ICR,-0.5550404,50.0
A078_2,A078,2,ICR,0.33242676,50.0
A078_3,A078,3,ICR,-0.71275437,50.0
A078_4,A078,4,ICR,-0.96229225,50.0
A079_1,A079,1,ICR,0.7266939,50.0
A079_2,A079,2,ICR,0.33964783,50.0
A079_3,A079,3,ICR,-0.95795447,50.0
A079_4,A079,4,ICR,-0.64385366,50.0
A080_1,A080,1,ICR,0.4963262,56.0
A080_2,A080,2,ICR,0.06484385,56.0
A080_3,A080,3,ICR,0.17949885,56.0
A080_4,A080,4,ICR,-0.7201712,56.0
A081_1,A081,1,ICR,0.59079283,55.0
A081_2,A081,2,ICR,-0.37425303,55.0
A081_3,A081,3,ICR,1.4981886,55.0
A081_4,A081,4,ICR,0.28968403,55.0
A082_1,A082,1,ICR,0.3937965,58.0
A082_2,A082,2,ICR,1.6726893,58.0
A082_3,A082,3,ICR,0.26070443,58.0
A082_4,A082,4,ICR,-0.24990185,58.0
A083_1,A083,1,ICR,1.8757206,58.0
A083_2,A083,2,ICR,0.7406226,58.0
A083_3,A083,3,ICR,0.15675685,58.0
A083_4,A083,4,ICR,0.41007304,58.0
A084_1,A084,1,ICR,1.0363737,59.0
A084_2,A084,2,ICR,-0.08566386,59.0
A084_3,A084,3,ICR,0.1501421,59.0
A084_4,A084,4,ICR,-0.5393467,59.0
A085_1,A085,1,ICR,0.075853765,58.0
A085_2,A085,2,ICR,1.2179971,58.0
A085_3,A085,3,ICR,-0.22426121,58.0
A085_4,A085,4,ICR,-0.3583133,58.0
A086_1,A086,1,ICR,0.88108736,58.0
A086_2,A086,2,ICR,0.30652004,58.0
A086_3,A086,3,ICR,-0.82387006,58.0
A086_4,A086,4,ICR,-0.6613363,58.0
A087_1,A087,1,ICR,0.58175397,59.0
A087_2,A087,2,ICR,1.1760826,59.0
A087_3,A087,3,ICR,0.65625054,59.0
A087_4,A087,4,ICR,0.28195977,59.0
A088_1,A088,1,ICR,1.5454081,56.0
A088_2,A088,2,ICR,2.4344504,56.0
A088_3,A088,3,ICR,1.1459264,56.0
A088_4,A088,4,ICR,2.3584166,56.0
A089_1,A089,1,ICR,1.0743129,56.0
A089_2,A089,2,ICR,1.006568,56.0
A089_3,A089,3,ICR,1.1093498,56.0
A089_4,A089,4,ICR,0.019611612,56.0
A090_1,A090,1,ICR,0.06928799,61.0
A090_2,A090,2,ICR,-0.5618887,61.0
A090_3,A090,3,ICR,-1.2942528,61.0
A090_4,A090,4,ICR,-0.66221637,61.0
A091_1,A091,1,ICR,0.37353247,63.0
A091_2,A091,2,ICR,-0.38569748,63.0
A091_3,A091,3,ICR,-0.9121887,63.0
A091_4,A091,4,ICR,-0.82411695,63.0
A092_1,A092,1,ICR,-0.018687323,60.0
A092_2,A092,2,ICR,-0.92986196,60.0
A092_3,A092,3,ICR,-0.65643394,60.0
A092_4,A092,4,ICR,-0.845883,60.0
A093_1,A093,1,ICR,0.5201135,64.0
A093_2,A093,2,ICR,0.55581963,64.0
A093_3,A093,3,ICR,-0.043852262,64.0
A093_4,A093,4,ICR,-0.121557094,64.0
A094_1,A094,1,ICR,-0.73902184,60.0
A094_2,A094,2,ICR,-0.29991186,60.0
A094_3,A094,3,ICR,-1.2893258,60.0
A094_4,A094,4,ICR,-1.1009582,60.0
A095_1,A095,1,ICR,1.8624213,61.0
A095_2,A095,2,ICR,0.055583816,61.0
A095_3,A095,3,ICR,-0.016563427,61.0
A095_4,A095,4,ICR,-0.25386304,61.0
A096_1,A096,1,ICR,-0.405043,60.0
A096_2,A096,2,ICR,-0.70250136,60.0
A096_3,A096,3,ICR,-1.5279682,60.0
A096_4,A096,4,ICR,-2.1239834,60.0
A097_1,A097,1,ICR,0.17421606,64.0
A097_2,A097,2,ICR,-0.18929343,64.0
A097_3,A097,3,ICR,0.3600653,64.0
A097_4,A097,4,ICR,-0.3640842,64.0
A098_1,A098,1,ICR,0.76267684,60.0
A098_2,A098,2,ICR,0.50032306,60.0
A098_3,A098,3,ICR,0.7660794,60.0
A098_4,A098,4,ICR,-0.8945514,60.0
A099_1,A099,1,ICR,1.0417407,63.0
A099_2,A099,2,ICR,0.6420143,63.0
A099_3,A099,3,ICR,0.33446977,63.0
A099_4,A099,4,ICR,0.98564196,63.0
A100_1,A100,1,ICR,0.2507026,66.0
A100_2,A100,2,ICR,1.7990696,66.0
A100_3,A100,3,ICR,0.022800112,66.0
A100_4,A100,4,ICR,-0.14655165,66.0
A101_1,A101,1,ICR,0.06431497,69.0
A101_2,A101,2,ICR,-0.4466182,69.0
A101_3,A101,3,ICR,-1.0314987,69.0
A101_4,A101,4,ICR,-0.9808568,69.0
A102_1,A102,1,ICR,-0.4727804,68.0
A102_2,A102,2,ICR,1.1755204,68.0
A102_3,A102,3,ICR,-0.62653625,68.0
A102_4,A102,4,ICR,-0.13949722,68.0
A103_1,A103,1,ICR,1.6574401,68.0
A103_2,A103,2,ICR,-0.61883485,68.0
A103_3,A103,3,ICR,-1.058727,68.0
A103_4,A103,4,ICR,-0.77343935,68.0
A104_1,A104,1,ICR,1.5773517,66.0
A104_2,A104,2,ICR,0.6895314,66.0
A104_3,A104,3,ICR,0.17436832,66.0
A104_4,A104,4,ICR,-1.2733445,66.0
A105_1,A105,1,ICR,0.91576445,68.0
A105_2,A105,2,ICR,0.7752459,68.0
A105_3,A105,3,ICR,-0.4392154,68.0
A105_4,A105,4,ICR,-0.16613224,68.0
A106_1,A106,1,ICR,1.0576928,66.0
A106_2,A106,2,ICR,-0.51895714,66.0
A106_3,A106,3,ICR,0.29473698,66.0
A106_4,A106,4,ICR,1.0693434,66.0
A107_1,A107,1,ICR,-0.5625059,70.0
A107_2,A107,2,ICR,-1.480025,70.0
A107_3,A107,3,ICR,-0.9414066,70.0
A107_4,A107,4,ICR,-0.7620688,70.0
A108_1,A108,1,ICR,-0.81889147,69.0
A108_2,A108,2,ICR,-0.4216877,69.0
A108_3,A108,3,ICR,0.16783781,69.0
A108_4,A108,4,ICR,-1.4309634,69.0
A109_1,A109,1,ICR,-0.4498533,68.0
A109_2,A109,2,ICR,-1.0999992,68.0
A109_3,A109,3,ICR,0.0005814457,68.0
A109_4,A109,4,ICR,-1.645536,68.0
A010_1,A010,1,IRE,2.4384494,22.0
A010_2,A010,2,IRE,0.3100767,22.0
A010_3,A010,3,IRE,-0.5900594,22.0
A010_4,A010,4,IRE,0.7578454,22.0
A011_1,A011,1,IRE,0.64898896,21.0
A011_2,A011,2,IRE,0.4779798,21.0
A011_3,A011,3,IRE,-0.18876392,21.0
A011_4,A011,4,IRE,-0.36833763,21.0
A012_1,A012,1,IRE,1.185163,21.0
A012_2,A012,2,IRE,-0.4810561,21.0
A012_3,A012,3,IRE,0.9331896,21.0
A012_4,A012,4,IRE,-1.2891253,21.0
A013_1,A013,1,IRE,-0.26959375,22.0
A013_2,A013,2,IRE,-0.26315907,22.0
A013_3,A013,3,IRE,0.5015512,22.0
A013_4,A013,4,IRE,-0.85894424,22.0
A014_1,A014,1,IRE,0.8939411,22.0
A014_2,A014,2,IRE,1.3020949,22.0
A014_3,A014,3,IRE,0.1523909,22.0
A014_4,A014,4,IRE,-0.9391108,22.0
A015_1,A015,1,IRE,1.7311847,23.0
A015_2,A015,2,IRE,1.9454731,23.0
A015_3,A015,3,IRE,1.5540669,23.0
A015_4,A015,4,IRE,0.14790718,23.0
A016_1,A016,1,IRE,1.9085045,21.0
A016_2,A016,2,IRE,1.2414935,21.0
A016_3,A016,3,IRE,0.17359161,21.0
A016_4,A016,4,IRE,-1.2219204,21.0
A017_1,A017,1,IRE,0.07371173,24.0
A017_2,A017,2,IRE,1.094934,24.0
A017_3,A017,3,IRE,0.34243777,24.0
A017_4,A017,4,IRE,0.8778206,24.0
A018_1,A018,1,IRE,0.89794534,23.0
A018_2,A018,2,IRE,0.11510111,23.0
A018_3,A018,3,IRE,-0.5672663,23.0
A018_4,A018,4,IRE,0.25552902,23.0
A019_1,A019,1,IRE,-0.6919953,20.0
A019_2,A019,2,IRE,-0.8384044,20.0
A019_3,A019,3,IRE,-0.5890452,20.0
A019_4,A019,4,IRE,-1.1340683,20.0
A020_1,A020,1,IRE,0.06332161,26.0
A020_2,A020,2,IRE,0.047483053,26.0
A020_3,A020,3,IRE,-0.51456475,26.0
A020_4,A020,4,IRE,-2.305471,26.0
A021_1,A021,1,IRE,1.3263483,28.0
A021_2,A021,2,IRE,0.07185613,28.0
A021_3,A021,3,IRE,0.14021443,28.0
A021_4,A021,4,IRE,0.6826978,28.0
A022_1,A022,1,IRE,0.10991881,28.0
A022_2,A022,2,IRE,0.7072509,28.0
A022_3,A022,3,IRE,0.32368746,28.0
A022_4,A022,4,IRE,0.8941155,28.0
A023_1,A023,1,IRE,0.36951885,26.0
A023_2,A023,2,IRE,0.015596133,26.0
A023_3,A023,3,IRE,0.22199889,26.0
A023_4,A023,4,IRE,-0.12707277,26.0
A024_1,A024,1,IRE,0.42522484,29.0
A024_2,A024,2,IRE,0.46180817,29.0
A024_3,A024,3,IRE,0.054807294,29.0
A024_4,A024,4,IRE,-1.3448688,29.0
A025_1,A025,1,IRE,1.0340793,26.0
A025_2,A025,2,IRE,1.6322045,26.0
A025_3,A025,3,IRE,-0.47655585,26.0
A025_4,A025,4,IRE,-0.8461859,26.0
A026_1,A026,1,IRE,0.6719598,29.0
A026_2,A026,2,IRE,-0.07465413,29.0
A026_3,A026,3,IRE,1.1318396,29.0
A026_4,A026,4,IRE,-0.4234665,29.0
A027_1,A027,1,IRE,0.76357627,28.0
A027_2,A027,2,IRE,0.4312134,28.0
A027_3,A027,3,IRE,-0.69983053,28.0
A027_4,A027,4,IRE,0.053597745,28.0
A028_1,A028,1,IRE,1.4671905,26.0
A028_2,A028,2,IRE,-0.12530611,26.0
A028_3,A028,3,IRE,0.2184041,26.0
A028_4,A028,4,IRE,-1.2986233,26.0
A029_1,A029,1,IRE,2.4757762,25.0
A029_2,A029,2,IRE,0.54682654,25.0
A029_3,A029,3,IRE,1.07133,25.0
A029_4,A029,4,IRE,0.55508226,25.0
A030_1,A030,1,IRE,0.35405353,31.0
A030_2,A030,2,IRE,1.2919836,31.0
A030_3,A030,3,IRE,0.38871464,31.0
A030_4,A030,4,IRE,0.83179647,31.0
A031_1,A031,1,IRE,2.286436,32.0
A031_2,A031,2,IRE,0.06316654,32.0
A031_3,A031,3,IRE,-0.24461146,32.0
A031_4,A031,4,IRE,-1.095342,32.0
A032_1,A032,1,IRE,0.754212,33.0
A032_2,A032,2,IRE,-0.7069247,33.0
A032_3,A032,3,IRE,0.38795704,33.0
A032_4,A032,4,IRE,1.5438918,33.0
A033_1,A033,1,IRE,-0.12778349,32.0
A033_2,A033,2,IRE,-0.08431574,32.0
A033_3,A033,3,IRE,0.8991813,32.0
A033_4,A033,4,IRE,0.04133816,32.0
A034_1,A034,1,IRE,2.1105924,33.0
A034_2,A034,2,IRE,1.4497505,33.0
A034_3,A034,3,IRE,0.41954288,33.0
A034_4,A034,4,IRE,0.035610847,33.0
A035_1,A035,1,IRE,-0.45223022,34.0
A035_2,A035,2,IRE,0.5595692,34.0
A035_3,A035,3,IRE,-0.37577602,34.0
A035_4,A035,4,IRE,-1.0302126,34.0
A036_1,A036,1,IRE,1.0361929,30.0
A036_2,A036,2,IRE,-0.27806544,30.0
A036_3,A036,3,IRE,-0.60023236,30.0
A036_4,A036,4,IRE,-1.1132983,30.0
A037_1,A037,1,IRE,0.93678945,31.0
A037_2,A037,2,IRE,1.5641938,31.0
A037_3,A037,3,IRE,0.19912125,31.0
A037_4,A037,4,IRE,-0.20357801,31.0
A038_1,A038,1,IRE,1.4483027,32.0
A038_2,A038,2,IRE,-0.49120235,32.0
A038_3,A038,3,IRE,1.2652723,32.0
A038_4,A038,4,IRE,-0.041008864,32.0
A039_1,A039,1,IRE,2.6988935,31.0
A039_2,A039,2,IRE,0.9120198,31.0
A039_3,A039,3,IRE,0.82550347,31.0
A039_4,A039,4,IRE,0.63423765,31.0
A040_1,A040,1,IRE,-0.74248385,38.0
A040_2,A040,2,IRE,0.09302302,38.0
A040_3,A040,3,IRE,-1.6655847,38.0
A040_4,A040,4,IRE,-1.5992237,38.0
A041_1,A041,1,IRE,0.81122,35.0
A041_2,A041,2,IRE,-1.162225,35.0
A041_3,A041,3,IRE,0.15353484,35.0
A041_4,A041,4,IRE,0.5963426,35.0
A042_1,A042,1,IRE,-0.7229102,38.0
A042_2,A042,2,IRE,-1.140325,38.0
A042_3,A042,3,IRE,-0.48732755,38.0
A042_4,A042,4,IRE,-1.4546955,38.0
A043_1,A043,1,IRE,1.0126323,38.0
A043_2,A043,2,IRE,0.3983507,38.0
A043_3,A043,3,IRE,0.5010917,38.0
A043_4,A043,4,IRE,-0.5570522,38.0
A044_1,A044,1,IRE,-0.4703743,38.0
A044_2,A044,2,IRE,-0.654232,38.0
A044_3,A044,3,IRE,-1.5527358,38.0
A044_4,A044,4,IRE,-1.2528853,38.0
A045_1,A045,1,IRE,-0.6049191,37.0
A045_2,A045,2,IRE,-0.8930858,37.0
A045_3,A045,3,IRE,-0.5937915,37.0
A045_4,A045,4,IRE,-1.290313,37.0
A046_1,A046,1,IRE,-0.5982873,38.0
A046_2,A046,2,IRE,-1.413458,38.0
A046_3,A046,3,IRE,-2.0996013,38.0
A046_4,A046,4,IRE,-1.4497496,38.0
A047_1,A047,1,IRE,-0.30463582,36.0
A047_2,A047,2,IRE,-0.47663674,36.0
A047_3,A047,3,IRE,-1.5128936,36.0
A047_4,A047,4,IRE,-1.0254031,36.0
A048_1,A048,1,IRE,1.2373691,38.0
A048_2,A048,2,IRE,-0.08034208,38.0
A048_3,A048,3,IRE,-0.14090295,38.0
A048_4,A048,4,IRE,0.27244678,38.0
A049_1,A049,1,IRE,1.8781378,35.0
A049_2,A049,2,IRE,-0.9171489,35.0
A049_3,A049,3,IRE,0.6688247,35.0
A049_4,A049,4,IRE,0.3420703,35.0
A050_1,A050,1,IRE,-0.004933702,41.0
A050_2,A050,2,IRE,-0.6379478,41.0
A050_3,A050,3,IRE,-1.342118,41.0
A050_4,A050,4,IRE,-0.67183626,41.0
A051_1,A051,1,IRE,1.2244735,41.0
A051_2,A051,2,IRE,-0.15659332,41.0
A051_3,A051,3,IRE,-0.39899728,41.0
A051_4,A051,4,IRE,-0.19292271,41.0
A052_1,A052,1,IRE,0.9162573,43.0
A052_2,A052,2,IRE,0.7441957,43.0
A052_3,A052,3,IRE,0.32922077,43.0
A052_4,A052,4,IRE,-0.8879928,43.0
A053_1,A053,1,IRE,1.3877759,44.0
A053_2,A053,2,IRE,0.41908395,44.0
A053_3,A053,3,IRE,-0.7869955,44.0
A053_4,A053,4,IRE,-0.4435216,44.0
A054_1,A054,1,IRE,0.48956367,43.0
A054_2,A054,2,IRE,0.6934224,43.0
A054_3,A054,3,IRE,0.8463199,43.0
A054_4,A054,4,IRE,1.2287457,43.0
A055_1,A055,1,IRE,-0.13158245,44.0
A055_2,A055,2,IRE,0.76897997,44.0
A055_3,A055,3,IRE,-0.907813,44.0
A055_4,A055,4,IRE,-1.0814104,44.0
A056_1,A056,1,IRE,0.72850454,42.0
A056_2,A056,2,IRE,0.22693743,42.0
A056_3,A056,3,IRE,-0.091664016,42.0
A056_4,A056,4,IRE,-1.3377627,42.0
A057_1,A057,1,IRE,0.27071217,40.0
A057_2,A057,2,IRE,-0.8539148,40.0
A057_3,A057,3,IRE,-0.71713674,40.0
A057_4,A057,4,IRE,-1.8448895,40.0
A058_1,A058,1,IRE,1.2466015,42.0
A058_2,A058,2,IRE,-1.077494,42.0
A058_3,A058,3,IRE,-0.117913626,42.0
A058_4,A058,4,IRE,-0.69132006,42.0
A059_1,A059,1,IRE,1.7848992,43.0
A059_2,A059,2,IRE,0.89374894,43.0
A059_3,A059,3,IRE,1.4927459,43.0
A059_4,A059,4,IRE,0.68180627,43.0
A060_1,A060,1,IRE,-0.38018447,48.0
A060_2,A060,2,IRE,1.1239609,48.0
A060_3,A060,3,IRE,-0.09334896,48.0
A060_4,A060,4,IRE,0.46231183,48.0
A061_1,A061,1,IRE,2.7986915,47.0
A061_2,A061,2,IRE,1.2234498,47.0
A061_3,A061,3,IRE,0.5204708,47.0
A061_4,A061,4,IRE,-0.6823952,47.0
A062_1,A062,1,IRE,1.4583671,48.0
A062_2,A062,2,IRE,0.24000895,48.0
A062_3,A062,3,IRE,-0.984396,48.0
A062_4,A062,4,IRE,-1.181499,48.0
A063_1,A063,1,IRE,0.9245191,45.0
A063_2,A063,2,IRE,1.0350604,45.0
A063_3,A063,3,IRE,0.028180914,45.0
A063_4,A063,4,IRE,-0.9576166,45.0
A064_1,A064,1,IRE,1.2904102,47.0
A064_2,A064,2,IRE,1.1106834,47.0
A064_3,A064,3,IRE,0.2845312,47.0
A064_4,A064,4,IRE,-0.7148069,47.0
A065_1,A065,1,IRE,-1.9897554,47.0
A065_2,A065,2,IRE,-0.46454605,47.0
A065_3,A065,3,IRE,-2.072122,47.0
A065_4,A065,4,IRE,-2.4058857,47.0
A066_1,A066,1,IRE,0.04724063,47.0
A066_2,A066,2,IRE,0.049044065,47.0
A066_3,A066,3,IRE,-0.8186272,47.0
A066_4,A066,4,IRE,-1.2446865,47.0
A067_1,A067,1,IRE,0.4298758,48.0
A067_2,A067,2,IRE,-1.1691964,48.0
A067_3,A067,3,IRE,-1.4345893,48.0
A067_4,A067,4,IRE,-1.3285642,48.0
A068_1,A068,1,IRE,1.041759,49.0
A068_2,A068,2,IRE,-0.0033514237,49.0
A068_3,A068,3,IRE,0.8072276,49.0
A068_4,A068,4,IRE,-0.29118964,49.0
A069_1,A069,1,IRE,-0.8091589,46.0
A069_2,A069,2,IRE,-0.9965671,46.0
A069_3,A069,3,IRE,-0.24949603,46.0
A069_4,A069,4,IRE,-1.8297737,46.0
A070_1,A070,1,IRE,-0.038579978,52.0
A070_2,A070,2,IRE,0.18958522,52.0
A070_3,A070,3,IRE,-0.277578,52.0
A070_4,A070,4,IRE,-0.78672224,52.0
A071_1,A071,1,IRE,0.70816094,50.0
A071_2,A071,2,IRE,0.56730664,50.0
A071_3,A071,3,IRE,-0.84938395,50.0
A071_4,A071,4,IRE,0.033938855,50.0
A072_1,A072,1,IRE,1.0733924,50.0
A072_2,A072,2,IRE,1.4070365,50.0
A072_3,A072,3,IRE,-0.5334246,50.0
A072_4,A072,4,IRE,-0.2938692,50.0
A073_1,A073,1,IRE,0.68885374,51.0
A073_2,A073,2,IRE,0.119342916,51.0
A073_3,A073,3,IRE,1.1573863,51.0
A073_4,A073,4,IRE,1.3339784,51.0
A074_1,A074,1,IRE,1.4998207,53.0
A074_2,A074,2,IRE,-0.037707042,53.0
A074_3,A074,3,IRE,-0.59307206,53.0
A074_4,A074,4,IRE,-1.2337722,53.0
A075_1,A075,1,IRE,0.8625738,53.0
A075_2,A075,2,IRE,0.39767498,53.0
A075_3,A075,3,IRE,-1.2247729,53.0
A075_4,A075,4,IRE,-1.2319921,53.0
A076_1,A076,1,IRE,-0.22091237,54.0
A076_2,A076,2,IRE,-1.0255073,54.0
A076_3,A076,3,IRE,-1.5301954,54.0
A076_4,A076,4,IRE,-1.7831339,54.0
A077_1,A077,1,IRE,0.89236367,52.0
A077_2,A077,2,IRE,-0.42042914,52.0
A077_3,A077,3,IRE,-0.1648312,52.0
A077_4,A077,4,IRE,0.0786916,52.0
A078_1,A078,1,IRE,-0.6276853,50.0
A078_2,A078,2,IRE,0.09190124,50.0
A078_3,A078,3,IRE,-0.71987665,50.0
A078_4,A078,4,IRE,-1.2768241,50.0
A079_1,A079,1,IRE,0.525917,50.0
A079_2,A079,2,IRE,-0.23780693,50.0
A079_3,A079,3,IRE,-0.90638155,50.0
A079_4,A079,4,IRE,-0.8079388,50.0
A080_1,A080,1,IRE,0.19847187,56.0
A080_2,A080,2,IRE,0.5421969,56.0
A080_3,A080,3,IRE,0.51873004,56.0
A080_4,A080,4,IRE,-0.7286859,56.0
A081_1,A081,1,IRE,0.09954796,55.0
A081_2,A081,2,IRE,-0.37963817,55.0
A081_3,A081,3,IRE,0.9053249,55.0
A081_4,A081,4,IRE,0.20900704,55.0
A082_1,A082,1,IRE,0.15080759,58.0
A082_2,A082,2,IRE,1.0830928,58.0
A082_3,A082,3,IRE,0.8160206,58.0
A082_4,A082,4,IRE,-0.4891232,58.0
A083_1,A083,1,IRE,1.978909,58.0
A083_2,A083,2,IRE,0.57815444,58.0
A083_3,A083,3,IRE,0.22213173,58.0
A083_4,A083,4,IRE,0.27717957,58.0
A084_1,A084,1,IRE,1.0537276,59.0
A084_2,A084,2,IRE,-0.011237693,59.0
A084_3,A084,3,IRE,-0.19179052,59.0
A084_4,A084,4,IRE,-0.18041168,59.0
A085_1,A085,1,IRE,-0.22509605,58.0
A085_2,A085,2,IRE,1.0013424,58.0
A085_3,A085,3,IRE,-0.067706935,58.0
A085_4,A085,4,IRE,-1.0312817,58.0
A086_1,A086,1,IRE,0.6659961,58.0
A086_2,A086,2,IRE,0.22458939,58.0
A086_3,A086,3,IRE,-1.3325757,58.0
A086_4,A086,4,IRE,-0.5272459,58.0
A087_1,A087,1,IRE,0.7895145,59.0
A087_2,A087,2,IRE,1.4542019,59.0
A087_3,A087,3,IRE,0.04354732,59.0
A087_4,A087,4,IRE,0.38482845,59.0
A088_1,A088,1,IRE,1.9759402,56.0
A088_2,A088,2,IRE,2.3444242,56.0
A088_3,A088,3,IRE,1.1121235,56.0
A088_4,A088,4,IRE,1.9438039,56.0
A089_1,A089,1,IRE,1.5588329,56.0
A089_2,A089,2,IRE,0.9890919,56.0
A089_3,A089,3,IRE,0.07187775,56.0
A089_4,A089,4,IRE,0.042044263,56.0
A090_1,A090,1,IRE,0.050371252,61.0
A090_2,A090,2,IRE,-0.27120855,61.0
A090_3,A090,3,IRE,-1.3461871,61.0
A090_4,A090,4,IRE,-0.7518836,61.0
A091_1,A091,1,IRE,0.97061104,63.0
A091_2,A091,2,IRE,0.039785095,63.0
A091_3,A091,3,IRE,-0.97475123,63.0
A091_4,A091,4,IRE,-0.9651673,63.0
A092_1,A092,1,IRE,0.05058304,60.0
A092_2,A092,2,IRE,-1.2336305,60.0
A092_3,A092,3,IRE,-1.2415818,60.0
A092_4,A092,4,IRE,-0.89444345,60.0
A093_1,A093,1,IRE,0.5990654,64.0
A093_2,A093,2,IRE,1.2117604,64.0
A093_3,A093,3,IRE,0.17340481,64.0
A093_4,A093,4,IRE,0.5586453,64.0
A094_1,A094,1,IRE,-0.9617219,60.0
A094_2,A094,2,IRE,0.0140557075,60.0
A094_3,A094,3,IRE,-1.5349207,60.0
A094_4,A094,4,IRE,-1.2094593,60.0
A095_1,A095,1,IRE,1.9830589,61.0
