Days,observed_prob,CI_lower_prob,CI_upper_prob,pred_Log_prob,best_model
0.0,,,,0.7461964559943294,Log
0.0416666666666666,0.7545646224363214,0.6962645476457736,0.8048114313245204,,Log
0.14285714285714285,,,,0.7199489978008206,Log
0.2857142857142857,,,,0.6954700314674537,Log
0.42857142857142855,,,,0.6725882471083557,Log
0.5714285714285714,,,,0.6511534646979377,Log
0.7142857142857142,,,,0.6310335531668362,Log
0.8571428571428571,,,,0.6121118475805712,Log
1.0,,,,0.5942849827551149,Log
1.1428571428571428,,,,0.5774610722122443,Log
1.1987375,0.5446502658589484,0.4743134829438729,0.6132496716772532,,Log
1.2857142857142856,,,,0.5615581728081328,Log
1.4285714285714284,,,,0.5465029857780335,Log
1.5714285714285714,,,,0.5322297538196741,Log
1.7142857142857142,,,,0.5186793211929052,Log
1.857142857142857,,,,0.5057983298202835,Log
2.0,,,,0.4935385292485698,Log
2.142857142857143,,,,0.4818561822791164,Log
2.2857142857142856,,,,0.4707115512727256,Log
2.4285714285714284,,,,0.4600684527284589,Log
2.571428571428571,,,,0.4498938698451224,Log
2.714285714285714,,,,0.4401576144943133,Log
2.8571428571428568,,,,0.43083203144125604,Log
3.0,,,,0.42189173880498765,Log
3.142857142857143,,,,0.4133133997011412,Log
3.2778375,0.39880482654412236,0.3361392969251403,0.4649704103416896,,Log
3.2857142857142856,,,,0.4050755207972703,Log
3.4285714285714284,,,,0.39715827416318084,Log
3.571428571428571,,,,0.3895433393418317,Log
3.714285714285714,,,,0.38221376301988147,Log
3.8571428571428568,,,,0.3751538340569141,Log
4.0,,,,0.3683489719517118,Log
4.142857142857142,,,,0.3617856270931698,Log
4.285714285714286,,,,0.3554511913711029,Log
4.428571428571428,,,,0.3493339179152679,Log
4.571428571428571,,,,0.3434228488951365,Log
4.714285714285714,,,,0.33770775045299245,Log
4.857142857142857,,,,0.3321790539626881,Log
5.0,,,,0.3268278029090618,Log
5.142857142857142,,,,0.32164560477126763,Log
5.285714285714286,,,,0.31662458736930066,Log
5.428571428571428,,,,0.3117573591986711,Log
5.571428571428571,,,,0.3070369733350185,Log
5.7142857142857135,,,,0.30245689453977864,Log
5.857142857142857,,,,0.2980109692408903,Log
6.0,,,,0.2936933980998866,Log
6.142857142857142,,,,0.28949871090933477,Log
6.285714285714286,,,,0.28542174359312034,Log
6.307300000000001,0.2994925400266887,0.2452068213709765,0.36006333608169955,,Log
6.428571428571428,,,,0.2814576171070788,Log
6.571428571428571,,,,0.27760171805944156,Log
6.7142857142857135,,,,0.2738496808898831,Log
6.857142857142857,,,,0.2701973714629812,Log
7.0,,,,0.26664087194693936,Log
