Intercept_z,Slope_z,cluster
1.330484331797661,1.4912579898419345,2
0.0359887315989823,0.6934004688732754,2
0.632062135477485,-0.1639398523017496,1
-0.2204240691857314,-0.957582249333616,1
0.8479529079662285,0.6600003756275061,2
2.27728595575117,-0.1275376878931593,1
0.1130247914155732,1.4611024752011452,2
0.4774173900889725,-1.253057037055154,1
-0.0976008290530469,-0.701297124274654,1
-1.660833755144961,-0.221696249676833,0
-1.42185272600038,0.957199969329372,0
1.1773104190078625,-0.3804495195865926,1
0.187380886730189,-1.138560689503492,1
0.1899799159572202,-0.5120439044101988,1
-0.0304323080681659,-0.4565765703883488,1
0.3867034985695473,1.4907179119810796,2
0.5929390460769244,-0.2147483213569094,1
-0.1549581628413233,1.0198838246305573,2
0.0740239606911136,1.2473049722299203,2
1.560823170775955,-0.619524730544606,1
0.6986856403074904,-1.086943103833107,1
0.502780221330043,2.117825541449,2
1.237100522211317,-1.817852589385796,1
0.6003997275534657,-0.8595514102918539,1
0.798923908746685,1.550458057436108,2
-0.2227891363394761,-0.503122599638346,1
-0.2097043425552074,1.3174326649583084,2
0.8821307510669463,0.4478056824979949,2
0.8429872654773385,-0.0055813239296193,1
1.839300747828887,0.4887228877608537,1
-1.4075951945058005,0.2435552221150972,0
0.1717291471631074,-0.2729131613202109,1
-1.1702074851119604,-1.5470717402114469,0
0.6168661080265849,0.1534413491447863,1
-1.2663812592531187,0.5469989736419129,0
-1.5654100124378425,-1.2000241905869335,0
-1.7897882693093488,-0.9559056671060364,0
-1.5391119975055385,-0.4527689387090053,0
0.4560845750842429,-0.3046744822592374,1
0.7544204853116736,0.7190209499838555,2
-1.1458922739785582,-0.7083563251758999,0
-0.2128840585511498,1.2449223648777838,2
0.1046693308738338,0.0633446257595889,1
0.6463650375504386,0.8847630051423071,2
1.5425298568094803,-2.180316232631024,1
0.1232169368740611,-0.1895676099332363,1
-0.1275719984207194,0.3914869647209306,2
-0.811556880264709,0.3113209857195822,0
-0.4690788992515773,0.6713272257463798,2
1.5214315149158617,-0.946691573848704,1
0.3976753091657141,-1.0526769656879704,1
1.2030707882695229,2.1902404259761044,2
0.1335524074263268,1.571150963254929,2
0.3572817991971697,0.3482719324871305,2
0.5043952428041105,-0.0955818507584061,1
-2.760949283928152,-1.374378446009739,0
-0.8743263347311352,0.6462784740466135,0
-1.2884451046191652,0.9645868358478354,0
0.5499726829120215,0.4110178202920876,2
-1.7311111855519203,-0.9858896813068366,0
-0.3578694280906447,0.4927830619032725,2
0.2827076846407361,0.3556952867283005,2
0.1211542511081888,0.4396114887115458,2
0.608201868386317,-0.8137662206136272,1
-0.4672557055904253,1.478937483904433,2
-0.4042762615137854,0.3612618670620383,2
-1.871086866722904,0.7797425433678602,0
0.8076734374864045,-0.2596592990229888,1
-0.7861308357113059,0.1550278820154851,0
-0.6598731825566423,0.3171310707059298,0
0.0765069262942325,-0.3098746335091394,1
0.6176594512979489,-1.412949476805257,1
0.7675341242842083,-0.7295396474316275,1
1.0217380918248828,1.1854111568787165,2
0.0612561137708977,-1.1822380719505294,1
0.4852904693334217,-0.0432759970562465,1
-0.6239012220019956,1.2125672081972023,2
0.8433109343093804,0.1464758736849566,1
2.254155862246765,0.5441564974316272,1
1.279749186809292,0.2477077129931187,1
-1.1534588124830911,0.5517400180885625,0
-0.6340911345255209,0.5712729881788453,2
-1.101479922848788,-0.543899439876084,0
0.7379679506434172,-1.501364351123922,1
-1.40536726798268,-0.4672564391378839,0
-0.0948955763921673,1.4947455647010766,2
-2.0125835637686724,-0.005368136009526,0
0.2584587754422683,-1.764713873874936,1
0.5342698026210033,-0.576235776812566,1
1.1226780060345756,-0.3702868706551245,1
0.462636450971494,-1.591223145640147,1
-1.5910495561276898,-1.1658329743513505,0
0.0363788681756828,-0.6044509854956353,1
-0.8471673300968318,2.373743545929865,2
-0.0785620068995771,2.3531016307193484,2
0.4087444873441221,-0.7082415140456613,1
0.9909815896368612,-1.0469213896035452,1
-1.6931364445513293,-1.1209800823938312,0
-1.119066440444767,-1.0998679162979743,0
-1.0678443565555,-0.7611257511198378,0
