cluster,N,intercept_min,intercept_mean,intercept_max,intercept_SD,slope_min,slope_mean,slope_max,slope_SD,label
0,25,-1.5333424116813783,-0.7751721759581518,-0.3664723372628234,0.25303977907396275,-0.0753344505082417,-0.013901098598688499,0.046970426359251,0.03849981597616156,"Low baseline, slower change"
1,44,-0.1237299191259152,0.3727840771841063,1.264731358814232,0.3361771655722891,-0.1061702059770082,-0.030004539901157392,0.0264976275236584,0.03047188615976903,"High baseline, slower change"
2,31,-0.4704894814946388,0.09602596783397165,0.7389081957783624,0.31750359797469924,0.0169590549548629,0.053797652278004225,0.1155891230071014,0.03025198816824643,"High baseline, faster change"
