iteration,jaccard
1,0.28205128205128205
2,0.01092896174863388
3,0.009009009009009009
4,0.0
5,0.06060606060606061
6,0.03730936819172113
7,0.0
8,0.37575757575757573
9,1.0
10,0.8136784511784511
11,0.8652349828820417
12,0.25925925925925924
13,1.0
14,0.31351981351981356
15,0.2619047619047619
16,0.7695755225166989
17,0.32653061224489793
18,0.27272727272727276
19,0.3333333333333333
20,0.020202020202020204
21,0.346066779852858
22,0.3625
23,0.9763014763014763
24,0.025252525252525252
25,0.3656565656565656
26,0.23684210526315788
27,0.32867494824016563
28,0.0
29,0.016666666666666666
30,0.331986531986532
31,0.3139995341253203
32,0.3375527426160338
33,0.0045662100456621
34,0.3785310734463277
35,0.3333333333333333
36,0.3252747252747253
37,0.32222222222222224
38,0.3229166666666667
39,0.3388546481766821
40,0.24444444444444444
41,0.8165130568356375
42,0.012987012987012986
43,0.3247863247863248
44,0.3194444444444445
45,0.008230452674897118
46,0.3333333333333333
47,0.3375527426160338
48,0.3088451759668139
49,0.3252032520325203
50,0.011111111111111112
51,0.21207706006151852
52,0.25925925925925924
53,0.0
54,0.3333333333333333
55,0.0
56,0.375
57,0.03508771929824561
58,0.8811757348342715
59,0.0
60,0.0
61,0.3362855609232421
62,0.2761752136752137
63,0.0
64,0.3333333333333333
65,0.3333333333333333
66,0.0
67,0.27499999999999997
68,0.20370370370370372
69,0.0
70,0.2222222222222222
71,0.04273504273504273
72,0.23148148148148148
73,0.2958607171682232
74,0.3401360544217687
75,0.006410256410256411
76,0.7499472907442547
77,0.35888294711824126
78,0.28982843137254904
79,0.9190886699507389
80,0.8844074844074844
81,0.0
82,0.3333333333333333
83,0.004166666666666667
84,0.25641025641025644
85,0.0
86,0.03638814016172506
87,0.15053763440860216
88,0.008130081300813009
89,0.8762810429477096
90,0.0
91,0.31555555555555553
92,0.3333333333333333
93,0.3880218754168334
94,0.0
95,0.9745614035087719
96,0.0
97,0.3333333333333333
98,0.7701863354037267
99,0.3253968253968254
100,0.26666666666666666
