source_RQ,model_type,var_intercept,var_slope,var_residual,ICC_slope,ICC_conditional,N_models
ch6/6.1.4,single_Recip_sq,0.6140309769927124,0.0849164941624516,0.2366180177227058,0.2640976039075434,0.09076488516512257,1
ch6/6.1.1,model_averaged_48,0.09936239197781452,0.009887060401738458,0.2366180177227058,0.04010895222510236,0.02858626860402703,48
