UID,intercept,slope
A010,0.17919241461729477,-0.1852574916141071
A011,1.176086392536967,-1.0083301277577001
A012,0.21319148583236108,0.472779500463283
A013,-0.6567385252493708,0.7685388827616739
A014,0.962370379729482,0.2927613605489323
A015,0.5334817821332032,0.19341696840714598
A016,0.003948631643368849,0.17444921470144895
A017,1.013863067969006,1.3980469758210747
A018,-0.37220899208403363,-0.7176857960870856
A019,-0.8418683358595315,1.1694210428683318
A020,-0.15023766975346484,-0.4471423676030092
A021,0.5623383612516584,0.6215404454730834
A022,-1.699691348802504,0.21853120237777043
A023,0.16344743702339215,1.247119524237437
A024,-0.1656969239165218,0.9508527668184049
A025,0.4509589118975426,-1.8488268941609878
A026,-0.2840934574527131,1.6010631641234199
A027,0.5407548009547422,-1.1015982207150459
A028,0.5312082214767773,-0.5697176360755399
A029,0.8387050238779336,0.3862792175111408
A030,-0.24200931532689324,0.9041005668981573
A031,1.2005508925981934,-2.016045994788728
A032,-0.7080040297120491,1.4846082451452969
A033,0.24531341427968273,-0.06740291215587542
A034,1.4751538138575326,-0.1506601104540547
A035,0.3073876318953573,-0.04083376148959414
A036,-1.6573949667299155,0.648569609900001
A037,0.38203958375903024,-1.030735982820111
A038,0.5783531359376503,0.8502712147358824
A039,1.6368882463001302,-0.7597851693369784
A040,-0.1852980521134611,-1.6703157142379605
A041,0.07415229685597594,0.6135578668434701
A042,-0.9842206201439202,0.6530043263389743
A043,1.7585905313894998,-0.38529365821269035
A044,-1.07531297358908,-0.03625066897023839
A045,-0.691421863750639,0.6530612302532193
A046,-0.19984655748393026,0.5513505281765723
A047,-0.07053856715772572,-0.23921151680869546
A048,0.1761637226228433,-0.11676602529119975
A049,0.4177548554856538,-0.4340477339373356
A050,-0.5739000843642096,-0.9692760737123794
A051,1.2047725501342097,-0.7863252946855571
A052,0.1605166208919991,0.251938906564752
A053,-0.15333164306548555,0.10882783788694832
A054,0.8036738809970598,0.42940278705593504
A055,-0.05516073163072492,-0.3188983262989027
A056,-0.3644567247495561,0.5989025443742465
A057,0.197174436532484,-1.5938644990462194
A058,-0.3920661453147717,-1.214096244746626
A059,-0.4492462763412567,0.36469698438197945
A060,0.4854568380011338,1.2057203328120845
A061,2.2632849651689355,-1.2137893658036627
A062,0.10820242973212184,-1.137800866549153
A063,-0.7743241428477309,-0.44491369838033235
A064,0.10676266391241258,0.3367360698113899
A065,-0.9172141428998882,-0.5204982660279658
A066,-0.1746397346538687,-0.503358074840731
A067,-0.8129021583020631,-0.9970090585143788
A068,1.565983844886219,-1.123813289798704
A069,-0.6657144179561533,-0.8223202263214089
A070,-0.20384885831346142,-1.8356819512511888
A071,0.43369151200982076,-0.8579385347297454
A072,0.5734922510796028,-0.06969837405153215
A073,-0.7882683742238675,1.2373660916261153
A074,-0.395223425716332,-0.2081328727494957
A075,-0.49557282635127814,-0.4115076686400287
A076,-0.7481766347699781,-0.550870431599462
A077,0.11302049976226992,0.2343790863240993
A078,-1.5032001091062328,0.3019993414027233
A079,-0.21321502058007444,0.03361087958221377
A080,0.6546320066358167,-0.6619060263583796
A081,0.4655821222081211,0.867137568838687
A082,-0.4061708617514766,0.20444353810803664
A083,0.33175836369939776,0.7880800463396537
A084,-1.4103588279293258,0.9087895682317333
A085,0.5433954305775845,-0.10002836503878472
A086,0.745511079771494,-0.7284853947894784
A087,0.7014507580364674,-0.20942199750573748
A088,-0.24480411627946227,1.2857153215496566
A089,0.7026384191647215,-0.2960839399874236
A090,-1.3045572785303363,0.3065082318187086
A091,0.2176396948703493,0.0066117067787493594
A092,-0.36010241447668145,0.4459656300658034
A093,0.8134277798756598,-0.8904058010182272
A094,-0.7747786015324349,-0.05343620207344421
A095,0.15727484867001698,-0.17405213607119224
A096,0.3798092207369985,0.9978537211211078
A097,-1.1440385734783654,0.7958088633899201
A098,-0.08077142704048285,1.4267222570990952
A099,0.810978486528425,0.9622588821738638
A100,0.39982884700860033,0.48154408829224576
A101,-0.9975210568012509,-0.6079769442489171
A102,0.053612740293738026,0.07687813751531467
A103,-2.77303560428583,0.3394298912885394
A104,1.1397877847255544,-2.5883741320013103
A105,1.3273524429376122,-0.688602944492569
A106,0.10478952796148137,0.49591209398423636
A107,-1.9262939436537112,1.177721046329224
A108,-1.565108179464754,1.572173198261636
A109,-0.3348125472623241,1.3080162764277803
