composite_ID,UID,TSVR_hours,domain,z_full_ctt,z_purified_ctt,z_irt_theta
A019_3,A019,83.68,what,-0.10211241627596344,-0.1919653475272259,-1.0412116134231233
A019_3,A019,83.68,where,-1.585521117499972,-1.4547217337361642,-1.6218133566364201
A019_4,A019,154.76,what,-0.9162977952205267,-0.8305195180959593,-1.3997008646687235
A019_4,A019,154.76,where,-2.1322525373275485,-2.1899454093574184,-2.0071860039870297
A020_1,A020,1.0,what,0.16928271003889156,0.12731173775714041,-0.012429831368359085
A020_1,A020,1.0,where,-0.45300603357142016,-0.2701947007908112,-0.12463921860101826
A020_2,A020,26.85,what,-0.6449026689056717,-0.8305195180959593,-0.5675051107027403
A020_2,A020,26.85,where,-0.06248359083743738,-0.2701947007908112,-0.20173132974197627
A020_3,A020,78.25,what,-0.6449026689056717,-0.511242432811593,-0.5130126837994821
A020_3,A020,78.25,where,-1.0387896976723952,-1.3730302142226922,-1.0648334933224524
A020_4,A020,145.78,what,-2.5446685531096533,-2.7461820298021595,-2.527832458826904
A020_4,A020,145.78,where,-2.0932002930541502,-2.149099649600682,-2.3032139527711095
A021_1,A021,1.0,what,1.25486321529831,1.0851429936102408,1.2183041078436803
A021_1,A021,1.0,where,1.1871882259113093,1.4453272089921148,1.2743273718531785
A021_2,A021,30.21,what,0.7120729626685999,1.0851429936102408,0.937847325612419
A021_2,A021,30.21,where,0.6795090503571315,0.5058747345871795,0.6212225669574719
A021_3,A021,74.19,what,0.9834680889834548,0.7658659083258738,0.33416771525343886
A021_3,A021,74.19,where,0.09372538625615608,0.3833374553169701,0.4255234720334242
A021_4,A021,140.39,what,0.9834680889834548,1.0851429936102408,0.8824288594344482
A021_4,A021,140.39,where,0.09372538625615608,0.3833374553169701,0.8116116839437858
A022_1,A022,1.0,what,0.7120729626685999,0.44658882304150743,-0.07740851183958096
A022_1,A022,1.0,where,0.6014045618103349,0.628412013857388,-0.06117667752399265
A022_2,A022,24.15,what,0.4406778363537457,0.12731173775714041,0.16246802171903071
A022_2,A022,24.15,where,0.2889866076231479,0.5058747345871795,0.4957315349011977
A022_3,A022,74.46,what,-0.10211241627596344,-0.1919653475272259,-0.3266609287549866
A022_3,A022,74.46,where,-0.33584930075122504,-0.06596590200712951,0.01584014813839766
A022_4,A022,141.71,what,0.16928271003889156,0.12731173775714041,0.3067340215261219
A022_4,A022,141.71,where,0.015620897709359345,-0.1068116617638657,-0.00536669818141745
A023_1,A023,1.0,what,0.16928271003889156,0.12731173775714041,0.6703577529164481
A023_1,A023,1.0,where,1.148135981637911,1.3227899297219055,0.8630984866711084
A023_2,A023,25.63,what,-0.3735075425908176,-0.8305195180959593,-0.5376341622630754
A023_2,A023,25.63,where,-0.14058807938423412,-0.2701947007908112,-0.4365798929662729
A023_3,A023,72.2,what,0.7120729626685999,0.44658882304150743,0.37347721111070387
A023_3,A023,72.2,where,-0.02343134656403902,-0.18850318127733806,0.002189123585632958
A023_4,A023,145.07,what,0.16928271003889156,0.12731173775714041,-0.06883200422702658
A023_4,A023,145.07,where,0.05467314198275771,0.1382628967765522,-0.07065173332315683
A024_1,A024,1.0,what,-0.10211241627596344,-0.1919653475272259,0.09653930356302205
A024_1,A024,1.0,where,0.7576135389039274,0.5058747345871795,0.46304336282624536
A024_2,A024,29.57,what,0.4406778363537457,0.12731173775714041,-0.09261613682109704
A024_2,A024,29.57,where,-0.10153583511083575,0.09741713701981601,0.09921210394805073
A024_3,A024,91.47,what,0.7120729626685999,0.7658659083258738,0.3709328788645118
A024_3,A024,91.47,where,-0.02343134656403902,-0.18850318127733806,0.13524929243408793
A024_4,A024,145.65,what,-0.3735075425908176,-0.1919653475272259,-0.490147991334669
A024_4,A024,145.65,where,-1.4683643846797771,-1.4547217337361642,-0.898480518481445
A025_1,A025,1.0,what,0.7120729626685999,0.7658659083258738,1.0999494913043164
A025_1,A025,1.0,where,0.8357180274507241,0.9960238516680152,1.084158916425339
A025_2,A025,23.33,what,1.526258341613164,1.4044200788946077,1.906461104077098
A025_2,A025,23.33,where,1.5386584243718946,1.772093287046005,1.9675508475311785
A025_3,A025,72.94,what,-0.9162977952205267,-1.1497966033803264,-0.5755232393568505
A025_3,A025,72.94,where,0.48424782899013974,0.5467204943439156,-0.015502436985672345
A025_4,A025,137.74,what,-2.8160636794245084,-3.065459115086527,-1.5545408544059507
A025_4,A025,137.74,where,-0.33584930075122504,-0.22934894103407424,-0.9012334492897417
A026_1,A026,1.0,what,0.4406778363537457,0.44658882304150743,0.9574296832523741
A026_1,A026,1.0,where,1.3824494472783013,1.3227899297219055,1.0934603328360952
A026_2,A026,26.48,what,0.16928271003889156,-0.1919653475272259,0.008254942620662889
A026_2,A026,26.48,where,-0.33584930075122504,0.01572561750634366,0.07955578736840231
A026_3,A026,75.46,what,0.7120729626685999,0.44658882304150743,0.43857935013113214
A026_3,A026,75.46,where,1.3043449587315046,1.241098410208433,0.9121228467673409
A026_4,A026,147.65,what,0.16928271003889156,0.12731173775714041,-0.053869471285146506
A026_4,A026,147.65,where,0.24993436334974953,-0.1068116617638657,-0.3659316230055785
A027_1,A027,1.0,what,0.4406778363537457,0.12731173775714041,0.936060325988157
A027_1,A027,1.0,where,1.7339196457388857,1.4453272089921148,0.8978147748723758
A027_2,A027,28.26,what,0.4406778363537457,0.44658882304150743,0.38350604263012045
A027_2,A027,28.26,where,0.32803885189654625,0.3424916955602339,0.32607716782828683
A027_3,A027,74.58,what,-0.6449026689056717,-1.1497966033803264,-0.8396594334765543
A027_3,A027,74.58,where,-0.4139537892980218,-0.47442349957449215,-0.5618564230582256
A027_4,A027,145.92,what,-0.9162977952205267,-1.1497966033803264,-1.0212802689341407
A027_4,A027,145.92,where,-0.648267254938412,-0.5561150190879653,-0.8984925908567444
A028_1,A028,1.0,what,1.526258341613164,1.4044200788946077,1.5536496440713528
A028_1,A028,1.0,where,1.265292714458106,1.1594068906949608,1.6616795668228979
A028_2,A028,22.82,what,0.7120729626685999,0.7658659083258738,0.37655784355550365
A028_2,A028,22.82,where,-0.10153583511083575,-0.14765742152060188,-0.3116158817950735
A028_3,A028,72.26,what,-0.9162977952205267,-1.1497966033803264,-0.47098035604492805
A028_3,A028,72.26,where,0.05467314198275771,0.1382628967765522,-0.20402117496478447
A028_4,A028,138.91,what,0.7120729626685999,0.44658882304150743,-0.4415686658409938
A028_4,A028,138.91,where,-1.1949986747659886,-1.413875973979428,-1.0482472944569698
A029_1,A029,1.0,what,0.7120729626685999,0.7658659083258738,1.6736563839400103
A029_1,A029,1.0,where,2.0463375999260727,2.098859365099896,1.977366278854687
A029_2,A029,28.43,what,-0.10211241627596344,-0.1919653475272259,-0.012330354536616168
A029_2,A029,28.43,where,0.7185612946305291,0.5875662541006518,0.47369205632042605
A029_3,A029,93.26,what,0.9834680889834548,1.0851429936102408,1.2983898013671433
A029_3,A029,93.26,where,1.0309792488177159,1.2819441699651692,1.5149835738835553
A029_4,A029,143.14,what,1.25486321529831,1.4044200788946077,1.1737371740708058
A029_4,A029,143.14,where,0.9919270045443176,0.9960238516680152,0.7680496927200677
A030_1,A030,1.0,what,-0.3735075425908176,-0.511242432811593,0.3210367734633735
A030_1,A030,1.0,where,0.5233000732635381,0.46502897483044325,0.19509234653071864
A030_2,A030,32.95,what,0.9834680889834548,1.0851429936102408,0.9909671080041927
A030_2,A030,32.95,where,0.9919270045443176,0.8734865723978059,1.2775694216536095
A030_3,A030,71.93,what,-0.9162977952205267,-0.8305195180959593,-0.19386991923659883
A030_3,A030,71.93,where,0.32803885189654625,0.46502897483044325,-0.07345111755850603
A030_4,A030,150.46,what,-0.10211241627596344,-0.511242432811593,0.007198646731010555
A030_4,A030,150.46,where,0.7576135389039274,0.9960238516680152,0.5355369141307189
A031_1,A031,1.0,what,1.526258341613164,1.7236971641789742,2.342861480185194
A031_1,A031,1.0,where,2.2415988212930644,2.098859365099896,2.3036359033490252
A031_2,A031,32.41,what,-0.10211241627596344,-0.1919653475272259,-0.3700832724646266
A031_2,A031,32.41,where,0.3670910961699446,0.17910865653328836,0.20848298228892342
A031_3,A031,71.56,what,0.16928271003889156,0.12731173775714041,0.1871269917863986
A031_3,A031,71.56,where,-0.17964032365763247,-0.14765742152060188,-0.13697890311715025
A031_4,A031,143.85,what,-0.10211241627596344,-0.1919653475272259,-0.45048000496864843
A031_4,A031,143.85,where,-0.8825807205788022,-0.9645726166553287,-0.6886676793462531
A032_1,A032,1.0,what,0.5763753995111732,0.6062273656836906,1.0359768410985855
A032_1,A032,1.0,where,0.6404568060837332,0.7101035333708612,0.8161912456173989
A032_2,A032,57.18,what,0.16928271003889156,0.44658882304150743,-0.07821252812961275
A032_2,A032,57.18,where,-0.5701627663916152,-0.3927319800610198,-0.24807177009262416
A032_3,A032,80.16,what,0.7120729626685999,0.7658659083258738,0.8976681002207502
A032_3,A032,80.16,where,0.3670910961699446,0.26080017604676153,0.4569239562694306
A032_4,A032,144.51,what,1.526258341613164,1.4044200788946077,1.5514842786031195
A032_4,A032,144.51,where,1.2262404701847078,1.4453272089921148,1.852454323765779
A033_1,A033,1.0,what,0.7120729626685999,0.7658659083258738,0.3986796035572719
A033_1,A033,1.0,where,0.6014045618103349,0.628412013857388,0.20515364653232682
A033_2,A033,29.16,what,-0.10211241627596344,0.12731173775714041,0.28589156095644924
A033_2,A033,29.16,where,0.7185612946305291,0.5467204943439156,0.4496075388259195
A033_3,A033,72.6,what,0.9834680889834548,1.4044200788946077,1.040060076259466
A033_3,A033,72.6,where,0.1718298748029528,0.21995441629002538,0.8754308741070594
A033_4,A033,168.33,what,0.4406778363537457,0.44658882304150743,-0.04481091445896553
A033_4,A033,168.33,where,-0.7263717434852087,-0.5969607788447014,-0.6825517603645248
A034_1,A034,1.0,what,0.9834680889834548,0.7658659083258738,1.8318472483618904
A034_1,A034,1.0,where,2.0463375999260727,1.772093287046005,1.7780447094397702
A034_2,A034,26.08,what,0.4406778363537457,0.12731173775714041,0.4031192704715807
A034_2,A034,26.08,where,0.7966657831773257,0.7917950528843335,0.9824847277929305
A034_3,A034,74.28,what,0.4406778363537457,0.44658882304150743,0.2308240847407976
A034_3,A034,74.28,where,-0.45300603357142016,-0.43357773981775594,-0.06115209065618268
A034_4,A034,145.38,what,0.16928271003889156,-0.1919653475272259,-0.27399383883871026
A034_4,A034,145.38,where,-0.45300603357142016,-0.14765742152060188,-0.11253111336303141
A035_1,A035,1.0,what,0.4406778363537457,0.12731173775714041,-0.058824090774578015
A035_1,A035,1.0,where,-0.4139537892980218,-0.5969607788447014,-0.16059488797043306
A035_2,A035,44.76,what,0.7120729626685999,0.7658659083258738,0.9860951358563325
A035_2,A035,44.76,where,0.6404568060837332,0.7917950528843335,0.8032294206298325
A035_3,A035,79.98,what,-0.10211241627596344,0.12731173775714041,-0.38827434551107765
A035_3,A035,79.98,where,-0.5701627663916152,-0.6786522983581739,-0.5322550875958539
A035_4,A035,152.47,what,-0.3735075425908176,-0.8305195180959593,-0.9731761152984574
A035_4,A035,152.47,where,-1.2340509190393871,-1.0871098959255372,-1.0967651513406365
A036_1,A036,1.0,what,1.25486321529831,1.0851429936102408,1.0963201282300936
A036_1,A036,1.0,where,1.6948674014654872,1.5270187285055872,1.3373982893678882
A036_2,A036,21.63,what,0.16928271003889156,-0.1919653475272259,0.037027060284053066
A036_2,A036,21.63,where,-0.5311105221182169,-0.2701947007908112,-0.34653649897240996
A036_3,A036,71.47,what,0.033585146881464065,-0.03232680488504275,-0.381697278815768
A036_3,A036,71.47,where,-0.45300603357142016,-0.3110404605475474,-0.38072664623062435
A036_4,A036,143.85,what,0.16928271003889156,0.12731173775714041,-0.6428371938170631
A036_4,A036,143.85,where,-1.5074166289531752,-1.4547217337361642,-1.2935358546822695
A037_1,A037,1.0,what,1.25486321529831,1.0851429936102408,1.4118786331530369
A037_1,A037,1.0,where,1.148135981637911,1.3227899297219055,1.3191801629059197
A037_2,A037,23.7,what,1.25486321529831,1.4044200788946077,1.2965040927712337
A037_2,A037,23.7,where,1.1871882259113093,1.2002526504516968,1.3494821468376734
A037_3,A037,72.08,what,0.9834680889834548,0.7658659083258738,0.07455873967865738
A037_3,A037,72.08,where,0.6404568060837332,0.30164593580349774,0.387007358099888
A037_4,A037,143.66,what,0.4406778363537457,0.12731173775714041,-0.14297669742411726
A037_4,A037,143.66,where,-0.06248359083743738,0.1382628967765522,-0.26458508400429864
A038_1,A038,1.0,what,1.25486321529831,1.4044200788946077,1.3462745584553593
A038_1,A038,1.0,where,0.8357180274507241,0.9143323321545429,1.198081039521603
A038_2,A038,71.85,what,-0.10211241627596344,0.44658882304150743,0.01677657755976922
A038_2,A038,71.85,where,0.21088211907635118,0.26080017604676153,-0.4118832684855808
A038_3,A038,72.86,what,0.4406778363537457,0.44658882304150743,0.7899932602501338
A038_3,A038,72.86,where,1.1090837373645126,1.0368696114247513,0.9765400755754512
A038_4,A038,152.89,what,0.4406778363537457,0.12731173775714041,0.07071097048520582
A038_4,A038,152.89,where,-0.49205827784481854,-0.22934894103407424,0.005312761090526462
A039_1,A039,1.0,what,1.25486321529831,1.7236971641789742,2.514155487636015
A039_1,A039,1.0,where,2.085389844199471,1.731247527289269,2.3873722592464186
A039_2,A039,28.65,what,1.25486321529831,1.0851429936102408,1.0352509907405552
A039_2,A039,28.65,where,1.968233111379276,1.6904017675325327,1.5019629000905288
A039_3,A039,98.84,what,0.16928271003889156,-0.1919653475272259,0.35546997935079405
A039_3,A039,98.84,where,0.6404568060837332,0.5058747345871795,0.6335287385597725
A039_4,A039,246.24,what,0.4406778363537457,0.12731173775714041,0.7119053828964678
A039_4,A039,246.24,where,1.148135981637911,1.2002526504516968,0.8306761107417501
A040_1,A040,1.0,what,-0.3735075425908176,-0.511242432811593,-0.4037083556797675
A040_1,A040,1.0,where,-0.33584930075122504,-0.22934894103407424,-0.5089291659721672
A040_2,A040,26.26,what,-0.3735075425908176,0.12731173775714041,0.07060555553539398
A040_2,A040,26.26,where,0.015620897709359345,0.09741713701981601,0.030394446053771434
A040_3,A040,71.28,what,-2.001878300479944,-2.1076278592334265,-1.6907158344919313
A040_3,A040,71.28,where,-1.8979390716871587,-2.1899454093574184,-1.8647097622823738
A040_4,A040,143.53,what,-2.8160636794245084,-2.426904944517793,-1.9493412413782654
A040_4,A040,143.53,where,-1.3512076518595821,-1.2096471751957463,-1.5850848985752335
A041_1,A041,1.0,what,0.9834680889834548,1.0851429936102408,1.3721181697233866
A041_1,A041,1.0,where,1.0700314930911143,1.241098410208433,1.3618444737643673
A041_2,A041,31.78,what,-0.6449026689056717,-0.511242432811593,-1.1146399265366902
A041_2,A041,31.78,where,-1.1559464304925904,-1.1279556556822739,-1.4099844844812133
A041_3,A041,75.74,what,0.16928271003889156,0.44658882304150743,0.07478625328631874
A041_3,A041,75.74,where,1.1090837373645126,0.8734865723978059,0.3403734356229592
A041_4,A041,141.84,what,-0.3735075425908176,0.12731173775714041,0.05835985516649459
A041_4,A041,141.84,where,-0.2967970564778267,-0.2701947007908112,0.18781179209009727
A042_1,A042,1.0,what,-1.1876929215353809,-1.1497966033803264,-0.9351979219200197
A042_1,A042,1.0,where,-0.648267254938412,-0.43357773981775594,-1.0104324943148322
A042_2,A042,28.93,what,0.4406778363537457,0.44658882304150743,-0.483448801499014
A042_2,A042,28.93,where,-1.2731031633127854,-1.413875973979428,-1.3471115539214151
A042_3,A042,72.17,what,0.16928271003889156,0.44658882304150743,0.07100582653604975
A042_3,A042,72.17,where,-0.6092150106650136,-0.5152692593312291,-0.2836197644695251
A042_4,A042,146.02,what,-0.9162977952205267,-0.8305195180959593,-1.188447195299809
A042_4,A042,146.02,where,-1.1559464304925904,-1.2504929349524827,-1.231413450281091
A043_1,A043,1.0,what,0.7120729626685999,0.7658659083258738,0.876809637001559
A043_1,A043,1.0,where,1.8120241342856824,1.6087102480190603,1.1687165157731063
A043_2,A043,25.62,what,0.4406778363537457,0.44658882304150743,0.49679296059621925
A043_2,A043,25.62,where,0.9528747602709192,1.0368696114247513,0.6110726825486661
A043_3,A043,64.94,what,0.9834680889834548,0.7658659083258738,0.4376922380247199
A043_3,A043,64.94,where,0.7576135389039274,0.5058747345871795,0.6017655787077686
A043_4,A043,149.33,what,-0.10211241627596344,0.44658882304150743,-0.021101766185285174
A043_4,A043,149.33,where,-1.0387896976723952,-1.2096471751957463,-0.38610873649014726
A044_1,A044,1.0,what,0.4406778363537457,0.12731173775714041,-0.12580751262338233
A044_1,A044,1.0,where,0.3670910961699446,0.056571377263079835,-0.11618892074537703
A044_2,A044,47.66,what,-0.3735075425908176,-0.8305195180959593,-0.5212143198879183
A044_2,A044,47.66,where,-0.33584930075122504,-0.35188622030428357,-0.41494819239561775
A044_3,A044,91.63,what,-0.9162977952205267,-1.1497966033803264,-1.077783754811735
A044_3,A044,91.63,where,-1.1559464304925904,-1.1279556556822739,-1.5214346143561503
A044_4,A044,155.27,what,-1.7304831741650901,-1.78835077394906,-1.6777170759222984
A044_4,A044,155.27,where,-1.9369913159605572,-1.9448708508170003,-1.9444149106197581
A045_1,A045,1.0,what,-0.10211241627596344,-0.511242432811593,-0.9937192662287344
A045_1,A045,1.0,where,-0.45300603357142016,-0.6378065386014377,-0.9946828627681037
A045_2,A045,24.66,what,0.16928271003889156,-0.1919653475272259,-0.8918905012712823
A045_2,A045,24.66,where,-1.4683643846797771,-1.4547217337361642,-1.326935556460874
A045_3,A045,72.23,what,-0.10211241627596344,-0.1919653475272259,-0.7171307294601278
A045_3,A045,72.23,where,-1.819834583140362,-1.9448708508170003,-1.3334443373623486
A045_4,A045,151.52,what,-2.001878300479944,-2.426904944517793,-1.66852556801559
A045_4,A045,151.52,where,-0.9216329648522006,-1.0054183764120646,-1.1970226333178984
A046_1,A046,1.0,what,-0.6449026689056717,-0.511242432811593,-0.6081651500548393
A046_1,A046,1.0,where,-1.116894186219192,-1.2096471751957463,-0.8544132366481911
A046_2,A046,24.32,what,-0.9162977952205267,-0.8305195180959593,-1.1548941573927227
A046_2,A046,24.32,where,-1.9369913159605572,-1.7814878117900552,-1.5463961013854135
A046_3,A046,73.05,what,-3.0874588057393626,-2.1076278592334265,-1.7873711698795427
A046_3,A046,73.05,where,-1.0387896976723952,-1.1279556556822739,-1.5731649034795137
A046_4,A046,147.94,what,-2.2732734267947987,-1.78835077394906,-1.3945990463990579
A046_4,A046,147.94,where,-1.0778419419457936,-1.1688014154390105,-0.9380045094219853
A047_1,A047,1.0,what,0.16928271003889156,0.12731173775714041,-0.4775826842245264
A047_1,A047,1.0,where,-1.3902598961329804,-1.3730302142226922,-0.8700602583703742
A047_2,A047,23.46,what,-0.3735075425908176,-0.511242432811593,-0.529693142342285
A047_2,A047,23.46,where,-0.4139537892980218,-0.47442349957449215,-0.6440421708791504
A047_3,A047,76.85,what,-1.459088047850236,-1.78835077394906,-1.6125908550287418
A047_3,A047,76.85,where,-0.6092150106650136,-0.760343817871647,-1.0993693504852433
A047_4,A047,144.22,what,-2.2732734267947987,-2.1076278592334265,-1.51792639168485
A047_4,A047,144.22,where,-1.116894186219192,-1.1688014154390105,-1.6721644976055687
A048_1,A048,1.0,what,1.526258341613164,1.4044200788946077,1.2039716096740483
A048_1,A048,1.0,where,1.0700314930911143,1.2002526504516968,1.3520994378026052
A048_2,A048,23.91,what,-0.10211241627596344,-0.511242432811593,-0.5862677164849174
A048_2,A048,23.91,where,0.13277763052955444,0.26080017604676153,0.12903251278085748
A048_3,A048,81.15,what,0.4406778363537457,0.44658882304150743,0.2669786660353655
A048_3,A048,81.15,where,0.32803885189654625,0.1382628967765522,-0.06032690463631085
A048_4,A048,146.3,what,1.25486321529831,1.0851429936102408,0.5398523513058262
A048_4,A048,146.3,where,-0.6092150106650136,-0.5152692593312291,-0.1727620823882858
A049_1,A049,1.0,what,1.526258341613164,1.4044200788946077,2.312630605672248
A049_1,A049,1.0,where,1.968233111379276,2.098859365099896,2.2730665028906367
A049_2,A049,27.12,what,0.9834680889834548,0.7658659083258738,-0.3339829421550398
A049_2,A049,27.12,where,-0.7263717434852087,-0.5561150190879653,-0.7403375207451166
A049_3,A049,111.38,what,0.4406778363537457,0.44658882304150743,0.16234527538788354
A049_3,A049,111.38,where,0.09372538625615608,0.056571377263079835,0.5087279137096214
A049_4,A049,168.86,what,-0.6449026689056717,-0.511242432811593,-0.30183143810446655
A049_4,A049,168.86,where,0.406143340443343,0.26080017604676153,0.14596926123203682
A050_1,A050,1.0,what,-0.10211241627596344,-0.511242432811593,-0.6328988585047987
A050_1,A050,1.0,where,-0.7263717434852087,-0.47442349957449215,-0.3322399950957317
A050_2,A050,24.73,what,-0.9162977952205267,-0.8305195180959593,-0.6789396385240132
A050_2,A050,24.73,where,-0.5311105221182169,-0.47442349957449215,-0.6716180515032733
A050_3,A050,93.39,what,-0.9162977952205267,-1.1497966033803264,-1.1468979517007487
A050_3,A050,93.39,where,-1.0387896976723952,-0.9237268568985921,-0.9111043169606254
A050_4,A050,148.69,what,-1.1876929215353809,-1.1497966033803264,-1.3189248760481562
A050_4,A050,148.69,where,-0.8435284763054038,-1.0871098959255372,-1.1809200162484126
A051_1,A051,1.0,what,1.25486321529831,1.0851429936102408,1.4123395717782512
A051_1,A051,1.0,where,1.4996061800984963,1.5678644882623234,1.8364098687177364
