UID,test,theta,TSVR_hours,Segment,Days_within,Time,Time_squared,Time_log
A052,1,0.58457315,1.0,Early,0.041666666666666664,1.0,1.0,0.6931471805599453
A052,2,0.3844317,31.76,Early,1.3233333333333335,31.76,1008.6976000000001,3.4892082589848687
A052,3,0.116021834,80.98,Late,1.1291666666666667,80.98,6557.760400000001,4.406475315076191
A052,4,-0.8312764,153.27,Late,4.14125,153.27,23491.692900000002,5.038704314023848
A053,1,1.401935,1.0,Early,0.041666666666666664,1.0,1.0,0.6931471805599453
A053,2,0.97594434,32.71,Early,1.3629166666666668,32.71,1069.9441000000002,3.5177945292459696
A053,3,-0.40916884,78.28,Late,1.0166666666666666,78.28,6127.758400000001,4.372985890021733
A053,4,-0.13549207,148.9,Late,3.959166666666667,148.9,22171.210000000003,5.009968405108552
A054,1,0.52522403,1.0,Early,0.041666666666666664,1.0,1.0,0.6931471805599453
A054,2,1.1258696,16.9,Early,0.7041666666666666,16.9,285.60999999999996,2.884800712846709
A054,3,1.191061,72.83,Late,0.7895833333333332,72.83,5304.2089,4.3017651530710745
A054,4,1.2362738,136.83,Late,3.4562500000000007,136.83,18722.448900000003,4.926021041706347
A055,1,0.28537354,1.0,Early,0.041666666666666664,1.0,1.0,0.6931471805599453
A055,2,0.8647509,23.24,Early,0.9683333333333333,23.24,540.0975999999999,3.1880041612011136
A055,3,-0.119812906,74.48,Late,0.8583333333333334,74.48,5547.2704,4.32386772050035
A055,4,-0.62007034,149.21,Late,3.972083333333334,149.21,22263.6241,5.012034315009963
A056,1,0.5282342,1.0,Early,0.041666666666666664,1.0,1.0,0.6931471805599453
A056,2,0.54977185,33.61,Early,1.4004166666666666,33.61,1129.6321,3.544142657647253
A056,3,-0.4118956,71.46,Late,0.7324999999999996,71.46,5106.531599999999,4.283034685466931
A056,4,-0.9539059,147.84,Late,3.9150000000000005,147.84,21856.6656,5.002871903478422
A057,1,0.4946756,1.0,Early,0.041666666666666664,1.0,1.0,0.6931471805599453
A057,2,-0.77376056,24.78,Early,1.0325,24.78,614.0484,3.2495989975110415
A057,3,-0.68134856,73.83,Late,0.8312499999999998,73.83,5450.8688999999995,4.315218874092267
A057,4,-1.0877718,145.06,Late,3.799166666666667,145.06,21042.4036,4.984017496191964
A058,1,1.0215306,1.0,Early,0.041666666666666664,1.0,1.0,0.6931471805599453
A058,2,-0.8427394,22.96,Early,0.9566666666666667,22.96,527.1616,3.1763857732472487
A058,3,-0.121771336,66.28,Late,0.5166666666666666,66.28,4393.0384,4.208863015664693
A058,4,-1.0669552,143.48,Late,3.733333333333333,143.48,20586.510399999996,4.973141089668675
A059,1,0.99710035,1.0,Early,0.041666666666666664,1.0,1.0,0.6931471805599453
A059,2,1.2424322,30.4,Early,1.2666666666666666,30.4,924.16,3.4468078929142076
A059,3,1.3356622,79.78,Late,1.0791666666666666,79.78,6364.8484,4.391729410135267
A059,4,0.38432297,151.93,Late,4.085416666666667,151.93,23082.7249,5.029980300360032
A060,1,-0.051358394,1.0,Early,0.041666666666666664,1.0,1.0,0.6931471805599453
A060,2,1.310061,24.87,Early,1.0362500000000001,24.87,618.5169000000001,3.2530839961979376
A060,3,-0.5090028,94.68,Late,1.7000000000000002,94.68,8964.3024,4.561009290202322
A060,4,0.19280487,143.91,Late,3.75125,143.91,20710.088099999997,4.976112860057833
A061,1,2.529091,1.0,Early,0.041666666666666664,1.0,1.0,0.6931471805599453
A061,2,0.94611883,35.16,Early,1.4649999999999999,35.16,1236.2255999999998,3.5879535355239756
A061,3,0.27741587,82.55,Late,1.194583333333333,82.55,6814.5025,4.425445255041403
A061,4,-0.2929151,146.56,Late,3.861666666666667,146.56,21479.8336,4.994234872728475
A062,1,1.5359104,1.0,Early,0.041666666666666664,1.0,1.0,0.6931471805599453
A062,2,0.14121151,44.69,Early,1.8620833333333333,44.69,1997.1961,3.8218794555751803
A062,3,-0.59946907,92.72,Late,1.6183333333333332,92.72,8596.9984,4.540311613639595
A062,4,-0.7168849,149.18,Late,3.9708333333333337,149.18,22254.672400000003,5.011834574671738
A063,1,0.86206603,1.0,Early,0.041666666666666664,1.0,1.0,0.6931471805599453
A063,2,0.7186035,21.98,Early,0.9158333333333334,21.98,483.1204,3.1346242724206097
A063,3,0.17484958,69.99,Late,0.6712499999999997,69.99,4898.6001,4.262539022051294
A063,4,-0.58241045,141.09,Late,3.6337500000000005,141.09,19906.3881,4.956460659649984
A064,1,0.83211017,1.0,Early,0.041666666666666664,1.0,1.0,0.6931471805599453
A064,2,0.56187433,37.65,Early,1.5687499999999999,37.65,1417.5224999999998,3.654546775033431
A064,3,0.17636402,82.99,Late,1.2129166666666664,82.99,6887.340099999999,4.430697744137536
A064,4,-0.33321425,156.21,Late,4.263750000000001,156.21,24401.564100000003,5.057582491203423
A065,1,-2.2385516,1.0,Early,0.041666666666666664,1.0,1.0,0.6931471805599453
A065,2,-0.9801161,32.31,Early,1.3462500000000002,32.31,1043.9361000000001,3.5058576522055884
A065,3,-2.2205753,106.41,Late,2.1887499999999998,106.41,11323.088099999999,4.676653287609955
A065,4,-2.3754525,187.43,Late,5.564583333333334,187.43,35130.0049,5.238726585134399
A066,1,0.46571386,1.0,Early,0.041666666666666664,1.0,1.0,0.6931471805599453
A066,2,-0.45289963,23.35,Early,0.9729166666666668,23.35,545.2225000000001,3.192531849528599
A066,3,-0.92944336,73.79,Late,0.8295833333333335,73.79,5444.964100000001,4.314684186203576
A066,4,-1.2830758,164.93,Late,4.627083333333334,164.93,27201.9049,5.111566012674697
A067,1,0.6627066,1.0,Early,0.041666666666666664,1.0,1.0,0.6931471805599453
A067,2,-1.312235,29.91,Early,1.24625,29.91,894.6081,3.431079756144025
A067,3,-1.4752139,73.19,Late,0.8045833333333331,73.19,5356.7761,4.306629370201435
A067,4,-1.1757759,144.19,Late,3.762916666666667,144.19,20790.7561,4.978043229495596
A068,1,1.3038205,1.0,Early,0.041666666666666664,1.0,1.0,0.6931471805599453
A068,2,0.163223,30.49,Early,1.2704166666666665,30.49,929.6401,3.4496700351129332
A068,3,0.4192529,82.98,Late,1.2125000000000001,82.98,6885.680400000001,4.430578675256047
A068,4,-0.3906647,155.59,Late,4.237916666666667,155.59,24208.2481,5.053630924557352
A069,1,-0.7867887,1.0,Early,0.041666666666666664,1.0,1.0,0.6931471805599453
A069,2,-1.5067587,24.96,Early,1.04,24.96,623.0016,3.2565568918358894
A069,3,-0.71302193,79.75,Late,1.0779166666666666,79.75,6360.0625,4.391357962102766
A069,4,-1.7110198,140.22,Late,3.5975,140.22,19661.6484,4.950318958088201
A070,1,0.5967721,1.0,Early,0.041666666666666664,1.0,1.0,0.6931471805599453
A070,2,0.042192243,24.25,Early,1.0104166666666667,24.25,588.0625,3.228826155721369
A070,3,-0.4347659,81.92,Late,1.1683333333333332,81.92,6710.8864,4.417876287567579
A070,4,-1.0469787,149.2,Late,3.9716666666666662,149.2,22260.639999999996,5.011967739330034
A071,1,1.1001538,1.0,Early,0.041666666666666664,1.0,1.0,0.6931471805599453
A071,2,0.40058818,30.92,Early,1.2883333333333333,30.92,956.0464000000001,3.463232772581608
A071,3,-0.86193055,79.96,Late,1.0866666666666662,79.96,6393.601599999999,4.3939552055391555
A071,4,0.1462163,153.27,Late,4.14125,153.27,23491.692900000002,5.038704314023848
A072,1,0.9622242,1.0,Early,0.041666666666666664,1.0,1.0,0.6931471805599453
A072,2,0.37431285,33.76,Early,1.4066666666666665,33.76,1139.7376,3.548467300397191
A072,3,-0.88631296,83.54,Late,1.2358333333333336,83.54,6978.931600000001,4.437224795138644
A072,4,-0.13873519,154.89,Late,4.208749999999999,154.89,23990.912099999994,5.04915063032459
A073,1,0.8751058,1.0,Early,0.041666666666666664,1.0,1.0,0.6931471805599453
A073,2,-0.48682293,66.66,Late,0.5324999999999998,66.66,4443.5556,4.214495163352562
A073,3,-0.018863132,66.9,Late,0.5425000000000001,66.9,4475.610000000001,4.21803603456465
A073,4,0.9759681,140.12,Late,3.5933333333333337,140.12,19633.614400000002,4.949610592258481
A074,1,1.1391835,1.0,Early,0.041666666666666664,1.0,1.0,0.6931471805599453
A074,2,-0.16370372,29.33,Early,1.2220833333333332,29.33,860.2488999999999,3.41213732170049
A074,3,-0.85258937,73.02,Late,0.7974999999999998,73.02,5331.920399999999,4.30433532695801
A074,4,-1.1428367,147.21,Late,3.8887500000000004,147.21,21670.7841,4.998630186968824
A075,1,0.4822121,1.0,Early,0.041666666666666664,1.0,1.0,0.6931471805599453
A075,2,0.49708104,28.68,Early,1.195,28.68,822.5423999999999,3.39047341829918
A075,3,-1.5457226,71.37,Late,0.7287500000000001,71.37,5093.6769,4.281791848878036
A075,4,-0.5980336,244.53,Late,7.9437500000000005,244.53,59794.9209,5.5034191393614815
A076,1,-0.39436588,1.0,Early,0.041666666666666664,1.0,1.0,0.6931471805599453
A076,2,-0.7679121,27.3,Early,1.1375,27.3,745.2900000000001,3.342861804649192
A076,3,-1.2046329,74.88,Late,0.8749999999999997,74.88,5607.014399999999,4.3291531450668135
A076,4,-2.5163941,149.28,Late,3.975,149.28,22284.5184,5.0125002207057685
A077,1,1.257486,1.0,Early,0.041666666666666664,1.0,1.0,0.6931471805599453
A077,2,-0.15718071,53.88,Late,0.0,53.88,2903.0544000000004,4.00514898341763
A077,3,0.254887,78.36,Late,1.0199999999999998,78.36,6140.2896,4.373994462976618
A077,4,0.58986604,149.75,Late,3.9945833333333334,149.75,22425.0625,5.015622835607295
A078,1,0.05510661,1.0,Early,0.041666666666666664,1.0,1.0,0.6931471805599453
A078,2,0.07325087,26.17,Early,1.0904166666666668,26.17,684.8689,3.3021134234382563
A078,3,-1.0537938,72.3,Late,0.7674999999999997,72.3,5227.29,4.294560608892605
A078,4,-1.0697036,140.08,Late,3.5916666666666672,140.08,19622.406400000003,4.949327105367852
A079,1,0.49688977,1.0,Early,0.041666666666666664,1.0,1.0,0.6931471805599453
A079,2,-0.40158516,26.11,Early,1.0879166666666666,26.11,681.7321,3.299902663510574
A079,3,-0.94553256,74.0,Late,0.8383333333333333,74.0,5476.0,4.31748811353631
A079,4,-0.9119565,194.42,Late,5.855833333333333,194.42,37799.136399999996,5.275151088516197
A080,1,0.35685366,1.0,Early,0.041666666666666664,1.0,1.0,0.6931471805599453
A080,2,0.34285796,29.03,Early,1.2095833333333335,29.03,842.7409,3.402196881995239
A080,3,0.31786218,72.87,Late,0.7912500000000001,72.87,5310.036900000001,4.302306791540646
A080,4,-0.8033879,145.77,Late,3.8287500000000008,145.77,21248.892900000003,4.988866735623107
A081,1,0.56923956,1.0,Early,0.041666666666666664,1.0,1.0,0.6931471805599453
A081,2,-0.24241331,31.39,Early,1.3079166666666666,31.39,985.3321000000001,3.477849733183238
A081,3,0.93472326,80.13,Late,1.0937499999999998,80.13,6420.816899999999,4.396052806406973
A081,4,0.18450806,154.53,Late,4.1937500000000005,154.53,23879.5209,5.046838639056468
A082,1,0.47511065,1.0,Early,0.041666666666666664,1.0,1.0,0.6931471805599453
A082,2,1.1720833,27.97,Early,1.1654166666666665,27.97,782.3208999999999,3.366260811781259
A082,3,0.4018064,75.71,Late,0.909583333333333,75.71,5732.004099999999,4.3400320779712045
A082,4,-0.08527875,170.25,Late,4.84875,170.25,28985.0625,5.143124477142335
A083,1,1.9135383,1.0,Early,0.041666666666666664,1.0,1.0,0.6931471805599453
A083,2,0.9028967,25.15,Early,1.0479166666666666,25.15,632.5224999999999,3.263849190510932
A083,3,0.21852846,74.3,Late,0.8508333333333331,74.3,5520.49,4.321480134805848
A083,4,-0.03377411,144.91,Late,3.7929166666666667,144.91,20998.9081,4.982989993275931
A084,1,0.37614724,1.0,Early,0.041666666666666664,1.0,1.0,0.6931471805599453
A084,2,-0.4066572,27.25,Early,1.1354166666666667,27.25,742.5625,3.34109345759245
A084,3,0.011830099,91.97,Late,1.5870833333333332,91.97,8458.4809,4.532276860467767
A084,4,-0.024996497,162.51,Late,4.52625,162.51,26409.500099999997,5.096874150546495
A085,1,0.29977113,1.0,Early,0.041666666666666664,1.0,1.0,0.6931471805599453
A085,2,1.7130281,24.51,Early,1.02125,24.51,600.7401000000001,3.23907053215372
A085,3,-0.14947924,71.4,Late,0.7300000000000001,71.4,5097.960000000001,4.282206299391671
A085,4,-0.5059031,170.65,Late,4.865416666666667,170.65,29121.4225,5.145457519903701
A086,1,0.9054527,1.0,Early,0.041666666666666664,1.0,1.0,0.6931471805599453
A086,2,-0.35819164,23.47,Early,0.9779166666666667,23.47,550.8408999999999,3.19744787745458
