Profile,N,What_Mean,What_SD,What_CI_Low,What_CI_High,Where_Mean,Where_SD,Where_CI_Low,Where_CI_High
0,100,4.440892098500626e-18,1.0,-0.19995770402645738,0.18440170609748746,-4.218847493575595e-17,1.0,-0.20166793930221355,0.18079035359844234
