composite_ID,UID,test,TSVR_hours,z_theta_IFR,z_theta_ICR,z_theta_IRE,z_CTT_full_IFR,z_CTT_full_ICR,z_CTT_full_IRE,z_CTT_purified_IFR,z_CTT_purified_ICR,z_CTT_purified_IRE
A010_1,A010,1,1.0,2.4610939645627923,2.4454547166425775,2.4941519951766615,2.1939246317808316,2.7967036885715038,2.5692843999525414,1.3168143377105221,2.4831723476434293,2.3183384408717864
A010_2,A010,2,21.9,0.023605050874082788,0.4825450932091206,0.2890193854745829,-0.9026521244377027,0.7579715021616598,0.9857501010603739,-1.0069756700139283,0.8738577995919522,0.7365296965669428
A010_3,A010,3,80.88,-0.7516593267225888,-0.44279028570639917,-0.6435801856813763,-0.9026521244377027,-0.11577086344255927,-0.28107733805335977,-1.0069756700139283,-0.09173092923893426,-0.44982686166169084
A010_4,A010,4,145.31,0.5423788004821192,0.35890307929676335,0.7529368948346244,-0.283336773193996,0.7579715021616598,0.6690432412819406,0.9295160030897802,0.23013198037136143,0.3410775104907314
A011_1,A011,1,1.0,1.092830080842308,0.5460558556849455,0.6401545397423618,1.8842669561589775,0.1754765917588468,0.6690432412819406,2.091411006952005,-0.09173092923893426,0.3410775104907314
A011_2,A011,2,24.57,0.28348182096568375,-0.3045277646628122,0.46297792247332803,1.2649516049152711,1.3404664125644727,0.6690432412819406,0.1549193338482969,0.8738577995919522,0.3410775104907314
A011_3,A011,3,72.55,0.014435449946331579,-0.19768891867236604,-0.22781195623826786,0.33597857804971065,-0.11577086344255927,-0.9144910576102265,0.9295160030897802,0.23013198037136143,-0.8452790477379016
A011_4,A011,4,148.85,-0.680024555988958,-0.5086835725289925,-0.41386200459971517,-0.5929944488158495,-0.9895132290467783,0.35233638150350743,-1.0069756700139283,-0.7354567484595254,0.3410775104907314
A012_1,A012,1,1.0,1.1920866416904001,0.847675614680503,1.1956657338484065,1.8842669561589775,0.46672404696025366,0.9857501010603739,1.3168143377105221,0.5519948899816565,1.1319818826431536
A012_2,A012,2,25.6,-0.49772803267550486,-0.08101570187547975,-0.5306456740729824,-0.5929944488158495,0.46672404696025366,-0.9144910576102265,-1.0069756700139283,0.23013198037136143,-1.6361834198903238
A012_3,A012,3,166.33,0.8314227683650242,0.44270647401126895,0.934604895623266,0.6456362536715642,-0.4070183186439657,0.03562952172507343,1.3168143377105221,-0.09173092923893426,0.3410775104907314
A012_4,A012,4,166.87,-0.9361156089538376,-1.3380700222778164,-1.36785794606645,-0.5929944488158495,-1.5720081394495908,-0.9144910576102265,-0.23237900077244472,-2.022908386900707,-1.6361834198903238
A013_1,A013,1,1.0,-0.6983598975384837,-0.13572030156529705,-0.31155691968836063,0.026320902427857527,0.7579715021616598,0.35233638150350743,-1.3942740046346704,0.5519948899816565,0.3410775104907314
A013_2,A013,2,24.77,-0.49975082411252414,-0.859461008402933,-0.3048901725058781,0.9552939292934173,-0.9895132290467783,-0.28107733805335977,0.1549193338482969,-0.7354567484595254,-0.05437467558547943
A013_3,A013,3,79.66,0.8336823593316788,1.100643673589712,0.48739942665646824,0.026320902427857527,0.46672404696025366,0.6690432412819406,0.5422176684690388,0.5519948899816565,0.3410775104907314
A013_4,A013,4,147.13,-1.2359863341835873,-1.679837138904307,-0.9221623761682801,-0.9026521244377027,-1.5720081394495908,0.35233638150350743,-1.0069756700139283,-1.3791825676801157,-0.05437467558547943
A014_1,A014,1,1.0,0.15590175487899277,0.5485642805648104,0.8939408957364549,-0.283336773193996,1.6317138677658787,0.6690432412819406,-0.6196773353931866,1.8394465284228378,0.3410775104907314
A014_2,A014,2,25.66,1.3177742906139243,1.1389376747227518,1.3168147909681591,1.2649516049152711,0.1754765917588468,0.9857501010603739,1.3168143377105221,0.8738577995919522,1.1319818826431536
A014_3,A014,3,70.56,0.3503697606736359,-0.026345340856334665,0.12564663611214275,0.026320902427857527,0.46672404696025366,-0.5977841978317934,0.5422176684690388,-0.09173092923893426,-0.8452790477379016
A014_4,A014,4,148.87,-0.6969138949642169,-1.1252367396605782,-1.005220148739615,-0.5929944488158495,-1.5720081394495908,-0.5977841978317934,0.1549193338482969,-1.3791825676801157,-0.44982686166169084
A015_1,A015,1,1.0,1.6481548863140143,1.7399252528618867,1.7613797444984047,1.5746092805371243,1.3404664125644727,1.619163820617241,0.9295160030897802,1.517583618812543,1.9228862547955752
