UID,test,CTT_purified_IFR,CTT_purified_ICR,CTT_purified_IRE
A036,3,0.16666666666666666,0.47368421052631576,0.5
A036,4,0.16666666666666666,0.3157894736842105,0.35714285714285715
A037,1,0.75,0.6842105263157895,0.7142857142857143
A037,2,0.5833333333333334,0.7894736842105263,0.6428571428571429
A037,3,0.75,0.5789473684210527,0.5
A037,4,0.3333333333333333,0.5263157894736842,0.35714285714285715
A038,1,0.5833333333333334,0.7894736842105263,0.7142857142857143
A038,2,0.5833333333333334,0.47368421052631576,0.5
A038,3,0.6666666666666666,0.631578947368421,0.7142857142857143
A038,4,0.5,0.5263157894736842,0.5714285714285714
A039,1,0.9166666666666666,0.8947368421052632,0.8571428571428571
A039,2,0.6666666666666666,0.7368421052631579,0.7857142857142857
A039,3,0.5833333333333334,0.631578947368421,0.5714285714285714
A039,4,0.5,0.6842105263157895,0.7142857142857143
A040,1,0.3333333333333333,0.47368421052631576,0.2857142857142857
A040,2,0.4166666666666667,0.631578947368421,0.5
A040,3,0.08333333333333333,0.2631578947368421,0.35714285714285715
A040,4,0.5,0.05263157894736842,0.2857142857142857
A041,1,0.8333333333333334,0.631578947368421,0.6428571428571429
A041,2,0.08333333333333333,0.42105263157894735,0.35714285714285715
A041,3,0.5,0.5789473684210527,0.7142857142857143
A041,4,0.6666666666666666,0.5263157894736842,0.5
A042,1,0.08333333333333333,0.47368421052631576,0.2857142857142857
A042,2,0.25,0.5263157894736842,0.14285714285714285
A042,3,0.4166666666666667,0.42105263157894735,0.5
A042,4,0.4166666666666667,0.2631578947368421,0.2857142857142857
A043,1,0.6666666666666666,0.6842105263157895,0.7142857142857143
A043,2,0.5,0.5789473684210527,0.5714285714285714
A043,3,0.5833333333333334,0.7368421052631579,0.6428571428571429
A043,4,0.5,0.42105263157894735,0.35714285714285715
A044,1,0.16666666666666666,0.5263157894736842,0.5
A044,2,0.5,0.3157894736842105,0.5
A044,3,0.25,0.21052631578947367,0.21428571428571427
A044,4,0.25,0.3684210526315789,0.2857142857142857
A045,1,0.25,0.47368421052631576,0.5714285714285714
A045,2,0.5,0.3157894736842105,0.2857142857142857
A045,3,0.3333333333333333,0.42105263157894735,0.35714285714285715
A045,4,0.16666666666666666,0.3157894736842105,0.35714285714285715
A046,1,0.25,0.3157894736842105,0.5
A046,2,0.4166666666666667,0.2631578947368421,0.14285714285714285
A046,3,0.4166666666666667,0.05263157894736842,0.14285714285714285
A046,4,0.3333333333333333,0.3157894736842105,0.07142857142857142
A047,1,0.25,0.5263157894736842,0.42857142857142855
A047,2,0.3333333333333333,0.42105263157894735,0.35714285714285715
A047,3,0.25,0.3684210526315789,0.2857142857142857
A047,4,0.3333333333333333,0.3157894736842105,0.42857142857142855
A048,1,0.75,0.7894736842105263,0.6428571428571429
A048,2,0.25,0.5263157894736842,0.6428571428571429
A048,3,0.5833333333333334,0.42105263157894735,0.6428571428571429
A048,4,0.5833333333333334,0.631578947368421,0.6428571428571429
A049,1,0.9166666666666666,0.8421052631578947,0.8571428571428571
A049,2,0.4166666666666667,0.42105263157894735,0.2857142857142857
A049,3,0.5,0.631578947368421,0.5714285714285714
A049,4,0.6666666666666666,0.5263157894736842,0.5714285714285714
A050,1,0.5,0.47368421052631576,0.5
A050,2,0.5,0.47368421052631576,0.5
A050,3,0.3333333333333333,0.2631578947368421,0.35714285714285715
A050,4,0.25,0.42105263157894735,0.42857142857142855
A051,1,0.5833333333333334,0.7894736842105263,0.8571428571428571
A051,2,0.4166666666666667,0.5789473684210527,0.5
A051,3,0.4166666666666667,0.5263157894736842,0.5
A051,4,0.3333333333333333,0.5789473684210527,0.5
A052,1,0.6666666666666666,0.6842105263157895,0.5714285714285714
A052,2,0.75,0.631578947368421,0.5
A052,3,0.5,0.5263157894736842,0.5714285714285714
A052,4,0.5833333333333334,0.2631578947368421,0.35714285714285715
A053,1,0.8333333333333334,0.7368421052631579,0.6428571428571429
A053,2,0.25,0.7894736842105263,0.5714285714285714
A053,3,0.16666666666666666,0.5263157894736842,0.35714285714285715
A053,4,0.5,0.47368421052631576,0.5
A054,1,0.3333333333333333,0.6842105263157895,0.6428571428571429
A054,2,0.6666666666666666,0.631578947368421,0.5
A054,3,0.6666666666666666,0.631578947368421,0.5714285714285714
A054,4,0.75,0.6842105263157895,0.7142857142857143
A055,1,0.16666666666666666,0.6842105263157895,0.5
A055,2,0.5,0.6842105263157895,0.7857142857142857
A055,3,0.16666666666666666,0.631578947368421,0.2857142857142857
A055,4,0.3333333333333333,0.3157894736842105,0.21428571428571427
A056,1,0.6666666666666666,0.631578947368421,0.6428571428571429
A056,2,0.5,0.5263157894736842,0.42857142857142855
A056,3,0.16666666666666666,0.5789473684210527,0.5714285714285714
A056,4,0.0,0.3684210526315789,0.35714285714285715
A057,1,0.5,0.5789473684210527,0.5
A057,2,0.3333333333333333,0.3684210526315789,0.35714285714285715
A057,3,0.3333333333333333,0.3684210526315789,0.35714285714285715
A057,4,0.25,0.3157894736842105,0.14285714285714285
A058,1,0.6666666666666666,0.6842105263157895,0.8571428571428571
A058,2,0.16666666666666666,0.47368421052631576,0.2857142857142857
A058,3,0.5833333333333334,0.5789473684210527,0.5
A058,4,0.16666666666666666,0.42105263157894735,0.35714285714285715
A059,1,0.5,0.8421052631578947,0.7857142857142857
A059,2,0.5833333333333334,0.7368421052631579,0.7857142857142857
A059,3,0.8333333333333334,0.7894736842105263,0.7857142857142857
A059,4,0.5833333333333334,0.47368421052631576,0.5714285714285714
A060,1,0.5,0.47368421052631576,0.5
A060,2,0.6666666666666666,0.6842105263157895,0.6428571428571429
A060,3,0.25,0.5263157894736842,0.6428571428571429
A060,4,0.6666666666666666,0.5263157894736842,0.42857142857142855
A061,1,0.9166666666666666,0.8947368421052632,0.9285714285714286
A061,2,0.5833333333333334,0.7894736842105263,0.7142857142857143
A061,3,0.75,0.5789473684210527,0.6428571428571429
A061,4,0.5,0.42105263157894735,0.5
A062,1,0.8333333333333334,0.8421052631578947,0.7142857142857143
A062,2,0.5833333333333334,0.5263157894736842,0.7142857142857143
A062,3,0.3333333333333333,0.3684210526315789,0.35714285714285715
A062,4,0.0,0.3684210526315789,0.2857142857142857
A063,1,0.6666666666666666,0.6842105263157895,0.6428571428571429
A063,2,0.3333333333333333,0.8421052631578947,0.7857142857142857
A063,3,0.3333333333333333,0.5263157894736842,0.5
A063,4,0.16666666666666666,0.3684210526315789,0.35714285714285715
A064,1,0.5833333333333334,0.8421052631578947,0.8571428571428571
A064,2,0.5833333333333334,0.6842105263157895,0.6428571428571429
A064,3,0.4166666666666667,0.5789473684210527,0.5714285714285714
A064,4,0.25,0.47368421052631576,0.35714285714285715
A065,1,0.08333333333333333,0.21052631578947367,0.21428571428571427
A065,2,0.5833333333333334,0.47368421052631576,0.42857142857142855
A065,3,0.3333333333333333,0.2631578947368421,0.21428571428571427
A065,4,0.0,0.10526315789473684,0.07142857142857142
A066,1,0.6666666666666666,0.47368421052631576,0.35714285714285715
A066,2,0.5,0.47368421052631576,0.5
A066,3,0.3333333333333333,0.3684210526315789,0.2857142857142857
A066,4,0.3333333333333333,0.2631578947368421,0.21428571428571427
A067,1,0.5833333333333334,0.5263157894736842,0.6428571428571429
A067,2,0.25,0.2631578947368421,0.2857142857142857
A067,3,0.16666666666666666,0.3157894736842105,0.21428571428571427
A067,4,0.3333333333333333,0.2631578947368421,0.14285714285714285
A068,1,0.6666666666666666,0.7894736842105263,0.6428571428571429
A068,2,0.16666666666666666,0.5789473684210527,0.6428571428571429
A068,3,0.5833333333333334,0.631578947368421,0.5714285714285714
A068,4,0.5,0.5263157894736842,0.42857142857142855
A069,1,0.16666666666666666,0.3684210526315789,0.42857142857142855
A069,2,0.16666666666666666,0.3157894736842105,0.42857142857142855
A069,3,0.25,0.5789473684210527,0.5714285714285714
A069,4,0.25,0.3157894736842105,0.14285714285714285
A070,1,0.3333333333333333,0.6842105263157895,0.5
A070,2,0.3333333333333333,0.5263157894736842,0.42857142857142855
A070,3,0.4166666666666667,0.47368421052631576,0.35714285714285715
A070,4,0.3333333333333333,0.3684210526315789,0.42857142857142855
A071,1,0.75,0.631578947368421,0.6428571428571429
A071,2,0.6666666666666666,0.5789473684210527,0.6428571428571429
A071,3,0.25,0.42105263157894735,0.35714285714285715
A071,4,0.5833333333333334,0.3684210526315789,0.5
A072,1,0.5,0.7368421052631579,0.7142857142857143
A072,2,0.8333333333333334,0.7368421052631579,0.7857142857142857
A072,3,0.4166666666666667,0.47368421052631576,0.5714285714285714
A072,4,0.5,0.5789473684210527,0.42857142857142855
A073,1,0.6666666666666666,0.631578947368421,0.5714285714285714
A073,2,0.25,0.5263157894736842,0.5714285714285714
A073,3,0.6666666666666666,0.6842105263157895,0.6428571428571429
A073,4,0.6666666666666666,0.7368421052631579,0.7142857142857143
A074,1,0.6666666666666666,0.7368421052631579,0.8571428571428571
A074,2,0.3333333333333333,0.5263157894736842,0.5714285714285714
A074,3,0.4166666666666667,0.5263157894736842,0.2857142857142857
A074,4,0.3333333333333333,0.3684210526315789,0.42857142857142855
A075,1,0.4166666666666667,0.7368421052631579,0.6428571428571429
A075,2,0.4166666666666667,0.631578947368421,0.5
A075,3,0.16666666666666666,0.2631578947368421,0.2857142857142857
A075,4,0.25,0.3157894736842105,0.5
A076,1,0.3333333333333333,0.42105263157894735,0.42857142857142855
A076,2,0.25,0.3684210526315789,0.21428571428571427
A076,3,0.08333333333333333,0.3157894736842105,0.21428571428571427
A076,4,0.16666666666666666,0.21052631578947367,0.2857142857142857
A077,1,0.75,0.6842105263157895,0.6428571428571429
A077,2,0.4166666666666667,0.5263157894736842,0.2857142857142857
A077,3,0.3333333333333333,0.47368421052631576,0.35714285714285715
A077,4,0.6666666666666666,0.5789473684210527,0.5
A078,1,0.08333333333333333,0.47368421052631576,0.42857142857142855
A078,2,0.5,0.5789473684210527,0.5
A078,3,0.3333333333333333,0.47368421052631576,0.35714285714285715
A078,4,0.25,0.3684210526315789,0.21428571428571427
A079,1,0.4166666666666667,0.7368421052631579,0.7142857142857143
A079,2,0.4166666666666667,0.47368421052631576,0.42857142857142855
A079,3,0.5,0.3157894736842105,0.35714285714285715
A079,4,0.25,0.47368421052631576,0.2857142857142857
A080,1,0.4166666666666667,0.5789473684210527,0.7142857142857143
A080,2,0.6666666666666666,0.5789473684210527,0.5714285714285714
A080,3,0.5,0.7368421052631579,0.5
A080,4,0.5833333333333334,0.42105263157894735,0.2857142857142857
A081,1,0.16666666666666666,0.5789473684210527,0.7142857142857143
A081,2,0.5,0.5263157894736842,0.5
A081,3,0.5833333333333334,0.7894736842105263,0.6428571428571429
A081,4,0.8333333333333334,0.47368421052631576,0.6428571428571429
A082,1,0.5,0.6842105263157895,0.5714285714285714
A082,2,0.75,0.7368421052631579,0.7142857142857143
A082,3,0.5,0.631578947368421,0.5
A082,4,0.3333333333333333,0.5789473684210527,0.42857142857142855
A083,1,0.9166666666666666,0.7368421052631579,0.7857142857142857
A083,2,0.5833333333333334,0.5263157894736842,0.7142857142857143
A083,3,0.4166666666666667,0.631578947368421,0.42857142857142855
A083,4,0.5833333333333334,0.631578947368421,0.7142857142857143
A084,1,0.3333333333333333,0.7894736842105263,0.7857142857142857
A084,2,0.25,0.5263157894736842,0.5714285714285714
A084,3,0.5,0.5263157894736842,0.42857142857142855
A084,4,0.3333333333333333,0.5263157894736842,0.5
A085,1,0.4166666666666667,0.5263157894736842,0.5714285714285714
A085,2,0.6666666666666666,0.7368421052631579,0.6428571428571429
A085,3,0.5833333333333334,0.47368421052631576,0.35714285714285715
A085,4,0.25,0.3684210526315789,0.42857142857142855
A086,1,0.4166666666666667,0.631578947368421,0.6428571428571429
A086,2,0.16666666666666666,0.6842105263157895,0.7142857142857143
A086,3,0.16666666666666666,0.3684210526315789,0.2857142857142857
A086,4,0.25,0.47368421052631576,0.35714285714285715
A087,1,0.75,0.7368421052631579,0.7857142857142857
A087,2,0.5833333333333334,0.7894736842105263,0.7857142857142857
A087,3,0.5833333333333334,0.5263157894736842,0.5714285714285714
A087,4,0.75,0.47368421052631576,0.5
A088,1,0.6666666666666666,0.7894736842105263,0.8571428571428571
A088,2,0.8333333333333334,0.8947368421052632,0.9285714285714286
A088,3,0.9166666666666666,0.631578947368421,0.5714285714285714
A088,4,0.75,0.8947368421052632,0.8571428571428571
A089,1,0.6666666666666666,0.8947368421052632,0.6428571428571429
A089,2,0.8333333333333334,0.631578947368421,0.5714285714285714
A089,3,0.5833333333333334,0.6842105263157895,0.6428571428571429
A089,4,0.4166666666666667,0.631578947368421,0.5714285714285714
A090,1,0.75,0.42105263157894735,0.7142857142857143
A090,2,0.5833333333333334,0.3684210526315789,0.5
A090,3,0.25,0.3684210526315789,0.14285714285714285
A090,4,0.16666666666666666,0.5263157894736842,0.21428571428571427
A091,1,0.5,0.6842105263157895,0.6428571428571429
A091,2,0.5,0.5263157894736842,0.42857142857142855
A091,3,0.25,0.42105263157894735,0.35714285714285715
A091,4,0.3333333333333333,0.42105263157894735,0.35714285714285715
A092,1,0.25,0.631578947368421,0.42857142857142855
A092,2,0.16666666666666666,0.3157894736842105,0.35714285714285715
A092,3,0.16666666666666666,0.42105263157894735,0.2857142857142857
A092,4,0.25,0.42105263157894735,0.35714285714285715
A093,1,0.5833333333333334,0.631578947368421,0.6428571428571429
A093,2,0.8333333333333334,0.5789473684210527,0.5
A093,3,0.75,0.5789473684210527,0.42857142857142855
A093,4,0.5833333333333334,0.5789473684210527,0.42857142857142855
A094,1,0.25,0.5789473684210527,0.14285714285714285
A094,2,0.4166666666666667,0.47368421052631576,0.5
A094,3,0.3333333333333333,0.3157894736842105,0.21428571428571427
A094,4,0.4166666666666667,0.2631578947368421,0.2857142857142857
A095,1,0.8333333333333334,0.8421052631578947,0.7142857142857143
A095,2,0.3333333333333333,0.631578947368421,0.42857142857142855
A095,3,0.5,0.47368421052631576,0.5
A095,4,0.4166666666666667,0.5263157894736842,0.2857142857142857
A096,1,0.3333333333333333,0.42105263157894735,0.42857142857142855
A096,2,0.16666666666666666,0.3684210526315789,0.42857142857142855
A096,3,0.08333333333333333,0.21052631578947367,0.2857142857142857
A096,4,0.4166666666666667,0.2631578947368421,0.0
A097,1,0.5,0.42105263157894735,0.5714285714285714
A097,2,0.5,0.47368421052631576,0.5
A097,3,0.6666666666666666,0.47368421052631576,0.5
A097,4,0.4166666666666667,0.5263157894736842,0.42857142857142855
A098,1,0.5833333333333334,0.631578947368421,0.6428571428571429
A098,2,0.5833333333333334,0.5263157894736842,0.5714285714285714
A098,3,0.75,0.631578947368421,0.7142857142857143
A098,4,0.25,0.42105263157894735,0.2857142857142857
A099,1,0.5,0.7368421052631579,0.7142857142857143
A099,2,0.8333333333333334,0.631578947368421,0.5714285714285714
A099,3,0.5,0.6842105263157895,0.5714285714285714
A099,4,0.9166666666666666,0.631578947368421,0.7142857142857143
A100,1,0.5,0.631578947368421,0.5714285714285714
A100,2,0.9166666666666666,0.6842105263157895,0.7142857142857143
A100,3,0.6666666666666666,0.631578947368421,0.42857142857142855
A100,4,0.5,0.5263157894736842,0.35714285714285715
A101,1,0.25,0.5789473684210527,0.5714285714285714
A101,2,0.08333333333333333,0.5263157894736842,0.2857142857142857
A101,3,0.16666666666666666,0.3157894736842105,0.21428571428571427
A101,4,0.25,0.42105263157894735,0.2857142857142857
A102,1,0.3333333333333333,0.42105263157894735,0.5714285714285714
A102,2,0.75,0.631578947368421,0.6428571428571429
A102,3,0.16666666666666666,0.42105263157894735,0.5714285714285714
A102,4,0.5833333333333334,0.5263157894736842,0.5
A103,1,0.75,0.7894736842105263,0.7857142857142857
A103,2,0.5,0.47368421052631576,0.2857142857142857
A103,3,0.16666666666666666,0.3684210526315789,0.42857142857142855
A103,4,0.25,0.42105263157894735,0.35714285714285715
A104,1,0.9166666666666666,0.8421052631578947,0.7142857142857143
A104,2,0.5,0.631578947368421,0.7142857142857143
A104,3,0.3333333333333333,0.47368421052631576,0.7142857142857143
A104,4,0.0,0.3157894736842105,0.21428571428571427
A105,1,0.5,0.6842105263157895,0.6428571428571429
A105,2,0.5833333333333334,0.7368421052631579,0.6428571428571429
A105,3,0.5,0.5263157894736842,0.42857142857142855
A105,4,0.4166666666666667,0.5263157894736842,0.5714285714285714
A106,1,0.8333333333333334,0.631578947368421,0.6428571428571429
A106,2,0.25,0.5789473684210527,0.35714285714285715
A106,3,0.5833333333333334,0.631578947368421,0.6428571428571429
A106,4,0.75,0.6842105263157895,0.7142857142857143
A107,1,0.25,0.3684210526315789,0.5
A107,2,0.3333333333333333,0.3157894736842105,0.07142857142857142
A107,3,0.25,0.47368421052631576,0.2857142857142857
A107,4,0.5,0.2631578947368421,0.21428571428571427
A108,1,0.4166666666666667,0.2631578947368421,0.5714285714285714
A108,2,0.16666666666666666,0.5263157894736842,0.35714285714285715
A108,3,0.4166666666666667,0.5263157894736842,0.7142857142857143
A108,4,0.08333333333333333,0.3157894736842105,0.21428571428571427
A109,1,0.5,0.42105263157894735,0.35714285714285715
A109,2,0.16666666666666666,0.3157894736842105,0.35714285714285715
A109,3,0.5,0.47368421052631576,0.2857142857142857
A109,4,0.16666666666666666,0.21052631578947367,0.21428571428571427
