irt_aic,irt_bic,ctt_aic,ctt_bic,delta_aic,delta_bic,aic_interpretation,bic_interpretation
1764.2573314258334,1801.7342252471767,-685.1847029525188,-647.7078091311754,-2449.442034378352,-2449.442034378352,Strong evidence for CTT,Strong evidence for CTT
