composite_ID,UID,test,TQ_ICR-D-i1,TQ_ICR-D-i2,TQ_ICR-D-i3,TQ_ICR-D-i4,TQ_ICR-D-i5,TQ_ICR-D-i6,TQ_ICR-U-i1,TQ_ICR-U-i2,TQ_ICR-U-i3,TQ_ICR-U-i4,TQ_ICR-U-i5,TQ_ICR-U-i6,TQ_IFR-D-i2,TQ_IFR-D-i3,TQ_IFR-D-i5,TQ_IFR-D-i6,TQ_IFR-U-i1,TQ_IFR-U-i2,TQ_IFR-U-i3,TQ_IFR-U-i5,TQ_IFR-U-i6,TQ_IRE-D-i1,TQ_IRE-D-i2,TQ_IRE-D-i3,TQ_IRE-D-i5,TQ_IRE-D-i6,TQ_IRE-U-i1,TQ_IRE-U-i2,TQ_IRE-U-i3,TQ_IRE-U-i4,TQ_IRE-U-i5,TQ_IRE-U-i6
A058_2,A058,2,0.5,0.0,0.5,0.0,1.0,0.0,0.5,1.0,1.0,0.0,0.0,0.5,0.0,1.0,1.0,0.0,0.25,1.0,0.25,0.25,0.5,0.5,0.0,0.25,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.5
A058_3,A058,3,0.25,1.0,0.0,0.5,0.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.25,1.0,0.0,0.25,1.0,1.0
A058_4,A058,4,1.0,0.0,0.5,0.5,0.0,0.0,0.25,1.0,0.5,0.0,1.0,1.0,0.5,0.25,0.5,0.0,0.25,0.5,1.0,0.0,0.5,1.0,0.0,0.5,0.0,0.0,0.25,1.0,1.0,0.0,0.25,1.0
A059_1,A059,1,1.0,0.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.25,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,1.0
A059_2,A059,2,1.0,1.0,0.25,1.0,0.5,0.0,1.0,1.0,0.5,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.25,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
A059_3,A059,3,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,1.0,1.0,1.0,0.25,1.0,1.0,1.0,0.0,0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0
A059_4,A059,4,0.5,0.0,0.5,0.25,0.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.5,0.0,0.5,1.0,1.0,1.0,1.0,0.0,0.5,0.0,0.5,0.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0
A060_1,A060,1,1.0,0.0,0.5,1.0,0.5,0.0,0.5,1.0,0.5,1.0,0.0,0.5,0.0,1.0,1.0,0.0,0.5,0.0,0.5,1.0,0.5,0.25,0.0,1.0,0.25,0.0,1.0,1.0,1.0,1.0,0.0,0.25
A060_2,A060,2,1.0,0.5,0.0,0.5,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0,0.5,1.0,1.0,1.0,1.0,1.0
A060_3,A060,3,1.0,0.0,0.5,0.5,0.5,0.5,0.0,1.0,1.0,1.0,1.0,0.5,0.0,0.5,0.5,0.0,0.0,0.5,1.0,0.5,0.5,1.0,0.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,0.0
A060_4,A060,4,0.0,1.0,0.5,0.0,0.5,0.5,1.0,1.0,1.0,0.5,1.0,0.5,0.5,0.5,0.5,0.5,1.0,1.0,1.0,1.0,0.25,0.0,1.0,0.25,0.5,0.5,1.0,0.25,1.0,1.0,1.0,0.25
A061_1,A061,1,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
A061_2,A061,2,1.0,1.0,0.5,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.25,1.0,0.0,0.5,1.0,0.5,1.0,0.0,0.5,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0
A061_3,A061,3,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.5
A061_4,A061,4,0.25,0.5,1.0,1.0,0.5,1.0,0.0,1.0,0.5,1.0,0.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.0,0.0,0.5,0.5,1.0,1.0,0.5,1.0,1.0,0.5,1.0,0.0,0.5
A062_1,A062,1,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
A062_2,A062,2,0.5,0.0,0.5,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.5,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
A062_3,A062,3,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.5,0.0,1.0,1.0,0.5,0.0,1.0
A062_4,A062,4,0.5,0.25,1.0,0.0,0.0,0.0,0.5,0.25,0.5,1.0,1.0,0.5,0.5,0.0,0.0,1.0,0.25,0.0,0.5,0.0,0.5,0.5,0.5,0.5,0.0,0.0,0.5,1.0,0.5,1.0,1.0,0.5
A063_1,A063,1,1.0,1.0,1.0,0.0,0.0,0.5,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,1.0,0.5,1.0,0.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0
A063_2,A063,2,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,0.5,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
A063_3,A063,3,0.5,0.0,0.0,0.5,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.25,1.0,1.0,0.0,0.25,0.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
A063_4,A063,4,0.5,1.0,0.5,0.0,0.25,0.0,0.5,0.25,1.0,1.0,0.0,1.0,0.5,0.5,0.0,0.0,1.0,0.5,0.25,0.5,0.0,0.5,1.0,0.5,0.0,0.0,0.5,1.0,0.25,1.0,0.25,1.0
A064_1,A064,1,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.5,1.0,0.0,1.0,1.0,1.0,1.0,0.5,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
A064_2,A064,2,0.5,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.0,0.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
A064_3,A064,3,1.0,0.25,0.0,0.0,0.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,0.25,0.0,0.5,0.0,1.0,0.5,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.5,0.0,1.0
A064_4,A064,4,1.0,0.25,0.25,1.0,0.0,0.25,0.5,0.0,1.0,1.0,0.5,0.0,0.25,0.5,0.5,0.25,0.5,0.0,0.5,0.0,0.0,1.0,0.25,0.25,0.25,0.25,0.5,0.0,1.0,1.0,0.0,0.0
A065_1,A065,1,0.25,0.0,1.0,0.25,0.0,0.0,0.0,1.0,0.25,0.0,0.5,0.25,0.25,0.25,0.0,1.0,0.25,0.5,1.0,0.0,0.0,0.5,0.5,0.25,0.0,0.5,1.0,1.0,0.25,0.0,0.25,0.5
A065_2,A065,2,0.0,0.0,0.5,0.0,0.0,0.0,1.0,1.0,0.25,0.0,0.0,1.0,0.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,0.5,1.0,0.0,1.0,0.0,0.0,0.25,1.0,1.0,0.5,0.25,1.0
A065_3,A065,3,0.0,0.25,0.0,0.0,1.0,0.5,0.0,0.5,0.0,1.0,0.0,0.5,1.0,1.0,1.0,0.25,0.0,0.25,0.0,0.0,1.0,0.0,1.0,1.0,0.5,0.5,0.0,0.25,0.0,0.25,1.0,0.25
A065_4,A065,4,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,1.0,0.0,1.0,0.0,0.5,0.5,1.0,0.5,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.5,0.25,0.0,0.0
A066_1,A066,1,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.5,0.25,0.5,1.0,1.0,1.0,0.0,0.0,0.5,1.0,0.5,1.0,1.0,0.25,1.0,0.5,0.25,0.0,0.0,1.0,1.0,0.25,0.5,1.0,0.0
A066_2,A066,2,1.0,0.0,0.25,0.0,1.0,0.0,0.5,0.25,1.0,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.5,1.0,0.0,0.0,1.0,1.0,0.0,0.5,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0
A066_3,A066,3,0.0,0.5,1.0,0.0,0.0,0.0,0.0,1.0,0.5,1.0,0.5,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.5,1.0,0.5,0.5,0.5,0.0,0.0,1.0,1.0,0.5,1.0,0.25,0.5
A066_4,A066,4,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.25,0.0,0.5,0.0,0.5,1.0,0.0,0.5,0.25,1.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.25,0.0,0.5
A067_1,A067,1,0.25,0.0,0.0,1.0,1.0,0.0,1.0,0.25,1.0,0.0,0.0,1.0,0.0,0.5,0.0,0.0,1.0,1.0,0.5,1.0,1.0,0.5,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.5,1.0,1.0
A067_2,A067,2,1.0,0.0,0.5,0.5,0.5,0.25,0.0,0.5,0.5,1.0,0.5,0.0,0.0,1.0,0.0,1.0,0.5,1.0,0.5,0.0,0.25,1.0,0.0,0.0,0.5,0.25,0.0,1.0,0.0,1.0,0.5,0.5
A067_3,A067,3,1.0,0.5,1.0,0.25,0.0,0.0,0.5,0.5,1.0,0.0,0.5,1.0,0.0,0.25,1.0,0.5,0.25,0.25,0.5,0.0,1.0,0.0,0.5,0.25,0.25,0.0,0.0,0.5,0.5,0.0,0.0,1.0
A067_4,A067,4,0.5,0.0,0.25,0.5,0.0,0.25,0.5,0.0,0.0,0.0,0.5,0.25,0.5,0.25,0.5,1.0,0.5,1.0,0.0,0.0,1.0,0.0,0.0,0.25,0.5,0.5,0.0,1.0,0.0,0.0,0.25,0.0
A068_1,A068,1,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5
A068_2,A068,2,1.0,0.0,1.0,0.5,0.0,0.0,1.0,0.5,1.0,1.0,0.0,1.0,0.0,0.5,0.5,0.0,0.25,0.5,0.25,0.5,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0
A068_3,A068,3,1.0,0.0,0.25,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.25,0.0,0.0,1.0,1.0,0.5,1.0,1.0,1.0,0.0,0.5,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
A068_4,A068,4,1.0,0.0,0.0,1.0,1.0,0.0,0.5,1.0,1.0,0.5,0.0,0.5,0.0,0.0,0.0,0.5,1.0,1.0,1.0,0.5,1.0,0.5,0.0,0.0,1.0,0.0,0.5,1.0,1.0,0.5,0.0,1.0
A069_1,A069,1,1.0,0.0,0.5,0.0,0.5,0.5,0.0,0.5,0.25,0.0,1.0,0.0,0.0,0.5,1.0,1.0,0.0,0.25,0.5,0.25,0.0,1.0,0.0,1.0,1.0,0.5,0.0,1.0,1.0,0.0,0.5,0.0
A069_2,A069,2,0.0,0.0,0.5,0.25,0.25,0.0,0.0,1.0,0.5,0.5,0.0,1.0,0.0,0.25,1.0,0.0,0.5,0.5,1.0,0.0,0.5,0.25,1.0,0.25,1.0,0.0,0.5,1.0,1.0,0.0,0.0,1.0
A069_3,A069,3,1.0,0.0,0.0,0.5,1.0,0.0,0.5,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.5,0.0,0.5,0.25,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.25,1.0,1.0
A069_4,A069,4,0.0,1.0,0.25,0.0,0.25,0.5,0.0,1.0,0.0,0.5,0.0,1.0,1.0,0.25,1.0,1.0,0.0,0.5,0.0,0.0,0.5,0.0,1.0,0.25,0.5,0.5,0.0,0.5,0.0,0.25,0.0,0.5
A070_1,A070,1,0.25,1.0,1.0,1.0,0.5,0.0,1.0,1.0,0.25,1.0,0.25,1.0,0.0,0.5,0.5,0.0,1.0,0.0,1.0,0.25,1.0,0.25,1.0,1.0,0.25,0.0,1.0,1.0,0.5,1.0,0.25,1.0
A070_2,A070,2,0.5,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.25,1.0,0.0,0.25,0.0,0.0,0.0,1.0,0.5,0.5,0.5,0.0,0.5,1.0,0.0,0.0,0.5,1.0,1.0,1.0,0.5,1.0,0.5
A070_3,A070,3,0.5,1.0,0.0,0.5,0.0,0.25,1.0,1.0,0.0,1.0,0.25,0.0,1.0,0.5,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.5,1.0,0.0,0.5,0.0,0.5,1.0,0.0,1.0,0.0,1.0
A070_4,A070,4,0.25,0.5,0.0,1.0,0.5,0.5,0.0,0.0,0.0,1.0,0.5,0.0,0.5,0.5,0.5,0.5,0.0,0.0,1.0,0.5,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.5,0.0,1.0,0.5,1.0
A071_1,A071,1,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0
A071_2,A071,2,1.0,0.0,0.5,0.0,0.5,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.5,0.5,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
A071_3,A071,3,1.0,1.0,0.25,0.5,0.5,0.0,1.0,1.0,0.5,0.0,0.0,1.0,0.25,0.5,0.0,0.5,1.0,1.0,0.5,0.25,0.0,0.5,1.0,0.25,0.25,0.0,1.0,1.0,0.25,0.0,0.0,1.0
A071_4,A071,4,0.5,0.0,0.0,0.0,0.0,0.5,1.0,0.0,1.0,0.5,1.0,0.5,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.5,1.0,0.0,0.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5
A072_1,A072,1,1.0,0.0,0.5,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,0.0,0.5,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
A072_2,A072,2,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,1.0,1.0,0.0,0.25,1.0,1.0,1.0,1.0,0.5,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
A072_3,A072,3,0.5,0.5,1.0,1.0,0.5,0.25,0.5,1.0,0.5,1.0,0.0,1.0,0.5,1.0,0.5,0.0,0.5,1.0,0.5,0.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,1.0,0.25,1.0,0.0,0.5
A072_4,A072,4,1.0,0.5,1.0,0.0,1.0,0.5,1.0,1.0,1.0,0.0,0.5,1.0,0.5,1.0,1.0,0.5,1.0,1.0,0.5,1.0,0.5,1.0,0.0,1.0,1.0,0.5,0.5,0.5,1.0,0.0,0.5,1.0
A073_1,A073,1,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,0.5,0.0,0.25,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.5
A073_2,A073,2,1.0,0.0,0.25,1.0,0.0,0.0,1.0,0.0,0.5,1.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,0.0,0.0,0.0,1.0,0.5,0.5,0.25,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
A073_3,A073,3,1.0,0.0,0.5,0.5,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,0.25,0.5,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.5,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0
A073_4,A073,4,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.25,1.0,1.0
A074_1,A074,1,1.0,0.0,0.5,1.0,0.5,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0
A074_2,A074,2,0.5,0.25,1.0,1.0,0.5,0.5,1.0,0.5,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,1.0,1.0,0.5,0.5,1.0,0.0,0.5,1.0,0.0,1.0,1.0,1.0,1.0
A074_3,A074,3,0.5,0.0,1.0,1.0,1.0,1.0,0.0,0.25,0.25,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,0.0,0.0,0.0,0.25,1.0,1.0,0.5,0.25,0.0,1.0,1.0,0.0
A074_4,A074,4,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.5,1.0,1.0,0.0,0.0,0.5,1.0,1.0,0.0,1.0,0.5,1.0,0.0,0.5,0.5,1.0,1.0,0.0,0.5,0.0,0.5,1.0,1.0,0.0,1.0
A075_1,A075,1,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,0.0,1.0,1.0,1.0,0.5,0.5,0.25,0.25,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
A075_2,A075,2,0.5,0.0,1.0,0.25,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.5,0.5,0.5,1.0,1.0,0.5,0.0,0.5,0.0,1.0,0.5,1.0,1.0,1.0,1.0,0.25,1.0,0.0
A075_3,A075,3,0.0,0.0,0.0,0.5,0.0,0.25,0.5,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,1.0,0.5,0.0,0.0,0.5,0.5,0.0,0.25,0.0,0.5,1.0,1.0,0.5,0.0,0.5,0.0
A075_4,A075,4,0.0,1.0,0.0,0.5,1.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,1.0,1.0,0.25,0.0,1.0,1.0,0.0,0.5,1.0,1.0,0.5,1.0,1.0,0.0,0.5
A076_1,A076,1,0.25,1.0,0.5,0.5,0.0,0.5,1.0,0.5,1.0,0.0,1.0,0.5,0.0,0.0,0.25,0.0,1.0,0.5,0.5,1.0,0.25,0.5,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.5,1.0,0.0
A076_2,A076,2,0.5,0.25,0.25,0.0,0.0,0.0,0.5,0.5,1.0,1.0,0.5,1.0,0.25,0.0,1.0,0.0,0.0,1.0,0.5,0.5,1.0,0.5,0.0,0.25,0.0,0.0,0.5,1.0,0.5,1.0,0.5,0.0
A076_3,A076,3,0.0,1.0,0.0,1.0,0.0,0.5,1.0,0.0,0.0,1.0,0.0,0.5,0.5,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.5,0.0,1.0,0.0,0.0
A076_4,A076,4,0.5,0.0,0.5,0.0,0.0,0.25,0.5,1.0,0.5,0.0,0.25,0.0,0.0,0.0,0.0,0.5,0.5,1.0,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.0,0.5,1.0,1.0,0.0,0.0,1.0
A077_1,A077,1,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.25,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
A077_2,A077,2,1.0,0.25,0.25,0.0,0.5,0.0,0.5,0.5,1.0,1.0,1.0,1.0,0.25,1.0,1.0,0.0,1.0,0.5,1.0,1.0,0.5,0.5,0.0,0.25,0.0,0.0,0.25,0.0,0.5,1.0,1.0,1.0
A077_3,A077,3,0.5,0.5,0.0,0.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,0.5,0.0,0.0,0.5,0.25,1.0,0.0,1.0,0.0,0.25,0.0,1.0,0.0,0.25,0.0,1.0,0.5,1.0,1.0,0.0,0.5
A077_4,A077,4,0.0,0.0,1.0,1.0,0.5,1.0,0.5,0.25,1.0,1.0,0.5,1.0,0.0,1.0,1.0,0.0,0.5,0.25,1.0,1.0,1.0,0.25,0.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,0.5,1.0
A078_1,A078,1,0.5,0.5,0.25,0.0,0.0,0.0,0.25,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,0.5,0.0,0.5,0.5,0.5,1.0,0.0,0.0,0.25,1.0,0.5,1.0,1.0,1.0
A078_2,A078,2,1.0,0.0,0.5,0.5,0.5,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.5,0.0,1.0,1.0,0.0,0.0,0.25,0.0,1.0,1.0,0.5,0.0,1.0,1.0,1.0,1.0,0.0
A078_3,A078,3,1.0,0.5,0.0,0.25,1.0,1.0,0.5,0.0,0.5,1.0,0.0,0.0,0.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5,0.0,0.5,0.5,1.0,0.0,0.5,0.5,0.0,0.5,1.0,1.0,1.0
A078_4,A078,4,0.0,0.5,0.5,0.0,0.0,0.25,0.0,0.5,1.0,0.25,0.5,1.0,0.5,0.5,0.0,0.25,0.0,0.5,0.0,0.25,1.0,0.0,1.0,0.25,0.25,0.5,0.0,0.5,0.0,0.25,0.0,1.0
A079_1,A079,1,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.5,0.25,0.5,1.0,0.0,0.0,1.0,0.5,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.5,1.0
A079_2,A079,2,1.0,1.0,0.0,0.0,0.0,0.5,1.0,0.25,1.0,0.5,1.0,0.5,0.5,0.0,0.0,0.5,1.0,0.5,1.0,1.0,0.5,1.0,0.5,0.0,0.0,1.0,1.0,0.25,1.0,0.5,1.0,0.5
A079_3,A079,3,0.5,0.0,1.0,0.0,0.5,0.0,0.5,0.0,1.0,0.5,0.5,1.0,0.5,1.0,0.5,0.5,1.0,1.0,1.0,0.0,0.0,0.5,0.5,1.0,1.0,0.0,0.5,1.0,0.5,1.0,0.0,1.0
A079_4,A079,4,0.25,0.0,0.25,0.25,1.0,0.0,1.0,1.0,1.0,0.5,0.0,1.0,0.25,0.5,0.5,0.25,0.0,0.0,1.0,0.0,0.0,0.0,0.25,0.5,0.25,0.0,0.0,0.0,1.0,0.5,0.0,1.0
A080_1,A080,1,0.25,0.5,0.25,1.0,0.5,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.5,1.0,0.5,0.5,0.5,1.0,0.5,1.0,0.0,0.0,1.0,1.0,0.5,1.0,1.0,1.0
A080_2,A080,2,0.0,0.5,1.0,0.0,0.25,0.25,1.0,1.0,1.0,1.0,0.0,0.5,0.5,1.0,0.0,0.25,1.0,1.0,1.0,1.0,0.25,0.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.0,1.0
A080_3,A080,3,1.0,0.0,1.0,0.25,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.25,1.0,0.0,0.0,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.0
A080_4,A080,4,1.0,1.0,0.0,0.5,1.0,0.25,1.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,1.0
A081_1,A081,1,0.0,0.0,0.5,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.5,0.0,0.5,0.25,0.5,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
A081_2,A081,2,1.0,0.0,0.25,1.0,0.0,0.0,0.5,1.0,1.0,1.0,0.25,1.0,0.0,0.5,0.0,0.0,0.5,1.0,1.0,0.5,1.0,1.0,0.0,0.25,0.0,0.0,0.5,1.0,1.0,1.0,0.5,1.0
A081_3,A081,3,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,0.0,0.0,1.0,0.5,1.0,1.0,0.0,0.25,1.0,1.0,1.0,0.5,1.0,0.5,1.0,0.0,1.0,1.0
A081_4,A081,4,0.0,0.5,1.0,0.5,0.5,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
A082_1,A082,1,1.0,0.0,0.0,1.0,0.0,0.0,0.5,1.0,1.0,0.5,1.0,1.0,0.0,0.5,0.0,1.0,0.0,1.0,1.0,0.25,1.0,1.0,0.0,0.5,0.0,0.0,0.5,1.0,1.0,0.5,1.0,1.0
A082_2,A082,2,0.5,0.5,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.25,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0
A082_3,A082,3,0.0,0.0,0.25,0.25,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,0.5,0.0,1.0,1.0,0.5,0.5,1.0,0.0,0.0,0.25,0.5,0.0,1.0,1.0,1.0,1.0,1.0,1.0
