composite_ID,UID,test,location_type,ctt_mean_score,n_items,TSVR_hours
A075_1,A075,1,destination,0.4,15,1.0
A075_1,A075,1,source,0.9411764705882353,17,1.0
A075_2,A075,2,destination,0.5166666666666667,15,28.68
A075_2,A075,2,source,0.7205882352941176,17,28.68
A075_3,A075,3,destination,0.23333333333333334,15,71.37
A075_3,A075,3,source,0.3382352941176471,17,71.37
A075_4,A075,4,destination,0.4666666666666667,15,244.53
A075_4,A075,4,source,0.45588235294117646,17,244.53
A076_1,A076,1,destination,0.3,15,1.0
A076_1,A076,1,source,0.6911764705882353,17,1.0
A076_2,A076,2,destination,0.2,15,27.3
A076_2,A076,2,source,0.6470588235294118,17,27.3
A076_3,A076,3,destination,0.3,15,74.88
A076_3,A076,3,source,0.35294117647058826,17,74.88
A076_4,A076,4,destination,0.18333333333333332,15,149.28
A076_4,A076,4,source,0.45588235294117646,17,149.28
A077_1,A077,1,destination,0.26666666666666666,15,1.0
A077_1,A077,1,source,0.7794117647058824,17,1.0
A077_2,A077,2,destination,0.3333333333333333,15,53.88
A077_2,A077,2,source,0.75,17,53.88
A077_3,A077,3,destination,0.3,15,78.36
A077_3,A077,3,source,0.6617647058823529,17,78.36
A077_4,A077,4,destination,0.5166666666666667,15,149.75
A077_4,A077,4,source,0.7647058823529411,17,149.75
A078_1,A078,1,destination,0.45,15,1.0
A078_1,A078,1,source,0.6470588235294118,17,1.0
A078_2,A078,2,destination,0.5166666666666667,15,26.17
A078_2,A078,2,source,0.6470588235294118,17,26.17
A078_3,A078,3,destination,0.5833333333333334,15,72.3
A078_3,A078,3,source,0.5588235294117647,17,72.3
A078_4,A078,4,destination,0.3,15,140.08
A078_4,A078,4,source,0.39705882352941174,17,140.08
A079_1,A079,1,destination,0.75,15,1.0
A079_1,A079,1,source,0.7058823529411765,17,1.0
A079_2,A079,2,destination,0.4,15,26.11
A079_2,A079,2,source,0.7352941176470589,17,26.11
A079_3,A079,3,destination,0.5,15,74.0
A079_3,A079,3,source,0.6176470588235294,17,74.0
A079_4,A079,4,destination,0.2833333333333333,15,194.42
A079_4,A079,4,source,0.47058823529411764,17,194.42
A080_1,A080,1,destination,0.4666666666666667,15,1.0
A080_1,A080,1,source,0.8235294117647058,17,1.0
A080_2,A080,2,destination,0.45,15,29.03
A080_2,A080,2,source,0.8088235294117647,17,29.03
A080_3,A080,3,destination,0.65,15,72.87
A080_3,A080,3,source,0.6323529411764706,17,72.87
A080_4,A080,4,destination,0.4166666666666667,15,145.77
A080_4,A080,4,source,0.47058823529411764,17,145.77
A081_1,A081,1,destination,0.4666666666666667,15,1.0
A081_1,A081,1,source,0.6617647058823529,17,1.0
A081_2,A081,2,destination,0.26666666666666666,15,31.39
A081_2,A081,2,source,0.8088235294117647,17,31.39
A081_3,A081,3,destination,0.7166666666666667,15,80.13
A081_3,A081,3,source,0.7647058823529411,17,80.13
A081_4,A081,4,destination,0.8,15,154.53
A081_4,A081,4,source,0.5882352941176471,17,154.53
A082_1,A082,1,destination,0.3333333333333333,15,1.0
A082_1,A082,1,source,0.7794117647058824,17,1.0
A082_2,A082,2,destination,0.7666666666666667,15,27.97
A082_2,A082,2,source,0.8970588235294118,17,27.97
A082_3,A082,3,destination,0.21666666666666667,15,75.71
A082_3,A082,3,source,0.9411764705882353,17,75.71
A082_4,A082,4,destination,0.5166666666666667,15,170.25
A082_4,A082,4,source,0.6029411764705882,17,170.25
A083_1,A083,1,destination,0.65,15,1.0
A083_1,A083,1,source,1.0,17,1.0
A083_2,A083,2,destination,0.35,15,25.15
A083_2,A083,2,source,0.8235294117647058,17,25.15
A083_3,A083,3,destination,0.21666666666666667,15,74.3
A083_3,A083,3,source,0.7794117647058824,17,74.3
A083_4,A083,4,destination,0.6,15,144.91
A083_4,A083,4,source,0.6764705882352942,17,144.91
A084_1,A084,1,destination,0.6166666666666667,15,1.0
A084_1,A084,1,source,0.8235294117647058,17,1.0
A084_2,A084,2,destination,0.4666666666666667,15,27.25
A084_2,A084,2,source,0.6911764705882353,17,27.25
A084_3,A084,3,destination,0.5833333333333334,15,91.97
A084_3,A084,3,source,0.6911764705882353,17,91.97
A084_4,A084,4,destination,0.65,15,162.51
A084_4,A084,4,source,0.5588235294117647,17,162.51
A085_1,A085,1,destination,0.55,15,1.0
A085_1,A085,1,source,0.7058823529411765,17,1.0
A085_2,A085,2,destination,0.5,15,24.51
A085_2,A085,2,source,0.9117647058823529,17,24.51
A085_3,A085,3,destination,0.43333333333333335,15,71.4
A085_3,A085,3,source,0.7352941176470589,17,71.4
A085_4,A085,4,destination,0.6,15,170.65
A085_4,A085,4,source,0.4411764705882353,17,170.65
A086_1,A086,1,destination,0.6,15,1.0
A086_1,A086,1,source,0.7794117647058824,17,1.0
A086_2,A086,2,destination,0.5666666666666667,15,23.47
A086_2,A086,2,source,0.7941176470588235,17,23.47
A086_3,A086,3,destination,0.26666666666666666,15,145.29
A086_3,A086,3,source,0.3382352941176471,17,145.29
A086_4,A086,4,destination,0.1,15,169.55
A086_4,A086,4,source,0.5147058823529411,17,169.55
A087_1,A087,1,destination,0.85,15,1.0
A087_1,A087,1,source,0.75,17,1.0
A087_2,A087,2,destination,0.6666666666666666,15,31.07
A087_2,A087,2,source,0.8676470588235294,17,31.07
A087_3,A087,3,destination,0.6,15,72.8
A087_3,A087,3,source,0.5735294117647058,17,72.8
A087_4,A087,4,destination,0.35,15,144.2
A087_4,A087,4,source,0.7794117647058824,17,144.2
A088_1,A088,1,destination,0.8,15,1.0
A088_1,A088,1,source,0.9411764705882353,17,1.0
A088_2,A088,2,destination,0.9333333333333333,15,24.25
A088_2,A088,2,source,0.9558823529411765,17,24.25
A088_3,A088,3,destination,0.55,15,74.91
A088_3,A088,3,source,0.9117647058823529,17,74.91
A088_4,A088,4,destination,0.8,15,149.93
A088_4,A088,4,source,0.9411764705882353,17,149.93
A089_1,A089,1,destination,0.6833333333333333,15,1.0
A089_1,A089,1,source,0.8529411764705882,17,1.0
A089_2,A089,2,destination,0.48333333333333334,15,32.14
A089_2,A089,2,source,0.8529411764705882,17,32.14
A089_3,A089,3,destination,0.6,15,79.34
A089_3,A089,3,source,0.8382352941176471,17,79.34
A089_4,A089,4,destination,0.7,15,146.96
A089_4,A089,4,source,0.7647058823529411,17,146.96
A090_1,A090,1,destination,0.5166666666666667,15,1.0
A090_1,A090,1,source,0.6911764705882353,17,1.0
A090_2,A090,2,destination,0.38333333333333336,15,23.54
A090_2,A090,2,source,0.7352941176470589,17,23.54
A090_3,A090,3,destination,0.38333333333333336,15,95.42
A090_3,A090,3,source,0.5294117647058824,17,95.42
A090_4,A090,4,destination,0.45,15,144.07
A090_4,A090,4,source,0.4411764705882353,17,144.07
A091_1,A091,1,destination,0.5666666666666667,15,1.0
A091_1,A091,1,source,0.8676470588235294,17,1.0
A091_2,A091,2,destination,0.43333333333333335,15,22.2
A091_2,A091,2,source,0.6470588235294118,17,22.2
A091_3,A091,3,destination,0.4,15,73.64
A091_3,A091,3,source,0.5441176470588235,17,73.64
A091_4,A091,4,destination,0.3,15,142.61
A091_4,A091,4,source,0.45588235294117646,17,142.61
A092_1,A092,1,destination,0.43333333333333335,15,1.0
A092_1,A092,1,source,0.7352941176470589,17,1.0
A092_2,A092,2,destination,0.3333333333333333,15,22.83
A092_2,A092,2,source,0.5294117647058824,17,22.83
A092_3,A092,3,destination,0.36666666666666664,15,71.31
A092_3,A092,3,source,0.5,17,71.31
A092_4,A092,4,destination,0.38333333333333336,15,146.16
A092_4,A092,4,source,0.5588235294117647,17,146.16
A093_1,A093,1,destination,0.6666666666666666,15,1.0
A093_1,A093,1,source,0.6764705882352942,17,1.0
A093_2,A093,2,destination,0.16666666666666666,15,22.09
A093_2,A093,2,source,1.0,17,22.09
A093_3,A093,3,destination,0.23333333333333334,15,70.22
A093_3,A093,3,source,0.7058823529411765,17,70.22
A093_4,A093,4,destination,0.23333333333333334,15,140.95
A093_4,A093,4,source,0.8529411764705882,17,140.95
A094_1,A094,1,destination,0.35,15,1.0
A094_1,A094,1,source,0.35294117647058826,17,1.0
A094_2,A094,2,destination,0.3333333333333333,15,22.98
A094_2,A094,2,source,0.6764705882352942,17,22.98
A094_3,A094,3,destination,0.31666666666666665,15,76.21
A094_3,A094,3,source,0.4411764705882353,17,76.21
A094_4,A094,4,destination,0.35,15,149.99
A094_4,A094,4,source,0.39705882352941174,17,149.99
A095_1,A095,1,destination,0.6,15,1.0
A095_1,A095,1,source,0.9411764705882353,17,1.0
A095_2,A095,2,destination,0.26666666666666666,15,29.71
A095_2,A095,2,source,0.7941176470588235,17,29.71
A095_3,A095,3,destination,0.25,15,78.76
A095_3,A095,3,source,0.7205882352941176,17,78.76
A095_4,A095,4,destination,0.2833333333333333,15,148.79
A095_4,A095,4,source,0.7058823529411765,17,148.79
A096_1,A096,1,destination,0.4166666666666667,15,1.0
A096_1,A096,1,source,0.5441176470588235,17,1.0
A096_2,A096,2,destination,0.35,15,24.49
A096_2,A096,2,source,0.7058823529411765,17,24.49
A096_3,A096,3,destination,0.35,15,71.19
A096_3,A096,3,source,0.3088235294117647,17,71.19
A096_4,A096,4,destination,0.45,15,143.66
A096_4,A096,4,source,0.22058823529411764,17,143.66
A097_1,A097,1,destination,0.38333333333333336,15,1.0
A097_1,A097,1,source,0.7058823529411765,17,1.0
A097_2,A097,2,destination,0.5666666666666667,15,24.37
A097_2,A097,2,source,0.6176470588235294,17,24.37
A097_3,A097,3,destination,0.5,15,70.83
A097_3,A097,3,source,0.7794117647058824,17,70.83
A097_4,A097,4,destination,0.48333333333333334,15,144.85
A097_4,A097,4,source,0.47058823529411764,17,144.85
A098_1,A098,1,destination,0.43333333333333335,15,1.0
A098_1,A098,1,source,0.8529411764705882,17,1.0
A098_2,A098,2,destination,0.65,15,25.77
A098_2,A098,2,source,0.5882352941176471,17,25.77
A098_3,A098,3,destination,0.43333333333333335,15,78.84
A098_3,A098,3,source,0.9705882352941176,17,78.84
A098_4,A098,4,destination,0.26666666666666666,15,146.29
A098_4,A098,4,source,0.4411764705882353,17,146.29
A099_1,A099,1,destination,0.7666666666666667,15,1.0
A099_1,A099,1,source,0.8088235294117647,17,1.0
A099_2,A099,2,destination,0.36666666666666664,15,28.75
A099_2,A099,2,source,0.9705882352941176,17,28.75
A099_3,A099,3,destination,0.4666666666666667,15,78.57
A099_3,A099,3,source,0.7941176470588235,17,78.57
A099_4,A099,4,destination,0.6166666666666667,15,143.51
A099_4,A099,4,source,0.9411764705882353,17,143.51
A100_1,A100,1,destination,0.26666666666666666,15,1.0
A100_1,A100,1,source,0.7205882352941176,17,1.0
A100_2,A100,2,destination,0.5166666666666667,15,31.14
A100_2,A100,2,source,0.9705882352941176,17,31.14
A100_3,A100,3,destination,0.4,15,75.34
A100_3,A100,3,source,0.8088235294117647,17,75.34
A100_4,A100,4,destination,0.2,15,146.8
A100_4,A100,4,source,0.7794117647058824,17,146.8
A101_1,A101,1,destination,0.5833333333333334,15,1.0
A101_1,A101,1,source,0.5882352941176471,17,1.0
A101_2,A101,2,destination,0.5,15,29.12
A101_2,A101,2,source,0.4852941176470588,17,29.12
A101_3,A101,3,destination,0.26666666666666666,15,75.21
A101_3,A101,3,source,0.3088235294117647,17,75.21
A101_4,A101,4,destination,0.5166666666666667,15,150.22
A101_4,A101,4,source,0.3382352941176471,17,150.22
A102_1,A102,1,destination,0.4666666666666667,15,1.0
A102_1,A102,1,source,0.6323529411764706,17,1.0
A102_2,A102,2,destination,0.5166666666666667,15,29.13
A102_2,A102,2,source,1.0,17,29.13
A102_3,A102,3,destination,0.38333333333333336,15,75.27
A102_3,A102,3,source,0.6323529411764706,17,75.27
A102_4,A102,4,destination,0.21666666666666667,15,150.41
A102_4,A102,4,source,0.7352941176470589,17,150.41
A103_1,A103,1,destination,0.7333333333333333,15,1.0
A103_1,A103,1,source,0.9117647058823529,17,1.0
A103_2,A103,2,destination,0.3333333333333333,15,27.26
A103_2,A103,2,source,0.5735294117647058,17,27.26
A103_3,A103,3,destination,0.6166666666666667,15,80.24
A103_3,A103,3,source,0.39705882352941174,17,80.24
A103_4,A103,4,destination,0.4,15,149.72
A103_4,A103,4,source,0.4411764705882353,17,149.72
A104_1,A104,1,destination,0.5,15,1.0
A104_1,A104,1,source,0.9705882352941176,17,1.0
A104_2,A104,2,destination,0.35,15,22.6
A104_2,A104,2,source,0.8970588235294118,17,22.6
A104_3,A104,3,destination,0.7,15,72.62
A104_3,A104,3,source,0.5147058823529411,17,72.62
A104_4,A104,4,destination,0.21666666666666667,15,145.78
A104_4,A104,4,source,0.38235294117647056,17,145.78
A105_1,A105,1,destination,0.5666666666666667,15,1.0
A105_1,A105,1,source,0.6764705882352942,17,1.0
A105_2,A105,2,destination,0.6,15,22.77
A105_2,A105,2,source,0.7941176470588235,17,22.77
A105_3,A105,3,destination,0.5,15,69.46
A105_3,A105,3,source,0.47058823529411764,17,69.46
A105_4,A105,4,destination,0.55,15,146.2
A105_4,A105,4,source,0.6764705882352942,17,146.2
A106_1,A106,1,destination,0.6,15,1.0
A106_1,A106,1,source,0.8088235294117647,17,1.0
A106_2,A106,2,destination,0.55,15,22.64
A106_2,A106,2,source,0.6617647058823529,17,22.64
A106_3,A106,3,destination,0.5,15,66.08
A106_3,A106,3,source,0.7352941176470589,17,66.08
A106_4,A106,4,destination,0.5666666666666667,15,147.13
A106_4,A106,4,source,0.8235294117647058,17,147.13
A107_1,A107,1,destination,0.3333333333333333,15,1.0
A107_1,A107,1,source,0.5735294117647058,17,1.0
A107_2,A107,2,destination,0.18333333333333332,15,26.22
A107_2,A107,2,source,0.5147058823529411,17,26.22
A107_3,A107,3,destination,0.3,15,71.45
A107_3,A107,3,source,0.45588235294117646,17,71.45
A107_4,A107,4,destination,0.2,15,145.95
A107_4,A107,4,source,0.4264705882352941,17,145.95
A108_1,A108,1,destination,0.5,15,1.0
A108_1,A108,1,source,0.5441176470588235,17,1.0
A108_2,A108,2,destination,0.3,15,27.61
A108_2,A108,2,source,0.5147058823529411,17,27.61
A108_3,A108,3,destination,0.6833333333333333,15,68.96
A108_3,A108,3,source,0.6323529411764706,17,68.96
A108_4,A108,4,destination,0.16666666666666666,15,152.12
A108_4,A108,4,source,0.45588235294117646,17,152.12
A109_1,A109,1,destination,0.26666666666666666,15,1.0
A109_1,A109,1,source,0.6323529411764706,17,1.0
A109_2,A109,2,destination,0.4166666666666667,15,24.65
A109_2,A109,2,source,0.3235294117647059,17,24.65
A109_3,A109,3,destination,0.13333333333333333,15,71.17
A109_3,A109,3,source,0.7058823529411765,17,71.17
A109_4,A109,4,destination,0.2833333333333333,15,149.87
A109_4,A109,4,source,0.3382352941176471,17,149.87
