term,coef,std_err,z,p_value,ci_lower,ci_upper
Intercept,0.8290373602706641,0.0185170344914589,44.77160533740232,0.0,0.7927446395669187,0.8653300809744096
"C(location_type, Treatment('source'))[T.destination]",-0.2881981211249511,0.022954923102903126,-12.554959118486547,3.733740473776832e-36,-0.3331889436745276,-0.24320729857537454
log_TSVR,-0.04286371724485555,0.004364581087807468,-9.820809003777264,9.160540893073667e-23,-0.051418138984562836,-0.03430929550514826
"C(location_type, Treatment('source'))[T.destination]:log_TSVR",0.016916480752631868,0.006126298905846811,2.7612888323955485,0.005757373474176129,0.004909155538644978,0.028923805966618758
