model,shapiro_p,bp_p,dw_stat,min_vif,max_vif,r_squared,adj_r_squared
accuracy_model,0.0428808165437344,0.45167454853177336,1.6733575999023527,1.0,2.9423109161927496,0.050968333552887435,0.021311093976415174
confidence_model,0.33616521080966555,0.5016280721493676,2.2695351523758758,1.0,2.9423109161927496,0.03879003035807238,0.008752218806762135
calibration_model,0.37295937940287804,0.659610180371571,2.0559962483576824,1.0,2.9423109161927496,0.034648026357649075,0.004480777181325557
