model,predictor,beta,se,ci_lower,ci_upper,p_uncorrected,p_bonferroni,vif,r_squared
accuracy_model,z_Dep,-0.07019552246336035,0.08878577208669397,-0.12647522358262228,0.1325092130094133,0.4311164442508284,1.0,1.0,0.050968333552887435
accuracy_model,z_Anx,0.10836498634292184,0.096890720309073,-0.2244091952024673,0.1060760948065188,0.26617646868504036,0.7985294060551211,1.7401956068405804,0.050968333552887435
accuracy_model,z_Str,0.08681758601109331,0.11544858736822645,-0.09540108471918589,0.2981178157973878,0.4538895782809421,1.0,2.0724100308205924,0.050968333552887435
confidence_model,z_Dep,-0.04635921445652695,0.10654964885241267,-0.11599086747247629,0.17596987019606097,0.6644700929989449,1.0,1.0,0.03879003035807238
confidence_model,z_Anx,0.2165309096287743,0.11627620037936497,-0.2898875823040882,0.1558745038003789,0.06563184755780244,0.1968955426734073,1.7401956068405804,0.03879003035807238
confidence_model,z_Str,-0.10519781569753722,0.13854704594538436,0.03316836396942836,0.47105172506235937,0.4495376635137638,1.0,2.0724100308205924,0.03879003035807238
calibration_model,z_Dep,0.027532622715340984,0.09166666054910387,-0.12927825192907202,0.1307805203791781,0.7645551567982798,1.0,1.0,0.034648026357649075
calibration_model,z_Anx,0.10392321511810211,0.10003459518556151,-0.1839669302130239,0.18606348868498854,0.3014734370208756,0.9044203110626268,1.7401956068405804,0.034648026357649075
calibration_model,z_Str,-0.19822789814219116,0.11919462116996989,-0.09616708069976761,0.3527395376989638,0.09956182670085402,0.2986854801025621,2.0724100308205924,0.034648026357649075
