model_name,AIC,BIC,log_likelihood,n_params,converged,delta_AIC,akaike_weight,cumulative_weight
PowerLaw_Alpha05,866.7416094318937,882.7074676203257,-429.37080471594686,3,True,0.0,0.15183957398354186,0.15183957398354186
PowerLaw_Alpha03,866.8311119000546,882.7969700884865,-429.4155559500273,3,True,0.08950246816084473,0.1451943652884086,0.29703393927195043
PowerLaw_LogLog,866.891799261969,882.857657450401,-429.4458996309845,3,True,0.1501898300753055,0.14085480585644095,0.4378887451283914
CubeRoot,867.0895569481222,883.0554151365542,-429.5447784740611,3,True,0.3479475162284871,0.12759367121475892,0.5654824163431503
PowerLaw_Alpha07,867.9365873125016,883.9024455009336,-429.9682936562508,3,True,1.194977880607894,0.08354083789298286,0.6490232542361332
Lin+Log,868.5781616213362,888.5354843568762,-429.2890808106681,4,True,1.8365521894425,0.060615366554843855,0.7096386207909771
Exp+Log,868.5781616213362,888.5354843568762,-429.2890808106681,4,True,1.8365521894425,0.060615366554843855,0.770253987345821
PowerLaw_Combined,868.6296479354141,888.5869706709541,-429.31482396770707,4,True,1.88803850352042,0.05907484961481196,0.8293288369606329
Recip+Log,868.6453410861677,888.6026638217077,-429.32267054308386,4,True,1.9037316542739973,0.05861312818938568,0.8879419651500186
Log,869.7105306160611,885.6763888044931,-430.85526530803054,3,True,2.968921184167357,0.03441057524611703,0.9223525403961356
Quad+Log,870.5612386136318,894.5100258962797,-429.2806193068159,5,True,3.819629181738037,0.02248863202717747,0.944841172423313
SquareRoot,870.8031582114177,886.7690163998496,-431.40157910570883,3,True,4.061548779523946,0.01992649273183289,0.9647676651551459
SquareRoot+Log,871.2616752897798,891.2189980253197,-430.6308376448899,4,True,4.520065857886038,0.015844011415000473,0.9806116765701464
Reciprocal,871.5839233737047,887.5497815621367,-431.79196168685235,3,True,4.842313941810971,0.013486208332616845,0.9940978849027632
Quadratic,873.2366460302142,893.1939687657541,-431.6183230151071,4,True,6.495036598320439,0.0059020882561194666,0.9999999731588827
Linear,899.2247040924949,915.1905622809269,-445.61235204624745,3,True,32.48309466060118,1.342055862294583e-08,0.9999999865794413
Exponential,899.2247040924949,915.1905622809269,-445.61235204624745,3,True,32.48309466060118,1.342055862294583e-08,1.0
