model_name,AIC,delta_AIC,akaike_weight,cumulative_weight
Log,873.7104881657715,0.0,0.4819531021662524,0.4819531021662524
Lin+Log,874.5491922046658,0.8387040388943205,0.3168710128230618,0.7988241149893143
Quad+Log,876.52848719955,2.8179990337785057,0.11778339405637356,0.9166075090456878
Quadratic,877.2190666663628,3.508578500591284,0.08339243189733582,0.9999999409430236
Linear,905.5401975417072,31.82970937593575,5.9056976476313655e-08,1.0
