model_name,AIC,delta_AIC,AIC_weight
Log,873.7104881657715,0.0,0.4819531021662524
Lin+Log,874.5491922046658,0.8387040388943205,0.3168710128230618
Quad+Log,876.52848719955,2.8179990337785057,0.11778339405637356
Quadratic,877.2190666663628,3.508578500591284,0.08339243189733582
Linear,905.5401975417071,31.829709375935636,5.905697647631702e-08
