term,coef,se,z,p_value
Intercept,0.7245757420884884,0.09127171024028027,7.9386673064521665,2.043651211699863e-15
C(congruence)[T.Congruent],0.027640974898111174,0.07862812647589217,0.35154055090688263,0.7251828560312845
C(congruence)[T.Incongruent],0.04976701181506264,0.07862812647589218,0.6329415954012523,0.5267717835064121
log_TSVR,-0.23673896522383925,0.014843824471055938,-15.948650274426107,2.9112088983347285e-57
C(congruence)[T.Congruent]:log_TSVR,-0.007598089935479332,0.020984579344424877,-0.36207968769685966,0.7172924821601694
C(congruence)[T.Incongruent]:log_TSVR,-0.014422037190509654,0.02098457934442488,-0.6872683485238057,0.49191364054901043
