UID,TEST,Schema,TSVR_hours,theta_accuracy,theta_confidence,theta_accuracy_z,theta_confidence_z,calibration
A030,T3,Congruent,71.93,-0.05983226,-0.7536597,0.009553590951451918,0.009959884185938031,0.0004062932344861131
A030,T4,Congruent,150.46,-0.21564299,-0.54322547,-0.1518984773251971,0.3579982741774229,0.50989675150262
A030,T1,Incongruent,1.0,0.38870603,-0.4607326,0.4772731637034181,0.4894487414134533,0.01217557771003519
A030,T2,Incongruent,32.95,0.5553523,-0.3564016,0.6507167088963458,0.6616993734271843,0.010982664530838515
A030,T3,Incongruent,71.93,-0.32575378,-0.6385999,-0.2663284923328408,0.19578957165972818,0.46211806399256894
A030,T4,Incongruent,150.46,0.27645555,-0.36523032,0.36044413896252336,0.6471231439280684,0.286679004965545
A031,T1,Common,1.0,1.6786112,0.049898673,1.8092039788871443,1.2978909847110711,-0.5113129941760732
A031,T2,Common,32.41,-0.2616012,-0.3403696,-0.196916361704326,0.665308661949248,0.862225023653574
A031,T3,Common,71.56,-0.020452736,-0.6998162,0.052423782051476187,0.08268491088445154,0.030261128832975354
A031,T4,Common,143.85,-0.868676,-0.96404403,-0.8246131564163374,-0.34559959493730713,0.47901356147903024
A031,T1,Congruent,1.0,1.9570218,0.2692753,2.0994305808041838,1.701797996578297,-0.39763258422588676
A031,T2,Congruent,32.41,0.58560246,-0.017567897,0.6783571482004286,1.2273863741730908,0.5490292259726622
A031,T3,Congruent,71.56,-0.057491556,-0.59132695,0.011979043306520309,0.27844295822237314,0.2664639149158528
A031,T4,Congruent,143.85,-0.91620916,-1.4007759,-0.8778295933089967,-1.0603093414310523,-0.18247974812205559
A031,T1,Incongruent,1.0,1.6611834,0.09475647,1.801653158710644,1.406562000025176,-0.39509115868546796
A031,T2,Incongruent,32.41,0.16599143,-0.30450672,0.24547433742170888,0.7473778954223412,0.5019035580006324
A031,T3,Incongruent,71.56,-0.92108506,-1.027827,-0.8859425273031013,-0.44682493382638505,0.43911759347671625
A031,T4,Incongruent,143.85,-1.2151195,-1.3784822,-1.1919702330682358,-1.0257571765816662,0.1662130564865696
A032,T1,Common,1.0,0.60389715,-0.22113344,0.697982487866657,0.8585774779618691,0.16059499009521216
A032,T2,Common,57.18,-1.0164691,-0.595588,-0.9774267061643284,0.25162745993271574,1.2290541660970442
A032,T3,Common,80.16,-0.6242578,-0.7790153,-0.5718922055396425,-0.045688195782730444,0.5262040097569121
A032,T4,Common,144.51,-0.2229333,-0.6906261,-0.15693493455853674,0.09758106106269937,0.2545159956212361
A032,T1,Congruent,1.0,0.25370973,-0.24172722,0.33444779289169313,0.8566479734932146,0.5222001806015215
A032,T2,Congruent,57.18,-1.0856733,-0.61153746,-1.0534294117664522,0.24501667885087167,1.2984460906173239
A032,T3,Congruent,80.16,-0.20322186,-0.4454148,-0.1390276235089475,0.5197679069543167,0.6587955304632642
A032,T4,Congruent,144.51,0.4207225,-0.17751563,0.5075074861818296,0.9628478935461134,0.45534040736428383
A032,T1,Incongruent,1.0,-0.120798655,-0.23351078,-0.05301352593449507,0.8645922951252956,0.9176058210597906
A032,T2,Incongruent,57.18,-1.3663282,-0.62136596,-1.349346530731627,0.22424283154496574,1.5735893622765929
A032,T3,Incongruent,80.16,-0.4107177,-0.37818873,-0.3547579753226988,0.6257287902614396,0.9804867655841384
A032,T4,Incongruent,144.51,0.3389297,-0.45590672,0.42546652475558516,0.4974162762786652,0.07194975152308003
A033,T1,Common,1.0,0.26036695,-0.3509539,0.3427827572456919,0.6481526655692708,0.30536990832357885
A033,T2,Common,29.16,-0.10109462,-0.501959,-0.030957462082422692,0.4033898613254283,0.434347323407851
A033,T3,Common,72.6,0.76847684,-0.16663325,0.8681528587792636,0.9469163442400427,0.07876348546077905
A033,T4,Common,168.33,-0.35207093,-0.49842402,-0.29045929832343964,0.4091196785153504,0.6995789768387901
A033,T1,Congruent,1.0,0.0069860225,-0.45722213,0.07879111976810287,0.5002396955825349,0.421448575814432
A033,T2,Congruent,29.16,0.10221501,-0.52812696,0.1774680015962424,0.38296978718493274,0.20550178558869034
A033,T3,Congruent,72.6,0.51985556,-0.31753787,0.610229792736668,0.7312643010260121,0.12103450828934414
A033,T4,Congruent,168.33,-0.99767786,-0.80483,-0.9622479778118473,-0.07467097091487553,0.8875770068969718
A033,T1,Incongruent,1.0,0.37603974,-0.18282865,0.464090232924099,0.9482685651150596,0.4841783321909606
A033,T2,Incongruent,29.16,-0.07125093,-0.7299611,-0.0014448164743658197,0.04495209821911241,0.04639691469347823
A033,T3,Incongruent,72.6,0.33039677,-0.17893906,0.41658554812116616,0.9546902838350401,0.538104735713874
A033,T4,Incongruent,168.33,-0.10142167,-0.52563524,-0.03284618001340015,0.3822943888302359,0.4151405688436361
A034,T1,Common,1.0,1.6448331,-0.14991783,1.774278455539014,0.9740102177139425,-0.8002682378250716
A034,T2,Common,26.08,1.4952326,0.09972168,1.6195961094140978,1.3786486472614128,-0.24094746215268503
A034,T3,Common,74.28,1.3170433,-0.34408543,1.4353538175878235,0.6592857066259283,-0.7760681109618952
A034,T4,Common,145.38,0.7046929,-0.40043807,0.8022022136658389,0.5679442208552908,-0.23425799281054804
A034,T1,Congruent,1.0,1.8186674,0.16399635,1.956066872571928,1.527676532318447,-0.428390340253481
A034,T2,Congruent,26.08,1.7425184,0.0878398,1.877160795004622,1.4017207738408173,-0.4754400211638048
A034,T3,Congruent,74.28,1.0954853,-0.38711584,1.2067009862452904,0.6161888940559778,-0.5905120921893127
A034,T4,Congruent,145.38,0.44644612,-0.73347974,0.5341624646455245,0.043335636735761136,-0.4908268279097634
A034,T1,Incongruent,1.0,1.5581404,-0.07332657,1.6944071745832172,1.1290566576936618,-0.5653505168895554
A034,T2,Incongruent,26.08,1.7190975,-0.11480117,1.8619294962527786,1.0605820330613216,-0.801347463191457
A034,T3,Incongruent,74.28,0.9715115,-0.18118839,1.0838504778829101,0.9509766367492513,-0.13287384113365885
A034,T4,Incongruent,145.38,0.42801064,-0.88080823,0.5181809554039188,-0.20409673175431284,-0.7222776871582317
A035,T1,Common,1.0,0.5768406,-0.58748883,0.670006841849123,0.26475533151617625,-0.4052515103329467
A035,T2,Common,44.76,0.85586464,-0.30964813,0.9585091739432834,0.7151048155075918,-0.24340435843569164
A035,T3,Common,79.98,0.39270964,-0.54351425,0.47962105512359,0.3360333315058798,-0.14358772361771022
A035,T4,Common,152.47,-0.16090216,-0.7079246,-0.09279663109027873,0.06954207847726282,0.16233870956754154
A035,T1,Congruent,1.0,0.23429981,-0.6873689,0.31433511047832985,0.1195986216824354,-0.19473648879589445
A035,T2,Congruent,44.76,0.37506133,-0.35464787,0.4601930917467887,0.669887857409477,0.2096947656626883
A035,T3,Congruent,79.98,-0.06426432,-0.8606771,0.0049610622229991005,-0.16703681258280867,-0.17199787480580778
A035,T4,Congruent,152.47,-0.60400194,-1.0819523,-0.5543184885224215,-0.5330051455533705,0.021313342969050963
A035,T1,Incongruent,1.0,0.57419777,-0.39313075,0.6703308600419249,0.6010594936136378,-0.06927136642828713
A035,T2,Incongruent,44.76,0.6544396,-0.42959154,0.7538456453891649,0.5408626765485284,-0.2129829688406365
A035,T3,Incongruent,79.98,0.1118219,-0.70731425,0.18909530580801212,0.08234208034925745,-0.10675322545875467
A035,T4,Incongruent,152.47,-0.011548359,-0.9453898,0.06069294137267435,-0.310720997302798,-0.37141393867547234
A036,T1,Common,1.0,-0.73888934,-1.5120503,-0.6904177154618164,-1.2338580139470505,-0.5434402984852341
A036,T2,Common,21.63,-1.2055333,-2.3538072,-1.1729133123202595,-2.5982541789481233,-1.4253408666278637
A036,T3,Common,71.47,-1.3212688,-2.1430519,-1.2925802831521767,-2.2566428145819386,-0.964062531429762
A036,T4,Common,143.85,-1.7003577,-2.464137,-1.6845466231170414,-2.777086756388636,-1.0925401332715945
A036,T1,Congruent,1.0,-0.54544055,-0.8050126,-0.4936368041695181,-0.07497297411089748,0.4186638300586206
A036,T2,Congruent,21.63,-1.5813271,-2.5525463,-1.5670290281675854,-2.9652290669711814,-1.398200038803596
A036,T3,Congruent,71.47,-0.8997677,-1.1878074,-0.8607928480059756,-0.708079507630242,0.15271334037573359
A036,T4,Congruent,143.85,-1.8545848,-2.115074,-1.8501803928875893,-2.241691099987997,-0.3915107071004076
A036,T1,Incongruent,1.0,-0.68393105,-1.5617707,-0.6391153270836243,-1.3283667553822982,-0.6892514282986739
A036,T2,Incongruent,21.63,-0.7840905,-1.7931703,-0.7433601451198983,-1.7104078299212613,-0.9670476848013629
A036,T3,Incongruent,71.47,-1.4535633,-2.3487585,-1.4401398320714023,-2.62768475230647,-1.1875449202350676
A036,T4,Incongruent,143.85,-1.5255469,-2.2591488,-1.5150595454244202,-2.4797390079010597,-0.9646794624766395
A037,T1,Common,1.0,1.074135,0.021304155,1.184194057177832,1.2515423884604744,0.06734833128264239
A037,T2,Common,23.7,0.5674047,-0.29204315,0.6602504095524387,0.7436405687600102,0.08339015920757142
A037,T3,Common,72.08,-0.055334,-0.833713,0.016357620833281204,-0.1343472042379974,-0.1507048250712786
A037,T4,Common,143.66,-1.1208388,-0.9017182,-1.0853417870654862,-0.24457621938492516,0.8407655676805611
A037,T1,Congruent,1.0,0.6406637,-0.21583825,0.7354119548872141,0.8994658906986895,0.16405393581147543
A037,T2,Congruent,23.7,-0.11952867,-0.8647373,-0.05230420833612496,-0.1737520008439744,-0.12144779250784946
A037,T3,Congruent,72.08,0.014537299,-0.54054016,0.08661580044993945,0.3624395239162511,0.2758237234663117
A037,T4,Congruent,143.66,-1.1015964,-0.8579481,-1.069929029144382,-0.16252330370031004,0.9074057254440719
A037,T1,Incongruent,1.0,0.83011276,-0.0829327,0.9366842751745446,1.113196923159285,0.17651264798474053
A037,T2,Incongruent,23.7,0.47895968,-0.39432922,0.5712081376011338,0.5990808179089143,0.027872680307780562
A037,T3,Incongruent,72.08,-1.1556622,-0.9148402,-1.1300877504924216,-0.26028356348383075,0.8698041870085909
A037,T4,Incongruent,143.66,-0.90915126,-0.8241759,-0.8735219637967993,-0.11059667295194174,0.7629252908448575
A038,T1,Common,1.0,0.94078714,-0.41689023,1.046316444231773,0.5412770631402972,-0.5050393810914757
A038,T2,Common,71.85,1.203515,-0.06612973,1.3179690241173918,1.1098215930798307,-0.20814743103756106
A038,T3,Common,72.86,0.9662119,-0.26191536,1.0726048692468158,0.7924744317624491,-0.2801304374843666
A038,T4,Common,152.89,1.1626796,-0.1494768,1.275746468197128,0.9747250792620337,-0.30102138893509434
A038,T1,Congruent,1.0,1.3320131,-0.13964333,1.4517925952437565,1.025485109541223,-0.4263074857025335
A038,T2,Congruent,71.85,0.9947711,-0.2690671,1.1023402923776209,0.8114303878477596,-0.2909099045298613
A038,T3,Congruent,72.86,0.7313407,-0.42256626,0.8293720383495129,0.5575572393992143,-0.2718147989502986
A038,T4,Congruent,152.89,0.8037587,-0.31882823,0.9044120300141331,0.7291301671595333,-0.1752818628545998
A038,T1,Incongruent,1.0,1.2268752,-0.2604591,1.3496301166446014,0.820100579798995,-0.5295295368456064
A038,T2,Incongruent,71.85,0.5733672,-0.5263967,0.6694664122188148,0.3810372172680618,-0.288429194950753
A038,T3,Incongruent,72.86,0.93346083,-0.36746615,1.0442477726932522,0.6434317853618199,-0.4008159873314323
A038,T4,Incongruent,152.89,0.31777993,-0.41754243,0.403454084340237,0.5607557745989924,0.1573016902587554
A039,T1,Common,1.0,1.7927673,0.04606813,1.9272378983758531,1.2916820921209757,-0.6355558062548774
A039,T2,Common,28.65,1.6333438,0.06751655,1.7623988703816582,1.3264476425944347,-0.4359512277872235
A039,T3,Common,98.84,0.7423915,-0.3234957,0.8411814142274999,0.6926594142253643,-0.14852200000213567
A039,T4,Common,246.24,0.34920692,-0.57331944,0.43464057182029003,0.2877223679329903,-0.14691820388729976
A039,T1,Congruent,1.0,1.5542259,-0.076283954,1.6820509103003984,1.130275547930952,-0.5517753623694464
A039,T2,Congruent,28.65,1.5001982,0.17347847,1.6260670643275934,1.5433590654239502,-0.08270799890364322
A039,T3,Congruent,98.84,0.6114897,-0.42052573,0.7051816707475855,0.5609320837671165,-0.14424958698046908
A039,T4,Congruent,246.24,0.36043912,-0.64879227,0.4450414648512886,0.1834007331378636,-0.261640731713425
A039,T1,Incongruent,1.0,2.0276105,0.10311875,2.1830263228310494,1.4203681364091443,-0.7626581864219051
A039,T2,Incongruent,28.65,1.7264119,-0.02583759,1.8695422407021993,1.2074610324115063,-0.6620812082906931
A039,T3,Incongruent,98.84,1.4475628,-0.028886352,1.5793192643472096,1.2024275219365808,-0.37689174241062884
A039,T4,Incongruent,246.24,0.5513079,-0.3613406,0.6465073433091155,0.653545077278237,0.00703773396912144
A040,T1,Common,1.0,-0.50575525,-0.6803081,-0.4493641895518271,0.11430541417519674,0.5636696037270239
A040,T2,Common,26.26,-0.21811867,-0.41427943,-0.15195675424414337,0.5455088853060375,0.6974656395501808
A040,T3,Common,71.28,-1.0536666,-0.7175777,-1.0158877846365366,0.053895455776134,1.0697832404126706
A040,T4,Common,143.53,-2.2947543,-0.8190462,-2.2991345463972,-0.11057392043974416,2.188560625957456
A040,T1,Congruent,1.0,0.28475565,-0.27086848,0.3666177724274503,0.8084510750479225,0.44183330262047216
A040,T2,Congruent,26.26,-0.7345379,-0.61941487,-0.6895806795568767,0.23198818489481324,0.92156886445169
A040,T3,Congruent,71.28,-1.5787854,-0.73856413,-1.5643953024804085,0.034926534710445274,1.5993218371908537
A040,T4,Congruent,143.53,-1.8305962,-1.094913,-1.8253232531703105,-0.5544409222383835,1.270882330931927
A040,T1,Incongruent,1.0,0.034663513,-0.2806868,0.10878973291611417,0.7867046178204445,0.6779148849043304
A040,T2,Incongruent,26.26,-0.09174796,-0.5351386,-0.022777892510965944,0.3666043277146133,0.3893822202255793
A040,T3,Incongruent,71.28,-1.67436,-0.90037173,-1.669942529814948,-0.2363960985714682,1.4335464312434798
A040,T4,Incongruent,143.53,-2.400484,-0.93064415,-2.4256841423315048,-0.2863759078092317,2.139308234522273
A041,T1,Common,1.0,0.76254874,-0.010779982,0.8620233845056942,1.1995375002556148,0.33751411574992063
A041,T2,Common,31.78,-0.75733274,-0.48086694,-0.709487627544465,0.4375777910899156,1.1470654186343807
A041,T3,Common,75.74,-0.25452635,-0.5167431,-0.18960118296841363,0.37942644701543893,0.5690276299838526
A041,T4,Common,141.84,-0.05822557,-0.07898983,0.013367825801951607,1.0889767730117916,1.07560894720984
A041,T1,Congruent,1.0,1.0434002,0.026328545,1.152730074733637,1.2999869534611401,0.14725687872750304
A041,T2,Congruent,31.78,-0.8466519,-0.45549294,-0.805753918606384,0.5030996129238788,1.308853531530263
A041,T3,Congruent,75.74,0.7114536,-0.32686973,0.8087648989886709,0.7158302838035007,-0.09293461518517021
A041,T4,Congruent,141.84,-0.71281165,-0.6809643,-0.6670678012820908,0.13019122666186037,0.7972590279439511
A041,T1,Incongruent,1.0,0.62463903,-0.066298075,0.7228295505820623,1.1406607131120452,0.41783116252998287
A041,T2,Incongruent,31.78,-0.7876644,-0.44364613,-0.7470798196506574,0.5176585281152356,1.264738347765893
A041,T3,Incongruent,75.74,0.18370526,-0.3703831,0.26391069050746857,0.6386158966896855,0.374705206182217
A041,T4,Incongruent,141.84,0.16890594,-0.32759312,0.24850772632924487,0.7092622156059704,0.46075448927672547
A042,T1,Common,1.0,-0.53177786,-0.9334406,-0.4762707732002355,-0.29599477135002333,0.18027600185021214
A042,T2,Common,28.93,-0.71373177,-1.0527481,-0.6644055567430834,-0.4893792217250255,0.17502633501805792
A042,T3,Common,72.17,-0.6338839,-1.1168188,-0.5818452988249795,-0.5932308413184426,-0.01138554249346313
A042,T4,Common,146.02,-0.8632052,-1.0435822,-0.8189565163704806,-0.4745222971084485,0.3444342192620321
A042,T1,Congruent,1.0,-0.29147375,-0.6882061,-0.23047479258275463,0.11821397176069547,0.3486887643434501
A042,T2,Congruent,28.93,-0.7551809,-1.3154353,-0.7109710872998792,-0.9191640295447339,-0.20819294224485463
A042,T3,Congruent,72.17,-0.44977897,-0.9923472,-0.3945116672446598,-0.3848067524543676,0.00970491479029223
A042,T4,Congruent,146.02,-0.99947417,-1.1589196,-0.9641093256456328,-0.660301808144773,0.30380751750085977
A042,T1,Incongruent,1.0,-0.21464281,-0.8585459,-0.1506854566583847,-0.16734159270074062,-0.016656136042355912
A042,T2,Incongruent,28.93,-0.933024,-1.0440209,-0.8983684404630278,-0.4735610861662184,0.4248073542968094
A042,T3,Incongruent,72.17,-0.7456941,-0.9215478,-0.7033976080727401,-0.2713578207927352,0.4320397872800049
A042,T4,Incongruent,146.02,-1.2199403,-1.3068376,-1.1969876669577917,-0.9074718382798099,0.28951582867798176
A043,T1,Common,1.0,1.8434825,0.1643919,1.9796758656299356,1.4834720234140475,-0.4962038422158881
A043,T2,Common,25.62,1.7593164,-0.0024266364,1.8926506898304942,1.2130773627759799,-0.6795733270545143
A043,T3,Common,64.94,1.5419149,-0.3027487,1.6678641812889057,0.7262880393489329,-0.9415761419399727
A043,T4,Common,149.33,0.25080398,-0.826215,0.33289493845148876,-0.12219376368386821,-0.45508870213535696
A043,T1,Congruent,1.0,1.9066079,0.12849581,2.0471913773495043,1.4689619839038268,-0.5782293934456775
A043,T2,Congruent,25.62,1.9547684,0.107447416,2.09709559340855,1.4341499233390298,-0.66294567006952
A043,T3,Congruent,64.94,1.1957655,-0.022465402,1.3106119665557994,1.219286362330078,-0.09132560422572134
A043,T4,Congruent,149.33,0.83776003,-0.1728015,0.939644424167327,0.970644620416122,0.03100019624879502
A043,T1,Incongruent,1.0,2.1106298,0.18560928,2.269431867410206,1.5565601208399236,-0.7128717465702823
A043,T2,Incongruent,25.62,1.8678541,0.16144574,2.016753676084984,1.5166660813244481,-0.5000875947605359
A043,T3,Incongruent,64.94,1.2673836,-0.29392326,1.3917907993055045,0.7648512032013527,-0.6269395961041518
A043,T4,Incongruent,149.33,0.86964875,-0.40472743,0.9778328845512329,0.5819133581480427,-0.39591952640319017
A044,T1,Common,1.0,-1.0304874,-1.4819484,-0.9919212000509325,-1.1850661158120357,-0.19314491576110315
A044,T2,Common,47.66,-0.77379125,-1.0400189,-0.7265052240131962,-0.4687465762860255,0.25775864772717066
A044,T3,Common,91.63,-1.3698157,-1.4695228,-1.342776294456228,-1.1649255728740004,0.1778507215822276
A044,T4,Common,155.27,-1.119413,-1.9270798,-1.0838675534292024,-1.9065755861609675,-0.8227080327317651
A044,T1,Congruent,1.0,-0.39732793,-1.0854299,-0.34016156638022477,-0.5387567683052128,-0.19859520192498803
A044,T2,Congruent,47.66,-0.5302665,-1.0949403,-0.47791335716023126,-0.5544860738662661,-0.07657271670603488
A044,T3,Congruent,91.63,-1.4547452,-1.2463167,-1.4358640592248948,-0.8048483772743523,0.6310156819505425
A044,T4,Congruent,155.27,-1.4810442,-2.41895,-1.4631152500999236,-2.74427337377992,-1.2811581236799965
A044,T1,Incongruent,1.0,-0.8318785,-0.9532756,-0.7930973527854501,-0.32374046451708605,0.4693568882683641
A044,T2,Incongruent,47.66,-0.6540061,-0.8823597,-0.6079697789851215,-0.2066582109699855,0.401311568015136
A044,T3,Incongruent,91.63,-1.0038217,-1.1212108,-0.9720538825644642,-0.6010017227946097,0.3710521597698545
A044,T4,Incongruent,155.27,-1.1107643,-1.546574,-1.0833585260836331,-1.30327698168586,-0.2199184556022269
A045,T1,Common,1.0,-0.9832561,-0.9359746,-0.9430854789502026,-0.3001021090886421,0.6429833698615605
A045,T2,Common,24.66,-0.122681215,-0.6580216,-0.053277341758281964,0.15042940095961918,0.20370674271790115
A045,T3,Common,72.23,0.15733473,-0.42298278,0.2362505897993364,0.5314017038114015,0.29515111401206506
A045,T4,Common,151.52,-0.91200686,-1.1237898,-0.8694159417306263,-0.6045300723270896,0.26488586940353676
A045,T1,Congruent,1.0,0.09622738,-0.5244013,0.17126358135140232,0.3891316778053689,0.21786809645396657
A045,T2,Congruent,24.66,-0.08371885,-0.7538953,-0.01519784535576724,0.009570223983403516,0.024768069339170758
A045,T3,Congruent,72.23,-0.74008566,-0.7975714,-0.6953293037132648,-0.06266593039655209,0.6326633733167127
A045,T4,Congruent,151.52,-0.9069045,-1.0863767,-0.8681880455053826,-0.540322686300797,0.3278653592045856
A045,T1,Incongruent,1.0,-0.29871336,-0.42788658,-0.2381851302983605,0.5436775679763698,0.7818626982747303
A045,T2,Incongruent,24.66,-1.0740076,-0.8124714,-1.0451025701741916,-0.09127252651028282,0.9538300436639088
A045,T3,Incongruent,72.23,-0.42260352,-0.53776765,-0.3671286017899159,0.36226376235919927,0.7293923641491151
A045,T4,Incongruent,151.52,-1.243108,-0.8981609,-1.22110034599925,-0.23274601504140605,0.988354330957844
A046,T1,Common,1.0,0.43020782,-0.9113336,0.5183930275288587,-0.26016173449617785,-0.7785547620250366
A046,T2,Common,24.32,0.2925303,-1.1981308,0.3760386784306935,-0.7250287285333467,-1.1010674069640403
A046,T3,Common,73.05,-0.40063736,-2.1658566,-0.34067550305077354,-2.2936067470712356,-1.952931244020462
A046,T4,Common,147.94,-1.1167192,-1.373417,-1.0810822465352325,-1.0091485487066192,0.07193369782861336
A046,T1,Congruent,1.0,0.24276555,-1.0043232,0.3231073640483655,-0.4046139281146108,-0.7277212921629763
A046,T2,Congruent,24.32,-0.1638487,-0.77635866,-0.09822890498303197,-0.027582057031900392,0.07064684795113158
A046,T3,Congruent,73.05,-0.44051194,-2.1562538,-0.3849091118861055,-2.3097986093612173,-1.9248894974751118
A046,T4,Congruent,147.94,0.009013979,-0.71030354,0.08089250117681634,0.08166688794959968,0.0007743867727833392
A046,T1,Incongruent,1.0,0.47445866,-0.6160174,0.5665235271037955,0.23307331184672986,-0.33345021525706564
A046,T2,Incongruent,24.32,-0.30767548,-1.3370029,-0.24751280301041367,-0.9572747922425231,-0.7097619892321094
A046,T3,Incongruent,73.05,0.17015772,-1.3811461,0.24981056473661875,-1.0301552793375237,-1.2799658440741424
A046,T4,Incongruent,147.94,-0.5529721,-1.1147553,-0.502814739241224,-0.5903436829506068,-0.0875289437093828
A047,T1,Common,1.0,0.75198764,-0.56552744,0.8511035297882309,0.30035235043469405,-0.5507511793535369
A047,T2,Common,23.46,0.14803736,-0.93490225,0.2266373932900239,-0.2983639466482287,-0.5250013399382526
A047,T3,Common,76.85,-0.3238854,-1.6972852,-0.26131632148062023,-1.5341035921945911,-1.272787270713971
A047,T4,Common,144.22,-0.8915534,-1.9098914,-0.8482676890231011,-1.8787150636722243,-1.0304473746491232
A047,T1,Congruent,1.0,0.33359694,-0.84956115,0.41722742740948915,-0.1486520785914526,-0.5658795060009417
A047,T2,Congruent,23.46,0.18189156,-0.48030975,0.26002934888373563,0.4620549473429771,0.20202559845924145
A047,T3,Congruent,76.85,-0.14461906,-1.1750782,-0.07830302985097025,-0.6870266101340521,-0.6087235802830818
A047,T4,Congruent,144.22,-1.2207052,-2.5276344,-1.1933503243911838,-2.9240271314893502,-1.7306768070981664
A047,T1,Incongruent,1.0,0.5533989,-0.9227222,0.6486836323613603,-0.27329675689261856,-0.9219803892539788
A047,T2,Incongruent,23.46,0.034819495,-1.006848,0.10895207721020657,-0.41218857446036655,-0.5211406516705731
A047,T3,Incongruent,76.85,-0.10920317,-1.4981879,-0.04094507683790614,-1.223391460549481,-1.1824463837115748
A047,T4,Incongruent,144.22,-0.588641,-2.1297948,-0.5399385252649497,-2.266175366667829,-1.7262368414028795
A048,T1,Common,1.0,0.3224317,-0.40749374,0.40695581242703416,0.5565077490075243,0.14955193658049015
A048,T2,Common,23.91,0.20592876,-0.45462096,0.2864953320833833,0.4801196632844826,0.1936243312010993
A048,T3,Common,81.15,-0.23471095,-0.55575866,-0.16911266480568243,0.31618647780417475,0.4852991426098572
A048,T4,Common,146.3,-0.28024983,-0.60425943,-0.2161984753364027,0.23757201727810218,0.45377049261450486
A048,T1,Congruent,1.0,0.9366667,-0.3538722,1.0421321439659312,0.6711707425083732,-0.37096140145755807
A048,T2,Congruent,23.91,0.28430596,-0.66625273,0.3661518007926128,0.1545227773655982,-0.2116290234270146
A048,T3,Congruent,81.15,0.028838659,-0.50338846,0.1014349605371102,0.42388493540394795,0.32244997486683774
A048,T4,Congruent,146.3,-0.38561657,-0.6405863,-0.32802618074707607,0.19697263437806767,0.5249988151251437
A048,T1,Incongruent,1.0,0.47633857,-0.24060644,0.5684801160814165,0.8528773501946945,0.284397234113278
A048,T2,Incongruent,23.91,0.8497361,-0.33101246,0.957108024581754,0.7036168803166524,-0.25349114426510166
A048,T3,Incongruent,81.15,0.053170387,-0.39258203,0.12805147719037135,0.6019654311278815,0.4739139539375101
A048,T4,Incongruent,146.3,-0.12312803,-0.5330067,-0.055437912979484284,0.37012409770042837,0.4255620106799127
A049,T1,Common,1.0,2.1176636,0.08177118,2.263170745734683,1.3495528437582258,-0.9136179019764572
A049,T2,Common,27.12,-0.54816633,-0.67195165,-0.4932159504489599,0.12785030858951418,0.6210662590384741
A049,T3,Common,111.38,-0.39312658,-0.58506674,-0.33290958601421217,0.26868127534543074,0.6015908613596429
A049,T4,Common,168.86,-0.6817068,-0.56061625,-0.6312927162500366,0.3083128539976486,0.9396055702476851
A049,T1,Congruent,1.0,1.2031012,0.011668183,1.318213265498799,1.2757400959647511,-0.042473169534047894
A049,T2,Congruent,27.12,-0.21814269,-0.45121825,-0.15448868234555185,0.5101695474364946,0.6646582297820465
A049,T3,Congruent,111.38,-0.058528308,-0.25443503,0.01090475429773412,0.8356304530417288,0.8247256987439947
A049,T4,Congruent,168.86,-0.042128153,-0.4042595,0.027898699097348538,0.5878348956358471,0.5599361965384986
A049,T1,Incongruent,1.0,1.1557069,-0.09187181,1.2755589582721167,1.0984384396103852,-0.1771205186617315
A049,T2,Incongruent,27.12,-0.6088274,-0.7277334,-0.5609483011254146,0.04863003414359313,0.6095783352690077
A049,T3,Incongruent,111.38,-0.095657155,-0.37652382,-0.026846538269736694,0.6284775590813106,0.6553240973510474
A049,T4,Incongruent,168.86,-0.63979965,-0.7472229,-0.5931838671695971,0.01645284143354896,0.6096367086031461
A050,T1,Common,1.0,0.00396749,-0.31997022,0.07767354960292606,0.6983738329509939,0.6207002833480678
A050,T2,Common,24.73,-0.37192112,-0.4005781,-0.3109837882832015,0.5677172474916211,0.8787010357748226
A050,T3,Common,93.39,-2.062106,-1.0333242,-2.0585833125044433,-0.4578951974546401,1.6006881150498031
A050,T4,Common,148.69,-2.322435,-1.106875,-2.3277555444445324,-0.5771130256099674,1.7506425188345651
A050,T1,Congruent,1.0,-0.31245303,-0.53834146,-0.2522136557981118,0.36607596656189045,0.6182896223600023
A050,T2,Congruent,24.73,-0.8779981,-0.51334876,-0.8382350501857913,0.40741153763100885,1.2456465878168002
A050,T3,Congruent,93.39,-2.116212,-1.048395,-2.1212801596201403,-0.4775045330129998,1.6437756266071406
A050,T4,Congruent,148.69,-2.1742995,-1.0606136,-2.1814707961444664,-0.4977129462162602,1.6837578499282062
A050,T1,Incongruent,1.0,0.5021103,-0.0949954,0.5953030399725718,1.09328138799915,0.49797834802657825
A050,T2,Incongruent,24.73,-0.24307671,-0.28916386,-0.18027913685093377,0.7727089794903382,0.952988116341272
A050,T3,Incongruent,93.39,-1.6638027,-0.9606521,-1.6589546118755587,-0.33591907669418863,1.32303553518137
A050,T4,Incongruent,148.69,-2.6435823,-1.2247796,-2.678698092072917,-0.7719939615050955,1.9067041305678216
A051,T1,Common,1.0,1.5414499,-0.1108271,1.6673833854964577,1.037372029300034,-0.6300113561964238
A051,T2,Common,17.16,1.6306266,-0.18552285,1.7595893686026491,0.9162983620192799,-0.8432910065833692
A051,T3,Common,65.63,-0.44936913,-0.76086634,-0.39106266428632963,-0.01627071025602093,0.3747919540303087
