UID,TEST,Schema,TSVR_hours,theta_accuracy,theta_confidence,theta_accuracy_z,theta_confidence_z,latent_calibration
A012,T2,Congruent,25.6,0.14790216,-0.5825451,0.2248093166723318,0.2929673107250373,0.05218332859754382
A012,T3,Congruent,166.33,-0.062235888,-0.66364026,0.0070629363478333,0.1588435566071742,0.08801716473073104
A012,T4,Congruent,166.87,0.24694568,-0.8607189,0.3274388413103311,-0.1671059458445486,-0.2667693238916139
A012,T1,Incongruent,1.0,0.9370232,-0.26319304,1.0479554469309589,0.8155868409017581,-0.03900507609394921
A012,T2,Incongruent,25.6,0.18245545,-0.6835167,0.2626099024537211,0.1216318698449814,-0.0625862304805817
A012,T3,Incongruent,166.33,0.6184764,-0.43119046,0.7164155552678421,0.5382228573141743,-0.03900717480808208
A012,T4,Incongruent,166.87,-0.48681083,-0.8213732,-0.4339548408272572,-0.1059694111951784,0.16406810778238543
A013,T1,Common,1.0,-0.3941561,-0.59523505,-0.333974078238386,0.2521995534034519,0.3446935752822791
A013,T2,Common,24.77,-0.07283578,-0.71096057,-0.0017386849395078,0.0646211020943447,0.0423377756930015
A013,T3,Common,79.66,-0.29521585,-0.90336365,-0.2316728827464877,-0.2472433144449133,-0.03126692026608596
A013,T4,Common,147.13,-0.46105915,-1.0204393,-0.4031497877909114,-0.4370101792903431,-0.05874222892926126
A013,T1,Congruent,1.0,0.13738623,-0.27973455,0.2139126431996354,0.7937874306001926,0.3469441187045322
A013,T2,Congruent,24.77,-0.33113876,-0.8179554,-0.2715759279327653,-0.0963791458823901,0.085619615606115
A013,T3,Congruent,79.66,0.7662716,-0.2663049,0.8655676588421761,0.8159988064022622,0.020823250281090555
A013,T4,Congruent,147.13,-0.52472746,-1.0938703,-0.4721737687232405,-0.5527163946781851,-0.07346029173396607
A013,T1,Incongruent,1.0,0.08387827,-0.760434,0.1600118930634037,-0.0053587037888356,-0.08885475546845698
A013,T2,Incongruent,24.77,-0.39335454,-0.787793,-0.3366865955903349,-0.0505284523895741,0.1475176788722634
A013,T3,Incongruent,79.66,-0.0014342469,-0.5437398,0.0712195943790853,0.3524037340648208,0.1868863361630706
A013,T4,Incongruent,147.13,-0.85626215,-1.4462161,-0.8184755787772083,-1.137585943522986,-0.28902792886509304
A014,T1,Common,1.0,1.0335114,-0.31575117,1.1421904959862574,0.7052124530323354,-0.17485548720829364
A014,T2,Common,25.66,1.3262863,-0.18863544,1.4449107971783504,0.9112531929696164,-0.20894409917996426
A014,T3,Common,70.56,0.73203737,-0.5067355,0.8304755601663011,0.3956476755683201,-0.2021314171097905
A014,T4,Common,148.87,0.4848129,-0.5309494,0.574853011852031,0.3563995835126214,-0.08705953471814123
A014,T1,Congruent,1.0,1.3622873,-0.20850998,1.4831629136128504,0.9115861588329324,-0.24522676830147572
A014,T2,Congruent,25.66,1.1286854,-0.46776143,1.2411031407823467,0.4828086863610919,-0.3668326911614797
A014,T3,Congruent,70.56,0.63820106,-0.61916596,0.7328601516742981,0.2323998585833227,-0.24702860559948847
A014,T4,Congruent,148.87,-0.029684639,-1.1417136,0.0407927473566015,-0.6318447052381145,-0.38594305586891714
A014,T1,Incongruent,1.0,1.2308433,-0.20865713,1.3537600700583805,0.9056257072496696,-0.14481754691815418
A014,T2,Incongruent,25.66,1.418613,-0.085784435,1.549188641293803,1.108488704546546,-0.11969020580112766
A014,T3,Incongruent,70.56,0.7124817,-0.3742499,0.8142552038775873,0.6322318042926923,-0.031247687362327248
A014,T4,Incongruent,148.87,0.5585034,-0.6940057,0.6539963379888988,0.1043145156626959,-0.28261044409695957
A015,T1,Common,1.0,1.1149864,0.1478312,1.2264331566092332,1.4566289341922862,0.2601541613459395
A015,T2,Common,23.69,-0.12606643,-0.23167688,-0.0567775506368435,0.8414877111872588,0.5700407392344281
A015,T3,Common,70.59,0.20315361,-0.16636986,0.2836259117749715,0.947343270714776,0.4511234490702657
A015,T4,Common,146.54,-0.7618113,-0.647737,-0.7141183217470994,0.1670996163134464,0.49870049825483587
A015,T1,Congruent,1.0,1.1867816,0.080849946,1.301302792301943,1.39016021388612,0.12561510054388847
A015,T2,Congruent,23.69,0.3378462,-0.2513115,0.421630537616631,0.8407964773728943,0.2660402998957172
A015,T3,Congruent,70.59,0.05781043,-0.30403167,0.1314556937021973,0.7536022833157898,0.36663559617067815
A015,T4,Congruent,146.54,-0.38666388,-0.4556535,-0.3291114100225362,0.5028340618113197,0.46143479923363195
A015,T1,Incongruent,1.0,0.9689107,0.029915275,1.0811435947805297,1.2995090932258972,0.2521255197415443
A015,T2,Incongruent,23.69,0.058559548,-0.34297073,0.1336604547537783,0.6838737592376746,0.36509948811267434
A015,T3,Incongruent,70.59,-0.27400735,-0.38712233,-0.2124713956796863,0.6109794037305151,0.5033857960838989
A015,T4,Incongruent,146.54,0.17482848,-0.3982483,0.2546718386981981,0.5926104111562486,0.24224178564190146
A016,T1,Common,1.0,0.8493283,-0.42651024,0.9517507980938034,0.5256840757216352,-0.18537301374725024
A016,T2,Common,32.85,-0.29098785,-0.7083215,-0.2273012599282742,0.0688987468480371,0.16879641346967778
A016,T3,Common,80.64,0.0677378,-0.8704279,0.1436101017128,-0.1938580544114832,-0.20291793936338912
A016,T4,Common,150.8,-0.74132484,-1.3285408,-0.6929359480478521,-0.9364091209932008,-0.2196179628292914
A016,T1,Congruent,1.0,0.79601294,-0.32729107,0.8963858242940614,0.7151334271407846,-0.05342953338339912
A016,T2,Congruent,32.85,0.5575102,-0.47805068,0.6492477699209904,0.4657912362807514,-0.06881698186043039
A016,T3,Congruent,80.64,-0.30783665,-1.0141622,-0.2474301335146916,-0.4208867071160412,-0.11425780183207082
A016,T4,Congruent,150.8,-0.89812744,-1.9602563,-0.8590932001735608,-1.9856372106080007,-0.6993522683989128
A016,T1,Incongruent,1.0,1.0116307,-0.20109226,1.1256060856040078,0.918115318569428,-0.015028760480900072
A016,T2,Incongruent,32.85,0.3017915,-0.51146555,0.3868135079788881,0.4056885675301298,0.05238980187934303
A016,T3,Incongruent,80.64,0.11681125,-0.6307198,0.1942881646233239,0.2087996281657656,0.029525133764805145
A016,T4,Incongruent,150.8,-0.47199276,-1.0874058,-0.4185323618619796,-0.545189618863619,-0.12448712002912013
A017,T1,Common,1.0,1.7082521,0.22713786,1.8398517638427696,1.5851763838930777,0.006022506876949496
A017,T2,Common,20.61,1.5363775,0.12913221,1.6621386788779369,1.4263199100008677,0.001763072293762158
A017,T3,Common,61.28,1.2156272,0.25517404,1.330492668842738,1.6306199751167187,0.31450432025586417
A017,T4,Common,140.49,-0.06760119,-0.10067907,0.0036737211834798,1.053820879572976,0.6728644067652243
A017,T1,Congruent,1.0,0.67906034,-0.15210493,0.7751987971853916,1.0048747972326315,0.17685304930451645
A017,T2,Congruent,20.61,1.5527916,0.22161458,1.6805646795284277,1.622971656136274,0.06273942174926694
A017,T3,Congruent,61.28,1.091971,0.18487115,1.203059446259279,1.562201484762706,0.2760229514538316
A017,T4,Congruent,140.49,0.8356505,-0.003696698,0.9374585157796848,1.25032803041985,0.2341429935098236
A017,T1,Incongruent,1.0,0.6303517,-0.050550863,0.728775232638536,1.1666593829173206,0.35547674255600975
A017,T2,Incongruent,20.61,2.113085,0.37616742,2.271987211686185,1.871171885802984,-0.018849547319577997
A017,T3,Incongruent,61.28,1.0203537,0.16344005,1.1346848849357776,1.5199586900211086,0.36423452566961156
A017,T4,Incongruent,140.49,0.34203538,-0.05830908,0.4286988812279789,1.1538505554207024,0.5075207744916699
A018,T1,Common,1.0,0.07809487,-0.26172757,0.1543189956441704,0.7927788188792348,0.42306229821238217
A018,T2,Common,34.03,0.20171568,-0.1593717,0.282139136089306,0.9586865251223894,0.45920328797734794
A018,T3,Common,83.64,-0.72949773,-0.75480217,-0.6807070776719011,-0.0064413518130851,0.3692370128202774
A018,T4,Common,150.87,-1.2705388,-0.9304417,-1.240127013150292,-0.2911338813956652,0.49375368371396333
A018,T1,Congruent,1.0,0.5618547,-0.08675025,0.653749568421183,1.1129652804473096,0.3024159422661048
A018,T2,Congruent,34.03,-0.67173314,-0.59518427,-0.6245019882522499,0.272063314366514,0.48186487190292004
A018,T3,Congruent,83.64,-1.4463239,-0.76017225,-1.4271378546651825,-0.000811259922789,0.74182197571704
A018,T4,Congruent,150.87,-1.3813379,-0.9158059,-1.3597989486153463,-0.2582146537266309,0.5582139114900762
A018,T1,Incongruent,1.0,0.30357635,-0.2737818,0.3886711595881176,0.7981047828150752,0.3018472805207508
A018,T2,Incongruent,34.03,0.13325407,-0.24162628,0.2114016649361072,0.8511935928785288,0.4303788241561599
A018,T3,Incongruent,83.64,-1.2524856,-0.82405907,-1.2308604455766434,-0.1104037864528364,0.5867275709272496
A018,T4,Incongruent,150.87,-1.2764258,-0.6834587,-1.25577713384472,0.1217276279289334,0.7481830392707567
A019,T1,Common,1.0,0.047048267,-2.011773,0.1222177567362199,-2.043854029951174,-1.3759438204465797
A019,T2,Common,28.69,-0.20232682,-2.686788,-0.1356284638463655,-3.1379797535635374,-1.9352084410316575
A019,T3,Common,83.68,0.07857297,-2.407096,0.1548133364363625,-2.6846295141042824,-1.8041824562310356
A019,T4,Common,154.76,-0.5522269,-2.3311577,-0.4974144557628087,-2.5615418087386344,-1.3676141457791682
A019,T1,Congruent,1.0,-0.10662708,-2.1664224,-0.0389354988155589,-2.326616515708808,-1.3227636263153317
A019,T2,Congruent,28.69,-0.14847471,-2.009122,-0.0822982788755455,-2.066456474440729,-1.150034902008247
A019,T3,Congruent,83.68,-0.024053447,-2.1491692,0.0466278242814251,-2.29808134844918,-1.3507956354268154
A019,T4,Congruent,154.76,-0.56357664,-2.5337958,-0.5124295358443612,-2.934217506582288,-1.4272187702714203
A019,T1,Incongruent,1.0,0.01742278,-2.4123783,0.0908457738149311,-2.732721134192842,-1.7925924275755636
A019,T2,Incongruent,28.69,0.18928657,-2.1736994,0.2697196545678146,-2.3386619248174685,-1.6366001325953417
A019,T3,Incongruent,83.68,0.3077405,-2.37307,0.3930051596153317,-2.667823073996109,-1.9125040653586842
A019,T4,Incongruent,154.76,0.12470522,-1.7481909,0.2025041189464936,-1.636146775415904,-1.1523501102671034
A020,T1,Common,1.0,0.353878,-0.15611939,0.4394703258206923,0.9639581650595194,0.37628446893780515
A020,T2,Common,26.85,0.3275236,-0.3256946,0.4122206814497545,0.6890952370535218,0.2152051858237129
A020,T3,Common,78.25,-0.111905396,-0.6582603,-0.0421354741553164,0.1500424942831359,0.11919995072413364
A020,T4,Common,145.78,-1.2903628,-1.5926524,-1.2606244234502595,-1.3645052306565697,-0.18240342354605132
A020,T1,Congruent,1.0,0.624766,-0.26701468,0.7189386571506483,0.8148248971554246,0.09641105255282201
A020,T2,Congruent,26.85,0.106271744,-0.51464427,0.181671615139085,0.4052688861497461,0.13944523678227838
A020,T3,Congruent,78.25,-0.90979683,-1.3487837,-0.8711850962260782,-0.9743191411669828,-0.10929023103767888
A020,T4,Congruent,145.78,-1.1804005,-1.2898188,-1.1515863381992837,-0.8767967520480219,0.0928472776249939
A020,T1,Incongruent,1.0,-0.1143842,-0.45759633,-0.0463374340202836,0.494626727723042,0.3404233178325281
A020,T2,Incongruent,26.85,0.006319595,-0.39950776,0.0792897049672279,0.5905310408732453,0.33455597566898565
A020,T3,Incongruent,78.25,-0.46397996,-0.81771845,-0.4101927306243774,-0.0999354136551166,0.15523191081124876
A020,T4,Incongruent,145.78,-1.1247153,-1.1671014,-1.097878568440336,-0.6767671698188816,0.15425839339500008
A021,T1,Common,1.0,0.4223149,-0.5802737,0.5102319894081554,0.2764502706393175,-0.10281593498868388
A021,T2,Common,30.21,0.46531308,-0.41855347,0.5546907937671077,0.5385811324298078,0.040670501523715874
A021,T3,Common,74.19,0.4942931,-0.46029195,0.5846552489951785,0.4709276067563336,-0.01909087286570743
A021,T4,Common,140.39,0.15331583,-0.34437293,0.2320951699923075,0.6588197004697117,0.29461370693132494
A021,T1,Congruent,1.0,1.2699473,-0.44721925,1.3874796189856715,0.516783516663725,-0.4233551622995505
A021,T2,Congruent,30.21,0.7715782,-0.48956826,0.8710663914744977,0.4467422441096673,-0.19518625272507928
A021,T3,Congruent,74.19,0.31695673,-0.5939567,0.3999847360938283,0.2740935994888624,-0.04982446145804098
A021,T4,Congruent,140.39,-0.10094785,-0.35563362,-0.0330506446099545,0.6682575197836349,0.4029351085636253
A021,T1,Incongruent,1.0,1.0008813,-0.15455027,1.114418232166323,0.9949562114265532,0.03998641794917002
A021,T2,Incongruent,30.21,0.80346143,-0.38272583,0.9089458735931192,0.6182380315942217,-0.09073676990633861
A021,T3,Incongruent,74.19,0.53838366,-0.34876692,0.6330559410993677,0.674304241157989,0.09235115592860205
A021,T4,Incongruent,140.39,0.44634163,-0.2532734,0.5372596416085132,0.8319641808999244,0.24412171718146225
A022,T1,Common,1.0,-1.2636837,-1.2542998,-1.2330390492001653,-0.8160725538847581,0.15368903202168116
A022,T2,Common,24.15,-1.3087242,-1.8677373,-1.279609550038326,-1.810387863290414,-0.4575387762314185
A022,T3,Common,74.46,-1.1600952,-1.0122173,-1.12593170523032,-0.4236832136680372,0.3462323464782098
A022,T4,Common,141.71,-1.8277833,-2.1071615,-1.8163008001710963,-2.198468389019933,-0.4116995000116087
A022,T1,Congruent,1.0,-0.53534746,-0.64802283,-0.4831782801910836,0.1846733144037299,0.357913899380607
A022,T2,Congruent,24.15,-1.2725997,-1.492753,-1.2471237349719737,-1.2124307990479324,-0.051202551131071306
A022,T3,Congruent,74.46,-0.3583374,-0.8369283,-0.299759331491121,-0.1277585349174793,0.0821650892550257
A022,T4,Congruent,141.71,-1.6439725,-1.9266484,-1.6319425896278137,-1.9300529104349973,-0.2652884229106307
A022,T1,Incongruent,1.0,-0.6728256,-0.97853035,-0.6275569008496451,-0.3654360933220316,0.10183972938713065
A022,T2,Incongruent,24.15,-1.1818743,-1.6442801,-1.1573690064782385,-1.4645898942103908,-0.3167851781321729
A022,T3,Incongruent,74.46,-0.9300377,-0.6643592,-0.89526033333882,0.1532609300744725,0.5758186104673342
A022,T4,Incongruent,141.71,-1.1718539,-1.6971332,-1.1469398879612067,-1.5518504388125216,-0.37804531604590996
A023,T1,Common,1.0,0.7560503,-0.3546272,0.8553041960982223,0.6421986467392518,-0.05785554468401849
A023,T2,Common,25.63,0.62134933,-0.38793874,0.7160275087549183,0.5882042720851445,-0.016042087197852717
A023,T3,Common,72.2,0.5609531,-0.485421,0.6535796522738233,0.4301961563219859,-0.08298023561092843
A023,T4,Common,145.07,0.7166849,-0.19640866,0.8146015752637613,0.8986536508004822,0.128706333577482
A023,T1,Congruent,1.0,0.3593427,-0.53677994,0.4439053474818373,0.3686585735205565,-0.018082036839484228
A023,T2,Congruent,25.63,0.23052591,-0.60698503,0.3104245713231044,0.252545969155728,-0.015680112205434665
A023,T3,Congruent,72.2,0.8105363,-0.45389134,0.9114350221915768,0.5057485084263377,-0.18212224555805717
A023,T4,Congruent,145.07,0.73241305,-0.5553943,0.8304832142320498,0.3378721758649949,-0.23692202617684716
A023,T1,Incongruent,1.0,0.6409365,-0.23518662,0.7397917722656043,0.8618254808596038,0.15504249102040119
A023,T2,Incongruent,25.63,0.9657876,-0.5212391,1.077893107769977,0.3895524223334214,-0.3268948713479654
A023,T3,Incongruent,72.2,0.35428703,-0.7865364,0.4414502594044177,-0.0484538039707106,-0.26662667166969156
A023,T4,Incongruent,145.07,-0.029036624,-0.73089755,0.042491353777144,0.0434060179136494,0.005015459422644482
A024,T1,Common,1.0,0.22889724,-0.6836894,0.3102440386273,0.1088246955107959,-0.10047362884824601
A024,T2,Common,29.57,0.36377516,-0.31257537,0.4497036868640957,0.7103600786007275,0.20826432846248172
A024,T3,Common,91.47,0.088006705,-0.43025056,0.1645675301891958,0.5196214247782609,0.2425078221939675
A024,T4,Common,145.65,-0.55584866,-0.9618955,-0.5011592449440039,-0.3421170620440338,0.055785817212008176
A024,T1,Congruent,1.0,0.47844794,-0.5529413,0.5673229538340229,0.3419292067513156,-0.09770388215388925
A024,T2,Congruent,29.57,0.017539348,-0.52084565,0.0897265426954693,0.3950123879035938,0.18134772391415785
A024,T3,Congruent,91.47,0.29259917,-0.5644715,0.3747452776805818,0.3228593422892467,-0.008547271717858629
A024,T4,Congruent,145.65,0.053292714,-0.51859456,0.1267744076823801,0.3987354786732178,0.16422731325697576
A024,T1,Incongruent,1.0,-0.25018412,-0.63189185,-0.1876764484591664,0.2068645719192838,0.23223143535820276
A024,T2,Incongruent,29.57,0.23450464,-0.38149142,0.3167821082763913,0.6202760442909664,0.22673628544481042
A024,T3,Incongruent,91.47,0.17008209,-0.6993244,0.2497318498915584,0.0955333342641525,-0.0723669917778772
A024,T4,Incongruent,145.65,-0.98404473,-1.1861862,-0.9514702367980502,-0.7082762022431436,0.055977189995456755
A025,T1,Common,1.0,1.1146866,-0.14081731,1.2261231725692852,0.988761168478368,-0.03930389105621468
A025,T2,Common,23.33,-0.044434816,-0.6132905,0.0276270440769678,0.2229336373921088,0.12761614783824674
A025,T3,Common,72.94,-0.37301433,-0.88580674,-0.312114134021399,-0.2187854774218144,0.031079169293971837
A025,T4,Common,137.74,-1.720921,-1.417594,-1.705808447028529,-1.0807546494481186,0.24349352842525207
A025,T1,Congruent,1.0,0.6015891,-0.38930637,0.6949226061300217,0.6125659638205876,-0.007849441569691196
A025,T2,Congruent,23.33,0.256282,-0.31195822,0.3371131954070781,0.7404925164295423,0.25210048536567425
A025,T3,Congruent,72.94,-0.12336018,-0.5638975,-0.0562744433393411,0.3238086842088341,0.21618491581780308
A025,T4,Congruent,137.74,-1.6342648,-1.0112624,-1.6218834092157246,-0.4160907111257629,0.6033983298331999
A025,T1,Incongruent,1.0,0.93630815,-0.1315356,1.0472112310118733,1.032953464909099,0.10012081235640213
A025,T2,Incongruent,23.33,0.36178952,-0.3282735,0.449258765789676,0.7081389072411555,0.2120795548511282
A025,T3,Incongruent,72.94,-0.5395733,-1.0377458,-0.488869420373115,-0.4632008869833353,-0.03460509865867589
A025,T4,Incongruent,137.74,-1.9491707,-1.9472052,-1.955962385314565,-1.9647196727788188,-0.20958912151304632
A026,T1,Common,1.0,0.4397963,-0.36503953,0.5283072228836324,0.625321394980786,0.11069116391277495
A026,T2,Common,26.48,0.13197225,-0.4322403,0.2100265604013981,0.5163962731634072,0.21550849943728212
A026,T3,Common,75.46,-0.097730406,-0.82322145,-0.0274789675961991,-0.117341545496243,-0.060074936323770235
A026,T4,Common,147.65,0.5985375,-0.48267612,0.6924407735247369,0.4346453075500758,-0.10144594583957345
A026,T1,Congruent,1.0,0.79169786,-0.3819697,0.8919145109847713,0.6247001247634096,-0.10330556534006113
A026,T2,Congruent,26.48,-0.0023218978,-0.47930023,0.0691461936209164,0.4637245983092871,0.2317154828063856
A026,T3,Congruent,75.46,0.18565296,-0.44024467,0.2639269354595496,0.5283188148614888,0.1676914568459965
A026,T4,Congruent,147.65,0.22969332,-0.27736092,0.3095618362757399,0.7977131909844966,0.2994606733668457
A026,T1,Incongruent,1.0,-0.018352944,-0.5305961,0.0536108065852193,0.3741040017896473,0.21013777229653935
A026,T2,Incongruent,26.48,-0.112894766,-0.41408488,-0.0447872480287766,0.5664641946536174,0.3854440053893829
A026,T3,Incongruent,75.46,0.34201106,-0.2952491,0.4286735692481842,0.7626622394422679,0.2578686343035916
A026,T4,Incongruent,147.65,0.1639828,-0.5032541,0.2433837781299775,0.4192456833657793,0.13762331008106635
A027,T1,Common,1.0,0.6751755,-0.34756047,0.7716821239368099,0.6536530456412364,-0.004654005303814046
A027,T2,Common,28.26,0.08495351,-0.4481119,0.1614106198461363,0.4906701399146853,0.22569861427117657
A027,T3,Common,74.58,0.060664784,-1.080568,0.1362968192768518,-0.5344722466479138,-0.41704004085330937
A027,T4,Common,145.92,-0.79506606,-1.1325653,-0.7485027275252956,-0.6187542011057987,0.014289935188892378
A027,T1,Congruent,1.0,0.517701,-0.2076202,0.6079972239769545,0.9130577711207554,0.21081837548191934
A027,T2,Congruent,28.26,0.7571614,-0.46383077,0.8561276117259478,0.4893096276670948,-0.16284464264898263
A027,T3,Congruent,74.58,-0.47441643,-0.91895676,-0.4200411598160841,-0.263425879302853,0.06641414100430396
A027,T4,Congruent,145.92,-0.8685989,-1.7252904,-0.8284955394335736,-1.597025749730651,-0.49094499479792875
A027,T1,Incongruent,1.0,0.5201564,-0.22527617,0.6140852159006984,0.878187648154468,0.23260336496824408
A027,T2,Incongruent,28.26,0.010671567,-0.3967447,0.0838191879989235,0.5950928569326318,0.33504902055932895
A027,T3,Incongruent,74.58,-0.40883735,-1.1700761,-0.352800928398075,-0.6816784038246061,-0.24669329846585442
A027,T4,Incongruent,145.92,-1.0561506,-1.2431318,-1.026517207378432,-0.8022934702689567,0.036042760861220824
A028,T1,Common,1.0,1.365022,-0.054767232,1.4849623274525867,1.128238963577218,-0.09195176252084247
A028,T2,Common,22.82,0.7000891,-0.33236355,0.7974420251297719,0.6782855961648235,-0.0030081173415051343
A028,T3,Common,72.26,-0.13056406,-0.65912193,-0.0614279626368155,0.1486458859896372,0.12888731453330166
A028,T4,Common,138.91,-0.24690272,-0.63351375,-0.1817185824798571,0.1901539539183434,0.2214479719329961
A028,T1,Congruent,1.0,1.2956499,0.19452086,1.4141128163918286,1.5781611959384243,0.17546136489011133
A028,T2,Congruent,22.82,0.0824405,-0.57829607,0.1569775287086737,0.2999948060152546,0.09152089423712947
A028,T3,Congruent,72.26,-0.16386057,-0.7359198,-0.0982412047524409,0.0393000073902758,0.07378323640091296
A028,T4,Congruent,138.91,-0.2888496,-0.8922511,-0.2277556316817809,-0.2192572337832528,-0.008102508037107645
A028,T1,Incongruent,1.0,1.16972,0.027775345,1.290143633603542,1.2959760656984591,0.13827985012358546
A028,T2,Incongruent,22.82,0.6656244,-0.25811836,0.765486658201956,0.8239651449270952,0.11715992851696294
A028,T3,Incongruent,72.26,-0.24938773,-0.53546923,-0.1868475747918698,0.3660584571060435,0.33339018778703355
A028,T4,Incongruent,138.91,-0.45286596,-1.0116268,-0.3986254056475016,-0.4200783801774325,-0.0552670277963144
A029,T1,Common,1.0,1.5517049,0.13776043,1.677986742166462,1.4403053139563156,0.0020269611687084854
A029,T2,Common,28.43,0.7344401,-0.30871353,0.8329599095735872,0.7166197002157658,0.0020602362041771127
A029,T3,Common,93.26,0.53695965,-0.42374143,0.6287711580667126,0.5301720148708321,-0.00534725665384761
A029,T4,Common,143.14,0.37976265,-0.3897824,0.4662342630443132,0.5852159002243782,0.1190536271635253
A029,T1,Congruent,1.0,1.394524,0.08558736,1.516566786949519,1.3979954502983858,0.018173694579908695
A029,T2,Congruent,28.43,1.1095906,-0.24591371,1.2213169877149106,0.8497239134706821,-0.1447434528500317
A029,T3,Congruent,93.26,0.69072795,-0.21559593,0.7872888487906008,0.8998666651480874,0.10994986777759874
A029,T4,Congruent,143.14,0.9098431,-0.23756483,1.0143373592381688,0.8635321743863711,-0.029117472336094186
A029,T1,Incongruent,1.0,1.5976703,0.053527508,1.7355494455570706,1.338492924086384,-0.07239916584099348
A029,T2,Incongruent,28.43,1.2298656,-0.047662362,1.3527424910022448,1.1714283022492766,0.02536728223385043
A029,T3,Incongruent,93.26,0.6873079,-0.377799,0.7880545987396641,0.6263722350555535,-0.020998187315720007
A029,T4,Incongruent,143.14,0.2947379,-0.76733285,0.3794722012075284,-0.0167487151245643,-0.21329996079303934
A030,T1,Common,1.0,-0.000991546,-0.56138754,0.0725460578966956,0.3070626769951153,0.1568556814894954
A030,T2,Common,32.95,0.46248072,-0.32249522,0.5517622200666831,0.6942810832311784,0.14198889808586423
A030,T3,Common,71.93,-0.19670881,-0.6964402,-0.1298196131583449,0.0881570388266682,0.12766178564063688
A030,T4,Common,150.46,0.2379243,-0.47005928,0.3195777428556307,0.4550958296787712,0.11616306103488844
A030,T1,Congruent,1.0,-0.02795182,-0.7866119,0.0425883054128347,-0.0445399499649859,-0.04786146654963723
A030,T2,Congruent,32.95,0.76113397,-0.33011407,0.8602440139973047,0.7104644511146603,-0.037326386876758266
A030,T3,Congruent,71.93,-0.05983226,-0.7536597,0.0095535909514519,0.009959884185938,0.0007801758152470454
A030,T4,Congruent,150.46,-0.21564299,-0.54322547,-0.1518984773251971,0.3579982741774229,0.2856569611194872
A030,T1,Incongruent,1.0,0.38870603,-0.4607326,0.4772731637034181,0.4894487414134533,0.05754865844047374
