predictor,seed42_ci_width,seed43_ci_width,stability_ratio
const,2.0630266729453544,2.158397527847005,0.9558140455262739
Age,0.01788787604339847,0.018164880402695628,0.9847505541926909
RAVLT_T,0.02633356639014801,0.02802509811051527,0.939642255177955
BVMT_T,0.032611760415184654,0.03520198960551322,0.9264181025176232
RPM_T,0.02949997939337222,0.03015858510199404,0.9781619162041433
Education,0.14342401574020922,0.14330048238427562,1.0008620582002112
