predictor,sr2,percent_unique_variance
Age,0.0002180150089617916,0.02180150089617916
RAVLT_T,0.012537994059776736,1.2537994059776736
BVMT_T,0.012942156472732669,1.2942156472732669
RPM_T,0.09063248997724171,9.063248997724171
Education,0.00017689941166498802,0.0176899411664988
