comparison,f_stat,p_uncorrected,p_bonferroni,significant_corrected
Minimal_vs_Core,6.470147169990295,0.012566834190149256,0.050267336760597026,False
Core_vs_Extended,5.8111873752971785,0.004173308771945883,0.01669323508778353,True
Extended_vs_Full,0.8425158960961696,0.47408373476972876,1.0,False
Full_vs_Full+Retention,2.7921970532094655,0.0666635076699087,0.2666540306796348,False
