uid,ravlt_total,ravlt_pct_ret,theta_free_recall,theta_recognition
A010,44,63.63636363636363,0.554049634,0.729078025
A011,63,78.57142857142857,0.2022236724999999,0.1424668025
A012,45,90.9090909090909,0.1750036799999999,0.0870427999999999
A013,51,71.42857142857143,-0.3174417,-0.222536465
A014,64,100.0,0.2958543624999999,0.352329025
A015,48,130.0,1.2505922275,1.34465797
A016,55,75.0,0.5539736399999999,0.5254173025000001
A017,41,100.0,0.5455460125,0.597226025
A018,62,86.66666666666667,0.13864442075,0.1753272925
A019,52,85.71428571428571,-0.6832345875,-0.8133783
A020,54,76.92307692307693,-0.7452180310000001,-0.67730777175
A021,63,100.0,0.7210150675,0.555279165
A022,51,80.0,0.4704250175,0.5087431675
A023,59,107.14285714285714,0.1080352487499999,0.12001027575
A024,52,93.33333333333331,-0.0575760176499999,-0.100757124
A025,57,85.71428571428571,0.4804895449999999,0.3358855125
A026,44,61.53846153846154,0.39372707375,0.3264196924999999
A027,61,92.85714285714286,-0.1812103625,0.13713922125
A028,53,83.33333333333334,0.2802727335,0.0654162975
A029,62,80.0,1.1252086125,1.16225375
A030,45,83.33333333333334,0.5055635224999999,0.71663706
A031,50,81.81818181818183,0.0792886025,0.25241227
A032,55,107.14285714285714,0.6587828325,0.494784035
A033,53,109.09090909090908,0.1877117825,0.1821050575
A034,64,108.33333333333331,0.7900611025000001,1.00387415675
A035,53,66.66666666666666,-0.332765725,-0.32466241
A036,49,100.0,-0.297961925,-0.2388508
A037,60,107.14285714285714,0.5853731325,0.6241316225
A038,68,86.66666666666667,0.5094793464999999,0.5453409465
A039,57,78.57142857142857,1.16869045,1.267663605
A040,36,87.5,-0.839492015,-0.9785673075
A041,38,75.0,0.2057013235,0.0997181099999999
A042,54,73.33333333333333,-0.84650285,-0.9513145625
A043,48,109.09090909090908,0.3422237445,0.338755625
A044,59,85.71428571428571,-0.89870732,-0.98255685
A045,37,90.0,-0.7197047775,-0.84552735
A046,46,92.3076923076923,-1.1691676375,-1.39027405
A047,37,55.55555555555556,-0.72880571,-0.8298923149999999
A048,51,80.0,0.4763606825,0.3221427125
A049,43,81.81818181818183,0.60122723,0.492970975
A050,41,109.09090909090908,-0.41454419,-0.6642089404999999
A051,44,109.09090909090908,0.0541617125,0.1189900474999999
A052,57,76.92307692307693,0.312846205,0.2754202425
A053,53,83.33333333333334,0.167382475,0.1440856875
A054,54,107.6923076923077,0.68185948,0.8145129175
A055,52,85.71428571428571,-0.426527325,-0.33795647
A056,52,76.92307692307693,-0.1532349549999999,-0.1184961865
A057,53,78.57142857142857,-0.671004937,-0.7863072175000001
A058,42,90.0,-0.1769117531499999,-0.1600315465
A059,54,93.33333333333331,1.0540936575,1.2133000775
A060,52,107.6923076923077,0.31314581125,0.2781848249999999
A061,65,100.0,0.9323918725,0.965054225
A062,55,115.38461538461536,-0.1194558949999999,-0.1168797375
A063,60,107.6923076923077,0.1337335306499999,0.2575359535
A064,67,93.33333333333331,0.3126001675,0.492704475
A065,56,57.14285714285714,-1.33068144525,-1.7330772875
A066,47,90.9090909090909,-0.3931823725,-0.49175725125
A067,60,86.66666666666667,-0.9232703825,-0.8756185249999999
A068,56,86.66666666666667,0.2917340324999999,0.388611384075
A069,52,92.85714285714286,-0.941063235,-0.9712489325
A070,60,73.33333333333333,-0.41206129825,-0.2283237495
A071,59,71.42857142857143,0.261437025,0.1150056212499999
A072,54,108.33333333333331,0.4695065525,0.4132837749999999
A073,52,108.33333333333331,0.7875095025,0.824890339
A074,60,100.0,-0.0238621399999999,-0.0911826505
A075,42,69.23076923076923,-0.3326542725,-0.299129055
A076,38,44.44444444444444,-1.0952408375,-1.1399372424999998
A077,71,80.0,0.20708366,0.0964487325
A078,52,78.57142857142857,-0.6363346265000001,-0.6331212025
A079,60,93.33333333333331,-0.30597057625,-0.3565525699999999
A080,58,100.0,0.103542155,0.1326782275
A081,46,72.72727272727273,0.3196943974999999,0.2085604325
A082,64,93.33333333333331,0.3825955399999999,0.3901994474999999
A083,57,84.61538461538461,0.76048046625,0.764093685
A084,41,72.72727272727273,-0.173836915,0.16757192675
A085,46,81.81818181818183,0.09286560625,-0.08068557125
A086,58,71.42857142857143,-0.4035021725,-0.2423090275
A087,53,78.57142857142857,0.7811800475,0.6680230425
A088,47,91.66666666666666,1.733542025,1.84407295
A089,49,81.81818181818183,0.5937588125,0.66546170325
A090,53,92.3076923076923,-0.35701296,-0.5797269995000001
A091,52,57.14285714285714,-0.3329253635,-0.2323805987499999
A092,40,63.63636363636363,-0.8200598674999999,-0.8297681775000001
A093,50,75.0,0.643234925,0.6357189775
A094,46,60.0,-0.7430637275,-0.923011548125
A095,48,109.09090909090908,0.31778346,0.42835062
A096,46,100.0,-1.097631305,-1.26631366
A097,28,80.0,0.0603199024999999,-0.1498157325
A098,58,85.71428571428571,0.2962825250000001,0.2403916365
A099,44,92.85714285714286,0.85012105,0.8996860375
A100,45,72.72727272727273,0.59073483,0.6034057875000001
A101,28,100.0,-0.91125265,-0.8425217825
A102,57,78.57142857142857,0.0979940224999999,0.1287507625
A103,67,66.66666666666666,-0.2248864749999999,-0.219839225
A104,45,88.88888888888889,0.1228958625,0.134092425
A105,50,100.0,0.1767069775,0.15162019125
A106,53,100.0,0.5759672125,0.52073242125
A107,46,66.66666666666666,-0.8855317175,-1.132382225
A108,36,54.54545454545454,-0.77697339,-0.7276807625
A109,50,61.53846153846154,-0.7426673855,-0.7889798775
