UID,test,composite_ID,TSVR_hours,z_theta_accuracy,z_theta_confidence,calibration
A088,T4,A088_T4,149.93,1.251892245402226,0.2916800855945743,-0.9602121598076518
A089,T1,A089_T1,1.0,1.6920349763380054,1.3149276459997494,-0.37710733033825594
A089,T2,A089_T2,32.14,1.0183185124440703,0.8951197797994533,-0.123198732644617
A089,T3,A089_T3,79.34,0.5493619314032608,0.14854152067242368,-0.4008204107308372
A089,T4,A089_T4,146.96,0.37984218744264325,-0.04011573156847852,-0.4199579190111218
A090,T1,A090_T1,1.0,0.20705172477805353,-0.692135549614722,-0.8991872743927756
A090,T2,A090_T2,23.54,-0.5482841152065139,-0.8894812352276119,-0.34119712002109803
A090,T3,A090_T3,95.42,-1.656790827155912,-1.688746552283932,-0.03195572512802003
A090,T4,A090_T4,144.07,-1.2184826351430775,-1.4623929879970337,-0.24391035285395612
A091,T1,A091_T1,1.0,0.6756325526710644,0.9654769473843341,0.2898443947132697
A091,T2,A091_T2,22.2,-0.27452128912313567,0.30045646396140446,0.5749777530845401
A091,T3,A091_T3,73.64,-1.1512882773748552,-0.2060575954757987,0.9452306818990565
A091,T4,A091_T4,142.61,-0.8569384563461946,-0.1686537404869393,0.6882847158592553
A092,T1,A092_T1,1.0,-0.3085955667716054,0.19690060122477393,0.5054961679963793
A092,T2,A092_T2,22.83,-0.8401999888908417,0.1180768213306318,0.9582768102214735
A092,T3,A092_T3,71.31,-0.4883519595322113,-0.4301958582111347,0.05815610132107657
A092,T4,A092_T4,146.16,-1.471965532800168,-0.5550616701631657,0.9169038626370023
A093,T1,A093_T1,1.0,0.5883870912558272,1.6000890847062574,1.0117019934504303
A093,T2,A093_T2,22.09,0.1950264693843144,0.4782739385201989,0.2832474691358845
A093,T3,A093_T3,70.22,0.7042494848638725,0.01914602027661798,-0.6851034645872546
A093,T4,A093_T4,140.95,0.538964974960814,-0.3775062346386897,-0.9164712095995037
A094,T1,A094_T1,1.0,-0.7575012242506391,-0.19035715229210964,0.5671440719585294
A094,T2,A094_T2,22.98,-0.19324480592080914,-0.4249398957859374,-0.23169508986512824
A094,T3,A094_T3,76.21,-1.792688656995179,-1.3593562538599626,0.43333240313521637
A094,T4,A094_T4,149.99,-1.255306464813853,-1.2506538927724125,0.004652572041440539
A095,T1,A095_T1,1.0,1.625785218614586,1.042096546880903,-0.5836886717336831
A095,T2,A095_T2,29.71,-0.2987596394081406,-0.16756095832030615,0.13119868108783445
A095,T3,A095_T3,78.76,-0.6006681252071127,-0.09495856004737832,0.5057095651597343
A095,T4,A095_T4,148.79,-0.809584693173845,-0.450351106391643,0.35923358678220196
A096,T1,A096_T1,1.0,-0.4934276408069352,1.2317598989132588,1.725187539720194
A096,T2,A096_T2,24.49,-1.3411348778563943,0.558353782555755,1.8994886604121493
A096,T3,A096_T3,71.19,-2.2613936483638555,0.7145301480140154,2.975923796377871
A096,T4,A096_T4,143.66,-1.5486401072118323,0.7869254564603454,2.3355655636721777
A097,T1,A097_T1,1.0,0.2508044717316057,-0.4421898965263962,-0.6929943682580019
A097,T2,A097_T2,24.37,-0.5882906548656369,-0.9826096777226333,-0.3943190228569964
A097,T3,A097_T3,70.83,0.8298920429707887,-0.6109648122915482,-1.4408568552623369
A097,T4,A097_T4,144.85,0.0848805384670536,-1.1869150340268706,-1.2717955724939243
A098,T1,A098_T1,1.0,0.6299481690709979,0.7430001305097979,0.11305196143879992
A098,T2,A098_T2,25.77,0.36248016955062723,0.0848388273944044,-0.2776413421562228
A098,T3,A098_T3,78.84,1.2233536079153857,0.9300775970691094,-0.2932760108462763
A098,T4,A098_T4,146.29,-0.7400534645983602,0.42719634692543423,1.1672498115237944
A099,T1,A099_T1,1.0,1.182010486205652,1.564421392359358,0.382410906153706
A099,T2,A099_T2,28.75,1.315826530682076,1.2792753071079483,-0.036551223574127656
A099,T3,A099_T3,78.57,-0.23367905861580718,0.8345014703988448,1.068180529014652
A099,T4,A099_T4,143.51,0.8937194423646672,1.2932665471047153,0.3995471047400482
A100,T1,A100_T1,1.0,-0.08054933835957577,0.9227046457097665,1.0032539840693422
A100,T2,A100_T2,31.14,0.8313933606420871,0.8238911218205032,-0.007502238821583962
A100,T3,A100_T3,75.34,0.27537834200336675,0.6764297714134655,0.40105142941009875
A100,T4,A100_T4,146.8,0.058756901238753316,0.04056045884482495,-0.01819644239392837
A101,T1,A101_T1,1.0,-1.103595138272985,-0.35836293066352976,0.7452322076094552
A101,T2,A101_T2,29.12,-0.7484568244788272,-0.8443467236784874,-0.09588989919966018
A101,T3,A101_T3,75.21,-1.6080538292628013,-2.102652368527147,-0.4945985392643457
A101,T4,A101_T4,150.22,-1.2396612948444705,-1.7963433635948198,-0.5566820687503493
A102,T1,A102_T1,1.0,-0.05339326398148747,0.738801061549941,0.7921943255314284
A102,T2,A102_T2,29.13,1.127034170376143,0.2860127212794393,-0.8410214490967038
A102,T3,A102_T3,75.27,-0.5131361058036286,-0.3962800455957564,0.11685606020787215
A102,T4,A102_T4,150.41,-0.5386541841699667,-0.276526398840777,0.2621277853291897
A103,T1,A103_T1,1.0,1.8591147771751562,-1.8674989512486497,-3.726613728423806
A103,T2,A103_T2,27.26,-1.0810148857497024,-3.054060122632795,-1.9730452368830924
A103,T3,A103_T3,80.24,-1.8314600555594953,-2.7151234094630636,-0.8836633539035683
A103,T4,A103_T4,149.72,-1.0321139573228546,-2.97292266796393,-1.9408087106410754
A104,T1,A104_T1,1.0,1.8445896314598622,1.605962488348431,-0.2386271431114313
A104,T2,A104_T2,22.6,0.04136913115756027,0.5480743817424436,0.5067052505848834
A104,T3,A104_T3,72.62,0.23009417136385504,-0.19024095087931184,-0.4203351222431669
A104,T4,A104_T4,145.78,-1.8897350033050213,-1.9138598200237644,-0.024124816718743114
A105,T1,A105_T1,1.0,0.6413970987336896,1.9919550161556279,1.3505579174219382
A105,T2,A105_T2,22.77,0.49585273823613907,1.3700282670705184,0.8741755288343793
A105,T3,A105_T3,69.46,-0.2583412448074239,0.43553830332063626,0.6938795481280602
A105,T4,A105_T4,146.2,0.30753687287935155,0.35473554387196055,0.04719867099260899
A106,T1,A106_T1,1.0,1.2616882468088795,0.8784979070887958,-0.38319033972008365
A106,T2,A106_T2,22.64,0.12541148422349555,0.11143308838176477,-0.013978395841730773
A106,T3,A106_T3,66.08,0.36213122791694086,0.4103396976642152,0.04820846974727433
A106,T4,A106_T4,147.13,1.06407160385944,-0.1037827058412878,-1.167854309700728
A107,T1,A107_T1,1.0,-0.7652655675503877,-1.6923276446760755,-0.9270620771256879
A107,T2,A107_T2,26.22,-1.7190559341352163,-0.8481601885933547,0.8708957455418616
A107,T3,A107_T3,71.45,-1.1097277821883986,-1.3007078735561455,-0.19098009136774685
A107,T4,A107_T4,145.95,-1.3304639799856801,-1.8706372176726906,-0.5401732376870105
A108,T1,A108_T1,1.0,-0.5270413345667877,-0.35447107221904445,0.17257026234774325
A108,T2,A108_T2,27.61,-1.1818416449561344,-1.977870192501574,-0.7960285475454396
A108,T3,A108_T3,68.96,-0.3861067324576701,-0.5635275249006293,-0.17742079244295922
A108,T4,A108_T4,152.12,-1.2071659727918072,-0.661866121979485,0.5452998508123221
A109,T1,A109_T1,1.0,-0.27495544285461726,0.45934481524366255,0.7343002580982798
A109,T2,A109_T2,24.65,-1.1712207472223664,-0.06836358997281536,1.102857157249551
A109,T3,A109_T3,71.17,-0.2522962494371564,0.37861246956833644,0.6309087190054928
A109,T4,A109_T4,149.87,-1.3796898563364297,0.17985555900892233,1.559545415345352
