time,calibration,CI_lower,CI_upper,test
1.0,-0.008142931722567049,-0.17732394862319734,0.16103808517806323,T1
28.769699999999997,-0.010792625457478918,-0.1762639040469597,0.15467865313200188,T2
78.6681,0.014615932120106694,-0.1407217567587657,0.1699536209989791,T3
151.3752,0.004319625059939194,-0.15789337633917466,0.16653262645905303,T4
