time,calibration,CI_lower,CI_upper,test
1.0,0.10178856947830624,0.013383400277229729,0.19019373867938275,T1
28.769699999999997,0.009734531672619607,-0.07939271758861587,0.09886178093385507,T2
78.6681,-0.031648214661034804,-0.11592539217487356,0.052628962852803954,T3
151.3752,-0.07987488648989112,-0.16963886697674552,0.009889093996963277,T4
