term,estimate,SE,z_score,p_value,CI_lower,CI_upper
Intercept,0.4320111661734472,0.07879882553713313,5.482456917709597,4.194591699867429e-08,0.2775654681206663,0.5864568642262281
Segment[T.Late],-0.5170814822353419,0.10461691070332581,-4.942618538045816,7.708020987608762e-07,-0.7221306272138605,-0.31203233725682333
LocationType[T.Destination],-0.047051341152633354,0.09150953180019726,-0.5141687453430062,0.6071340174045368,-0.22641002348101996,0.13230734117575327
Segment[T.Late]:LocationType[T.Destination],0.03701817653071285,0.14620469423772664,0.25319417220983237,0.8001181697315211,-0.24954302417523136,0.3235793772366571
Days_within,-0.20621857324199283,0.08058989453247326,-2.55886391759575,0.010501484057475079,-0.3641747665256404,-0.04826237995834526
Days_within:Segment[T.Late],0.10217660650941152,0.08455735220531674,1.208370459156678,0.22690479738678038,-0.06355580381300929,0.2679090168318323
Days_within:LocationType[T.Destination],-0.002911172205475057,0.11266706750491591,-0.02583871463014724,0.9793859823387534,-0.22373862451511023,0.21791628010416014
Days_within:Segment[T.Late]:LocationType[T.Destination],0.06066134739568465,0.11890154308652055,0.5101813300399598,0.609924430788948,-0.17238567705389563,0.29370837184526494
