UID,test,LocationType,theta,se,TSVR_hours,Segment,Days_within,theta_model_averaged
A070,1,Destination,-0.025029317,0.5,1.0,Early,0.0416666666666666,0.4188171096040857
A070,2,Destination,-0.7115501,0.5,24.25,Early,1.0104166666666667,0.15439272268471382
A070,3,Destination,-0.60091597,0.5,81.92,Late,1.1683333333333332,-0.1711760369813986
A070,4,Destination,-0.9432329,0.5,149.2,Late,3.971666666666666,-0.38488932297715256
A071,1,Destination,-0.09704123,0.5,1.0,Early,0.0416666666666666,0.4188171096040857
A071,2,Destination,-0.43790084,0.5,30.92,Early,1.288333333333333,0.10308240118785632
A071,3,Destination,-0.8310883,0.5,79.96,Late,1.0866666666666662,-0.16305645128141275
A071,4,Destination,-0.20154567,0.5,153.27,Late,4.14125,-0.3944880905263749
A072,1,Destination,0.6814234,0.5,1.0,Early,0.0416666666666666,0.4188171096040857
A072,2,Destination,1.7074885,0.5,33.76,Early,1.4066666666666665,0.08294893749162736
A072,3,Destination,0.09480323,0.5,83.54,Late,1.2358333333333336,-0.17779451390370737
A072,4,Destination,0.58196443,0.5,154.89,Late,4.208749999999999,-0.39822802357625536
A073,1,Destination,0.30522674,0.5,1.0,Early,0.0416666666666666,0.4188171096040857
A073,2,Destination,-0.94399035,0.5,66.66,Late,0.5324999999999998,-0.10393240698689506
A073,3,Destination,-0.27342725,0.5,66.9,Late,0.5425000000000001,-0.10506660748327502
A073,4,Destination,1.1537054,0.5,140.12,Late,3.5933333333333337,-0.3622551682747744
A074,1,Destination,0.39766553,0.5,1.0,Early,0.0416666666666666,0.4188171096040857
A074,2,Destination,-0.40341347,0.5,29.33,Early,1.2220833333333332,0.11483651583988089
A074,3,Destination,1.1376537,0.5,73.02,Late,0.7974999999999998,-0.13310788060979395
A074,4,Destination,0.26247647,0.5,147.21,Late,3.88875,-0.38007413967989023
A075,1,Destination,0.07384318,0.5,1.0,Early,0.0416666666666666,0.4188171096040857
A075,2,Destination,0.8610925,0.5,28.68,Early,1.195,0.11966802217399919
A075,3,Destination,-1.4018217,0.5,71.37,Late,0.7287500000000001,-0.12568924693873246
A075,4,Destination,-0.09748435,0.5,244.53,Late,7.94375,-0.5342477685719782
A076,1,Destination,-0.5232532,0.5,1.0,Early,0.0416666666666666,0.4188171096040857
A076,2,Destination,-1.1163836,0.5,27.3,Early,1.1375,0.1302196553420716
A076,3,Destination,-0.5196874,0.5,74.88,Late,0.8749999999999997,-0.14131234661282588
A076,4,Destination,-1.266146,0.5,149.28,Late,3.975,-0.38508289818508273
A077,1,Destination,-0.5821275,0.5,1.0,Early,0.0416666666666666,0.4188171096040857
A077,2,Destination,-0.5422168,0.5,53.88,Late,0.0,-0.03956081819521317
A077,3,Destination,-0.26786017,0.5,78.36,Late,1.0199999999999998,-0.15630194107555992
A077,4,Destination,0.8029541,0.5,149.75,Late,3.994583333333333,-0.3862071371777597
A078,1,Destination,-0.27483156,0.5,1.0,Early,0.0416666666666666,0.4188171096040857
A078,2,Destination,0.06392656,0.5,26.17,Early,1.0904166666666668,0.1389792494418717
A078,3,Destination,0.34884748,0.5,72.3,Late,0.7674999999999997,-0.12988495281223655
A078,4,Destination,-1.3704203,0.5,140.08,Late,3.5916666666666672,-0.36215234233849203
A079,1,Destination,1.3273735,0.5,1.0,Early,0.0416666666666666,0.4188171096040857
A079,2,Destination,-0.2008887,0.5,26.11,Early,1.0879166666666666,0.13944436063301155
A079,3,Destination,-0.19927017,0.5,74.0,Late,0.8383333333333333,-0.13743066377268176
A079,4,Destination,-0.95253634,0.5,194.42,Late,5.855833333333333,-0.47441160329962206
A080,1,Destination,-0.1154154,0.5,1.0,Early,0.0416666666666666,0.4188171096040857
A080,2,Destination,0.10268697,0.5,29.03,Early,1.2095833333333337,0.11706644184024316
A080,3,Destination,1.1151272,0.5,72.87,Late,0.7912500000000001,-0.1324462301256785
A080,4,Destination,-0.40745336,0.5,145.77,Late,3.8287500000000008,-0.37652817189225946
A081,1,Destination,0.6662004,0.5,1.0,Early,0.0416666666666666,0.4188171096040857
A081,2,Destination,-0.9717388,0.5,31.39,Early,1.3079166666666666,0.09972475925217297
A081,3,Destination,1.2064252,0.5,80.13,Late,1.0937499999999998,-0.16377411799078462
A081,4,Destination,1.4606197,0.5,154.53,Late,4.1937500000000005,-0.3974093370852637
A082,1,Destination,-0.6594405,0.5,1.0,Early,0.0416666666666666,0.4188171096040857
A082,2,Destination,1.5764099,0.5,27.97,Early,1.1654166666666663,0.12502591370767688
A082,3,Destination,-0.7732746,0.5,75.71,Late,0.909583333333333,-0.14492833747034317
A082,4,Destination,0.112550795,0.5,170.25,Late,4.84875,-0.43115454868544156
A083,1,Destination,1.6751546,0.5,1.0,Early,0.0416666666666666,0.4188171096040857
A083,2,Destination,-0.3237374,0.5,25.15,Early,1.0479166666666666,0.1470975695713476
A083,3,Destination,-0.8224563,0.5,74.3,Late,0.8508333333333331,-0.1387539647409127
A083,4,Destination,0.76563764,0.5,144.91,Late,3.7929166666666654,-0.3744045095662367
A084,1,Destination,0.089948215,0.5,1.0,Early,0.0416666666666666,0.4188171096040857
A084,2,Destination,-0.3887303,0.5,27.25,Early,1.1354166666666667,0.13060724800135481
A084,3,Destination,0.41099674,0.5,91.97,Late,1.5870833333333332,-0.21083018006710452
A084,4,Destination,1.1264467,0.5,162.51,Late,4.52625,-0.41511431229850054
A085,1,Destination,-0.025167516,0.5,1.0,Early,0.0416666666666666,0.4188171096040857
A085,2,Destination,0.58357966,0.5,24.51,Early,1.02125,0.15228523400751912
A085,3,Destination,-0.9434278,0.5,71.4,Late,0.7300000000000001,-0.12582459228949067
A085,4,Destination,0.36916238,0.5,170.65,Late,4.865416666666667,-0.4319533097461949
A086,1,Destination,1.2463102,0.5,1.0,Early,0.0416666666666666,0.4188171096040857
A086,2,Destination,0.35159728,0.5,23.47,Early,0.9779166666666668,0.1607151887162979
A086,3,Destination,-0.7232066,0.5,145.29,Late,3.80875,-0.375342871989363
A086,4,Destination,-1.2129464,0.5,169.55,Late,4.819583333333334,-0.4297567168291233
A087,1,Destination,1.1479511,0.5,1.0,Early,0.0416666666666666,0.4188171096040857
A087,2,Destination,0.62924254,0.5,31.07,Early,1.2945833333333334,0.10201081333604249
A087,3,Destination,0.6483832,0.5,72.8,Late,0.7883333333333331,-0.1321374598997579
A087,4,Destination,-0.5654962,0.5,144.2,Late,3.763333333333333,-0.372634381920406
A088,1,Destination,1.5717645,0.5,1.0,Early,0.0416666666666666,0.4188171096040857
A088,2,Destination,2.250928,0.5,24.25,Early,1.0104166666666667,0.15439272268471382
A088,3,Destination,-0.11962351,0.5,74.91,Late,0.8762499999999998,-0.14144467670964897
A088,4,Destination,1.3004314,0.5,149.93,Late,4.002083333333334,-0.38663384582963206
A089,1,Destination,1.5398204,0.5,1.0,Early,0.0416666666666666,0.4188171096040857
A089,2,Destination,0.37108445,0.5,32.14,Early,1.3391666666666666,0.09436681999310378
A089,3,Destination,-0.0014881843,0.5,79.34,Late,1.0608333333333333,-0.16043907857664483
A089,4,Destination,0.8214839,0.5,146.96,Late,3.878333333333334,-0.3794667279015234
A090,1,Destination,-0.3088941,0.5,1.0,Early,0.0416666666666666,0.4188171096040857
A090,2,Destination,-0.2992866,0.5,23.54,Early,0.9808333333333332,0.16014778791859163
A090,3,Destination,-0.48725727,0.5,95.42,Late,1.7308333333333332,-0.22370559000888252
A090,4,Destination,0.14262137,0.5,144.07,Late,3.7579166666666666,-0.3723068229342684
A091,1,Destination,1.1371102,0.5,1.0,Early,0.0416666666666666,0.4188171096040857
A091,2,Destination,0.2593088,0.5,22.2,Early,0.925,0.17143433764524993
A091,3,Destination,-0.6923325,0.5,73.64,Late,0.8233333333333333,-0.1358427026108046
A091,4,Destination,0.056037232,0.5,142.61,Late,3.697083333333334,-0.36862808355149257
A092,1,Destination,-0.4201831,0.5,1.0,Early,0.0416666666666666,0.4188171096040857
A092,2,Destination,-0.90574074,0.5,22.83,Early,0.95125,0.16607820506063686
A092,3,Destination,-1.0292109,0.5,71.31,Late,0.72625,-0.12541855623721607
A092,4,Destination,-0.44239357,0.5,146.16,Late,3.845,-0.3774912280633627
A093,1,Destination,0.97299176,0.5,1.0,Early,0.0416666666666666,0.4188171096040857
A093,2,Destination,-0.6046585,0.5,22.09,Early,0.9204166666666668,0.1723695353981189
A093,3,Destination,-0.8998102,0.5,70.22,Late,0.6808333333333332,-0.12049336430889294
A093,4,Destination,-0.7954494,0.5,140.95,Late,3.627916666666666,-0.3643888064526332
A094,1,Destination,-1.036037,0.5,1.0,Early,0.0416666666666666,0.4188171096040857
A094,2,Destination,-0.29982325,0.5,22.98,Early,0.9575,0.16480293539763374
A094,3,Destination,-1.0888739,0.5,76.21,Late,0.9304166666666664,-0.14708556688375635
A094,4,Destination,-1.2646453,0.5,149.99,Late,4.004583333333334,-0.3867760820469229
A095,1,Destination,1.3578781,0.5,1.0,Early,0.0416666666666666,0.4188171096040857
A095,2,Destination,-0.8642308,0.5,29.71,Early,1.2379166666666668,0.11201194290608862
A095,3,Destination,-0.6406247,0.5,78.76,Late,1.0366666666666668,-0.15799056862702318
A095,4,Destination,-0.86643106,0.5,148.79,Late,3.954583333333333,-0.3838972500365106
A096,1,Destination,-0.46724647,0.5,1.0,Early,0.0416666666666666,0.4188171096040857
A096,2,Destination,-0.4302919,0.5,24.49,Early,1.0204166666666663,0.1524473485211495
A096,3,Destination,-0.7520156,0.5,71.19,Late,0.7212499999999998,-0.12487717483418324
A096,4,Destination,0.013857826,0.5,143.66,Late,3.740833333333333,-0.37127375228568066
A097,1,Destination,-0.12557247,0.5,1.0,Early,0.0416666666666666,0.4188171096040857
A097,2,Destination,0.08058321,0.5,24.37,Early,1.0154166666666666,0.15342003560293163
A097,3,Destination,-0.33748123,0.5,70.83,Late,0.7062499999999998,-0.12325303062508489
A097,4,Destination,-0.29173175,0.5,144.85,Late,3.7904166666666654,-0.3742563470783747
A098,1,Destination,0.36816895,0.5,1.0,Early,0.0416666666666666,0.4188171096040857
A098,2,Destination,1.0905981,0.5,25.77,Early,1.07375,0.14207999071613725
A098,3,Destination,0.41594142,0.5,78.84,Late,1.04,-0.1583282941373158
A098,4,Destination,-0.75626916,0.5,146.29,Late,3.8504166666666655,-0.3778122467870638
A099,1,Destination,1.5832982,0.5,1.0,Early,0.0416666666666666,0.4188171096040857
A099,2,Destination,-0.39603183,0.5,28.75,Early,1.1979166666666667,0.11914770610724798
A099,3,Destination,-0.024725638,0.5,78.57,Late,1.0287499999999996,-0.1571884705400781
A099,4,Destination,1.3247222,0.5,143.51,Late,3.734583333333333,-0.3708957996093681
A100,1,Destination,-0.6996861,0.5,1.0,Early,0.0416666666666666,0.4188171096040857
A100,2,Destination,1.1456058,0.5,31.14,Early,1.2975,0.10151073900519603
A100,3,Destination,0.24805592,0.5,75.34,Late,0.8941666666666667,-0.14333198770441746
A100,4,Destination,-1.136643,0.5,146.8,Late,3.871666666666668,-0.3790716279338913
A101,1,Destination,0.8865688,0.5,1.0,Early,0.0416666666666666,0.4188171096040857
A101,2,Destination,-0.23393802,0.5,29.12,Early,1.2133333333333334,0.11639746404013447
A101,3,Destination,-0.978317,0.5,75.21,Late,0.8887499999999996,-0.1427679776778799
A101,4,Destination,0.17299545,0.5,150.22,Late,4.014166666666667,-0.38732132087987087
A102,1,Destination,0.20968845,0.5,1.0,Early,0.0416666666666666,0.4188171096040857
A102,2,Destination,0.24436091,0.5,29.13,Early,1.21375,0.11632313317345574
A102,3,Destination,0.012451167,0.5,75.27,Late,0.8912499999999998,-0.1430299755865396
A102,4,Destination,-1.0560108,0.5,150.41,Late,4.022083333333334,-0.3877717355679584
A103,1,Destination,1.2595557,0.5,1.0,Early,0.0416666666666666,0.4188171096040857
A103,2,Destination,-0.42329043,0.5,27.26,Early,1.1358333333333337,0.13052972946949815
A103,3,Destination,0.97105753,0.5,80.24,Late,1.098333333333333,-0.16423418660976577
A103,4,Destination,-0.8396413,0.5,149.72,Late,3.9933333333333336,-0.38613601906911427
A104,1,Destination,0.06332143,0.5,1.0,Early,0.0416666666666666,0.4188171096040857
A104,2,Destination,0.2064909,0.5,22.6,Early,0.9416666666666668,0.16803361854390828
A104,3,Destination,1.1526464,0.5,72.62,Late,0.7808333333333334,-0.13132863655365734
A104,4,Destination,-1.420157,0.5,145.78,Late,3.829166666666667,-0.37655286564023643
A105,1,Destination,1.0632366,0.5,1.0,Early,0.0416666666666666,0.4188171096040857
A105,2,Destination,0.89520895,0.5,22.77,Early,0.94875,0.1665883129258381
A105,3,Destination,0.023725206,0.5,69.46,Late,0.6491666666666663,-0.1169849549780975
A105,4,Destination,0.6975893,0.5,146.2,Late,3.846666666666666,-0.37759000305527074
A106,1,Destination,1.2047487,0.5,1.0,Early,0.0416666666666666,0.4188171096040857
A106,2,Destination,0.13819233,0.5,22.64,Early,0.9433333333333334,0.16769354663377412
A106,3,Destination,0.28499973,0.5,66.08,Late,0.5083333333333332,-0.10119142245397694
A106,4,Destination,0.24336678,0.5,147.13,Late,3.8854166666666665,-0.37988056447196006
A107,1,Destination,-0.26651132,0.5,1.0,Early,0.0416666666666666,0.4188171096040857
A107,2,Destination,-1.135201,0.5,26.22,Early,1.0925,0.13859165678258853
A107,3,Destination,-1.1414355,0.5,71.45,Late,0.7320833333333333,-0.12605016787408765
A107,4,Destination,-1.0968966,0.5,145.95,Late,3.83625,-0.37697265935584556
A108,1,Destination,-0.17483757,0.5,1.0,Early,0.0416666666666666,0.4188171096040857
A108,2,Destination,-0.8555178,0.5,27.61,Early,1.1504166666666666,0.12781658085451583
A108,3,Destination,0.98977315,0.5,68.96,Late,0.628333333333333,-0.11467679094467945
A108,4,Destination,-0.94147485,0.5,152.12,Late,4.093333333333334,-0.39181768610794493
A109,1,Destination,-0.8293198,0.5,1.0,Early,0.0416666666666666,0.4188171096040857
A109,2,Destination,-1.0111979,0.5,24.65,Early,1.0270833333333331,0.1511504324121066
A109,3,Destination,-1.1678147,0.5,71.17,Late,0.7204166666666666,-0.12478694460034447
A109,4,Destination,-0.6777049,0.5,149.87,Late,3.9995833333333337,-0.38649160961234125
