UID,test,LocationType,theta,se,TSVR_hours,Segment,Days_within,theta_model_averaged
A090,2,Source,0.0107415775,0.5,23.54,Early,0.9808333333333332,0.16014778791859163
A090,3,Source,-0.9169951,0.5,95.42,Late,1.7308333333333332,-0.22370559000888252
A090,4,Source,-0.89684373,0.5,144.07,Late,3.7579166666666666,-0.3723068229342684
A091,1,Source,0.61024165,0.5,1.0,Early,0.0416666666666666,0.4188171096040857
A091,2,Source,-0.23226447,0.5,22.2,Early,0.925,0.17143433764524993
A091,3,Source,-1.0321478,0.5,73.64,Late,0.8233333333333333,-0.1358427026108046
A091,4,Source,-1.0876396,0.5,142.61,Late,3.697083333333334,-0.36862808355149257
A092,1,Source,0.23328507,0.5,1.0,Early,0.0416666666666666,0.4188171096040857
A092,2,Source,-0.8227533,0.5,22.83,Early,0.95125,0.16607820506063686
A092,3,Source,-0.70078677,0.5,71.31,Late,0.72625,-0.12541855623721607
A092,4,Source,-0.77845037,0.5,146.16,Late,3.845,-0.3774912280633627
A093,1,Source,0.17902495,0.5,1.0,Early,0.0416666666666666,0.4188171096040857
A093,2,Source,1.032644,0.5,22.09,Early,0.9204166666666668,0.1723695353981189
A093,3,Source,-0.19266124,0.5,70.22,Late,0.6808333333333332,-0.12049336430889294
A093,4,Source,0.2726866,0.5,140.95,Late,3.627916666666666,-0.3643888064526332
A094,1,Source,-1.0644217,0.5,1.0,Early,0.0416666666666666,0.4188171096040857
A094,2,Source,0.04552735,0.5,22.98,Early,0.9575,0.16480293539763374
A094,3,Source,-0.8497856,0.5,76.21,Late,0.9304166666666664,-0.14708556688375635
A094,4,Source,-1.2777404,0.5,149.99,Late,4.004583333333334,-0.3867760820469229
A095,1,Source,1.0975536,0.5,1.0,Early,0.0416666666666666,0.4188171096040857
A095,2,Source,0.2966555,0.5,29.71,Early,1.2379166666666668,0.11201194290608862
A095,3,Source,0.022464879,0.5,78.76,Late,1.0366666666666668,-0.15799056862702318
A095,4,Source,-0.32706589,0.5,148.79,Late,3.954583333333333,-0.3838972500365106
A096,1,Source,-0.277075,0.5,1.0,Early,0.0416666666666666,0.4188171096040857
A096,2,Source,0.10875838,0.5,24.49,Early,1.0204166666666663,0.1524473485211495
A096,3,Source,-1.7827787,0.5,71.19,Late,0.7212499999999998,-0.12487717483418324
A096,4,Source,-1.7271752,0.5,143.66,Late,3.740833333333333,-0.37127375228568066
A097,1,Source,0.1794386,0.5,1.0,Early,0.0416666666666666,0.4188171096040857
A097,2,Source,-0.54056513,0.5,24.37,Early,1.0154166666666666,0.15342003560293163
A097,3,Source,0.7713108,0.5,70.83,Late,0.7062499999999998,-0.12325303062508489
A097,4,Source,-1.0911156,0.5,144.85,Late,3.7904166666666654,-0.3742563470783747
A098,1,Source,0.7291178,0.5,1.0,Early,0.0416666666666666,0.4188171096040857
A098,2,Source,0.0246297,0.5,25.77,Early,1.07375,0.14207999071613725
A098,3,Source,1.1876998,0.5,78.84,Late,1.04,-0.1583282941373158
A098,4,Source,-0.93667495,0.5,146.29,Late,3.8504166666666655,-0.3778122467870638
A099,1,Source,0.5694854,0.5,1.0,Early,0.0416666666666666,0.4188171096040857
A099,2,Source,1.1351792,0.5,28.75,Early,1.1979166666666667,0.11914770610724798
A099,3,Source,0.34919107,0.5,78.57,Late,1.0287499999999996,-0.1571884705400781
A099,4,Source,1.2946471,0.5,143.51,Late,3.734583333333333,-0.3708957996093681
A100,1,Source,-0.06639828,0.5,1.0,Early,0.0416666666666666,0.4188171096040857
A100,2,Source,1.3288726,0.5,31.14,Early,1.2975,0.10151073900519603
A100,3,Source,0.2789706,0.5,75.34,Late,0.8941666666666667,-0.14333198770441746
A100,4,Source,0.11508391,0.5,146.8,Late,3.871666666666668,-0.3790716279338913
A101,1,Source,-0.39517584,0.5,1.0,Early,0.0416666666666666,0.4188171096040857
A101,2,Source,-0.64429396,0.5,29.12,Early,1.2133333333333334,0.11639746404013447
A101,3,Source,-1.402536,0.5,75.21,Late,0.8887499999999996,-0.1427679776778799
A101,4,Source,-1.0298448,0.5,150.22,Late,4.014166666666667,-0.38732132087987087
A102,1,Source,-0.4269469,0.5,1.0,Early,0.0416666666666666,0.4188171096040857
A102,2,Source,1.3623424,0.5,29.13,Early,1.21375,0.11632313317345574
A102,3,Source,-0.3569574,0.5,75.27,Late,0.8912499999999998,-0.1430299755865396
A102,4,Source,-0.13239342,0.5,150.41,Late,4.022083333333334,-0.3877717355679584
A103,1,Source,1.1801236,0.5,1.0,Early,0.0416666666666666,0.4188171096040857
A103,2,Source,-0.6768038,0.5,27.26,Early,1.1358333333333337,0.13052972946949815
A103,3,Source,-0.973742,0.5,80.24,Late,1.098333333333333,-0.16423418660976577
A103,4,Source,-0.9487724,0.5,149.72,Late,3.9933333333333336,-0.38613601906911427
A104,1,Source,1.2842352,0.5,1.0,Early,0.0416666666666666,0.4188171096040857
A104,2,Source,0.9625718,0.5,22.6,Early,0.9416666666666668,0.16803361854390828
A104,3,Source,-0.589731,0.5,72.62,Late,0.7808333333333334,-0.13132863655365734
A104,4,Source,-1.3339353,0.5,145.78,Late,3.829166666666667,-0.37655286564023643
A105,1,Source,0.53870964,0.5,1.0,Early,0.0416666666666666,0.4188171096040857
A105,2,Source,0.46811488,0.5,22.77,Early,0.94875,0.1665883129258381
A105,3,Source,-1.190793,0.5,69.46,Late,0.6491666666666663,-0.1169849549780975
A105,4,Source,-0.1631536,0.5,146.2,Late,3.846666666666666,-0.37759000305527074
A106,1,Source,0.7179772,0.5,1.0,Early,0.0416666666666666,0.4188171096040857
A106,2,Source,-0.1352828,0.5,22.64,Early,0.9433333333333334,0.16769354663377412
A106,3,Source,-0.20217995,0.5,66.08,Late,0.5083333333333332,-0.10119142245397694
A106,4,Source,0.47873917,0.5,147.13,Late,3.8854166666666665,-0.37988056447196006
A107,1,Source,-0.89261144,0.5,1.0,Early,0.0416666666666666,0.4188171096040857
A107,2,Source,-1.3602527,0.5,26.22,Early,1.0925,0.13859165678258853
A107,3,Source,-0.8110506,0.5,71.45,Late,0.7320833333333333,-0.12605016787408765
A107,4,Source,-1.0200406,0.5,145.95,Late,3.83625,-0.37697265935584556
A108,1,Source,-0.8011535,0.5,1.0,Early,0.0416666666666666,0.4188171096040857
A108,2,Source,-0.5113533,0.5,27.61,Early,1.1504166666666666,0.12781658085451583
A108,3,Source,0.030380113,0.5,68.96,Late,0.628333333333333,-0.11467679094467945
A108,4,Source,-1.5837336,0.5,152.12,Late,4.093333333333334,-0.39181768610794493
A109,1,Source,-0.121756904,0.5,1.0,Early,0.0416666666666666,0.4188171096040857
A109,2,Source,-0.9755655,0.5,24.65,Early,1.0270833333333331,0.1511504324121066
A109,3,Source,0.17754932,0.5,71.17,Late,0.7204166666666666,-0.12478694460034447
A109,4,Source,-1.646698,0.5,149.87,Late,3.9995833333333337,-0.38649160961234125
A010,1,Destination,2.010915,0.5,1.0,Early,0.0416666666666666,0.4188171096040857
A010,2,Destination,1.0975147,0.5,21.9,Early,0.9125,0.17398487697125617
A010,3,Destination,-1.186541,0.5,80.88,Late,1.1249999999999998,-0.16687870103705446
A010,4,Destination,-0.4293288,0.5,145.31,Late,3.8095833333333338,-0.37539225948531707
A011,1,Destination,1.1835473,0.5,1.0,Early,0.0416666666666666,0.4188171096040857
A011,2,Destination,0.07751111,0.5,24.57,Early,1.02375,0.15179889046662803
A011,3,Destination,-0.5014456,0.5,72.55,Late,0.7779166666666665,-0.13101283073522152
A011,4,Destination,-0.84890825,0.5,148.85,Late,3.957083333333333,-0.3840424314424582
A012,1,Destination,0.33868304,0.5,1.0,Early,0.0416666666666666,0.4188171096040857
A012,2,Destination,-1.1255839,0.5,25.6,Early,1.0666666666666669,0.14344999301466443
A012,3,Destination,0.09193352,0.5,166.33,Late,4.685416666666668,-0.42317198986626514
A012,4,Destination,-0.9537699,0.5,166.87,Late,4.707916666666667,-0.42429637495093236
A013,1,Destination,-0.035398606,0.5,1.0,Early,0.0416666666666666,0.4188171096040857
A013,2,Destination,-0.3057711,0.5,24.77,Early,1.0320833333333332,0.15017774533032444
A013,3,Destination,0.9779469,0.5,79.66,Late,1.0741666666666665,-0.16178998061781535
A013,4,Destination,-0.066024296,0.5,147.13,Late,3.8854166666666665,-0.37988056447196006
A014,1,Destination,0.7553257,0.5,1.0,Early,0.0416666666666666,0.4188171096040857
A014,2,Destination,-0.4665811,0.5,25.66,Early,1.0691666666666666,0.14296364947377338
A014,3,Destination,0.12054519,0.5,70.56,Late,0.695,-0.12203492246826113
A014,4,Destination,-0.5400671,0.5,148.87,Late,3.957916666666667,-0.38409082524444077
A015,1,Destination,1.0023323,0.5,1.0,Early,0.0416666666666666,0.4188171096040857
A015,2,Destination,1.4194467,0.5,23.69,Early,0.9870833333333334,0.15893192906636391
A015,3,Destination,0.24626894,0.5,70.59,Late,0.69625,-0.12217026781901932
A015,4,Destination,-0.43521827,0.5,146.54,Late,3.860833333333333,-0.37842959048648905
A016,1,Destination,1.7207321,0.5,1.0,Early,0.0416666666666666,0.4188171096040857
A016,2,Destination,1.479976,0.5,32.85,Early,1.36875,0.08929463749451827
A016,3,Destination,-0.6975632,0.5,80.64,Late,1.115,-0.16588700812682122
A016,4,Destination,-0.8562173,0.5,150.8,Late,4.038333333333334,-0.3886962709803486
A017,1,Destination,-0.15520337,0.5,1.0,Early,0.0416666666666666,0.4188171096040857
A017,2,Destination,0.41041905,0.5,20.61,Early,0.85875,0.18503634366974042
A017,3,Destination,0.22881152,0.5,61.28,Late,0.3083333333333333,-0.0778506344488729
A017,4,Destination,-0.7611534,0.5,140.49,Late,3.608750000000001,-0.3632063081853862
A018,1,Destination,1.5116286,0.5,1.0,Early,0.0416666666666666,0.4188171096040857
A018,2,Destination,0.4516168,0.5,34.03,Early,1.4179166666666667,0.08109134083069348
A018,3,Destination,-0.5255531,0.5,83.64,Late,1.24,-0.1781990799446011
A018,4,Destination,-0.6034264,0.5,150.87,Late,4.041250000000001,-0.3888622132338545
A019,1,Destination,-1.1137557,0.5,1.0,Early,0.0416666666666666,0.4188171096040857
A019,2,Destination,0.2184492,0.5,28.69,Early,1.1954166666666668,0.11959369130732043
A019,3,Destination,-0.34441203,0.5,83.68,Late,1.241666666666667,-0.1783609063609586
A019,4,Destination,-0.9084577,0.5,154.76,Late,4.203333333333333,-0.3979323867878417
A020,1,Destination,-0.39048332,0.5,1.0,Early,0.0416666666666666,0.4188171096040857
A020,2,Destination,0.15357906,0.5,26.85,Early,1.11875,0.13370798927562033
A020,3,Destination,-0.33567235,0.5,78.25,Late,1.0154166666666666,-0.15583756849890756
A020,4,Destination,-1.1523182,0.5,145.78,Late,3.829166666666667,-0.37655286564023643
A021,1,Destination,0.64160866,0.5,1.0,Early,0.0416666666666666,0.4188171096040857
A021,2,Destination,0.47721207,0.5,30.21,Early,1.25875,0.10829539957215145
A021,3,Destination,-0.59433186,0.5,74.19,Late,0.8462499999999998,-0.13826875438589467
A021,4,Destination,-0.99789435,0.5,140.39,Late,3.604583333333333,-0.36294924334468026
A022,1,Destination,-0.42679092,0.5,1.0,Early,0.0416666666666666,0.4188171096040857
A022,2,Destination,-0.60329264,0.5,24.15,Early,1.00625,0.15520329525286564
A022,3,Destination,-0.09910751,0.5,74.46,Late,0.8574999999999996,-0.13945972525730252
A022,4,Destination,-0.08970222,0.5,141.71,Late,3.659583333333334,-0.366342499241998
A023,1,Destination,0.1930206,0.5,1.0,Early,0.0416666666666666,0.4188171096040857
A023,2,Destination,0.101476,0.5,25.63,Early,1.0679166666666666,0.14320682124421893
A023,3,Destination,-0.27825373,0.5,72.2,Late,0.7633333333333333,-0.12943380164304258
A023,4,Destination,0.92574984,0.5,145.07,Late,3.799583333333333,-0.3747996095338688
A024,1,Destination,-0.26954484,0.5,1.0,Early,0.0416666666666666,0.4188171096040857
A024,2,Destination,-0.57454836,0.5,29.57,Early,1.2320833333333334,0.11305257503959104
A024,3,Destination,0.0074428213,0.5,91.47,Late,1.56625,-0.20892867318826722
A024,4,Destination,-0.940981,0.5,145.65,Late,3.82375,-0.37623184691653533
A025,1,Destination,0.05380287,0.5,1.0,Early,0.0416666666666666,0.4188171096040857
A025,2,Destination,1.5041252,0.5,23.33,Early,0.9720833333333332,0.16184999031171043
A025,3,Destination,-0.27671874,0.5,72.94,Late,0.7941666666666665,-0.132755000351599
A025,4,Destination,-0.14176248,0.5,137.74,Late,3.494166666666667,-0.35604168681541415
A026,1,Destination,1.0732766,0.5,1.0,Early,0.0416666666666666,0.4188171096040857
A026,2,Destination,0.63977706,0.5,26.48,Early,1.1033333333333333,0.13657617495431593
A026,3,Destination,0.61266387,0.5,75.46,Late,0.8991666666666663,-0.14384972276363658
A026,4,Destination,-0.2835504,0.5,147.65,Late,3.907083333333334,-0.381138803323506
A027,1,Destination,0.52744526,0.5,1.0,Early,0.0416666666666666,0.4188171096040857
A027,2,Destination,1.2530484,0.5,28.26,Early,1.1775,0.1227899185745064
A027,3,Destination,-0.48801902,0.5,74.58,Late,0.8624999999999998,-0.13998904564459494
A027,4,Destination,0.38854283,0.5,145.92,Late,3.835,-0.3768985781119145
A028,1,Destination,1.5729234,0.5,1.0,Early,0.0416666666666666,0.4188171096040857
A028,2,Destination,0.35054204,0.5,22.82,Early,0.9508333333333332,0.16616322303817038
A028,3,Destination,0.36001632,0.5,72.26,Late,0.7658333333333335,-0.129704492344559
A028,4,Destination,-0.4464555,0.5,138.91,Late,3.5429166666666667,-0.35910977573274105
A029,1,Destination,1.7540342,0.5,1.0,Early,0.0416666666666666,0.4188171096040857
A029,2,Destination,0.9775655,0.5,28.43,Early,1.184583333333333,0.12152629384096778
A029,3,Destination,0.37505868,0.5,93.26,Late,1.6408333333333334,-0.2156832918064968
A029,4,Destination,1.0688435,0.5,143.14,Late,3.7191666666666654,-0.36996351634113034
A030,1,Destination,-0.5316837,0.5,1.0,Early,0.0416666666666666,0.4188171096040857
A030,2,Destination,1.5800109,0.5,32.95,Early,1.3729166666666668,0.08858024559330904
A030,3,Destination,0.7544972,0.5,71.93,Late,0.7520833333333335,-0.1282156934862188
A030,4,Destination,0.12028915,0.5,150.46,Late,4.024166666666667,-0.38789026574903407
A031,1,Destination,1.4608339,0.5,1.0,Early,0.0416666666666666,0.4188171096040857
A031,2,Destination,-0.6116699,0.5,32.41,Early,1.3504166666666666,0.0924379618598389
A031,3,Destination,-0.31054813,0.5,71.56,Late,0.7366666666666667,-0.12654643416020103
A031,4,Destination,-0.8304748,0.5,143.85,Late,3.74875,-0.37175249234234325
A032,1,Destination,-0.66399795,0.5,1.0,Early,0.0416666666666666,0.4188171096040857
A032,2,Destination,-0.2995187,0.5,57.18,Late,0.1374999999999998,-0.05700728401569567
A032,3,Destination,0.80790555,0.5,80.16,Late,1.0949999999999998,-0.16390076505714438
A032,4,Destination,1.2733109,0.5,144.51,Late,3.77625,-0.37341548411811865
A033,1,Destination,-0.8207058,0.5,1.0,Early,0.0416666666666666,0.4188171096040857
A033,2,Destination,0.05391906,0.5,29.16,Early,1.215,0.11610014057341951
A033,3,Destination,0.01400444,0.5,72.6,Late,0.7799999999999997,-0.1312384063198185
A033,4,Destination,-1.3077472,0.5,168.33,Late,4.768750000000001,-0.4272775924557088
A034,1,Destination,1.5448427,0.5,1.0,Early,0.0416666666666666,0.4188171096040857
A034,2,Destination,1.3082612,0.5,26.08,Early,1.086666666666667,0.13967691622858147
A034,3,Destination,-1.1147809,0.5,74.28,Late,0.85,-0.13866574467636397
A034,4,Destination,-0.6969951,0.5,145.38,Late,3.8125,-0.3755651157211561
A035,1,Destination,0.30524516,0.5,1.0,Early,0.0416666666666666,0.4188171096040857
A035,2,Destination,-0.05189664,0.5,44.76,Early,1.865,0.012145689861489669
A035,3,Destination,-0.003024264,0.5,79.98,Late,1.0875,-0.16314088265898596
A035,4,Destination,-1.0853919,0.5,152.47,Late,4.107916666666667,-0.3926304178874671
A036,1,Destination,1.3103865,0.5,1.0,Early,0.0416666666666666,0.4188171096040857
A036,2,Destination,-0.8839064,0.5,21.63,Early,0.90125,0.17628036236466177
A036,3,Destination,-0.5670363,0.5,71.47,Late,0.7329166666666665,-0.12614039810792643
A036,4,Destination,-0.9257591,0.5,143.85,Late,3.74875,-0.37175249234234325
A037,1,Destination,-0.37298724,0.5,1.0,Early,0.0416666666666666,0.4188171096040857
A037,2,Destination,0.8601754,0.5,23.7,Early,0.9875,0.15885087180954874
A037,3,Destination,0.52264977,0.5,72.08,Late,0.7583333333333332,-0.12889242024000977
A037,4,Destination,-0.7062983,0.5,143.66,Late,3.740833333333333,-0.37127375228568066
A038,1,Destination,1.0395416,0.5,1.0,Early,0.0416666666666666,0.4188171096040857
A038,2,Destination,-0.28525016,0.5,71.85,Late,0.7487499999999997,-0.12785477255086358
A038,3,Destination,0.56079465,0.5,72.86,Late,0.7908333333333332,-0.1324021200934041
A038,4,Destination,-0.17457396,0.5,152.89,Late,4.125416666666666,-0.39360569602289364
A039,1,Destination,1.7322454,0.5,1.0,Early,0.0416666666666666,0.4188171096040857
A039,2,Destination,1.3414384,0.5,28.65,Early,1.19375,0.11989101477403542
A039,3,Destination,0.9721396,0.5,98.84,Late,1.8733333333333333,-0.23610420732832574
A039,4,Destination,1.2233254,0.5,246.24,Late,8.015,-0.5356596696832585
A040,1,Destination,-0.9852747,0.5,1.0,Early,0.0416666666666666,0.4188171096040857
A040,2,Destination,0.88222194,0.5,26.26,Early,1.0941666666666667,0.13828158265516197
A040,3,Destination,-0.9794845,0.5,71.28,Late,0.725,-0.12528321088645786
A040,4,Destination,-1.104057,0.5,143.53,Late,3.735416666666667,-0.3709461932995431
A041,1,Destination,0.22410686,0.5,1.0,Early,0.0416666666666666,0.4188171096040857
A041,2,Destination,-0.6096121,0.5,31.78,Early,1.3241666666666667,0.09693863083745699
A041,3,Destination,1.0298018,0.5,75.74,Late,0.910833333333333,-0.14505777123514796
A041,4,Destination,-0.39342585,0.5,141.84,Late,3.665000000000001,-0.36667668353491567
A042,1,Destination,-1.0510693,0.5,1.0,Early,0.0416666666666666,0.4188171096040857
A042,2,Destination,-0.29213598,0.5,28.93,Early,1.2054166666666666,0.1178097505070306
A042,3,Destination,0.27557984,0.5,72.17,Late,0.7620833333333333,-0.12929845629228437
A042,4,Destination,-0.4915242,0.5,146.02,Late,3.8391666666666673,-0.37714551559168463
A043,1,Destination,0.49942693,0.5,1.0,Early,0.0416666666666666,0.4188171096040857
A043,2,Destination,0.4424877,0.5,25.62,Early,1.0675,0.14328787850103408
A043,3,Destination,0.3511134,0.5,64.94,Late,0.4608333333333331,-0.09575772585663883
A043,4,Destination,-0.25678244,0.5,149.33,Late,3.977083333333334,-0.38520388269003913
A044,1,Destination,1.1713588,0.5,1.0,Early,0.0416666666666666,0.4188171096040857
A044,2,Destination,0.16294117,0.5,47.66,Early,1.985833333333333,-0.004918636339335548
A044,3,Destination,-1.3014706,0.5,91.63,Late,1.5729166666666663,-0.20953715538949513
A044,4,Destination,-1.0086085,0.5,155.27,Late,4.224583333333334,-0.39909219265007995
A045,1,Destination,0.16803594,0.5,1.0,Early,0.0416666666666666,0.4188171096040857
A045,2,Destination,-0.48629287,0.5,24.66,Early,1.0275,0.15106937515529142
A045,3,Destination,-0.9015519,0.5,72.23,Late,0.7645833333333334,-0.1295691469938008
A045,4,Destination,-0.6140947,0.5,151.52,Late,4.068333333333334,-0.39040310558783814
A046,1,Destination,-0.82893044,0.5,1.0,Early,0.0416666666666666,0.4188171096040857
A046,2,Destination,-1.229845,0.5,24.32,Early,1.0133333333333334,0.15382532188700754
A046,3,Destination,-0.9712328,0.5,73.05,Late,0.7987499999999997,-0.13324021070661704
A046,4,Destination,-0.8551873,0.5,147.94,Late,3.919166666666667,-0.3818405134522528
A047,1,Destination,-0.9314449,0.5,1.0,Early,0.0416666666666666,0.4188171096040857
A047,2,Destination,0.0011731267,0.5,23.46,Early,0.9775,0.16079624597311307
A047,3,Destination,-0.31743395,0.5,76.85,Late,0.957083333333333,-0.1498468205329252
A047,4,Destination,0.5841509,0.5,144.22,Late,3.764166666666666,-0.372684775610581
A048,1,Destination,1.7055423,0.5,1.0,Early,0.0416666666666666,0.4188171096040857
A048,2,Destination,-0.21394376,0.5,23.91,Early,0.99625,0.15714866941642996
A048,3,Destination,0.59561753,0.5,81.15,Late,1.1362500000000002,-0.1679943555610669
A048,4,Destination,0.05674492,0.5,146.3,Late,3.850833333333334,-0.3778369405350409
A049,1,Destination,0.7261273,0.5,1.0,Early,0.0416666666666666,0.4188171096040857
A049,2,Destination,-0.3937213,0.5,27.12,Early,1.13,0.1316149889154911
A049,3,Destination,0.6229021,0.5,111.38,Late,2.395833333333333,-0.2788276105160002
A049,4,Destination,1.4647734,0.5,168.86,Late,4.790833333333334,-0.4283598152485386
A050,1,Destination,-0.91308653,0.5,1.0,Early,0.0416666666666666,0.4188171096040857
A050,2,Destination,-0.0066963215,0.5,24.73,Early,1.0304166666666668,0.15050197435758517
A050,3,Destination,-0.35299146,0.5,93.39,Late,1.64625,-0.2161678024890436
A050,4,Destination,0.8914575,0.5,148.69,Late,3.950416666666667,-0.3836552810265979
A051,1,Destination,1.8028108,0.5,1.0,Early,0.0416666666666666,0.4188171096040857
A051,2,Destination,0.049381785,0.5,17.16,Early,0.715,0.21650748052225816
A051,3,Destination,0.1110302,0.5,65.63,Late,0.489583333333333,-0.09906479652326458
A051,4,Destination,0.03827322,0.5,146.99,Late,3.879583333333334,-0.37954080914545446
A052,1,Destination,-0.4868811,0.5,1.0,Early,0.0416666666666666,0.4188171096040857
A052,2,Destination,0.9826763,0.5,31.76,Early,1.3233333333333337,0.09708150921769883
A052,3,Destination,-0.23479229,0.5,80.98,Late,1.1291666666666669,-0.16729190641631836
A052,4,Destination,0.060775243,0.5,153.27,Late,4.14125,-0.3944880905263749
A053,1,Destination,0.830601,0.5,1.0,Early,0.0416666666666666,0.4188171096040857
A053,2,Destination,0.35691914,0.5,32.71,Early,1.3629166666666668,0.09029478615621118
A053,3,Destination,-0.111180075,0.5,78.28,Late,1.0166666666666666,-0.1559642155652673
A053,4,Destination,-0.24006987,0.5,148.9,Late,3.959166666666667,-0.38416341594741454
A054,1,Destination,0.4994956,0.5,1.0,Early,0.0416666666666666,0.4188171096040857
A054,2,Destination,-0.12840416,0.5,16.9,Early,0.7041666666666666,0.2189674538380158
A054,3,Destination,-0.02643241,0.5,72.83,Late,0.7895833333333332,-0.132269789996581
A054,4,Destination,0.17176248,0.5,136.83,Late,3.4562500000000007,-0.35364067359318924
A055,1,Destination,-0.5361741,0.5,1.0,Early,0.0416666666666666,0.4188171096040857
A055,2,Destination,0.75660616,0.5,23.24,Early,0.9683333333333332,0.1625924679817617
A055,3,Destination,0.83208466,0.5,74.48,Late,0.8583333333333334,-0.1395479453218513
A055,4,Destination,0.1528813,0.5,149.21,Late,3.972083333333334,-0.3849135198781439
A056,1,Destination,0.7468591,0.5,1.0,Early,0.0416666666666666,0.4188171096040857
A056,2,Destination,-0.7365116,0.5,33.61,Early,1.4004166666666666,0.08398093563659059
A056,3,Destination,-0.72254777,0.5,71.46,Late,0.7324999999999996,-0.126095282991007
A056,4,Destination,-0.8596302,0.5,147.84,Late,3.915000000000001,-0.38159854444234015
A057,1,Destination,-1.0518757,0.5,1.0,Early,0.0416666666666666,0.4188171096040857
A057,2,Destination,-0.60083723,0.5,24.78,Early,1.0325,0.15009668807350923
A057,3,Destination,-0.51274824,0.5,73.83,Late,0.8312499999999998,-0.13668079322401752
A057,4,Destination,-0.13473281,0.5,145.06,Late,3.799166666666667,-0.37477491578589184
A058,1,Destination,1.7332748,0.5,1.0,Early,0.0416666666666666,0.4188171096040857
A058,2,Destination,-0.17271782,0.5,22.96,Early,0.9566666666666668,0.1649729713527008
A058,3,Destination,0.67109835,0.5,66.28,Late,0.5166666666666666,-0.10213658953429355
A058,4,Destination,-0.9756075,0.5,143.48,Late,3.733333333333333,-0.37082020907410557
A059,1,Destination,1.5626048,0.5,1.0,Early,0.0416666666666666,0.4188171096040857
A059,2,Destination,0.07206453,0.5,30.4,Early,1.2666666666666666,0.10688311310525536
A059,3,Destination,2.0409064,0.5,79.78,Late,1.0791666666666666,-0.16229656888325433
A059,4,Destination,-0.5772869,0.5,151.93,Late,4.085416666666667,-0.3913750530726586
A060,1,Destination,-0.1530542,0.5,1.0,Early,0.0416666666666666,0.4188171096040857
A060,2,Destination,0.33590585,0.5,24.87,Early,1.03625,0.14936717276217262
A060,3,Destination,0.16965349,0.5,94.68,Late,1.7000000000000002,-0.22097563926200833
A060,4,Destination,-0.7229297,0.5,143.91,Late,3.75125,-0.3719036734128683
A061,1,Destination,2.0403898,0.5,1.0,Early,0.0416666666666666,0.4188171096040857
A061,2,Destination,0.77201295,0.5,35.16,Early,1.465,0.07331695480530372
A061,3,Destination,1.5962133,0.5,82.55,Late,1.194583333333333,-0.17377923087076086
A061,4,Destination,0.7794881,0.5,146.56,Late,3.861666666666667,-0.37847897798244307
A062,1,Destination,0.75087893,0.5,1.0,Early,0.0416666666666666,0.4188171096040857
A062,2,Destination,1.0081036,0.5,44.69,Early,1.862083333333333,0.012566751697243984
A062,3,Destination,-0.41625023,0.5,92.72,Late,1.6183333333333332,-0.21367070897130225
A062,4,Destination,-0.7022192,0.5,149.18,Late,3.9708333333333337,-0.3848409291751701
A063,1,Destination,0.42942187,0.5,1.0,Early,0.0416666666666666,0.4188171096040857
A063,2,Destination,0.9230828,0.5,21.98,Early,0.9158333333333334,0.17330473315098782
A063,3,Destination,-1.0528466,0.5,69.99,Late,0.6712499999999997,-0.11943160885352064
A063,4,Destination,-0.95782745,0.5,141.09,Late,3.633750000000001,-0.3647486972296215
A064,1,Destination,0.37014112,0.5,1.0,Early,0.0416666666666666,0.4188171096040857
A064,2,Destination,0.15088972,0.5,37.65,Early,1.56875,0.056671059658517445
A064,3,Destination,0.4945773,0.5,82.99,Late,1.2129166666666664,-0.1755694006787918
A064,4,Destination,-1.064075,0.5,156.21,Late,4.263750000000001,-0.40122987404322485
A065,1,Destination,-0.9370374,0.5,1.0,Early,0.0416666666666666,0.4188171096040857
A065,2,Destination,-0.42273253,0.5,32.31,Early,1.3462500000000002,0.09315235376104808
A065,3,Destination,0.12489203,0.5,106.41,Late,2.18875,-0.2623986575058513
A065,4,Destination,-1.0915083,0.5,187.43,Late,5.564583333333334,-0.4629308506450353
A066,1,Destination,0.03757501,0.5,1.0,Early,0.0416666666666666,0.4188171096040857
A066,2,Destination,-0.42152458,0.5,23.35,Early,0.9729166666666668,0.16168787579808006
A066,3,Destination,-0.91012734,0.5,73.79,Late,0.8295833333333335,-0.1365043530949201
A066,4,Destination,-1.2444345,0.5,164.93,Late,4.627083333333334,-0.42024961650454473
A067,1,Destination,-0.3772701,0.5,1.0,Early,0.0416666666666666,0.4188171096040857
A067,2,Destination,-0.75470644,0.5,29.91,Early,1.24625,0.11052532557251377
A067,3,Destination,-0.75410956,0.5,73.19,Late,0.8045833333333331,-0.13385775115845816
A067,4,Destination,-1.4940736,0.5,144.19,Late,3.762916666666667,-0.3726091850753185
A068,1,Destination,1.4733075,0.5,1.0,Early,0.0416666666666666,0.4188171096040857
A068,2,Destination,-0.34633532,0.5,30.49,Early,1.2704166666666663,0.10621413530514667
A068,3,Destination,-0.3125315,0.5,82.98,Late,1.2125,-0.17552894407470243
A068,4,Destination,-0.21757181,0.5,155.59,Late,4.237916666666667,-0.39981991397540584
A069,1,Destination,-0.18573126,0.5,1.0,Early,0.0416666666666666,0.4188171096040857
A069,2,Destination,-0.75497293,0.5,24.96,Early,1.04,0.148637657450836
A069,3,Destination,-0.45664144,0.5,79.75,Late,1.0779166666666666,-0.1621699218168946
A069,4,Destination,-0.621072,0.5,140.22,Late,3.5975,-0.36251223311548025
