iteration,r_corrected_depression,r_corrected_anxiety,r_corrected_stress
59,-0.051558351038810006,0.11767565020654687,0.12787125246549508
60,-0.11033169455182458,0.5398973370067741,0.3839302524044151
61,0.04910101924515857,0.6904500372742225,0.5415394299462299
62,0.07113579662271284,0.5907224769940774,0.550262651962282
63,0.3178929918626899,0.3790300902835318,0.25946381412168285
64,0.11240671565621346,-0.03917835030575131,0.2305421549990544
65,-0.15500661230702073,0.44526486762411366,0.4456091544158103
66,-0.12053269033559522,0.34711593220642994,0.1860240746789461
67,0.4860603740139681,0.05018051538312075,0.3518182608731166
68,0.09359867151860415,0.35493252075955967,0.4622595770904995
69,0.21352377864726096,0.5994458799135753,0.59189761866468
70,0.14263696227869693,0.5002604851468523,0.453502831560493
71,-0.05649479489928541,0.6207221493545139,0.5404348851668065
72,0.5238435939567522,0.6440462401753744,0.4148975573072392
73,0.08436831839736539,0.6656754757772265,0.5549130817683915
74,-0.2714985349861906,0.2664288471857118,0.05931796120644921
75,0.16044350528666054,0.36829827909230495,0.3555757881251085
76,-0.28117079865562145,0.6705283133328549,0.2785780642227236
77,0.06592691828913134,0.4318607234376585,0.3220068403659941
78,0.24925490792443417,0.9315908091274286,0.6530577079958
79,-0.17038931852761588,0.30047818059380943,0.15179433699526668
80,0.0178319434313691,0.05842289122557401,0.17576010929239597
81,0.18666401192889026,0.5359361490494913,0.2962521012326211
82,-0.40263481909938387,-0.15771078736039193,-0.07354500388847339
83,0.1727801361437248,0.8483821755525024,0.5336924334943968
84,0.23638875646054655,0.5770013684143162,0.5382203240228961
85,-0.280871294271638,0.2582824362018655,0.1501323238048145
86,0.4343605770402604,0.8297463739923661,0.6033611409877332
87,-0.3473006499469384,0.005915942879181611,-0.24079001570266384
88,0.019923481938059862,0.10352120195972134,0.1811056975198283
89,-0.08345116042648804,0.39754525010472136,0.3459409231225409
90,0.15425128323192086,0.9056563813168892,0.5620626116067252
91,0.15853261801671917,0.5621164964563631,0.3933037962670055
92,0.29048124085306704,0.7859359143050214,0.44034240794617135
93,-0.09657095023333129,0.4445764592804033,0.2682703705801373
94,-0.05238468153086539,-0.1499433774569434,0.13191256078099245
95,0.3199726894361609,0.8202224848674489,0.496872179613146
96,0.09993986909789353,0.4713645993583076,0.3716485047842261
97,0.1075693263681095,0.5284399561258859,0.38917380193954837
98,0.2337515168096099,0.49533848499663685,0.4908562603105212
99,-0.1321407685592528,0.7251002011180167,0.5258415879004439
100,0.11261160910019191,0.3192712668389625,0.33908722882030995
101,-0.23908750595174566,0.2559555136490076,0.06015019078686419
102,0.4353150529595662,0.8697707083706709,0.45258293944401823
103,0.27126440983981115,0.7621898068716747,0.8284739720449095
104,-0.03374283976173742,0.4474938776155546,0.34304400177397393
105,0.1636308537630085,0.4741293355907755,0.39433035532550265
106,0.3372503269554532,0.6479199884872464,0.7607257650232965
107,0.1503056870418667,-0.10958674238858408,-0.04888127111413699
108,0.0534481844992785,0.18679274349788486,0.36542109809023043
109,0.0951000135013194,0.44192776153543833,0.20425937414016893
110,0.0858777039835355,0.4480251643217617,0.24369052275946312
111,-0.08815459818554035,0.5244953213536995,0.2044082022445746
112,-0.0012320079035480558,0.9676883387779734,0.41433348905459266
113,-0.14125367523311194,0.4284945938974886,0.3293997288959407
114,0.0927419337380368,0.202044606021744,0.3755801278858442
115,0.6759020540777226,0.6779718211186109,0.548858377275817
116,0.2164395740260417,0.5254959859837205,0.40653385956909394
117,0.22462894256375304,0.34837410946772435,0.30370297972715715
118,0.3133236830811107,0.1741989377598823,0.34411276619372894
119,0.05673624924840271,0.28336404471679016,0.3377053210636563
120,0.28675000281168794,0.18031444388178505,0.22642795718272032
121,0.8885942820372729,0.8379731316136597,0.9410013700330493
122,0.006430514933325802,0.09511999360131183,0.21224018646215995
123,0.1734638005211558,0.1450123164548504,0.48043222340725555
124,0.2725786323544844,0.50756734284286,0.6527060242358224
125,0.2909247921749514,0.5707790489205534,0.5287827729454958
126,0.3587082856298644,0.5846298730906422,0.6263116425795426
127,0.2208318454791562,0.7461883249209424,0.6657914029072024
128,0.08877349294324123,0.5574499652883469,0.5075876959034654
129,0.19442965350241462,0.8830024972950271,0.7858239300742729
130,0.5412893928380715,0.6866320113574127,0.587570260632867
131,0.16026943747832945,0.39091601114312347,0.27037351178514557
132,0.04651681779406464,0.49916841407033513,0.5138897207677591
133,-0.15088052949096198,0.7982309637335375,0.33010682313622247
134,0.36476413807039826,0.5933928671694159,0.49913577205633197
135,0.3310250039533022,0.33727071841533873,0.4437256768272738
136,0.017656315265972826,0.18899556424074793,0.30344762570331907
137,0.4362257083310396,0.5333094694023995,0.28102926210113116
138,0.27370598832565135,0.8470580893125612,0.5218692253240902
139,0.10070525421922119,0.1306211156343256,0.27006161417634184
140,0.06399654836878542,0.5105504750684497,0.4814258681056038
141,-0.07220133032080042,-0.03970221446584441,0.22996059230139496
142,0.17280576182819013,0.4915198051936523,0.3557167112997893
143,-0.3232895017169714,0.21717172079968344,-0.16644548928746608
144,0.3952404790859529,0.7537048375745838,0.6954890392488462
145,0.38796188096507056,0.561958882163969,0.5007054678223468
146,0.12049390110347083,0.30808344550368544,0.32512918505777255
147,-0.18634324971084826,0.16688073985335744,-0.03930244763806576
148,0.2810546956653092,0.857607378387371,0.5769402551895593
149,0.09454373050589901,0.41047677199123883,0.4115593747879901
150,0.08885717688918476,0.6780246947160268,0.321037538126335
151,-0.020520338251979367,0.4836305588936243,0.40784743695971415
152,0.41475615374132146,0.8482321704459146,0.5214083592806
153,0.15107740879405482,0.5489995718055495,0.5511968694135174
154,-0.11784039172141297,0.26730656574960443,0.21374058760741915
155,-0.07791085385457329,0.5530897963057235,0.3152298121680418
156,0.1097935502469712,0.5538791128275407,0.35758100795180825
157,-0.007731437213214145,0.02274270181320823,-0.10018233647352881
158,0.00024787352980108784,0.5791218509858308,0.34712786630084336
159,0.3562257139882682,0.5158843393268633,0.4168921782883261
160,-0.07918657479926225,0.09775027853965823,0.08394117142999939
161,0.10968662450483568,0.6660974066209097,0.4619085101824996
162,0.34291278440974976,0.7870169889557845,0.7820100914769174
163,-0.4165929284260327,0.014056492797020103,0.20141285317580587
164,-0.07036383203157696,0.4342598049758547,0.35328967574417863
165,-0.09192833987967182,0.1070096735822186,0.10278589583333152
166,-0.2535219017043914,0.3351332563714034,0.04633385325504508
167,0.450188531293289,1.1533856283152193,0.6434443807425217
168,0.1582416313103842,0.6232403129327886,0.4125614523947835
169,0.5201770581878515,0.569896073230629,0.5205220483789501
170,-0.14017763778874553,0.2697105072667865,0.20793402120688265
171,0.36188211449292385,0.3177847542622143,0.5324893458760185
172,0.3683798110216512,0.7489663170444208,0.5895113880505228
173,0.040548981691997124,0.6378950919711616,0.3914790966357344
174,0.28208361360610434,0.9111527480153314,0.6728807903675241
175,0.06655564624647271,0.8571264646869161,0.5226618074459515
176,0.22388692418053618,0.5647347858154713,0.4498720876357296
177,-0.1921326043094012,0.2255498678357859,0.1554688406998418
178,-0.21079230572273952,0.034380497154693025,0.11089555539932358
179,0.017563938421988466,0.6108574593047871,0.5726153986030349
180,0.38577726489570346,0.7693395836237041,0.6116185418121984
181,0.1331245688205096,0.3761456234708296,0.3344379760534968
182,0.3209836090745131,0.7525624243622272,0.7149136229246106
183,0.04770207706559042,0.4506368096799201,0.26287292800564854
184,0.35872273199365123,0.37362191332740924,0.496408659763528
185,-0.06467876473059943,0.34334552933790286,0.1491998488699647
186,0.08920943839669461,0.5532889726250606,0.3768900702292272
187,-0.07689199689689931,0.21989463390542288,0.2144377661682499
188,0.4266441185884462,0.48798623109468936,0.5521549587594454
189,0.2200803032328493,0.5873437807225426,0.4634793492140594
190,0.18960761906698645,0.6927620464616138,0.6684955011138992
191,-0.18872424298076265,0.1322837660319167,0.08113828515031848
192,0.18922362355514555,0.4234316187836545,0.5575586447777232
193,0.3022872950528539,0.5369807936651904,0.716026847618525
194,-0.08340318889107849,0.33806592372104033,0.07689576159979272
195,0.017344702445465626,0.5727808670965456,0.37754228332579653
196,0.2644439414579379,0.5105577540482776,0.5012476391138074
197,0.022862148072665775,0.2522573175907186,0.09480002759614051
198,0.27125073714847997,0.2827317611528492,0.39128514065947306
199,-0.04202566510080799,0.45430946205360057,0.09989270472794896
200,0.5293340080803327,0.7236512704113129,0.7314638963751644
201,0.02911908119644585,0.657475254831106,0.44791662115826086
202,0.15765835305128828,0.8638529600488142,0.3527181854500169
203,0.29529699084111977,0.643174901800994,0.6773622498827081
204,0.17478559412975786,0.4289833385870075,0.301709037062914
205,0.26084117809576607,0.34822148955508936,0.4150340166727139
206,-0.09968493091832492,1.0096852491987114,0.5462521061035904
207,-0.23764390954226988,0.295430941556817,0.25728569066757806
208,0.3641533988487188,0.6484345096977301,0.5895835603108698
209,-0.34035815704160477,0.2304103697776906,0.03236703290010703
210,0.014086712782504082,0.5184262969692996,0.2032105044069575
211,-0.374419047492318,0.49235888022142016,0.3378314427402677
212,0.3783953833730202,0.6650478344164339,0.6158731351217401
213,0.22811684155264103,0.45033019874938973,0.5388878887331784
214,0.15326755711911985,0.4530251970694057,0.30756934916784484
215,-0.027327099937683903,0.850643704960091,0.28923420582316905
216,0.10469880706110395,0.46606247157454384,0.3790762396340314
217,0.18707767969238004,0.5467389633905795,0.5718765392365901
218,-0.025094162706615093,0.2548162646390778,0.338338958418253
219,0.14096351620591913,0.19642484378075944,0.3742263102685796
220,0.04120931722849588,0.052550305606725065,0.16862989148401267
221,0.1864649181387274,0.4140627949285169,0.3231643352195435
222,-0.15763883859521588,0.19891515188014683,0.2576338445809251
223,0.1309279438786141,0.3696145109846069,0.3459938057181198
224,-0.28000673936592313,0.5638689513799626,0.4029856853074519
225,-0.054128276392008234,0.6865813119747067,0.19924132633209568
226,-0.14489099983044076,0.21141770795632542,0.22051361974235983
227,0.19621241277064455,0.6741134324752978,0.3620647904884143
228,0.5280490503361046,0.693358473187162,0.8564347460721642
229,0.13265172955602572,0.4697229054389128,0.4186627414289474
230,0.017030554707311393,0.5302935435192935,0.45961974055756366
231,0.18882154600261677,0.3437167709181724,-0.015316847416788378
232,0.55299065354056,0.9169310700157147,0.8774447675825375
233,0.4582696036749181,0.6119976611626796,0.5878568582725555
234,0.6319024604830062,0.6184172092850385,0.5903332730572787
235,0.06952013012741622,0.34405579478671966,0.3618076630106659
236,0.4025044731600064,0.8571561880351334,0.716910928695595
237,0.19777804471499422,0.6629339370170116,0.4831988302514648
238,-0.14477504901429133,-0.03482530487580257,0.02290094628192608
239,0.004459590848137885,0.5062726600240899,0.33271984141364536
240,-0.000509335926687446,0.39348508353823897,0.32289896386210215
241,-0.06418567130106541,0.41055860405929007,0.3726811707851082
242,0.2894701999095895,0.3819367705993773,0.3520436352265365
243,0.14635932366150256,0.3467126737157188,0.21011337185851872
244,0.15758566515115405,0.40042897785724174,0.4738231181858208
245,0.2888926194201906,0.37394414046928653,0.4861596153593851
246,0.22089664979536758,0.576773792797122,0.7758572303113965
247,0.05898540723555475,0.7843571727526709,0.23999166773976516
248,0.03127738561178507,0.5382924124065109,0.2968238016873927
249,0.19560088167985257,0.6020873117710116,0.5913513747772268
250,0.08040969250796622,0.5614689567725162,0.5149179922977581
251,0.07092950515568087,0.40948866468712763,0.4050398761900383
252,-0.16193645191182257,0.39854167568291154,0.006963345421442819
253,0.12651827208480296,0.55557397126863,0.5406165593016427
254,-0.25810699053305874,0.3125035041635857,0.20708846406532957
255,-0.1258868340761204,-0.006767453878571467,0.16058481384565945
256,0.04486141674359534,0.7793196125183778,0.420933065896877
257,0.3075438654603984,0.8297188924706658,0.8000826973492301
258,0.20723313264280172,0.485057877879227,0.5209546802671354
259,-0.05563303765532149,0.32651635443122845,0.1592366367573514
260,-0.1663801475180631,0.46188567105838496,0.3802497586169853
261,0.17035799682223507,-0.009378164768950255,0.27103805490258054
262,-0.30827103924908456,0.7490721840668297,0.08227726058172849
263,0.03159856735586811,0.2443263670435506,0.11146282899193041
264,0.36143774814531526,0.7497255600726352,0.5238431635191723
265,0.030903014670603725,0.37280291717717634,0.2688686514139135
266,-0.3472530085593654,0.217917034122374,0.10143402158479642
267,0.1447336383955765,0.4038355553838761,0.33196006893215907
268,0.5304228284689471,0.996687037045436,0.6843857760242141
269,0.2528913344934223,0.5755047616375808,0.5561326302688723
270,0.171452349810388,0.810281446453787,0.7627112889165367
271,0.1838520727499963,0.732079300676012,0.47048866947231566
272,0.1266701958598467,0.5180375068123669,0.48554084775879486
273,0.24826262508004224,0.7645116278649773,0.6043887838299487
274,-0.1577365282015911,0.26197347764264234,0.1088760155259651
275,0.37857590832846694,0.6619719244535553,0.5447426318528447
276,0.13096158271249908,0.5640609491793139,0.5930801078595088
277,-0.4364797211293992,-0.17141577491826146,-0.3492670931641783
278,0.11185061043733863,0.6874351043552795,0.48927897993808495
279,0.14341268335250773,0.544275608806383,0.5534255225598341
280,0.1302756397114665,0.4853309813068407,0.390329145906829
281,0.4113908451223098,0.852439778275943,0.5383521701153741
282,0.04463932297192167,0.3429238585383173,0.3163934804891813
283,0.1087961577832986,0.3853375252023678,0.1508089685699103
284,0.13761832834755777,0.4418865335622764,0.41206994979023526
285,0.23198856676763221,0.5990782501658144,0.56964272869042
286,0.2107092985503457,0.11125901955060852,0.19873252888783854
287,-0.10369341173957751,0.4824138794794169,0.2904523852717726
288,0.15124848813261932,0.2762261343552909,0.3468017745912882
289,-0.23903325810483858,-0.030212403667523695,-0.12726366006668116
290,-0.13801288962090463,-0.06946884024169728,-0.265468133665957
291,0.21684757332710553,0.9392834761011458,0.458120224180042
292,0.3666496003963289,0.4453029154155163,0.015388175244299519
293,0.1839814926536665,0.5583076366664459,0.4246337892438148
294,0.33052679819542125,0.8969702438064208,0.7852109432107895
295,-0.006584194948017763,0.44523478695637964,0.3659947346973758
296,0.20666320802150157,0.431974718254494,0.3169632144898687
297,-0.19915763133961253,0.29818408898830356,0.19761857366404093
298,-0.07294096473319055,0.3220026873842078,0.27187770982459303
299,0.2152171238754226,0.48542277039480414,0.5081699610546556
300,-0.0011834376001478503,0.30144331257482704,-0.08865938707488799
301,0.11180911745353368,0.7250425421289715,0.6411479143881215
302,0.17320497657198525,0.793149038932844,0.5911239782383867
303,0.568610313319291,1.0681238219326938,0.8026719943743927
304,0.1513010176674069,0.5223037949206585,0.2642719750379893
305,0.26876221637586756,0.8428204537856707,0.694279804809111
306,0.04797304209520236,0.2112471828488602,0.29025014793098103
307,-0.04816500752870228,-0.14245040197918218,-0.07191786743014851
308,0.2615051020456708,0.5606659004781247,0.6194408494527396
309,0.0796664477682233,0.22974338249726814,0.42638004259479273
310,0.4224609417166868,0.439178886747429,0.795487871998276
311,0.14966870378200672,0.4372360964326276,0.6155494871196973
312,0.17344976733691622,0.6640504902481046,0.5904634768235384
313,0.22939741558403343,0.5403704555954416,0.38889518095876857
314,-0.093340147793496,0.47585416473934894,0.29877514350476214
315,0.30034297433167395,0.4935794806615927,0.6093664746015109
316,-0.040245576093105834,0.5313296986349012,0.562175909922363
317,0.29686926282998355,0.43476645721415297,0.27063122612809215
318,0.022181457297992358,0.2880733851098982,0.13600860317767832
319,0.27195565338901956,0.7779431181797553,0.8095836573094772
320,-0.18584646735358892,0.6202626459894693,0.3756688363145783
321,-0.06992966393956596,0.6486236576425464,0.518568385834965
322,0.1920037086048928,0.4263662799476574,0.005941320660459579
323,-0.02080963967702603,0.644044187492825,0.648572101843596
324,-0.4346547769500531,-0.08155679829682241,-0.09375576831349798
325,0.2515004270892577,0.4541680895430654,0.45264239803474876
326,0.4819419848447562,0.8720764543132167,0.8940801719742348
327,0.534027567453458,0.551285282925678,0.540694840238082
328,0.1606094587522829,0.47039608750993633,0.4834634988677755
329,0.039767672343500385,0.34037459456120905,0.4718191046717672
330,-0.27868056158482146,0.4029804054267213,0.34330441904132986
331,0.43049894651021076,0.6739437627957251,0.7246422275841072
332,0.2613298138674709,0.6050959047431222,0.2978642360289619
333,0.11393083803353915,0.053617262004615966,0.20484425545264967
334,0.5687412408593084,0.581326647166187,0.5287602173370899
335,0.518249890047915,0.6998554042048647,0.6438113022738124
336,0.20446037805350062,0.4739842984116952,0.4481752329059504
337,0.27875780035065595,0.25621146840890247,0.4202683306176429
338,0.21231022655273663,0.4540429137234846,0.5264127632986508
339,-0.02659693918890583,0.37989254804135997,0.46430385698303467
340,0.17490046695540964,0.39477211495854225,0.4300742011326157
341,0.1482418097093381,0.6689971738570669,0.8298643431024155
342,0.356278806762987,0.49035816740766947,0.46331447669921544
343,0.55949438708985,0.41645245611022186,0.5429173286224551
344,0.6042978259569033,0.7875485821583045,0.6388276477304841
345,-0.08150047017710799,0.22153800957699385,-0.06786805257486472
346,0.0625455596014404,0.6152980680668647,0.29323827663562013
347,0.029654375720352222,0.48260258794218563,0.24196440404158392
348,0.3639268054908404,0.8286186213178033,0.6484949670611346
349,0.06734651994642911,0.7414954191194144,0.36106140727188485
350,-0.2594517680211197,0.1753330701440551,-0.0008324526013054482
351,0.3653744975055553,0.9693286934879171,0.8403120619483471
352,0.11992928809345145,0.5859590744845862,0.4364963299952006
353,-0.05880316946125791,0.000805718008954568,0.12924453869483177
354,-0.19155351389928366,0.24911167363829995,0.15058198807424283
355,0.04241601147087398,0.6288617831058824,0.3473674527110707
356,0.12234670692968559,0.21022598755724717,0.3988074993574586
357,0.05694337543544174,0.23301716453379717,0.29418878702961454
358,0.2830115317961732,0.42900923937215096,0.34098892842085976
359,-0.10717413132963939,0.2921225852361376,0.20011560362781822
360,0.1357903764049583,0.5897194147459137,0.646451882791432
361,-0.15042404418545202,0.2976399942164012,0.15129583047798778
362,0.06882045811675812,0.29155324734530447,0.36221962909877986
363,0.26931624575690216,0.5709088678034007,0.35961442105439145
364,0.34410591367905713,0.5111776700357198,0.5521363795118335
365,0.012298766986129242,-0.019180221917809024,0.206993338508628
366,0.03658820930113059,0.5655457345566856,0.44802826983668803
367,0.527626016049008,0.48366875833935075,0.7670943893365502
368,-0.002218182487853162,0.41561373936349055,0.32472287457883126
369,-0.08218449509573161,0.23793299658129036,0.09433304681484432
370,0.17717767035256554,0.29847421327074414,0.35766862246466563
371,-0.1450072522577809,0.2044423907710054,-0.004313863891222243
372,0.2092627883810998,0.8461248106891998,0.6976143820674826
373,0.09391215633822547,0.5078851902956486,0.36703276757624415
374,0.08211060550545048,0.3250222858379342,0.42910883743620715
375,0.007716713793683974,-0.3704469850832439,-0.23006759802710353
376,0.48145031867071447,0.6224543978139911,0.7792834162445766
377,-0.11910296343051745,-0.3511176026286345,-0.3651389741380625
378,0.06107223286170804,0.4210219289493865,0.17676344653036397
379,0.1979108631056943,0.8356226549988371,0.7249662362182685
380,-0.043376992558709124,0.48591979045616757,0.41967718489862743
381,-0.06984996415237957,0.1038126605407588,0.07614532123779663
382,0.041811879410070515,0.48164285730889034,0.4070435681895625
383,0.07053706726378825,0.6689474349261498,0.46296929638038387
384,0.15204078354721887,0.5736790450465021,0.3960034668373928
385,-0.10056313074268806,0.7075332954580498,0.11840220238726797
386,-0.16198653269853214,0.33944598799860776,0.20808610461548616
387,-0.43735020739627156,-0.08244009317149316,-0.33598355916351264
388,0.15915720365486433,0.7596171438962167,0.6126229025992902
389,0.14796108989571852,0.32203832378549235,0.37703902057372746
390,-0.002960351866792416,0.4592751670792168,0.4461655244396924
391,0.10906943243580301,0.3755967379065842,0.2835041614809078
392,0.12747176336984176,-0.3272160871949771,0.2307441778767927
393,0.3044717662455677,0.321145333387397,0.37450457420934463
394,-0.028318724966673214,0.2130574434388791,0.3204317246799328
395,0.08264440127420118,0.21824866905408058,0.252423113446534
396,0.1255319995112019,0.4811066366186828,0.45625763043521717
397,0.20064827630528273,0.6696220752497754,0.5924959062206329
398,0.14166992382723168,0.5739973345342739,0.48810612738531733
399,-0.04314174188814138,0.2592970852705219,0.30535272052103246
400,0.2701980113151911,0.6681417808893688,0.6148568695831056
401,0.3838400358963769,0.6099181103738841,0.5055226950464936
402,0.16503183033427457,0.40195640122919585,0.3650661783196144
403,0.07603996265050376,0.10398878679539723,0.15891928829005172
404,-0.016218680063365187,0.16916127928493166,0.09641381321198775
405,-0.13635845303370378,0.5290991740586558,0.23680758133397736
406,0.3082979948749809,0.669319122209933,0.30250953191368024
407,0.04311294359909128,0.1941269921187756,0.3402556571034975
408,-0.14125620240947276,0.19300047599118525,0.14972455913028268
409,0.38720753331361085,0.7617317322323499,0.7347050697455224
410,0.17467929633860804,0.760071107472658,0.42126381801631774
411,-0.08229010882396999,0.4916216507418917,0.2908558552222523
412,0.15672802745413852,-0.0012015552879045832,0.22991230080989727
413,0.04107650620829393,0.6014665207887396,0.3778030340124984
414,0.06877296761245538,0.3353253839153032,0.2110814623911072
415,0.5017797457366562,0.6379534311484889,0.6283227989968568
416,0.025118695739893136,0.3444842491213393,0.49585308489917723
417,-0.14752954346899427,0.548499122558221,0.3353513059539097
418,0.002709746956605783,0.6139816548064905,0.4232892825975145
419,0.10466933230460775,0.2450259746521961,0.3197782144688402
420,-0.10186684954776647,0.21165819290864116,0.12668027781595964
421,0.4937714403026513,0.8445988011798037,0.7305646681110286
422,0.34907898074478694,0.3490700121245672,0.41002864115375737
423,0.3203198129851319,0.5397712324717031,0.5450582966007314
424,0.19632259873357688,0.39862993266934965,0.5382040660942282
425,-0.08537115876917917,0.522654049749472,0.11645912616404103
426,-0.43735002576498566,-0.8773534083388065,-0.4441613549651565
427,-0.009267727183042194,0.22878292729358632,0.22232247409783584
428,-0.03545067476366904,0.4963015464002551,0.46490892757600955
429,-0.0016632017908046845,0.6953428055003523,0.41310649742688577
430,0.7801942179257148,0.47134431765914026,0.7091279365286035
431,0.13528766276289433,0.4851631470997177,0.500339253444487
432,0.2112211949853552,0.5422046551232363,0.44634296927259454
433,0.3486378156911257,0.4799309718412926,0.42047181751385854
434,0.17622437544220196,0.9176754307633563,0.6319098551135861
435,0.02618846753187683,0.4987868713933616,0.3767443645397739
436,0.08139420280899352,0.4318277829549492,0.4249765511089659
437,0.20926943451040897,0.39507565352948476,0.47088363599312577
438,0.36142240128004194,0.6010813507425125,0.5968068919665731
439,0.5069676323906118,0.8280775793386931,0.752506800360859
440,-0.007550953087006531,0.3393680013070104,0.37504522884169417
441,-0.10169847811311185,-0.11614713415223664,0.05010805540739586
442,0.006075456150162613,0.4814642093447957,0.3945688075607324
443,-0.32396705124748815,0.12881940933421968,-0.12571283467196315
444,0.26236217897343833,0.8045084837849713,0.552870604818228
445,0.08640980507703414,0.2898404332324099,0.26147959410046634
446,0.16317330962104964,0.5763582622901923,0.3772428038042487
447,0.29664086047725186,0.6144082776174525,0.6265147114666141
448,0.08765628679198563,0.803232353217053,0.4140223278429428
449,-0.06636480044480549,0.693261737612249,0.2875041182535233
450,0.28715423923111216,1.3168383209119687,0.6588826362436118
451,-0.3948078004233273,0.17503232223620163,0.011692835402671398
452,0.26666402867678674,0.6718595628450368,0.6721356792844633
453,0.03438771803159077,0.4110681504759023,0.32564852785796705
454,0.37136923452345927,0.2503474278468425,0.3985576291710348
455,0.18153670267626298,0.724021844955131,0.7262216342189673
456,-0.026741695949936535,0.26313962959781234,0.3644271901176028
457,0.3210502893536287,0.4549529123053335,0.5716435503226379
458,0.48339196352114533,0.3085033819626457,0.6188606093176658
459,0.1273237289719032,0.775358770526807,0.624381223319519
460,0.2347406211546649,0.5520198308400133,0.41220521967550416
461,-0.013398077770416652,0.48372062504468677,0.46694724033058443
462,0.19717189731586474,0.37176307629721317,0.3711681813660409
463,0.13839408267246658,0.5923365071101379,0.4332794908546184
464,-0.33233625270802986,0.4579729867615742,0.20220914049965633
465,0.17036835289019966,0.8745325386271485,0.6965438706327846
466,0.03836972210164925,0.45457191327154833,0.44724345709276525
467,-0.2552482366122698,0.24376199746393576,0.2259877536378912
468,0.4085385371142366,0.8037814883381131,0.7639417119728392
469,0.12657820514352114,0.5006896625282536,0.5717276409838136
470,0.20163011826066443,0.4675106052253305,0.51505525067006
471,-0.09995954431768493,0.4721803343375862,0.34689904487518314
472,0.12419831036701545,0.5851425878569592,0.4906990495751099
473,0.40657495913509123,0.490349750277149,0.5961619006163453
474,-0.034128457023696546,0.14889490980787037,0.16168042330130813
475,0.19453358598415352,0.7955652787882804,0.4287202762523231
476,0.2849093248434696,0.2778616012247507,0.3188581229619064
