dass_subscale,r_corrected_point,ci_lower,ci_upper
depression,0.10806372894457905,-0.33233854173546656,0.5999649792694364
anxiety,0.4716080467261905,-0.08289015693153366,1.0007174810740445
stress,0.3919499327975994,-0.11903796689976212,0.8176524915990615
