path,coefficient,se,t,p
c,-0.007653413151181572,0.004567458401783528,-1.675639377075229,0.09380885092108308
a,-0.23477172218771905,0.0468156702931389,-5.014810654588153,5.308571727640234e-07
b,0.04192823001506492,0.008216732969740514,5.102786006247568,3.3468938580849166e-07
c_prime,0.0021901496177380133,0.004438099094202149,0.4934882189988017,0.621667662052796
indirect,-0.009843562768919605,0.0027521316260146807,-3.576704935139282,0.0003479525504423986
proportion_mediated,1.2861663906645242,,,
