iteration,indirect,proportion_mediated
123,-0.008666906256066911,1.1368478125217611
124,-0.008808541244619796,1.146457298000261
125,-0.006772200359782175,0.9362155466655928
126,-0.005827456355560554,3.1797231052640336
127,-0.006438575008943698,1.3043126215731253
128,-0.008917384772526604,1.4053784892915313
129,-0.007537669892075607,-5.4286516082377405
130,-0.01681833400356061,1.747489787105379
131,-0.008563865978894115,0.9176714130846998
132,-0.008436942303662676,0.578998917535199
133,-0.004375991310932327,1.067644116474523
134,-0.006764164348328624,0.7610884375945906
135,-0.009117872071031735,1.1748983438092189
136,-0.011051155675881339,2.124609263061607
137,-0.014721377100196909,3.4182869766449437
138,-0.009464890677491936,0.5920942101743846
139,-0.0076971287148519035,1.5399344422161487
140,-0.008451662141291104,0.9777762863455389
141,-0.008646313878856471,0.8727414673683515
142,-0.0116359247119366,1.0184641823268827
143,-0.006871158809179664,1.0609500939100625
144,-0.007027148223310865,1.6455193996688893
145,-0.011640421452845147,2.163254630458354
146,-0.010476431688852273,-10.78636026471999
147,-0.00757657460649419,2.1199110457545167
148,-0.012351837940797989,0.8459384749649516
149,-0.013938781598965075,2.255787783030256
150,-0.010424803998107253,1.2340132814480622
151,-0.008616049256123463,0.8883141752364804
152,-0.008783825531158893,1.9431160611270226
153,-0.008836737542312772,1.2856034700444392
154,-0.012407086790028101,1.538555846317293
155,-0.006437714773767849,0.8742425004657983
156,-0.015145498092690753,1.2146796061671417
157,-0.006945236071040887,1.927175594067514
158,-0.008400117506291676,1.0800524615463514
159,-0.01250515002931347,1.124809072134027
160,-0.0069418891047891215,1.049285768717611
161,-0.0138823316245338,1.0162513058045786
162,-0.013455220267151933,0.9761109250139514
163,-0.009159537023170343,1.456203606233608
164,-0.008986503873120832,1.9009600980655557
165,-0.01195058326929737,1.1502513276826531
166,-0.008509255443078853,0.6642333104201287
167,-0.008679087295391585,-2.60111646881764
168,-0.01092200945636396,1.473202198292093
169,-0.0058276391408970864,1.0514183418063203
170,-0.011320427380998843,1.6015930480290634
171,-0.012030229352426118,2.085016655446124
172,-0.013819866440960076,0.9486263848066496
173,-0.010131764923712244,1.9853231601834913
174,-0.01173918395017205,1.5333619438282895
175,-0.012926595401372393,1.1541552452361503
176,-0.008156147577603787,0.8476066495119253
177,-0.008141226824372166,0.7123457285348239
178,-0.006943520308557474,1.467414655382905
179,-0.011171341583284151,2.5125411413540992
180,-0.011401766486566474,1.2322245644212948
181,-0.011784405179435057,2.01014427613349
182,-0.006645811384646055,0.49178621920372595
183,-0.007443974089679674,1.4892741061713468
184,-0.01273433870376957,0.8311609414316318
185,-0.0073247613128857424,0.9223797162386042
186,-0.00701301992320573,0.5933635728317863
187,-0.006076698137517848,0.7200805891807301
188,-0.007677916154264549,1.4052787834753029
189,-0.011993909182059703,1.2244990550052723
190,-0.011688525866798284,1.4614134984518805
191,-0.0056942004266564835,3.0147761490815865
192,-0.006991003804305783,0.9952095529887651
193,-0.009753531643789374,1.3088787508338897
194,-0.01029869227550197,1.2724941437887276
195,-0.008303457389688011,2.3154819579805883
196,-0.015091041079048224,1.5199444277424135
197,-0.007426058753339729,1.0141524552556407
198,-0.008697897887947403,1.731136370395857
199,-0.005982444399823383,1.3692873592908226
200,-0.007919176817698883,0.9407454915055586
201,-0.010562437575956908,0.7383384318403529
202,-0.0077277357579424956,1.5065157472941504
203,-0.010045470797807567,25.716413944839392
204,-0.010773368112994276,1.0121076645364193
205,-0.009223464807719467,1.0928789723282932
206,-0.006748561608466231,0.7501680966223789
207,-0.006249448738532435,0.6813635820874672
208,-0.013642764849717829,1.3234291664831026
209,-0.005354361549194855,2.7611314431845573
210,-0.011589795815497248,2.7250942781781125
211,-0.006730281562786725,5.467694435252357
212,-0.01314000513642917,1.3498550843344594
213,-0.015479007475073673,0.824381830889379
214,-0.00983327833930244,5.470783215398788
215,-0.005602237671404817,1.2544116243260612
216,-0.010732241045110556,0.7978205567673251
217,-0.014299744602174987,1.45100360101366
218,-0.008220384359293537,1.3516252587392399
219,-0.010043253946767054,1.7385921148192471
220,-0.012669178421406576,1.3075128867164498
221,-0.010604152822465417,1.2013545201583966
222,-0.009985882884150438,2.2584292947121622
223,-0.012941872034939175,7.0663705536404295
224,-0.009341491775065847,1.373006590238749
225,-0.010032683149821305,9.96255831048512
226,-0.008368079121490925,1.2036512236134023
227,-0.019256081848251852,1.3621535083160916
228,-0.009039637698357372,0.9265996845919798
229,-0.0076967884935443594,1.0409698553140188
230,-0.011992925801911938,1.6493347450584301
231,-0.008566791962518956,0.9163257905196952
232,-0.008369405075491726,1.4278699759104452
233,-0.01739485305472487,1.3992542675815138
234,-0.007847520491679909,0.8411897517078069
235,-0.011039375594180176,0.6722250553817367
236,-0.009225824152899865,0.8606628102796959
237,-0.00881937684130824,3.807525513734297
238,-0.009018655950418106,1.0732686553016257
239,-0.009411882499423761,3.0972131047062024
240,-0.008656191805016223,1.2336742543497388
241,-0.009355881227081654,2.297720652344018
242,-0.013366211584031625,1.3466414303278305
243,-0.007583437073028406,2.5936673436998054
244,-0.009567047776964467,1.179522813184059
245,-0.013397777866847344,3.1634841446614756
246,-0.013225937235393405,1.125880014572628
247,-0.006922092195204904,3.13129932781699
248,-0.01100889953083869,1.8055434722713937
249,-0.008541201060746325,1.7357997661089997
250,-0.009533683531176972,0.790376607771618
251,-0.007571621005282178,0.4055658994866961
252,-0.009567476961141713,0.748204562092434
253,-0.010927235687751852,3.3912506026849116
254,-0.006563435197413116,1.6096647414708338
255,-0.007290188548010707,1.3371929085846543
256,-0.013161565362442578,0.824044248109727
257,-0.008056579660346293,1.4719987376841046
258,-0.009522414847567204,2.9762765073381474
259,-0.011510555975512315,1.3623402733701155
260,-0.009156740293406589,0.8929968960935509
261,-0.014641197938390827,3.576079148140332
262,-0.008282127887318304,1.332837416633602
263,-0.009181071208367577,1.310409954961838
264,-0.010859362988446248,1.4477801148328107
265,-0.009938004720858689,1.814986744463718
266,-0.010364409509750903,1.7407575226484666
267,-0.010234541946992918,-5.934783623909954
268,-0.00442001456095022,0.495147440297924
269,-0.011077759643084075,1.411260929055923
270,-0.007013131974894116,0.5090744390824317
271,-0.007333963294140464,2.771124774011791
272,-0.009548272061871844,1.4940661024801987
273,-0.008333120166130008,0.6116820703218878
274,-0.00898939418337402,2.6939432256237903
275,-0.011130508325218903,1.3911280857624686
276,-0.00949298680819679,3.152818058712071
277,-0.006773425714369278,14.535565677342937
278,-0.012583832248905897,2.960503927768133
279,-0.013073278746472117,1.132669441248207
280,-0.009675618254082727,1.3323304295884268
281,-0.011780987067892778,2.1544634349358747
282,-0.01523200298887418,1.8590882484819284
283,-0.007237202810119874,1.6043839102881503
284,-0.012748366116331336,1.3703796137851412
285,-0.010703634556760235,0.5549990706374958
286,-0.007642804037242234,1.29442993767204
287,-0.009139555806785427,0.9935364851216637
288,-0.014182969719098116,2.8009470684450553
289,-0.013970812093397417,1.0375759978200918
290,-0.009202266621828431,0.761701657460492
291,-0.0066979114600751125,1.3537823581598558
292,-0.008822306517647505,0.7639357966195922
293,-0.007996831152055723,1.2580665357577665
294,-0.01471091627872976,0.8873051090499036
295,-0.008955459371387024,5.559743871310043
296,-0.005920796991006793,0.8313213428139948
297,-0.009108726217251797,-9.754455104180284
298,-0.012711355566537998,5.2135572693946495
299,-0.006891087592452129,0.8115735671875138
300,-0.009989231915125006,1.9287333202028325
301,-0.00828327376762556,-15.666404541311787
302,-0.009558256513189716,1.66389959648173
303,-0.010914568769296095,1.554043760047542
304,-0.012496335180030634,1.616812675866928
305,-0.010288021997808306,1.2088315547871118
306,-0.010651735288814862,1.1252988695682193
307,-0.006350789270595911,12.070690716192527
308,-0.01425713019982403,1.2807790620183181
309,-0.009301309179648519,1.193877167273896
310,-0.009824704891563407,1.3689759066778566
311,-0.009984145647440355,0.6939666301754419
312,-0.009846860766836812,1.162719575056857
313,-0.009224794462441474,1.255570836211665
314,-0.010198343783113153,1.4991934380294938
315,-0.011578446091269633,1.4361008070434003
316,-0.008966313724350935,1.527768975082588
317,-0.013852043346143256,1.8304611173040404
318,-0.014698748530426173,3.354727529384289
319,-0.013327216309176805,0.9566374404530718
320,-0.004969241152696337,0.418730000658955
321,-0.00760877374256627,-28.016500472025452
322,-0.006731110948608435,-2.8058754370191212
323,-0.00823471255714077,-4.216203142847181
324,-0.006860413524639889,6.668991862305115
325,-0.010125961386294244,0.7433630674342582
326,-0.01348951144797464,1.6776352638524554
327,-0.015988997421190088,1.860264544059435
328,-0.009122172158657803,0.8773110229548977
329,-0.009351635503257065,1.5263233829893261
330,-0.010245560307458995,0.8368509113675738
331,-0.011317956629535914,5.580322950190409
332,-0.009888017188387417,0.976373973172538
333,-0.007410595518458476,0.7562225537805206
334,-0.008609247516517588,1.4174673501792225
335,-0.01048511981927025,0.9909489042185798
336,-0.0066653208031065385,0.5244456687941818
337,-0.014516998566172779,2.962063600362159
338,-0.01637915183997045,1.1758955933494277
339,-0.008926955329369303,5.222638700166683
340,-0.00676203339913005,0.8278531015772469
341,-0.0074195752090993215,0.6112321725451519
342,-0.014767954597415816,0.8936459422787605
343,-0.008928918797455047,0.7590284347379083
344,-0.0135234598047232,1.2931200292354428
345,-0.0077244702646632095,0.6786749128377835
346,-0.007027359577872374,14.056354904710233
347,-0.010015059668228092,2.6454192888681436
348,-0.0066923263200028855,0.9160348057625063
349,-0.00531332143002919,0.6076817275050309
350,-0.007810322506325627,0.7980038846579968
351,-0.010182956443283198,2.1108759859007558
352,-0.011227364974182545,1.1342667284219388
353,-0.015056675537088943,2.52502139327481
354,-0.012035923889961993,1.8217092747959465
355,-0.011226494458034874,1.600675499647904
356,-0.007623822556890258,1.3784029581803248
357,-0.008982693130095377,0.9282196295256291
358,-0.009268202141718345,16.84023071564371
359,-0.008246810529278198,0.7859163649686932
360,-0.011332323695909807,1.2835724387313667
361,-0.009509027283922543,3.551945772209495
362,-0.010265336393346236,1.2408829517042772
363,-0.010361572058509275,8.158867315144944
364,-0.015373701581713396,1.9422169422412126
365,-0.005594414030911568,-2.877954391723347
366,-0.012869288072266014,0.9198431079649564
367,-0.00822829144366343,3.4107203002505453
368,-0.010006683356402212,0.7207630535247477
369,-0.014348659975517581,1.7603442318167664
370,-0.009686295015690315,1.0606132772852161
371,-0.006737668809477257,0.8064240260673794
372,-0.008533123199078048,0.9695034150584102
373,-0.009672056266747539,0.8884478814096699
374,-0.011177860948053113,2.4550766610606
375,-0.00893779973167139,1.7099791811961296
376,-0.008301660442095364,0.8353401796230625
377,-0.007009060846430267,23.70160783607042
378,-0.009724064103359251,1.1769715805523318
379,-0.009448966172517318,0.8064006164094526
380,-0.009393414449887057,1.7259951761936583
381,-0.010091216717242835,1.102298873124058
382,-0.008808699935538443,1.3316550250004358
383,-0.008310988062188319,0.7888432366662803
384,-0.010186917256470765,1.682804936321627
385,-0.006220927417640872,2.5270904047753135
386,-0.002826714882007414,1.7072522240538883
387,-0.007615207399493699,1.249963988605522
388,-0.010147605347669226,0.9265134005454028
389,-0.007029541419175802,6.224780982247936
390,-0.010090163939199608,2.7772550186951985
391,-0.008421115633521025,1.1422917711390734
392,-0.01008267061275437,0.8701988051403315
393,-0.012613583913359245,1.3562605835034078
394,-0.010588012222760214,1.0728794022597772
395,-0.008358067872931843,0.5942846271859673
396,-0.011504363098662884,1.3537237885016815
397,-0.009707781931745358,1.2352046767056568
398,-0.006813317991473162,0.7916393754754661
399,-0.00861840265351186,1.2942587411524467
400,-0.009562818018763486,0.7962440572940949
401,-0.008398230075771538,0.8376823719479171
402,-0.008574400020266822,1.3615234807412262
403,-0.008774002034267283,0.7715817223099222
404,-0.010287517751308543,2.11654825346118
405,-0.00705890416258552,3.7615723195141517
406,-0.01029447959202532,1.1247388988943914
407,-0.014012159380157263,2.114711535079245
408,-0.007964537294113764,2.735684237609268
409,-0.010947424032957747,0.899398261354314
410,-0.010909283110630177,1.224807727110188
411,-0.007115063577056832,4.02651056834779
412,-0.013553293533565307,1.2933028567177045
413,-0.006153016985199978,0.8107778244596795
414,-0.009323924882601559,0.9807951980654839
415,-0.012112079219056675,1.2956728317121597
416,-0.007009583358833139,2.7745479602324368
417,-0.0066604751562802,0.6292321245254865
418,-0.0089519256328425,1.2136304233207917
419,-0.011240395108966492,1.7515110012324997
420,-0.005231066794832656,0.6392984038544298
421,-0.009233622927381847,0.853706011862519
422,-0.01472397813797374,1.3035721284896686
423,-0.012020220874844011,0.8034231388868572
424,-0.008072314332233488,0.45934996257884825
425,-0.006097677575327997,0.5169640278284435
426,-0.006008455489390441,3.0508182058142554
427,-0.0071801862945617455,1.2087885788933665
428,-0.00829995673054411,0.7563865265535604
429,-0.013142617341105688,0.8688600469794455
430,-0.007418574226433973,0.732070523610929
431,-0.010571704566574467,2.0461715723347345
432,-0.012188782029167422,1.1601177192394152
433,-0.008833019465112241,1.9329678457527621
434,-0.009437415611086939,1.2394922062733318
435,-0.00740995627205149,0.6930105592660929
436,-0.008690149026903538,1.5024282492006102
437,-0.006268490436488649,5.2626488074162
438,-0.010383969317245693,-11.232184744304137
439,-0.013985105209617085,2.517118996468538
440,-0.00967272774080944,9.724908639957032
441,-0.01251525202409025,4.493373798025433
442,-0.009711579543332776,1.2704919756507742
443,-0.007396087305477068,3.761344472357362
444,-0.011415735974822695,1.5811877080000287
445,-0.011083017367697108,1.0246783975676732
446,-0.010972268464039954,1.9296161531983878
447,-0.01133889966379506,0.8213218414011627
448,-0.009866008171730452,1.8029105025404466
449,-0.012329170593273691,0.7175055130166212
450,-0.0074025134132772175,0.6281345313207876
451,-0.005295695512751877,0.7543222973712288
452,-0.009751360694821425,0.6499929172380079
453,-0.009946765759045044,1.0604051294723404
454,-0.015289772737276794,2.5042207063923883
455,-0.01086839569489277,1.0706263485566347
456,-0.00971417049104727,1.616100854051135
457,-0.010617587780469654,1.7436042292771945
458,-0.006269828342115867,0.6083927736924626
459,-0.010124030043648568,1.9642531864114585
460,-0.010443399724299704,1.652778786229305
461,-0.0105673403075031,1.5045442996765213
462,-0.010445356089326086,6.833257760122315
463,-0.009170419897816336,1.4304197226185031
464,-0.00618470504383038,1.9569472204006972
465,-0.011287814530251237,0.6176028401514618
466,-0.005254099359404618,1.8527701049226046
467,-0.0034207963810667726,0.5303089012264209
468,-0.00834747865080828,1.4653213292030052
469,-0.008975361216806572,0.6720784903147876
470,-0.0064946292910127035,1.4132564876761076
471,-0.00821646764510334,0.9161984764725817
472,-0.010239308304096742,2.011270693190058
473,-0.0146324881784724,1.6447967032951292
474,-0.008667267609008752,1.5743229778179373
475,-0.00950313273679152,3.689712023333085
476,-0.01200312424008182,1.3980941015153407
477,-0.009188921356267277,0.5647717965072631
478,-0.00720753803553545,0.6045321629617257
479,-0.01124505624349523,1.0213825449913465
480,-0.007125519374977345,0.9320758355989184
481,-0.007667062712078402,0.9455681873155608
482,-0.011805545288414043,1.397685364649846
483,-0.008345463572888298,0.8542051154055949
484,-0.009515433711184405,1.3665520846695394
485,-0.00991043315662042,1.0003823716226161
486,-0.008014572454054276,0.9990119677426524
487,-0.01086250689187871,1.5097410163013156
488,-0.01030684023861283,0.9744194324491041
489,-0.01546849340889216,1.0955503505502866
490,-0.005342135455262396,0.5731712398590213
491,-0.007604382023356571,0.8440208131046908
492,-0.009844621443283368,1.304632575792869
493,-0.008608170027838749,1.6424938005025636
494,-0.007016005688296588,1.1317582024784512
495,-0.008278815373439866,1.2700205236798503
496,-0.006831929603611415,0.6518944146340513
497,-0.014408414161447928,1.2631623020781004
498,-0.006801032650614299,1.0352896139487622
499,-0.005802538483723463,0.6065492409176223
500,-0.009115216740621539,1.9615337039278489
501,-0.008450859113731779,2.8217881464935934
502,-0.010186255868257273,1.5547497642327088
503,-0.01662244815154065,1.0669174851421566
504,-0.010969238062220606,0.9039600276601106
505,-0.008718011654397898,1.0009595261873385
506,-0.01568908487682684,0.9391628809841897
507,-0.006063336247179056,0.6977433069161396
508,-0.009945013613476394,0.9218251498162991
509,-0.012290760727918341,0.8074024619971868
510,-0.00814882549348932,2.0040270981328514
511,-0.005635125200752271,7.378174549543735
512,-0.010384375280953243,1.8196962877699552
513,-0.010835290907694833,1.0713250539199726
514,-0.011184912487049819,1.2316982639689853
515,-0.008779646258695609,1.0275873246780471
516,-0.011404124097049547,3.113648909313184
517,-0.017264344966165485,1.6738729511234265
518,-0.009276663515724285,0.565196393764725
519,-0.014057914766644211,2.8860025962606257
520,-0.010090655643062472,2.54523111152425
521,-0.006407579403668043,-10.297930273835226
522,-0.011104918568775674,7.552854072191101
523,-0.012606695513814726,1.1136948429776972
524,-0.009132254273433647,0.9284633006393741
525,-0.009024336874849973,4.6700954772619
526,-0.008787425653392864,7.719441399817839
527,-0.011235438181728497,1.8507377856208054
528,-0.007437146756244434,0.7185086079778653
529,-0.009030944260414904,0.7954137032766855
530,-0.011385577972657771,0.6645900138820523
531,-0.007487719124461147,0.6721670813918902
532,-0.012637159990132952,0.9830438626496051
533,-0.010557742056422065,14.379475348719948
534,-0.009140551499505361,7.7604657857651915
535,-0.008593048203749105,1.0439677928891233
536,-0.008760791525928813,2.2724298636479245
537,-0.01046241929943553,1.3262339273939077
538,-0.011795578283293145,1.8627646879408977
539,-0.013836460066310315,1.1443841035439624
540,-0.013418258779750251,1.1941430043987646
541,-0.009898906962746328,1.0322038904621171
542,-0.00786864340236161,-43.9363813809351
543,-0.013955905345993364,2.0123038670795195
544,-0.013787223814670173,1.1482468045596228
545,-0.010792103068171664,0.8861528220785356
546,-0.009289889800350485,0.831537778959704
547,-0.011814387695995437,1.810087559052979
548,-0.010593839527648698,0.618036082031043
549,-0.010544780486937367,20.612695303524443
550,-0.01311941352001678,0.8612580950936112
551,-0.007802792919965783,0.6356275744749714
552,-0.011834816191204321,2.267920998602135
553,-0.0036478723863344067,-1.4758756389196999
554,-0.009880393279657543,1.3225203699586323
555,-0.010774667226358572,0.9075878570154915
556,-0.007921920346167594,0.9306983335781994
557,-0.008458407043821656,1.5591962275555284
558,-0.009184568991146957,0.6746825365688416
559,-0.009014492326175946,1.7833546863389593
560,-0.009765790436720835,0.6861383296337258
561,-0.011719329792503183,1.3533576026968392
562,-0.009571822344671502,0.7048180381988982
563,-0.007786397700592102,1.3622153599380118
564,-0.005462007502899712,-19.481449903733793
565,-0.012201518457209815,0.9792086561542763
566,-0.007305501196637257,0.8748326474237795
567,-0.010227363995968415,0.7783032272388117
568,-0.01221675755037821,1.3000712360310918
569,-0.01300233504756919,1.1080087557387035
570,-0.018602496710217225,1.2459443398682486
571,-0.013778712412998424,0.9854335839974294
572,-0.010044706520809332,1.1707154553752361
573,-0.00832465572682622,1.4481008775054875
574,-0.006027979888232111,0.6736697378268017
575,-0.012244033134755345,1.2052790255199515
576,-0.01153679755235682,-6.99927768003025
577,-0.012630070068449363,0.89556186377699
578,-0.005953603548228569,-1.9149303653760046
579,-0.009650383073973107,1.1971026261152022
580,-0.017593879347390526,1.0101206122568824
581,-0.006402133809449971,2.3528077443502644
582,-0.011644125233206279,0.7769904036650602
583,-0.009369868240178242,0.6088309901940866
584,-0.009411559764627849,5.754745446314531
585,-0.009398168697463209,14.168961385226211
586,-0.005020589836082162,0.37046620569400623
587,-0.010210182876840803,10.951751732214442
588,-0.010559099185988168,1.5020660902752159
589,-0.008816181939073213,2.6322482770726237
590,-0.007804874689497524,4.814668297819988
591,-0.01400156872557937,2.3630233766945192
592,-0.008421592604649844,0.8527179700314114
593,-0.009870162786167492,1.2844152999968592
594,-0.008724120777262355,2.830510265731568
595,-0.010148484580109134,2.46574936296836
596,-0.007557665472621969,0.648147276927532
597,-0.01140105808935718,1.0065375684635114
598,-0.007950454047570858,0.6767018213071435
599,-0.00919234449401209,2.2116024966198373
600,-0.0021576015529440632,3.0502050344079845
601,-0.014179898816346962,1.6014685850121126
602,-0.00979695595757152,0.7666224561119012
603,-0.01050167518780334,6.380196087778356
604,-0.006644407916028918,0.7836436832930328
605,-0.009139367693716862,1.8896575622446077
606,-0.012467027893199268,1.1725040091191399
607,-0.006058145939850496,1.3004327901850197
608,-0.007771227725199882,1.1287741070571513
609,-0.008843138083003936,1.4104792667277888
610,-0.01169868349186182,2.0678216033058243
611,-0.013821108963195184,2.7436003959189312
612,-0.002315268427549444,0.24778366848507785
613,-0.005956958592115,0.8112926585930083
614,-0.01111074335691834,1.1056664859958503
615,-0.010966434050671128,1.106594407865007
616,-0.011282764867219564,1.1492486444480838
617,-0.0063775044283328215,1.2494987647704106
618,-0.01191234799296284,2.0058848472278274
619,-0.00788465005741468,0.4729041275308487
620,-0.014438691001813428,1.4768989611915135
621,-0.010277086909432,1.257909857391317
622,-0.009979337764117885,1.453786346094103
623,-0.006935770441487433,0.6401996012934851
624,-0.010997323662180425,1.49906932451948
625,-0.01210647652826345,1.671473519665681
626,-0.01192277241660265,1.3146599026546073
627,-0.019637183349237797,1.487404639354911
628,-0.014079304921178142,1.9499196704714197
629,-0.00789054637224479,-1.6690426141128287
630,-0.006593723453242695,0.620603304055818
631,-0.006710444531986602,0.7516254080484799
632,-0.005316567675760817,0.8643533808633275
633,-0.012205260469928909,0.9901527532463091
634,-0.008916882196887079,1.7176723880910851
635,-0.011763101807887557,1.091080346443645
636,-0.010507214412941888,0.9770993023926242
637,-0.00833414131655782,0.5325676142458254
638,-0.009820525681617617,6.1058443830434666
639,-0.00781191715601703,0.6705013148009332
640,-0.011612648533731052,1.3503248503569663
641,-0.008007129634034365,1.2846797055341328
642,-0.011019548735931134,1.2752971300874032
643,-0.01061018416408152,0.8343789356548338
644,-0.009565108759145492,0.501426846082318
645,-0.007438373554540763,0.866408312870482
646,-0.009524522377039853,1.0667055983760654
647,-0.011706420864945062,2.5168701618429687
648,-0.006602262349463701,0.8453717785449475
649,-0.010543652809477064,1.2221406251570766
650,-0.010035165184910795,0.824945344665793
651,-0.008097764970953391,4.540495861436205
652,-0.00895990560560908,0.780194950264676
653,-0.010772729210976372,1.544353027644079
654,-0.014060608254046843,1.3322760608488242
655,-0.0073723796050755965,1.5905515680265152
656,-0.010147938850978153,1.2282476754928617
657,-0.011915186472152133,0.7867171545337973
658,-0.00493629310289467,3.7666869355637336
659,-0.008596697338041352,2.6003042956908913
660,-0.012031171651130561,0.714155855874531
661,-0.013938752994700824,0.8686480355942721
662,-0.008979822916650936,1.0413306262710853
663,-0.011823057332613969,4.229470805758095
664,-0.005571750522591726,2.8406480129834146
665,-0.008309217233185095,3.822201662883544
666,-0.013061754990988158,1.1821771252030526
667,-0.009480843884765455,-66.44621205727104
668,-0.01330994753178376,15.884762497692202
669,-0.012345358756339334,1.3807337256003382
670,-0.009587330814742726,4.751459303025247
671,-0.012761977721380489,2.7497270223508834
