iteration,indirect,proportion_mediated
1,-0.008288982793189414,1.7388374638487973
2,-0.00551752291719503,1.2694021084532339
3,-0.010836232908435994,1.7587791433709201
4,-0.010038292126699008,0.8122768761338152
5,-0.0072475263889643544,0.44513624074069846
6,-0.013464992901435678,7.170088808296997
7,-0.010633552059746209,1.163576196774346
8,-0.014084577034378067,0.8466254322809844
9,-0.010233030789608692,0.6378540927952224
10,-0.011004797986923375,1.5996081061694276
11,-0.0051039135586557274,0.8196167707496612
12,-0.006343948777054239,-12.701329755207754
13,-0.00996072058097687,-21.063664068671727
14,-0.009060094637719722,0.6732467635115944
15,-0.01778642786605647,0.9763214938191563
16,-0.010806878403288447,0.783594890948611
17,-0.008649953697458582,0.8610657141439872
18,-0.011962487296960823,0.810654662618941
19,-0.011018226975738638,1.132887291304956
20,-0.005737235633072053,1.4363150233622275
21,-0.006889617532350984,0.7973235218824876
22,-0.011947689798048146,1.406765973791881
23,-0.008384225400575956,1.0766426273362917
24,-0.008112415457597576,1.1833823804546457
25,-0.013111729985514776,-16.803139009520894
26,-0.007893532246563188,0.5950806458286503
27,-0.01186433104249231,1.1455628268954254
28,-0.007960696083096833,1.4769095811032973
29,-0.011999224143001266,1.5793409121490987
30,-0.010754779421932247,1.2771836187648709
31,-0.005611394164996475,1.1392834980801358
32,-0.01161287388845222,1.1115530881031033
33,-0.011635667362030132,0.8700379403944033
34,-0.008236917729566542,0.5444158221918074
35,-0.007161212783260732,0.7511806558332258
36,-0.00855711052245235,0.6168269685211932
37,-0.006015781022525548,1.6709147613392696
38,-0.020168065531347028,1.5638940325156943
39,-0.009585918720650588,0.6198696421087847
40,-0.009601484126080572,1.6887805226117905
41,-0.008693364320554453,0.9369193685405363
42,-0.013118184792479304,1.9626150490882843
43,-0.015499122828157746,1.8058588281502033
44,-0.005820627148470655,0.6296145617349701
45,-0.008230923455103177,1.5484581592624198
46,-0.009401078941296806,1.2340436373562305
47,-0.008423451125468955,0.8494906731410667
48,-0.00979775763819602,1.1347775305063756
49,-0.007520493653387236,9.159510605234932
50,-0.009604379213847982,1.0593158819475108
51,-0.010769550356026551,0.6932270685081281
52,-0.010754873306284104,1.2271659790166731
53,-0.00812622174759797,1.865458982346332
54,-0.010267403557008272,2.433130561026701
55,-0.008490953349145873,0.7727451241432344
56,-0.011570553417669457,4.104414398504068
57,-0.005804957002028255,0.8234649197362022
58,-0.009930098339053716,0.801471630995233
59,-0.011941705689340257,1.416944802478906
60,-0.006595804022638216,0.6649360682061533
61,-0.006922323239262151,0.7557989589891551
62,-0.01143440632199105,1.3289207984396636
63,-0.00797203373086447,0.7956072578092737
64,-0.014855983931627669,18.533254044928512
65,-0.01218942516742286,1.8294600399624263
66,-0.009491722438409046,0.9246051441188365
67,-0.011257474553661377,3.3197903804671802
68,-0.008843321872797062,1.0806938537461899
69,-0.013969121275549555,1.2741160368008062
70,-0.012230776712510553,0.5911547081181454
71,-0.009426566447379632,0.7689812173063235
72,-0.013124959645335967,1.2606095302774603
73,-0.01050935556761883,1.0808944753093541
74,-0.005844103296688712,0.6096232078301312
75,-0.010947268742772529,0.7604106310409159
76,-0.005991092163824349,2.656563300692952
77,-0.009298838784568308,2.823563548220688
78,-0.010159467450181802,1.3391969050151507
79,-0.008179490174505916,0.7935264760891915
80,-0.011136113153186387,2.8410205030458258
81,-0.006602988370956721,0.7545803631913177
82,-0.012367491915510167,2.7416163551274138
83,-0.008557588287796365,-6.880996673434737
84,-0.011431971704462253,0.6446492306456707
85,-0.00932097744551587,1.4046889660233524
86,-0.008138061393686518,1.0891835506770036
87,-0.010646784562478855,2.373803611174817
88,-0.007002134806277039,-2.6026017562694315
89,-0.006390132323498858,0.7548465120200532
90,-0.013739869314594609,4.66998748945077
91,-0.012052615464491044,1.0655739023514643
92,-0.014162111487004614,1.0444339701188057
93,-0.00869524265144788,0.8047718781627411
94,-0.014516707297591613,1.0848911046283567
95,-0.00802636066809955,1.2209022105650975
96,-0.009566677248946108,0.9309576651178394
97,-0.013669975461310603,1.617419869485334
98,-0.016571665699054383,1.4924251529570816
99,-0.005994961789273474,1.45898385745675
100,-0.007963703067296522,1.2576750147189193
101,-0.008660779697696172,-47.81710670011658
102,-0.007736352088048434,0.8503053034265451
103,-0.00603349801802367,0.9611327979967245
104,-0.010908614518928727,4.942893390921922
105,-0.00911444442805983,0.6872571056494738
106,-0.009903444476689657,3.1367847833353166
107,-0.009757742839205975,0.9821392656381985
108,-0.007897706072260513,1.1517568229924677
109,-0.004680066651651036,0.9134980670876139
110,-0.009537596400985839,1.1547139271626508
111,-0.008159907982106057,3.705200388200619
112,-0.008315957417642525,-1039.8381849716964
113,-0.010742759318636759,1.2151495789118738
114,-0.006224893558259775,-15.066977043866556
115,-0.011553809428482484,1.3472490645223683
116,-0.013200994714009045,1.2965172833285794
117,-0.009280364785014691,1.7054712524856777
118,-0.010337075036847405,3.4645808320993146
119,-0.008720830522512593,68.32046549803877
120,-0.011961059572643058,0.9135358871420315
121,-0.007984791046086057,5.2294455650000184
122,-0.005397816655174279,1.5802503840105087
