metric,value
indirect_point,-0.009843562768919605
indirect_ci_lower,-0.015488186140132509
indirect_ci_upper,-0.005205193715043073
proportion_point,1.2861663906645242
proportion_ci_lower,-4.988284217372997
proportion_ci_upper,8.489279293999791
