UID,test,item,correct,TSVR_hours,age,congruence,log_TSVR,Age_c
A042,3,TQ_IRE-U-i6,1,72.17,38,incongruent,4.279024447084182,-6.57
A042,3,TQ_IRE-D-i1,0,72.17,38,common,4.279024447084182,-6.57
A042,3,TQ_IRE-D-i2,1,72.17,38,common,4.279024447084182,-6.57
A042,3,TQ_IRE-D-i3,0,72.17,38,congruent,4.279024447084182,-6.57
A042,3,TQ_IRE-D-i4,0,72.17,38,congruent,4.279024447084182,-6.57
A042,3,TQ_IRE-D-i5,1,72.17,38,incongruent,4.279024447084182,-6.57
A042,3,TQ_IRE-D-i6,0,72.17,38,incongruent,4.279024447084182,-6.57
A042,3,TQ_IRE-O-i1,0,72.17,38,common,4.279024447084182,-6.57
A042,3,TQ_IRE-O-i2,0,72.17,38,common,4.279024447084182,-6.57
A042,3,TQ_IRE-O-i3,0,72.17,38,congruent,4.279024447084182,-6.57
A042,3,TQ_IRE-O-i4,0,72.17,38,congruent,4.279024447084182,-6.57
A042,3,TQ_IRE-O-i5,1,72.17,38,incongruent,4.279024447084182,-6.57
A042,3,TQ_IRE-O-i6,0,72.17,38,incongruent,4.279024447084182,-6.57
A042,4,TQ_IFR-N-i1,1,146.02,38,common,4.98374359862794,-6.57
A042,4,TQ_IFR-N-i2,1,146.02,38,common,4.98374359862794,-6.57
A042,4,TQ_IFR-N-i3,0,146.02,38,congruent,4.98374359862794,-6.57
A042,4,TQ_IFR-N-i4,0,146.02,38,congruent,4.98374359862794,-6.57
A042,4,TQ_IFR-N-i5,0,146.02,38,incongruent,4.98374359862794,-6.57
A042,4,TQ_IFR-N-i6,0,146.02,38,incongruent,4.98374359862794,-6.57
A042,4,TQ_IFR-U-i1,0,146.02,38,common,4.98374359862794,-6.57
A042,4,TQ_IFR-U-i2,1,146.02,38,common,4.98374359862794,-6.57
A042,4,TQ_IFR-U-i3,0,146.02,38,congruent,4.98374359862794,-6.57
A042,4,TQ_IFR-U-i4,0,146.02,38,congruent,4.98374359862794,-6.57
A042,4,TQ_IFR-U-i5,1,146.02,38,incongruent,4.98374359862794,-6.57
A042,4,TQ_IFR-U-i6,0,146.02,38,incongruent,4.98374359862794,-6.57
A042,4,TQ_IFR-D-i1,0,146.02,38,common,4.98374359862794,-6.57
A042,4,TQ_IFR-D-i2,0,146.02,38,common,4.98374359862794,-6.57
A042,4,TQ_IFR-D-i3,1,146.02,38,congruent,4.98374359862794,-6.57
A042,4,TQ_IFR-D-i4,1,146.02,38,congruent,4.98374359862794,-6.57
A042,4,TQ_IFR-D-i5,0,146.02,38,incongruent,4.98374359862794,-6.57
A042,4,TQ_IFR-D-i6,0,146.02,38,incongruent,4.98374359862794,-6.57
A042,4,TQ_IFR-O-i1,1,146.02,38,common,4.98374359862794,-6.57
A042,4,TQ_IFR-O-i2,0,146.02,38,common,4.98374359862794,-6.57
A042,4,TQ_IFR-O-i3,0,146.02,38,congruent,4.98374359862794,-6.57
A042,4,TQ_IFR-O-i4,0,146.02,38,congruent,4.98374359862794,-6.57
A042,4,TQ_IFR-O-i5,0,146.02,38,incongruent,4.98374359862794,-6.57
A042,4,TQ_IFR-O-i6,1,146.02,38,incongruent,4.98374359862794,-6.57
A042,4,TQ_ICR-N-i1,0,146.02,38,common,4.98374359862794,-6.57
A042,4,TQ_ICR-N-i2,1,146.02,38,common,4.98374359862794,-6.57
A042,4,TQ_ICR-N-i3,1,146.02,38,congruent,4.98374359862794,-6.57
A042,4,TQ_ICR-N-i4,1,146.02,38,congruent,4.98374359862794,-6.57
A042,4,TQ_ICR-N-i5,1,146.02,38,incongruent,4.98374359862794,-6.57
A042,4,TQ_ICR-N-i6,1,146.02,38,incongruent,4.98374359862794,-6.57
A042,4,TQ_ICR-U-i1,0,146.02,38,common,4.98374359862794,-6.57
A042,4,TQ_ICR-U-i2,0,146.02,38,common,4.98374359862794,-6.57
A042,4,TQ_ICR-U-i3,0,146.02,38,congruent,4.98374359862794,-6.57
A042,4,TQ_ICR-U-i4,0,146.02,38,congruent,4.98374359862794,-6.57
A042,4,TQ_ICR-U-i5,0,146.02,38,incongruent,4.98374359862794,-6.57
A042,4,TQ_ICR-U-i6,0,146.02,38,incongruent,4.98374359862794,-6.57
A042,4,TQ_ICR-D-i1,1,146.02,38,common,4.98374359862794,-6.57
A042,4,TQ_ICR-D-i2,0,146.02,38,common,4.98374359862794,-6.57
A042,4,TQ_ICR-D-i3,0,146.02,38,congruent,4.98374359862794,-6.57
A042,4,TQ_ICR-D-i4,0,146.02,38,congruent,4.98374359862794,-6.57
A042,4,TQ_ICR-D-i5,0,146.02,38,incongruent,4.98374359862794,-6.57
A042,4,TQ_ICR-D-i6,0,146.02,38,incongruent,4.98374359862794,-6.57
A042,4,TQ_ICR-O-i1,0,146.02,38,common,4.98374359862794,-6.57
A042,4,TQ_ICR-O-i2,0,146.02,38,common,4.98374359862794,-6.57
A042,4,TQ_ICR-O-i3,1,146.02,38,congruent,4.98374359862794,-6.57
A042,4,TQ_ICR-O-i4,0,146.02,38,congruent,4.98374359862794,-6.57
A042,4,TQ_ICR-O-i5,1,146.02,38,incongruent,4.98374359862794,-6.57
A042,4,TQ_ICR-O-i6,0,146.02,38,incongruent,4.98374359862794,-6.57
A042,4,TQ_IRE-N-i1,1,146.02,38,common,4.98374359862794,-6.57
A042,4,TQ_IRE-N-i2,1,146.02,38,common,4.98374359862794,-6.57
A042,4,TQ_IRE-N-i3,1,146.02,38,congruent,4.98374359862794,-6.57
A042,4,TQ_IRE-N-i4,1,146.02,38,congruent,4.98374359862794,-6.57
A042,4,TQ_IRE-N-i5,1,146.02,38,incongruent,4.98374359862794,-6.57
A042,4,TQ_IRE-N-i6,1,146.02,38,incongruent,4.98374359862794,-6.57
A042,4,TQ_IRE-U-i1,0,146.02,38,common,4.98374359862794,-6.57
A042,4,TQ_IRE-U-i2,1,146.02,38,common,4.98374359862794,-6.57
A042,4,TQ_IRE-U-i3,0,146.02,38,congruent,4.98374359862794,-6.57
A042,4,TQ_IRE-U-i4,0,146.02,38,congruent,4.98374359862794,-6.57
A042,4,TQ_IRE-U-i5,0,146.02,38,incongruent,4.98374359862794,-6.57
A042,4,TQ_IRE-U-i6,0,146.02,38,incongruent,4.98374359862794,-6.57
A042,4,TQ_IRE-D-i1,1,146.02,38,common,4.98374359862794,-6.57
A042,4,TQ_IRE-D-i2,0,146.02,38,common,4.98374359862794,-6.57
A042,4,TQ_IRE-D-i3,1,146.02,38,congruent,4.98374359862794,-6.57
A042,4,TQ_IRE-D-i4,0,146.02,38,congruent,4.98374359862794,-6.57
A042,4,TQ_IRE-D-i5,0,146.02,38,incongruent,4.98374359862794,-6.57
A042,4,TQ_IRE-D-i6,0,146.02,38,incongruent,4.98374359862794,-6.57
A042,4,TQ_IRE-O-i1,0,146.02,38,common,4.98374359862794,-6.57
A042,4,TQ_IRE-O-i2,0,146.02,38,common,4.98374359862794,-6.57
A042,4,TQ_IRE-O-i3,1,146.02,38,congruent,4.98374359862794,-6.57
A042,4,TQ_IRE-O-i4,0,146.02,38,congruent,4.98374359862794,-6.57
A042,4,TQ_IRE-O-i5,0,146.02,38,incongruent,4.98374359862794,-6.57
A042,4,TQ_IRE-O-i6,0,146.02,38,incongruent,4.98374359862794,-6.57
A043,1,TQ_IFR-N-i1,1,1.0,38,common,0.0,-6.57
A043,1,TQ_IFR-N-i2,1,1.0,38,common,0.0,-6.57
A043,1,TQ_IFR-N-i3,1,1.0,38,congruent,0.0,-6.57
A043,1,TQ_IFR-N-i4,0,1.0,38,congruent,0.0,-6.57
A043,1,TQ_IFR-N-i5,1,1.0,38,incongruent,0.0,-6.57
A043,1,TQ_IFR-N-i6,0,1.0,38,incongruent,0.0,-6.57
A043,1,TQ_IFR-U-i1,1,1.0,38,common,0.0,-6.57
A043,1,TQ_IFR-U-i2,1,1.0,38,common,0.0,-6.57
A043,1,TQ_IFR-U-i3,0,1.0,38,congruent,0.0,-6.57
A043,1,TQ_IFR-U-i4,1,1.0,38,congruent,0.0,-6.57
A043,1,TQ_IFR-U-i5,1,1.0,38,incongruent,0.0,-6.57
A043,1,TQ_IFR-U-i6,0,1.0,38,incongruent,0.0,-6.57
A043,1,TQ_IFR-D-i1,1,1.0,38,common,0.0,-6.57
A043,1,TQ_IFR-D-i2,0,1.0,38,common,0.0,-6.57
A043,1,TQ_IFR-D-i3,1,1.0,38,congruent,0.0,-6.57
A043,1,TQ_IFR-D-i4,1,1.0,38,congruent,0.0,-6.57
A043,1,TQ_IFR-D-i5,1,1.0,38,incongruent,0.0,-6.57
A043,1,TQ_IFR-D-i6,0,1.0,38,incongruent,0.0,-6.57
A043,1,TQ_IFR-O-i1,0,1.0,38,common,0.0,-6.57
A043,1,TQ_IFR-O-i2,0,1.0,38,common,0.0,-6.57
A043,1,TQ_IFR-O-i3,0,1.0,38,congruent,0.0,-6.57
A043,1,TQ_IFR-O-i4,0,1.0,38,congruent,0.0,-6.57
A043,1,TQ_IFR-O-i5,1,1.0,38,incongruent,0.0,-6.57
A043,1,TQ_IFR-O-i6,0,1.0,38,incongruent,0.0,-6.57
A043,1,TQ_ICR-N-i1,1,1.0,38,common,0.0,-6.57
A043,1,TQ_ICR-N-i2,1,1.0,38,common,0.0,-6.57
A043,1,TQ_ICR-N-i3,1,1.0,38,congruent,0.0,-6.57
A043,1,TQ_ICR-N-i4,1,1.0,38,congruent,0.0,-6.57
A043,1,TQ_ICR-N-i5,1,1.0,38,incongruent,0.0,-6.57
A043,1,TQ_ICR-N-i6,1,1.0,38,incongruent,0.0,-6.57
A043,1,TQ_ICR-U-i1,1,1.0,38,common,0.0,-6.57
A043,1,TQ_ICR-U-i2,1,1.0,38,common,0.0,-6.57
A043,1,TQ_ICR-U-i3,0,1.0,38,congruent,0.0,-6.57
A043,1,TQ_ICR-U-i4,1,1.0,38,congruent,0.0,-6.57
A043,1,TQ_ICR-U-i5,1,1.0,38,incongruent,0.0,-6.57
A043,1,TQ_ICR-U-i6,1,1.0,38,incongruent,0.0,-6.57
A043,1,TQ_ICR-D-i1,1,1.0,38,common,0.0,-6.57
A043,1,TQ_ICR-D-i2,0,1.0,38,common,0.0,-6.57
A043,1,TQ_ICR-D-i3,1,1.0,38,congruent,0.0,-6.57
A043,1,TQ_ICR-D-i4,1,1.0,38,congruent,0.0,-6.57
A043,1,TQ_ICR-D-i5,0,1.0,38,incongruent,0.0,-6.57
A043,1,TQ_ICR-D-i6,0,1.0,38,incongruent,0.0,-6.57
A043,1,TQ_ICR-O-i1,0,1.0,38,common,0.0,-6.57
A043,1,TQ_ICR-O-i2,0,1.0,38,common,0.0,-6.57
A043,1,TQ_ICR-O-i3,0,1.0,38,congruent,0.0,-6.57
A043,1,TQ_ICR-O-i4,0,1.0,38,congruent,0.0,-6.57
A043,1,TQ_ICR-O-i5,1,1.0,38,incongruent,0.0,-6.57
A043,1,TQ_ICR-O-i6,0,1.0,38,incongruent,0.0,-6.57
A043,1,TQ_IRE-N-i1,1,1.0,38,common,0.0,-6.57
A043,1,TQ_IRE-N-i2,1,1.0,38,common,0.0,-6.57
A043,1,TQ_IRE-N-i3,1,1.0,38,congruent,0.0,-6.57
A043,1,TQ_IRE-N-i4,1,1.0,38,congruent,0.0,-6.57
A043,1,TQ_IRE-N-i5,1,1.0,38,incongruent,0.0,-6.57
A043,1,TQ_IRE-N-i6,1,1.0,38,incongruent,0.0,-6.57
A043,1,TQ_IRE-U-i1,1,1.0,38,common,0.0,-6.57
A043,1,TQ_IRE-U-i2,1,1.0,38,common,0.0,-6.57
A043,1,TQ_IRE-U-i3,0,1.0,38,congruent,0.0,-6.57
A043,1,TQ_IRE-U-i4,1,1.0,38,congruent,0.0,-6.57
A043,1,TQ_IRE-U-i5,1,1.0,38,incongruent,0.0,-6.57
A043,1,TQ_IRE-U-i6,1,1.0,38,incongruent,0.0,-6.57
A043,1,TQ_IRE-D-i1,1,1.0,38,common,0.0,-6.57
A043,1,TQ_IRE-D-i2,0,1.0,38,common,0.0,-6.57
A043,1,TQ_IRE-D-i3,1,1.0,38,congruent,0.0,-6.57
A043,1,TQ_IRE-D-i4,1,1.0,38,congruent,0.0,-6.57
A043,1,TQ_IRE-D-i5,1,1.0,38,incongruent,0.0,-6.57
A043,1,TQ_IRE-D-i6,0,1.0,38,incongruent,0.0,-6.57
A043,1,TQ_IRE-O-i1,0,1.0,38,common,0.0,-6.57
A043,1,TQ_IRE-O-i2,0,1.0,38,common,0.0,-6.57
A043,1,TQ_IRE-O-i3,0,1.0,38,congruent,0.0,-6.57
A043,1,TQ_IRE-O-i4,0,1.0,38,congruent,0.0,-6.57
A043,1,TQ_IRE-O-i5,1,1.0,38,incongruent,0.0,-6.57
A043,1,TQ_IRE-O-i6,0,1.0,38,incongruent,0.0,-6.57
A043,2,TQ_IFR-N-i1,0,25.62,38,common,3.2433732964685884,-6.57
A043,2,TQ_IFR-N-i2,1,25.62,38,common,3.2433732964685884,-6.57
A043,2,TQ_IFR-N-i3,1,25.62,38,congruent,3.2433732964685884,-6.57
A043,2,TQ_IFR-N-i4,1,25.62,38,congruent,3.2433732964685884,-6.57
A043,2,TQ_IFR-N-i5,0,25.62,38,incongruent,3.2433732964685884,-6.57
A043,2,TQ_IFR-N-i6,1,25.62,38,incongruent,3.2433732964685884,-6.57
A043,2,TQ_IFR-U-i1,0,25.62,38,common,3.2433732964685884,-6.57
A043,2,TQ_IFR-U-i2,1,25.62,38,common,3.2433732964685884,-6.57
A043,2,TQ_IFR-U-i3,1,25.62,38,congruent,3.2433732964685884,-6.57
A043,2,TQ_IFR-U-i4,1,25.62,38,congruent,3.2433732964685884,-6.57
A043,2,TQ_IFR-U-i5,0,25.62,38,incongruent,3.2433732964685884,-6.57
A043,2,TQ_IFR-U-i6,1,25.62,38,incongruent,3.2433732964685884,-6.57
A043,2,TQ_IFR-D-i1,0,25.62,38,common,3.2433732964685884,-6.57
A043,2,TQ_IFR-D-i2,0,25.62,38,common,3.2433732964685884,-6.57
A043,2,TQ_IFR-D-i3,0,25.62,38,congruent,3.2433732964685884,-6.57
A043,2,TQ_IFR-D-i4,0,25.62,38,congruent,3.2433732964685884,-6.57
A043,2,TQ_IFR-D-i5,0,25.62,38,incongruent,3.2433732964685884,-6.57
A043,2,TQ_IFR-D-i6,1,25.62,38,incongruent,3.2433732964685884,-6.57
A043,2,TQ_IFR-O-i1,1,25.62,38,common,3.2433732964685884,-6.57
A043,2,TQ_IFR-O-i2,1,25.62,38,common,3.2433732964685884,-6.57
A043,2,TQ_IFR-O-i3,0,25.62,38,congruent,3.2433732964685884,-6.57
A043,2,TQ_IFR-O-i4,1,25.62,38,congruent,3.2433732964685884,-6.57
A043,2,TQ_IFR-O-i5,1,25.62,38,incongruent,3.2433732964685884,-6.57
A043,2,TQ_IFR-O-i6,0,25.62,38,incongruent,3.2433732964685884,-6.57
A043,2,TQ_ICR-N-i1,1,25.62,38,common,3.2433732964685884,-6.57
A043,2,TQ_ICR-N-i2,1,25.62,38,common,3.2433732964685884,-6.57
A043,2,TQ_ICR-N-i3,1,25.62,38,congruent,3.2433732964685884,-6.57
A043,2,TQ_ICR-N-i4,1,25.62,38,congruent,3.2433732964685884,-6.57
A043,2,TQ_ICR-N-i5,1,25.62,38,incongruent,3.2433732964685884,-6.57
A043,2,TQ_ICR-N-i6,0,25.62,38,incongruent,3.2433732964685884,-6.57
A043,2,TQ_ICR-U-i1,1,25.62,38,common,3.2433732964685884,-6.57
A043,2,TQ_ICR-U-i2,1,25.62,38,common,3.2433732964685884,-6.57
A043,2,TQ_ICR-U-i3,1,25.62,38,congruent,3.2433732964685884,-6.57
A043,2,TQ_ICR-U-i4,1,25.62,38,congruent,3.2433732964685884,-6.57
A043,2,TQ_ICR-U-i5,0,25.62,38,incongruent,3.2433732964685884,-6.57
A043,2,TQ_ICR-U-i6,1,25.62,38,incongruent,3.2433732964685884,-6.57
A043,2,TQ_ICR-D-i1,1,25.62,38,common,3.2433732964685884,-6.57
A043,2,TQ_ICR-D-i2,0,25.62,38,common,3.2433732964685884,-6.57
A043,2,TQ_ICR-D-i3,0,25.62,38,congruent,3.2433732964685884,-6.57
A043,2,TQ_ICR-D-i4,0,25.62,38,congruent,3.2433732964685884,-6.57
A043,2,TQ_ICR-D-i5,0,25.62,38,incongruent,3.2433732964685884,-6.57
A043,2,TQ_ICR-D-i6,1,25.62,38,incongruent,3.2433732964685884,-6.57
A043,2,TQ_ICR-O-i1,0,25.62,38,common,3.2433732964685884,-6.57
A043,2,TQ_ICR-O-i2,0,25.62,38,common,3.2433732964685884,-6.57
A043,2,TQ_ICR-O-i3,0,25.62,38,congruent,3.2433732964685884,-6.57
A043,2,TQ_ICR-O-i4,1,25.62,38,congruent,3.2433732964685884,-6.57
A043,2,TQ_ICR-O-i5,1,25.62,38,incongruent,3.2433732964685884,-6.57
A043,2,TQ_ICR-O-i6,0,25.62,38,incongruent,3.2433732964685884,-6.57
A043,2,TQ_IRE-N-i1,1,25.62,38,common,3.2433732964685884,-6.57
A043,2,TQ_IRE-N-i2,1,25.62,38,common,3.2433732964685884,-6.57
A043,2,TQ_IRE-N-i3,1,25.62,38,congruent,3.2433732964685884,-6.57
A043,2,TQ_IRE-N-i4,1,25.62,38,congruent,3.2433732964685884,-6.57
A043,2,TQ_IRE-N-i5,1,25.62,38,incongruent,3.2433732964685884,-6.57
A043,2,TQ_IRE-N-i6,1,25.62,38,incongruent,3.2433732964685884,-6.57
A043,2,TQ_IRE-U-i1,1,25.62,38,common,3.2433732964685884,-6.57
A043,2,TQ_IRE-U-i2,1,25.62,38,common,3.2433732964685884,-6.57
A043,2,TQ_IRE-U-i3,1,25.62,38,congruent,3.2433732964685884,-6.57
A043,2,TQ_IRE-U-i4,1,25.62,38,congruent,3.2433732964685884,-6.57
A043,2,TQ_IRE-U-i5,0,25.62,38,incongruent,3.2433732964685884,-6.57
A043,2,TQ_IRE-U-i6,1,25.62,38,incongruent,3.2433732964685884,-6.57
A043,2,TQ_IRE-D-i1,1,25.62,38,common,3.2433732964685884,-6.57
A043,2,TQ_IRE-D-i2,0,25.62,38,common,3.2433732964685884,-6.57
A043,2,TQ_IRE-D-i3,0,25.62,38,congruent,3.2433732964685884,-6.57
A043,2,TQ_IRE-D-i4,0,25.62,38,congruent,3.2433732964685884,-6.57
A043,2,TQ_IRE-D-i5,0,25.62,38,incongruent,3.2433732964685884,-6.57
A043,2,TQ_IRE-D-i6,1,25.62,38,incongruent,3.2433732964685884,-6.57
A043,2,TQ_IRE-O-i1,0,25.62,38,common,3.2433732964685884,-6.57
A043,2,TQ_IRE-O-i2,0,25.62,38,common,3.2433732964685884,-6.57
A043,2,TQ_IRE-O-i3,0,25.62,38,congruent,3.2433732964685884,-6.57
A043,2,TQ_IRE-O-i4,1,25.62,38,congruent,3.2433732964685884,-6.57
A043,2,TQ_IRE-O-i5,0,25.62,38,incongruent,3.2433732964685884,-6.57
A043,2,TQ_IRE-O-i6,0,25.62,38,incongruent,3.2433732964685884,-6.57
A043,3,TQ_IFR-N-i1,1,64.94,38,common,4.1734637666747,-6.57
A043,3,TQ_IFR-N-i2,1,64.94,38,common,4.1734637666747,-6.57
A043,3,TQ_IFR-N-i3,0,64.94,38,congruent,4.1734637666747,-6.57
A043,3,TQ_IFR-N-i4,1,64.94,38,congruent,4.1734637666747,-6.57
A043,3,TQ_IFR-N-i5,1,64.94,38,incongruent,4.1734637666747,-6.57
A043,3,TQ_IFR-N-i6,1,64.94,38,incongruent,4.1734637666747,-6.57
A043,3,TQ_IFR-U-i1,0,64.94,38,common,4.1734637666747,-6.57
A043,3,TQ_IFR-U-i2,1,64.94,38,common,4.1734637666747,-6.57
A043,3,TQ_IFR-U-i3,0,64.94,38,congruent,4.1734637666747,-6.57
A043,3,TQ_IFR-U-i4,1,64.94,38,congruent,4.1734637666747,-6.57
A043,3,TQ_IFR-U-i5,0,64.94,38,incongruent,4.1734637666747,-6.57
A043,3,TQ_IFR-U-i6,1,64.94,38,incongruent,4.1734637666747,-6.57
A043,3,TQ_IFR-D-i1,1,64.94,38,common,4.1734637666747,-6.57
A043,3,TQ_IFR-D-i2,1,64.94,38,common,4.1734637666747,-6.57
A043,3,TQ_IFR-D-i3,0,64.94,38,congruent,4.1734637666747,-6.57
A043,3,TQ_IFR-D-i4,1,64.94,38,congruent,4.1734637666747,-6.57
A043,3,TQ_IFR-D-i5,1,64.94,38,incongruent,4.1734637666747,-6.57
A043,3,TQ_IFR-D-i6,0,64.94,38,incongruent,4.1734637666747,-6.57
A043,3,TQ_IFR-O-i1,0,64.94,38,common,4.1734637666747,-6.57
A043,3,TQ_IFR-O-i2,0,64.94,38,common,4.1734637666747,-6.57
A043,3,TQ_IFR-O-i3,1,64.94,38,congruent,4.1734637666747,-6.57
A043,3,TQ_IFR-O-i4,0,64.94,38,congruent,4.1734637666747,-6.57
A043,3,TQ_IFR-O-i5,0,64.94,38,incongruent,4.1734637666747,-6.57
A043,3,TQ_IFR-O-i6,1,64.94,38,incongruent,4.1734637666747,-6.57
A043,3,TQ_ICR-N-i1,1,64.94,38,common,4.1734637666747,-6.57
A043,3,TQ_ICR-N-i2,1,64.94,38,common,4.1734637666747,-6.57
A043,3,TQ_ICR-N-i3,1,64.94,38,congruent,4.1734637666747,-6.57
A043,3,TQ_ICR-N-i4,1,64.94,38,congruent,4.1734637666747,-6.57
A043,3,TQ_ICR-N-i5,1,64.94,38,incongruent,4.1734637666747,-6.57
A043,3,TQ_ICR-N-i6,1,64.94,38,incongruent,4.1734637666747,-6.57
A043,3,TQ_ICR-U-i1,0,64.94,38,common,4.1734637666747,-6.57
A043,3,TQ_ICR-U-i2,1,64.94,38,common,4.1734637666747,-6.57
A043,3,TQ_ICR-U-i3,1,64.94,38,congruent,4.1734637666747,-6.57
A043,3,TQ_ICR-U-i4,1,64.94,38,congruent,4.1734637666747,-6.57
A043,3,TQ_ICR-U-i5,0,64.94,38,incongruent,4.1734637666747,-6.57
A043,3,TQ_ICR-U-i6,1,64.94,38,incongruent,4.1734637666747,-6.57
A043,3,TQ_ICR-D-i1,1,64.94,38,common,4.1734637666747,-6.57
A043,3,TQ_ICR-D-i2,1,64.94,38,common,4.1734637666747,-6.57
A043,3,TQ_ICR-D-i3,0,64.94,38,congruent,4.1734637666747,-6.57
A043,3,TQ_ICR-D-i4,1,64.94,38,congruent,4.1734637666747,-6.57
A043,3,TQ_ICR-D-i5,1,64.94,38,incongruent,4.1734637666747,-6.57
A043,3,TQ_ICR-D-i6,0,64.94,38,incongruent,4.1734637666747,-6.57
A043,3,TQ_ICR-O-i1,0,64.94,38,common,4.1734637666747,-6.57
A043,3,TQ_ICR-O-i2,1,64.94,38,common,4.1734637666747,-6.57
A043,3,TQ_ICR-O-i3,0,64.94,38,congruent,4.1734637666747,-6.57
A043,3,TQ_ICR-O-i4,1,64.94,38,congruent,4.1734637666747,-6.57
A043,3,TQ_ICR-O-i5,0,64.94,38,incongruent,4.1734637666747,-6.57
A043,3,TQ_ICR-O-i6,0,64.94,38,incongruent,4.1734637666747,-6.57
A043,3,TQ_IRE-N-i1,1,64.94,38,common,4.1734637666747,-6.57
A043,3,TQ_IRE-N-i2,1,64.94,38,common,4.1734637666747,-6.57
A043,3,TQ_IRE-N-i3,1,64.94,38,congruent,4.1734637666747,-6.57
A043,3,TQ_IRE-N-i4,1,64.94,38,congruent,4.1734637666747,-6.57
A043,3,TQ_IRE-N-i5,1,64.94,38,incongruent,4.1734637666747,-6.57
A043,3,TQ_IRE-N-i6,1,64.94,38,incongruent,4.1734637666747,-6.57
A043,3,TQ_IRE-U-i1,0,64.94,38,common,4.1734637666747,-6.57
A043,3,TQ_IRE-U-i2,1,64.94,38,common,4.1734637666747,-6.57
A043,3,TQ_IRE-U-i3,1,64.94,38,congruent,4.1734637666747,-6.57
A043,3,TQ_IRE-U-i4,1,64.94,38,congruent,4.1734637666747,-6.57
A043,3,TQ_IRE-U-i5,0,64.94,38,incongruent,4.1734637666747,-6.57
A043,3,TQ_IRE-U-i6,1,64.94,38,incongruent,4.1734637666747,-6.57
A043,3,TQ_IRE-D-i1,1,64.94,38,common,4.1734637666747,-6.57
A043,3,TQ_IRE-D-i2,1,64.94,38,common,4.1734637666747,-6.57
A043,3,TQ_IRE-D-i3,0,64.94,38,congruent,4.1734637666747,-6.57
A043,3,TQ_IRE-D-i4,1,64.94,38,congruent,4.1734637666747,-6.57
A043,3,TQ_IRE-D-i5,1,64.94,38,incongruent,4.1734637666747,-6.57
A043,3,TQ_IRE-D-i6,0,64.94,38,incongruent,4.1734637666747,-6.57
A043,3,TQ_IRE-O-i1,0,64.94,38,common,4.1734637666747,-6.57
A043,3,TQ_IRE-O-i2,0,64.94,38,common,4.1734637666747,-6.57
A043,3,TQ_IRE-O-i3,0,64.94,38,congruent,4.1734637666747,-6.57
A043,3,TQ_IRE-O-i4,1,64.94,38,congruent,4.1734637666747,-6.57
A043,3,TQ_IRE-O-i5,1,64.94,38,incongruent,4.1734637666747,-6.57
A043,3,TQ_IRE-O-i6,1,64.94,38,incongruent,4.1734637666747,-6.57
A043,4,TQ_IFR-N-i1,1,149.33,38,common,5.006158622069178,-6.57
A043,4,TQ_IFR-N-i2,0,149.33,38,common,5.006158622069178,-6.57
A043,4,TQ_IFR-N-i3,1,149.33,38,congruent,5.006158622069178,-6.57
A043,4,TQ_IFR-N-i4,1,149.33,38,congruent,5.006158622069178,-6.57
A043,4,TQ_IFR-N-i5,1,149.33,38,incongruent,5.006158622069178,-6.57
A043,4,TQ_IFR-N-i6,0,149.33,38,incongruent,5.006158622069178,-6.57
A043,4,TQ_IFR-U-i1,1,149.33,38,common,5.006158622069178,-6.57
A043,4,TQ_IFR-U-i2,1,149.33,38,common,5.006158622069178,-6.57
A043,4,TQ_IFR-U-i3,1,149.33,38,congruent,5.006158622069178,-6.57
A043,4,TQ_IFR-U-i4,0,149.33,38,congruent,5.006158622069178,-6.57
A043,4,TQ_IFR-U-i5,0,149.33,38,incongruent,5.006158622069178,-6.57
A043,4,TQ_IFR-U-i6,0,149.33,38,incongruent,5.006158622069178,-6.57
A043,4,TQ_IFR-D-i1,0,149.33,38,common,5.006158622069178,-6.57
A043,4,TQ_IFR-D-i2,0,149.33,38,common,5.006158622069178,-6.57
A043,4,TQ_IFR-D-i3,0,149.33,38,congruent,5.006158622069178,-6.57
A043,4,TQ_IFR-D-i4,0,149.33,38,congruent,5.006158622069178,-6.57
A043,4,TQ_IFR-D-i5,1,149.33,38,incongruent,5.006158622069178,-6.57
A043,4,TQ_IFR-D-i6,1,149.33,38,incongruent,5.006158622069178,-6.57
A043,4,TQ_IFR-O-i1,1,149.33,38,common,5.006158622069178,-6.57
A043,4,TQ_IFR-O-i2,0,149.33,38,common,5.006158622069178,-6.57
A043,4,TQ_IFR-O-i3,1,149.33,38,congruent,5.006158622069178,-6.57
A043,4,TQ_IFR-O-i4,1,149.33,38,congruent,5.006158622069178,-6.57
A043,4,TQ_IFR-O-i5,0,149.33,38,incongruent,5.006158622069178,-6.57
A043,4,TQ_IFR-O-i6,1,149.33,38,incongruent,5.006158622069178,-6.57
A043,4,TQ_ICR-N-i1,1,149.33,38,common,5.006158622069178,-6.57
A043,4,TQ_ICR-N-i2,0,149.33,38,common,5.006158622069178,-6.57
A043,4,TQ_ICR-N-i3,1,149.33,38,congruent,5.006158622069178,-6.57
A043,4,TQ_ICR-N-i4,1,149.33,38,congruent,5.006158622069178,-6.57
A043,4,TQ_ICR-N-i5,1,149.33,38,incongruent,5.006158622069178,-6.57
A043,4,TQ_ICR-N-i6,1,149.33,38,incongruent,5.006158622069178,-6.57
A043,4,TQ_ICR-U-i1,1,149.33,38,common,5.006158622069178,-6.57
