n_obs,n_groups,converged,log_likelihood,aic,icc,random_intercept_var,residual_var,r2_marginal,r2_conditional,d_sleep_hours_wp
400,100,True,145.31300719826697,,0.23505756010754847,0.00591554468020907,0.01925082170895308,0.2690177804616679,0.4408406774683486,-0.062428105251256985
