UID,theta_all,Education_z,VR_Experience_z,Typical_Sleep_z,Age_z
A010,0.9708,-0.061199006136210245,2.632411858429743,0.9501939292934453,-1.5559039665037895
A011,0.0718,-2.5091592515846286,0.7654530935859537,-1.0823064542219465,-1.6248407838056853
A012,0.3549,-1.2851791288604195,0.7654530935859537,-0.06605626246425063,-1.6248407838056853
A013,-0.1651,-0.061199006136210245,0.7654530935859537,-0.06605626246425063,-1.5559039665037895
A014,0.6169,-0.061199006136210245,2.632411858429743,-0.06605626246425063,-1.5559039665037895
A015,1.5595,-0.061199006136210245,0.7654530935859537,-2.0985566459796425,-1.4869671492018937
A016,0.1133,-0.061199006136210245,0.7654530935859537,-0.06605626246425063,-1.6248407838056853
A017,0.3353,1.1627811165879989,-0.16802628883594098,0.9501939292934453,-1.4180303318999976
A018,-0.1045,-0.061199006136210245,0.7654530935859537,-1.0823064542219465,-1.4869671492018937
A019,-1.1302,-0.6731890674983149,-0.16802628883594098,-1.0823064542219465,-1.6937776011075811
A020,-0.913,-0.061199006136210245,-0.16802628883594098,1.9664441210511412,-1.280156697296206
A021,0.7906,-0.061199006136210245,-0.16802628883594098,0.9501939292934453,-1.1422830626924143
A022,0.1149,1.1627811165879989,-1.1015056712578357,-1.0823064542219465,-1.1422830626924143
A023,0.1335,-0.061199006136210245,0.7654530935859537,-0.06605626246425063,-1.280156697296206
A024,-0.0451,1.1627811165879989,2.632411858429743,-0.06605626246425063,-1.0733462453905185
A025,0.3468,-0.061199006136210245,0.7654530935859537,-0.06605626246425063,-1.280156697296206
A026,0.4069,1.1627811165879989,-0.16802628883594098,-1.0823064542219465,-1.0733462453905185
A027,-0.0579,-0.061199006136210245,-0.16802628883594098,0.9501939292934453,-1.1422830626924143
A028,0.1286,0.5507910552258943,-0.16802628883594098,-0.06605626246425063,-1.280156697296206
A029,1.0231,-0.061199006136210245,-0.16802628883594098,-0.06605626246425063,-1.3490935145981018
A030,0.4353,1.1627811165879989,-0.16802628883594098,-0.06605626246425063,-0.9354726107867267
A031,0.4144,-0.061199006136210245,0.7654530935859537,-0.06605626246425063,-0.8665357934848309
A032,0.7238,-0.061199006136210245,-0.16802628883594098,-0.06605626246425063,-0.7975989761829351
A033,0.3752,-0.061199006136210245,0.7654530935859537,-1.0823064542219465,-0.8665357934848309
A034,0.6093,-0.061199006136210245,-0.16802628883594098,-0.06605626246425063,-0.7975989761829351
A035,-0.202,0.5507910552258943,0.7654530935859537,0.9501939292934453,-0.7286621588810391
A036,-0.0579,-0.061199006136210245,0.7654530935859537,0.9501939292934453,-1.0044094280886227
A037,0.64,0.5507910552258943,0.7654530935859537,-0.06605626246425063,-0.9354726107867267
A038,0.4967,-1.2851791288604195,-0.16802628883594098,0.9501939292934453,-0.8665357934848309
A039,1.192,1.1627811165879989,-0.16802628883594098,0.4420688334145973,-0.9354726107867267
A040,-0.915,1.1627811165879989,-0.16802628883594098,-0.06605626246425063,-0.4529148896734558
A041,0.1097,-0.061199006136210245,-1.1015056712578357,0.9501939292934453,-0.6597253415791433
A042,-0.8263,-0.061199006136210245,0.7654530935859537,-2.0985566459796425,-0.4529148896734558
A043,0.4509,-0.061199006136210245,0.7654530935859537,0.4420688334145973,-0.4529148896734558
A044,-0.8919,-0.061199006136210245,2.632411858429743,-0.06605626246425063,-0.4529148896734558
A045,-1.072,1.1627811165879989,-0.16802628883594098,0.9501939292934453,-0.5218517069753517
A046,-1.2128,-0.061199006136210245,-0.16802628883594098,0.9501939292934453,-0.4529148896734558
A047,-1.0261,-0.061199006136210245,-1.1015056712578357,-0.06605626246425063,-0.5907885242772475
A048,0.3138,1.1627811165879989,0.7654530935859537,0.9501939292934453,-0.4529148896734558
A049,0.4953,-0.6731890674983149,1.6989324760078484,-0.06605626246425063,-0.6597253415791433
A050,-0.7942,1.7747711779501036,2.632411858429743,-0.06605626246425063,-0.24610443776776822
A051,-0.0392,-3.1211493129467334,0.7654530935859537,0.9501939292934453,-0.24610443776776822
A052,0.0634,1.7747711779501036,-1.1015056712578357,1.9664441210511412,-0.10823080316397651
A053,0.4583,-0.061199006136210245,-1.1015056712578357,1.9664441210511412,-0.03929398586208065
A054,1.0196,0.5507910552258943,-1.1015056712578357,0.9501939292934453,-0.10823080316397651
A055,0.1026,-0.061199006136210245,-0.16802628883594098,0.4420688334145973,-0.03929398586208065
A056,-0.0719,-0.061199006136210245,-1.1015056712578357,-0.06605626246425063,-0.17716762046587237
A057,-0.5121,-0.061199006136210245,-1.1015056712578357,2.982694312808837,-0.3150412550696641
A058,-0.2525,-0.061199006136210245,-1.1015056712578357,0.9501939292934453,-0.17716762046587237
A059,0.9899,-0.061199006136210245,-0.16802628883594098,-0.06605626246425063,-0.10823080316397651
A060,0.2356,-1.2851791288604195,-1.1015056712578357,0.9501939292934453,0.23645328334550275
