UID,cooks_d,outlier_flag
A015,0.06510959421760672,True
A019,0.05840520195322042,True
A044,0.05892047839886648,True
A050,0.07577757675900935,True
A065,0.04566205996666619,True
A076,0.055228478794122085,True
A088,0.04428122233094631,True
A089,0.044076614815698766,True
