predictor,beta,se,t,p,sr2,block,p_bonferroni
age,0.0021813556451638337,0.005057299967050459,0.4313281117149263,0.6672612322593384,0.0014461779005165987,block1,
RAVLT_T,0.007066679169804029,0.006620658643572176,1.0673679992042608,0.288660456194383,0.008855937615731002,block1,
BVMT_T,0.008499203962095362,0.008228247535516358,1.0329300285886454,0.30440433876531936,0.008293693824710124,block1,
RPM_T,0.020000163062213704,0.007193050883531956,2.7804840235459527,0.006609637102095382,0.060096198455787286,block1,
RAVLT_Pct_Ret_T,0.012833838338699523,0.006629980551824429,1.93572790121804,0.05603988634796427,0.029126936722665087,block1,
BVMT_Pct_Ret_T,0.007081594434651981,0.006240536364436409,1.1347733625924523,0.2594835385014651,0.01000977828107108,block1,
education,-0.0009332424683510801,0.03712623904777187,-0.025137005317189237,0.9800013349129646,4.9117162136402825e-06,block2,1.0
vr_experience,0.019218622148706163,0.06059945353005001,0.3171418392275773,0.7518705121436254,0.0007818316966949901,block2,1.0
sleep_hours_typical,-0.04360218073134285,0.06333940190076325,-0.6883895241015442,0.49297812764311755,0.0036836189430937694,block2,1.0
