predictor,beta,se,t,p,sr2,block,p_bonferroni
age,0.0058345203996705616,0.004993283949620168,1.1684735854275592,0.24570161644547098,0.009837613987524807,block1,
RAVLT_T,0.008434719079976852,0.006357528965617417,1.3267291624769981,0.18795477708962066,0.012682840474934176,block1,
BVMT_T,0.008933575996967598,0.007933266332705243,1.1260905183705396,0.2631210034245398,0.009136893919165834,block1,
RPM_T,0.02117101571367263,0.006947827496679502,3.0471418186174968,0.003031940279417927,0.06690172473077804,block1,
RAVLT_Pct_Ret_T,0.012780703100460322,0.006238033535277362,2.048835266463833,0.04339031051000016,0.03024586861026235,block1,
BVMT_Pct_Ret_T,0.009418847747898777,0.006091880114884002,1.5461315013219241,0.1255820539293231,0.01722442911525146,block1,
dass_dep,-0.03254548416490767,0.023591318467008064,-1.3795534238758977,0.17114228274082455,0.013712891065965849,block2,0.5134268482224736
dass_anx,0.0665617729226291,0.036184610606564666,1.8395050217993327,0.06913778295262848,0.024381135874569138,block2,0.20741334885788545
dass_str,0.013637153083178855,0.02780765827563305,0.490409977999789,0.6250373176063657,0.0017328883217253566,block2,1.0
