UID,Common_Intercept_z,Common_Slope_z,Congruent_Intercept_z,Congruent_Slope_z,Incongruent_Intercept_z,Incongruent_Slope_z
A010,0.6365864268832603,-0.5023664383369142,1.3338099228435902,1.3405425974531515,0.8984605928662903,0.7980965313797173
A011,0.09633360663818133,-0.4649164958356925,-0.23225305497433682,-0.2279164836272008,-0.02909357174641512,-0.11294086825300664
A012,0.2998830617332622,1.3765266205268751,-0.22859250898534902,-0.24974657898804148,0.40791199390023336,0.5063043361859422
A013,-1.0980427658372867,0.30260222873691617,-0.13025310066101373,-0.13189745762190813,-0.41715935403513565,-0.21726816734069263
A014,0.5347831800503942,0.2484301920023505,-0.08901265806986937,-0.08796693550111741,0.08119669609061646,-0.0733417982202274
A015,1.6846275332812888,0.6255711256519143,1.707651739029017,1.70024637271802,1.8046543224025418,1.7327825979193068
A016,0.7900018614003649,-0.4107337592699519,0.19861357542694413,0.19733399211770358,1.235496488073349,0.9664539441599762
A017,0.2986984919402793,1.2048812242424507,-0.6639986257079602,-0.6613989181643992,1.001054359158066,1.4314315020584092
A018,0.23975860748512398,0.04010248043663671,0.6281972789278032,0.6347691284096207,0.6749346111253198,0.694942417306915
A019,-1.3289382397394067,-0.15232496626057324,-1.7622806068874102,-1.7664597324529576,-0.8180790174621678,-0.46948488491894924
A020,-0.25065228026859765,-1.18730665078675,-1.7636001713453155,-1.7580644563547754,-1.2983128335823577,-1.5358088310569882
A021,0.9411690338124614,1.4255831028811206,1.174890590926539,1.1856895893565251,0.6347975314111096,0.7756312832203993
A022,-0.13621189503499234,1.2564608605182157,1.3005582224782974,1.298404842631126,0.9845123992119614,1.1340011020017875
A023,0.39527232204392193,1.0027306468707184,-0.012849241619249224,-0.013521454518051734,0.11608066268390407,0.04166178493845831
A024,-0.0047223517891900706,-0.20005778734863755,0.009022198418504877,0.005533774189826952,-0.860044908047898,-0.9510619622138151
A025,1.0438869360308265,-0.3038584333307437,1.1084183609948721,1.1050212738441956,0.23861629610088317,-0.1284499632334083
A026,-0.05696599488471814,0.43116285380637753,1.0937838239498683,1.0934684504475374,0.3453771903521988,0.1836443082889784
A027,-0.11464126588897079,-0.032353431960918666,-0.18881109881929045,-0.1888648358978115,0.25045607112079876,0.1331180572800061
A028,0.3436367278091825,-0.82988166108455,0.21025349567459983,0.2205953495342935,0.668488781277779,0.38415712374024286
A029,1.7806085465822883,1.0595194936472503,1.3845144469038362,1.3944957625531011,1.7771978273958167,1.5163139937371222
A030,0.528388157081087,1.0509790514408948,0.8876250807918381,0.8851728407462512,0.7583231210603453,0.9735839031231396
A031,0.7713467179483273,-0.5440726093824043,-0.5301396141022732,-0.5224713977470793,-0.42576267676535745,-0.8630671829465453
A032,0.9388984984656537,1.9220337617228838,1.388395034074622,1.3902128782394065,0.4732164942365827,0.7568752960149553
A033,-0.40290616504862753,0.9706111597675867,0.37363728579502065,0.36374252943757096,0.4189683710110788,0.4942645690329104
A034,1.0519338392624875,0.11080443974487816,0.8813532767655169,0.8849377963680115,1.4973827647502869,1.3137626382128267
A035,-0.5542377871494134,0.12803412918820825,-0.33967460358035595,-0.34962963519995593,-0.3660219432806102,-0.3771419369290869
A036,-0.33946165094028774,-0.7655818054464117,-0.05395286645910276,-0.05275248992377245,-0.3566395463535663,-0.48144466447939344
A037,1.3333766028309393,0.3503132818896692,0.2951555637215268,0.2919252558798164,0.5536349515674955,0.38754826867125347
A038,1.1868587955270824,1.206177590241067,-0.08680074133171403,-0.0810287323655666,0.7490496589505973,0.5212975246209307
A039,1.8163486767142103,0.5510873549115988,1.3155717267882514,1.3071209763733154,1.8098746548581472,2.020779036287691
A040,-1.9511833051107839,-0.3085030577673321,-1.5092202112184125,-1.5019031943931007,-1.3327266295462432,-1.5023186929902697
A041,0.02356009961517582,-0.13009558759318968,0.7260225359647967,0.735391328898248,0.7451485242755614,0.9146398065905933
A042,-1.3744695790867143,-0.6632893230067509,-1.7902267133141891,-1.7874889874463225,-1.3942764052303664,-1.174601825772198
A043,0.5353881263654858,0.30108821351637177,0.05860303618702795,0.06054248631024335,-0.23329293861675224,-0.22072256199551216
A044,-0.65923954484227,-0.6852659170743198,-0.997387398249468,-1.0055283209978771,-1.663013703572281,-1.4497677017536406
A045,-0.6783606660843604,0.34494038404077326,-1.04128713596172,-1.0315828220775534,-1.429904381533645,-1.0906053604440835
A046,-2.3397796174188223,-1.7312107176552551,-2.350882538320972,-2.3427378245904977,-1.962759886794693,-1.7786743260377353
A047,-0.8937525865347418,-1.2598669984924669,-1.6194017745719684,-1.6198153590778552,-1.3494573946488362,-1.3515985655672293
A048,0.25258281485683454,0.5969867163042142,1.3803008147024625,1.3787899144219589,0.7584510332421828,0.6747968484680134
A049,1.022071011545938,0.9274320889834656,1.7783644306931314,1.7828977585713544,0.5927987039645343,0.4339799020081643
A050,-1.0464688637957824,-0.2426644300662899,-1.2165702075600666,-1.2195796789181306,-0.2375137279522353,-0.1683971456313447
A051,-0.11903138573489329,-0.14082724940628094,0.6557734911574765,0.6632970316140189,0.05438065844036648,-0.2634886535245404
A052,0.1613530718005367,0.3212291602232298,-0.2299745198483824,-0.22652360037315133,0.5466094153462333,0.35888645473902986
A053,0.6411884524114643,-0.2985677006043432,0.4115795066909447,0.4140010221057952,0.6419905571867968,0.5925508737294121
A054,0.9593774209905511,1.9499325906393838,1.1105926503450096,1.1045311652348981,0.9593909747362062,1.54228270159584
A055,-1.2059564542912249,-0.814809758059641,-0.5402064269127907,-0.5481131093207279,-0.27018829582575427,-0.4192123916543389
A056,-0.24518920836595884,-0.7140366030058453,0.11147483099628365,0.11744350426018328,0.12416004662771404,-0.1499484948762017
A057,-1.6482268746135984,-1.238787049408375,-0.961577693320063,-0.9577342707214956,-0.8181631437352084,-0.8468519971048466
A058,-0.3999703880037398,-0.7517666226809695,0.024218743540013143,0.03782011029510442,0.2107909915880789,0.19457026060667068
A059,1.7199471029644027,1.7265149805383735,0.7080631516985157,0.7079465040375963,1.5839159177967255,1.7102720816434225
A060,0.025424470047058723,1.0036635865065187,0.41601871448096034,0.41321085146402997,0.1642011740503933,0.49670331091061853
A061,1.3035883817561684,-0.5547139810826974,1.1144375543336937,1.124513616744327,1.2379032086783817,0.8060810275338051
A062,0.23771186486073667,-2.033642126003302,-0.597835005208825,-0.6083088053685373,-0.21480710877128276,-0.5689599311007951
A063,0.7311300337701223,-0.3621823364496528,0.3165652911673504,0.32494811566766535,0.3213559017056665,0.07924521050859239
A064,0.8909857597026544,-0.27258466138790066,0.4202193976995087,0.4134813619406477,0.7829430000280441,0.45503743522070306
A065,-2.1257543838357296,-2.0366146091010515,-2.184460966139405,-2.2103514922093552,-1.8665450346930483,-1.6039150019078225
A066,-0.39888004098573715,-0.680168358894217,-1.2803549718024512,-1.2811224984285585,-0.9413377412985343,-1.0810084134862397
A067,-1.4531061215185428,-1.8077706597648913,-1.7071244019791212,-1.7017873810322541,-1.6649487296969137,-1.7128082554860535
A068,0.7513367766281124,0.17802930640947187,0.5600784779032993,0.5605393635126258,0.2980645971960006,0.16451245373668355
A069,-1.412663439841572,0.005055221129018818,-2.204948981116819,-2.200717265321469,-1.6279975175357129,-1.4364366854952797
A070,0.13583324251851606,-0.519226291425811,-1.0775781766427148,-1.0768007245661873,-0.8996526002640151,-0.8141301808330719
A071,0.8706292346118341,0.8670419440135718,-0.04126579109584457,-0.033164065893813564,-0.3036903098824153,0.039617899076786416
A072,0.762311890658947,0.3085535024328435,0.2763907701092475,0.2732334078662644,0.04396284612819637,-0.1335978970001101
A073,1.1280076656329054,1.9595191640789156,0.9475193020685567,0.9598042080405272,1.4707930253582817,1.7050771294012814
A074,-0.4921434205660504,-1.8270356311558134,0.5060884472285272,0.5129754566978527,0.07047411964155688,-0.11945692721455356
A075,-0.043203275989661845,-0.4911625415425974,0.0458641674903743,0.03700053547708957,-0.8579968364338451,-1.024593699794162
A076,-1.3034991932769369,-1.9217809370849122,-1.4854905752475724,-1.479914435805218,-1.7287620656996199,-1.7697110816786572
A077,0.14155022111235369,-0.7392514489386915,0.4997051139826592,0.5007265342097035,0.5284220980999874,0.4039326794299277
A078,-1.7656286914074641,-0.7156036764901217,-0.9313836160938277,-0.9322646626159783,-0.561637792750982,-0.529733109525273
A079,-0.9561889527197392,-0.13208115016074012,0.6058818573851137,0.5953302146349213,-0.47648561807808715,-0.6125332035204442
A080,0.5515814222299976,0.9472134080196376,-0.08975393943104916,-0.09936080814040475,-0.3959245311187628,-0.2937423285087725
A081,-0.2844548416249051,0.7391952431938729,1.0774638882694612,1.0752258059421629,0.3130178058224694,0.5579243443858946
A082,0.20342948433251198,0.9228862483836571,0.5664888859195732,0.5594718065069032,0.7183887768985142,0.6110815389626894
A083,0.4039354296361575,-0.4865280186952811,0.9571072946098392,0.963146368656217,1.5853745224795617,1.3371034565661335
A084,0.37857606357642903,-0.17164031738670596,1.089477075835065,1.0853206546220941,-0.5300575145589222,-0.48357617527304425
A085,0.2238977511552525,0.7323567018574427,0.9714753662703416,0.9598567134711378,-0.7535335437595667,-0.6881079294089932
A086,-0.22982308175092717,0.1025976437714195,-0.03640628114568801,-0.05605808962500983,-0.3837766743248414,-0.5580731794235909
A087,1.0737947366156357,1.7889255804288693,0.9631545251855275,0.9631497126212729,0.6513546879050627,0.9716992581006983
A088,2.6910744247142504,3.2074022012501686,1.3402898333939146,1.3348077968169232,2.729885879556468,2.8592728905827536
A089,0.8361742447588599,-0.1770997896251621,1.455813437420548,1.451945189026127,0.8306746303992848,0.9683125647546291
A090,-0.9852599387721215,-0.7320490850330228,-0.6752534096427274,-0.677072980315663,-0.9207823828054836,-0.6458543881802268
A091,-0.37939586215050486,-0.8786855615263078,-0.9725912331869434,-0.9697466427030128,-0.7542296043274878,-0.7952882129740582
A092,-1.7866683622597954,-1.1294293465293717,-1.3154611017815103,-1.3116262377512733,-0.9769916843713161,-0.8486880075488364
A093,0.8697497749922862,0.5897308893820745,0.23133200293798992,0.22669733933763125,0.6854828586081397,1.0177019816674524
A094,-1.2361984466367617,-1.0275306788981302,-1.123585032061521,-1.1220036882389142,-1.535051266147183,-1.3664417717660349
A095,0.8381721900522014,-0.07031508275578834,-0.0046348286871995305,0.004058750651917363,0.8056025173873097,0.7382498435343934
A096,-1.7187413387304102,-2.338384034379754,-0.9590383720153152,-0.9508778948569931,-2.429541011131757,-2.3832097094562976
A097,-0.006989064897097482,0.8295347441894444,-0.38015653215717193,-0.3809384008250063,-0.38946584655450117,-0.3043882955279899
A098,0.05562447239141599,0.4897296075219368,0.8421865489218343,0.8434677380858624,0.3525031392216169,0.2758842231329126
A099,0.5100811981122555,1.4739191070533435,0.8171220191928873,0.8238024604407145,1.5262448397117945,1.7971119444258246
A100,0.816300378080254,0.539959505886101,0.05454965956687633,0.04009703267109838,1.214730602307622,1.276194561836013
A101,-1.6756799947440983,-0.6535473874669506,-1.4517163357094072,-1.451403718806734,-0.49777953979840295,-0.4831220682977219
A102,-0.6938922522421737,0.14535906454188816,0.5738776805883188,0.5682420324559646,0.4137387369791163,0.8340341613511645
A103,-0.6843573771815576,-0.9153172670424524,0.2206890458992469,0.22463722050998014,-0.31990174681344397,-0.6960919421206578
A104,0.9288992829389696,-1.1010562097522794,0.35748286542916907,0.3474310615359603,0.103882172743537,-0.31451614922225385
A105,0.22367320006711472,0.1430710319190748,0.24286517731136384,0.24583394877055587,-0.2686038260116798,-0.39569372114566176
A106,0.8904337945655024,1.238470636229477,0.8861805312158968,0.89377081359802,0.45689162230098146,0.5296677578509672
A107,-1.5559899611844528,-0.24373512611793022,-2.165327947739046,-2.1610634340647095,-1.6192988159763053,-1.3649549685881113
