UID,cluster,data_type,Common_Intercept_z,Common_Slope_z,Congruent_Intercept_z,Congruent_Slope_z,Incongruent_Intercept_z,Incongruent_Slope_z,cluster_label
A028,5,participant,0.3436367278091825,-0.82988166108455,0.2102534956745998,0.2205953495342935,0.668488781277779,0.3841571237402428,High
A029,2,participant,1.7806085465822885,1.0595194936472505,1.3845144469038362,1.3944957625531011,1.7771978273958169,1.5163139937371222,High
A030,2,participant,0.528388157081087,1.0509790514408948,0.8876250807918381,0.8851728407462512,0.7583231210603453,0.9735839031231396,High
A031,1,participant,0.7713467179483273,-0.5440726093824043,-0.5301396141022732,-0.5224713977470793,-0.4257626767653574,-0.8630671829465453,Medium
A032,2,participant,0.9388984984656537,1.922033761722884,1.388395034074622,1.3902128782394063,0.4732164942365827,0.7568752960149553,High
A033,0,participant,-0.4029061650486275,0.9706111597675868,0.3736372857950206,0.3637425294375709,0.4189683710110788,0.4942645690329104,Medium
A034,5,participant,1.0519338392624875,0.1108044397448781,0.8813532767655169,0.8849377963680115,1.4973827647502869,1.313762638212827,High
A035,1,participant,-0.5542377871494134,0.1280341291882082,-0.3396746035803559,-0.3496296351999559,-0.3660219432806102,-0.3771419369290869,Medium
A036,1,participant,-0.3394616509402877,-0.7655818054464117,-0.0539528664591027,-0.0527524899237724,-0.3566395463535663,-0.4814446644793934,Medium
A037,5,participant,1.3333766028309393,0.3503132818896692,0.2951555637215268,0.2919252558798164,0.5536349515674955,0.3875482686712534,High
A038,0,participant,1.1868587955270824,1.206177590241067,-0.086800741331714,-0.0810287323655666,0.7490496589505973,0.5212975246209307,Medium
A039,2,participant,1.8163486767142103,0.5510873549115988,1.3155717267882514,1.3071209763733154,1.8098746548581472,2.020779036287691,High
A040,4,participant,-1.951183305110784,-0.3085030577673321,-1.5092202112184123,-1.5019031943931007,-1.3327266295462432,-1.5023186929902697,Low
A041,5,participant,0.0235600996151758,-0.1300955875931896,0.7260225359647967,0.735391328898248,0.7451485242755614,0.9146398065905932,High
A042,4,participant,-1.3744695790867143,-0.6632893230067509,-1.7902267133141891,-1.7874889874463225,-1.3942764052303664,-1.174601825772198,Low
A043,0,participant,0.5353881263654858,0.3010882135163717,0.0586030361870279,0.0605424863102433,-0.2332929386167522,-0.2207225619955121,Medium
A044,3,participant,-0.65923954484227,-0.6852659170743198,-0.997387398249468,-1.0055283209978771,-1.663013703572281,-1.4497677017536406,Low
A045,3,participant,-0.6783606660843604,0.3449403840407732,-1.04128713596172,-1.0315828220775534,-1.429904381533645,-1.0906053604440835,Low
A046,4,participant,-2.3397796174188223,-1.7312107176552551,-2.350882538320972,-2.3427378245904977,-1.962759886794693,-1.7786743260377351,Low
A047,4,participant,-0.8937525865347418,-1.2598669984924669,-1.6194017745719684,-1.6198153590778552,-1.3494573946488362,-1.3515985655672291,Low
A048,5,participant,0.2525828148568345,0.5969867163042142,1.3803008147024625,1.3787899144219589,0.7584510332421828,0.6747968484680134,High
A049,2,participant,1.022071011545938,0.9274320889834656,1.7783644306931314,1.7828977585713544,0.5927987039645343,0.4339799020081643,High
A050,3,participant,-1.0464688637957824,-0.2426644300662899,-1.2165702075600666,-1.2195796789181306,-0.2375137279522353,-0.1683971456313447,Low
A051,1,participant,-0.1190313857348932,-0.1408272494062809,0.6557734911574765,0.6632970316140189,0.0543806584403664,-0.2634886535245404,Medium
A052,0,participant,0.1613530718005367,0.3212291602232298,-0.2299745198483824,-0.2265236003731513,0.5466094153462333,0.3588864547390298,Medium
A053,5,participant,0.6411884524114643,-0.2985677006043432,0.4115795066909447,0.4140010221057952,0.6419905571867968,0.5925508737294121,High
A054,2,participant,0.9593774209905512,1.949932590639384,1.1105926503450096,1.104531165234898,0.9593909747362062,1.54228270159584,High
A055,3,participant,-1.2059564542912249,-0.814809758059641,-0.5402064269127907,-0.5481131093207279,-0.2701882958257542,-0.4192123916543389,Low
A056,1,participant,-0.2451892083659588,-0.7140366030058453,0.1114748309962836,0.1174435042601832,0.124160046627714,-0.1499484948762017,Medium
A057,3,participant,-1.6482268746135984,-1.238787049408375,-0.961577693320063,-0.9577342707214956,-0.8181631437352084,-0.8468519971048466,Low
A058,1,participant,-0.3999703880037398,-0.7517666226809695,0.0242187435400131,0.0378201102951044,0.2107909915880789,0.1945702606066706,Medium
A059,2,participant,1.719947102964403,1.7265149805383735,0.7080631516985157,0.7079465040375963,1.5839159177967257,1.7102720816434225,High
A060,0,participant,0.0254244700470587,1.0036635865065189,0.4160187144809603,0.4132108514640299,0.1642011740503933,0.4967033109106185,Medium
A061,5,participant,1.3035883817561684,-0.5547139810826974,1.1144375543336935,1.124513616744327,1.2379032086783817,0.8060810275338051,High
A062,1,participant,0.2377118648607366,-2.033642126003302,-0.597835005208825,-0.6083088053685373,-0.2148071087712827,-0.5689599311007951,Medium
A063,5,participant,0.7311300337701223,-0.3621823364496528,0.3165652911673504,0.3249481156676653,0.3213559017056665,0.0792452105085923,High
A064,5,participant,0.8909857597026544,-0.2725846613879006,0.4202193976995087,0.4134813619406477,0.7829430000280441,0.455037435220703,High
A065,4,participant,-2.1257543838357296,-2.0366146091010515,-2.184460966139405,-2.2103514922093552,-1.8665450346930483,-1.6039150019078223,Low
A066,3,participant,-0.3988800409857371,-0.680168358894217,-1.2803549718024512,-1.2811224984285583,-0.9413377412985344,-1.0810084134862397,Low
A067,4,participant,-1.4531061215185428,-1.8077706597648917,-1.7071244019791212,-1.701787381032254,-1.6649487296969137,-1.7128082554860535,Low
A068,5,participant,0.7513367766281124,0.1780293064094718,0.5600784779032993,0.5605393635126258,0.2980645971960006,0.1645124537366835,High
A069,4,participant,-1.412663439841572,0.0050552211290188,-2.204948981116819,-2.200717265321469,-1.6279975175357129,-1.4364366854952797,Low
A070,3,participant,0.135833242518516,-0.519226291425811,-1.0775781766427148,-1.0768007245661873,-0.8996526002640151,-0.8141301808330719,Low
A071,0,participant,0.8706292346118341,0.8670419440135718,-0.0412657910958445,-0.0331640658938135,-0.3036903098824153,0.0396178990767864,Medium
A072,0,participant,0.762311890658947,0.3085535024328435,0.2763907701092475,0.2732334078662644,0.0439628461281963,-0.1335978970001101,Medium
A073,2,participant,1.1280076656329054,1.959519164078916,0.9475193020685568,0.9598042080405272,1.4707930253582815,1.7050771294012814,High
A074,1,participant,-0.4921434205660504,-1.8270356311558131,0.5060884472285272,0.5129754566978527,0.0704741196415568,-0.1194569272145535,Medium
A075,1,participant,-0.0432032759896618,-0.4911625415425974,0.0458641674903743,0.0370005354770895,-0.8579968364338451,-1.024593699794162,Medium
A076,4,participant,-1.3034991932769369,-1.921780937084912,-1.4854905752475724,-1.479914435805218,-1.72876206569962,-1.7697110816786572,Low
A077,5,participant,0.1415502211123536,-0.7392514489386915,0.4997051139826592,0.5007265342097035,0.5284220980999874,0.4039326794299277,High
A078,3,participant,-1.765628691407464,-0.7156036764901217,-0.9313836160938276,-0.9322646626159784,-0.561637792750982,-0.529733109525273,Low
A079,1,participant,-0.9561889527197392,-0.1320811501607401,0.6058818573851137,0.5953302146349213,-0.4764856180780871,-0.6125332035204442,Medium
A080,0,participant,0.5515814222299976,0.9472134080196376,-0.0897539394310491,-0.0993608081404047,-0.3959245311187628,-0.2937423285087725,Medium
A081,5,participant,-0.2844548416249051,0.7391952431938729,1.0774638882694612,1.0752258059421629,0.3130178058224694,0.5579243443858946,High
A082,5,participant,0.2034294843325119,0.9228862483836572,0.5664888859195732,0.5594718065069032,0.7183887768985142,0.6110815389626894,High
A083,5,participant,0.4039354296361575,-0.4865280186952811,0.9571072946098392,0.963146368656217,1.5853745224795617,1.3371034565661335,High
A084,1,participant,0.378576063576429,-0.1716403173867059,1.089477075835065,1.085320654622094,-0.5300575145589222,-0.4835761752730442,Medium
A085,0,participant,0.2238977511552525,0.7323567018574427,0.9714753662703416,0.9598567134711378,-0.7535335437595667,-0.6881079294089932,Medium
A086,1,participant,-0.2298230817509271,0.1025976437714195,-0.036406281145688,-0.0560580896250098,-0.3837766743248414,-0.5580731794235909,Medium
A087,2,participant,1.0737947366156355,1.7889255804288693,0.9631545251855276,0.9631497126212728,0.6513546879050627,0.9716992581006983,High
A088,2,participant,2.6910744247142504,3.2074022012501686,1.3402898333939146,1.3348077968169232,2.729885879556468,2.8592728905827536,High
A089,5,participant,0.8361742447588599,-0.1770997896251621,1.455813437420548,1.451945189026127,0.8306746303992848,0.9683125647546292,High
A090,3,participant,-0.9852599387721216,-0.7320490850330228,-0.6752534096427274,-0.677072980315663,-0.9207823828054836,-0.6458543881802268,Low
A091,3,participant,-0.3793958621505048,-0.8786855615263078,-0.9725912331869434,-0.9697466427030128,-0.7542296043274878,-0.7952882129740582,Low
A092,3,participant,-1.7866683622597954,-1.1294293465293717,-1.3154611017815103,-1.3116262377512733,-0.976991684371316,-0.8486880075488364,Low
A093,5,participant,0.8697497749922862,0.5897308893820745,0.2313320029379899,0.2266973393376312,0.6854828586081397,1.0177019816674524,High
A094,3,participant,-1.2361984466367617,-1.0275306788981302,-1.123585032061521,-1.1220036882389142,-1.535051266147183,-1.3664417717660349,Low
A095,5,participant,0.8381721900522014,-0.0703150827557883,-0.0046348286871995,0.0040587506519173,0.8056025173873097,0.7382498435343934,High
A096,4,participant,-1.7187413387304102,-2.338384034379754,-0.9590383720153152,-0.9508778948569933,-2.429541011131757,-2.3832097094562976,Low
A097,0,participant,-0.0069890648970974,0.8295347441894444,-0.3801565321571719,-0.3809384008250063,-0.3894658465545011,-0.3043882955279899,Medium
A098,5,participant,0.0556244723914159,0.4897296075219368,0.8421865489218343,0.8434677380858624,0.3525031392216169,0.2758842231329126,High
A099,2,participant,0.5100811981122555,1.4739191070533435,0.8171220191928873,0.8238024604407145,1.5262448397117945,1.7971119444258246,High
A100,5,participant,0.816300378080254,0.539959505886101,0.0545496595668763,0.0400970326710983,1.214730602307622,1.276194561836013,High
A101,3,participant,-1.6756799947440983,-0.6535473874669506,-1.4517163357094072,-1.451403718806734,-0.4977795397984029,-0.4831220682977219,Low
A102,5,participant,-0.6938922522421737,0.1453590645418881,0.5738776805883188,0.5682420324559646,0.4137387369791163,0.8340341613511645,High
A103,1,participant,-0.6843573771815576,-0.9153172670424524,0.2206890458992469,0.2246372205099801,-0.3199017468134439,-0.6960919421206578,Medium
A104,1,participant,0.9288992829389696,-1.1010562097522794,0.357482865429169,0.3474310615359603,0.103882172743537,-0.3145161492222538,Medium
A105,1,participant,0.2236732000671147,0.1430710319190748,0.2428651773113638,0.2458339487705558,-0.2686038260116798,-0.3956937211456617,Medium
A106,2,participant,0.8904337945655024,1.238470636229477,0.8861805312158968,0.89377081359802,0.4568916223009814,0.5296677578509672,High
A107,4,participant,-1.5559899611844528,-0.2437351261179302,-2.165327947739046,-2.161063434064709,-1.619298815976305,-1.3649549685881113,Low
A108,3,participant,-1.1537076353850118,-0.3510025664440994,-0.8534414800399405,-0.8547429687781456,-1.5813719180568102,-1.4424296257255618,Low
A109,3,participant,-1.3111385654238832,-0.9006661356719307,-0.7360072565580816,-0.7365478763984862,-1.1406338064273427,-1.015813983377708,Low
Center_0,0,center,0.3882990420155948,0.808574192457865,0.0195514724711434,0.0169240352699781,0.1037948576705229,0.1554476122072485,Medium
Center_1,1,center,-0.1391827460993641,-0.505749621815549,0.0926059092494869,0.0913012798734901,-0.2469582771083701,-0.4137983442890404,Medium
Center_2,2,center,1.1699077270695628,1.4775567399983918,1.180699552319056,1.182136912131937,1.214256800127104,1.3639553918608904,High
Center_3,3,center,-1.070244683663344,-0.6485513015755243,-1.058542630150665,-1.058895620818231,-0.940395662895553,-0.8416768277013711,Low
Center_4,4,center,-1.4890538006188458,-1.226673353911643,-1.7945202411825574,-1.7922474295593227,-1.6613296658668957,-1.6012761767306043,Low
Center_5,5,center,0.5265270570818784,-0.0001567704661635,0.6773071424118672,0.6781334865955674,0.7338473674651944,0.6522975311974206,High
